Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Player,Position
2014-2015,19,Le Havre,fr FRA,2. Ligue 2,7th,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Ferland Mendy,DF
2015-2016,20,Le Havre,fr FRA,2. Ligue 2,4th,11,8,712,7.9,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.13,0.13,0.00,0.13,,,,,,Ferland Mendy,DF
2016-2017,21,Le Havre,fr FRA,2. Ligue 2,8th,35,34,3105,34.5,2,5,7,2,0,0,8,0,,,,,,,,0.06,0.14,0.20,0.06,0.20,,,,,,Ferland Mendy,DF
2017-2018,22,Lyon,fr FRA,1. Ligue 1,3rd,27,24,2122,23.6,0,5,5,0,0,0,4,0,0.8,0.8,2.4,3.2,97,131,138,0.00,0.21,0.21,0.00,0.21,0.03,0.10,0.14,0.03,0.14,Ferland Mendy,DF
2018-2019,23,Lyon,fr FRA,1. Ligue 1,3rd,30,27,2531,28.1,2,1,3,2,0,0,2,0,0.9,0.9,3.2,4.1,111,163,212,0.07,0.04,0.11,0.07,0.11,0.03,0.11,0.14,0.03,0.14,Ferland Mendy,DF
2019-2020,24,Real Madrid,es ESP,1. La Liga,1st,25,19,1809,20.1,1,3,4,1,0,0,8,1,0.6,0.6,2.4,3.0,69,64,131,0.05,0.15,0.20,0.05,0.20,0.03,0.12,0.15,0.03,0.15,Ferland Mendy,DF
2020-2021,25,Real Madrid,es ESP,1. La Liga,2nd,26,24,2208,24.5,1,0,1,1,0,0,3,0,0.8,0.8,0.9,1.7,87,97,149,0.04,0.00,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,Ferland Mendy,DF
2021-2022,26,Real Madrid,es ESP,1. La Liga,1st,22,20,1734,19.3,2,1,3,2,0,0,4,0,1.0,1.0,1.4,2.5,71,99,116,0.10,0.05,0.16,0.10,0.16,0.05,0.08,0.13,0.05,0.13,Ferland Mendy,DF
2022-2023,27,Real Madrid,es ESP,1. La Liga,2nd,18,17,1351,15.0,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,23,56,73,0.00,0.07,0.07,0.00,0.07,0.02,0.04,0.06,0.02,0.06,Ferland Mendy,DF
2023-2024,28,Real Madrid,es ESP,1. La Liga,1st,23,21,1720,19.1,0,0,0,0,0,0,5,0,0.2,0.2,0.9,1.1,19,84,96,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Ferland Mendy,DF
2024-2025,29,Real Madrid,es ESP,1. La Liga,1st,12,10,831,9.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,9,31,35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ferland Mendy,DF
2020-2021,20,Rayo Vallecano,es ESP,2. La Liga 2,6th,37,37,3286,36.5,1,2,3,1,0,0,3,0,1.1,1.1,2.9,4.1,157,133,201,0.03,0.05,0.08,0.03,0.08,0.03,0.08,0.11,0.03,0.11,Fran Garcia,DF
2021-2022,21,Rayo Vallecano,es ESP,1. La Liga,12th,34,34,3025,33.6,1,0,1,1,0,0,4,0,0.9,0.9,1.7,2.6,140,133,141,0.03,0.00,0.03,0.03,0.03,0.03,0.05,0.08,0.03,0.08,Fran Garcia,DF
2022-2023,22,Rayo Vallecano,es ESP,1. La Liga,11th,38,38,3407,37.9,2,3,5,2,0,0,1,0,1.2,1.2,1.6,2.8,183,147,167,0.05,0.08,0.13,0.05,0.13,0.03,0.04,0.07,0.03,0.07,Fran Garcia,DF
2023-2024,23,Real Madrid,es ESP,1. La Liga,1st,25,15,1398,15.5,1,5,6,1,0,0,2,0,0.5,0.5,2.4,3.0,53,60,139,0.06,0.32,0.39,0.06,0.39,0.03,0.16,0.19,0.03,0.19,Fran Garcia,DF
2024-2025,24,Real Madrid,es ESP,1. La Liga,1st,14,8,767,8.5,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,22,43,65,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Fran Garcia,DF
2007-2008,21,Dinamo Zagreb,hr CRO,1. 1. HNL,1st,25,25,1973,21.9,13,11,24,9,4,4,1,0,,,,,,,,0.59,0.50,1.09,0.41,0.91,,,,,,Luka Modrić,MF
2008-2009,22,Tottenham,eng ENG,1. Premier League,8th,34,34,2776,30.8,3,6,9,3,0,0,5,0,,,,,,,,0.10,0.19,0.29,0.10,0.29,,,,,,Luka Modrić,MF
2009-2010,23,Tottenham,eng ENG,1. Premier League,4th,25,21,1910,21.2,3,3,6,3,0,0,2,0,,,,,,,,0.14,0.14,0.28,0.14,0.28,,,,,,Luka Modrić,MF
2010-2011,24,Tottenham,eng ENG,1. Premier League,5th,32,32,2793,31.0,3,2,5,2,1,1,3,0,,,,,,,,0.10,0.06,0.16,0.06,0.13,,,,,,Luka Modrić,MF
2011-2012,25,Tottenham,eng ENG,1. Premier League,4th,36,36,3214,35.7,4,4,8,4,0,0,2,0,,,,,,,,0.11,0.11,0.22,0.11,0.22,,,,,,Luka Modrić,MF
2012-2013,26,Real Madrid,es ESP,1. La Liga,2nd,33,25,2179,24.2,3,3,6,3,0,0,8,0,,,,,,,,0.12,0.12,0.25,0.12,0.25,,,,,,Luka Modrić,MF
2013-2014,27,Real Madrid,es ESP,1. La Liga,3rd,34,29,2639,29.3,1,6,7,1,0,0,6,0,,,,,,,,0.03,0.20,0.24,0.03,0.24,,,,,,Luka Modrić,MF
2014-2015,28,Real Madrid,es ESP,1. La Liga,2nd,16,16,1290,14.3,1,3,4,1,0,0,4,0,,,,,,,,0.07,0.21,0.28,0.07,0.28,,,,,,Luka Modrić,MF
2015-2016,29,Real Madrid,es ESP,1. La Liga,2nd,32,31,2619,29.1,2,4,6,2,0,0,5,0,,,,,,,,0.07,0.14,0.21,0.07,0.21,,,,,,Luka Modrić,MF
2016-2017,30,Real Madrid,es ESP,1. La Liga,1st,25,22,1887,21.0,1,2,3,1,0,0,2,0,,,,,,,,0.05,0.10,0.14,0.05,0.14,,,,,,Luka Modrić,MF
2017-2018,31,Real Madrid,es ESP,1. La Liga,3rd,26,23,1970,21.9,1,6,7,1,0,0,3,0,1.8,1.8,4.2,6.0,82,254,78,0.05,0.27,0.32,0.05,0.32,0.08,0.19,0.27,0.08,0.27,Luka Modrić,MF
2018-2019,32,Real Madrid,es ESP,1. La Liga,3rd,34,31,2608,29.0,3,6,9,3,0,0,6,0,2.7,2.7,3.8,6.4,68,295,108,0.10,0.21,0.31,0.10,0.31,0.09,0.13,0.22,0.09,0.22,Luka Modrić,MF
2019-2020,33,Real Madrid,es ESP,1. La Liga,1st,31,22,1996,22.2,3,7,10,3,0,0,7,1,1.5,1.5,3.3,4.9,64,183,83,0.14,0.32,0.45,0.14,0.45,0.07,0.15,0.22,0.07,0.22,Luka Modrić,MF
2020-2021,34,Real Madrid,es ESP,1. La Liga,2nd,35,32,2733,30.4,5,3,8,5,0,0,4,0,2.3,2.3,4.6,6.9,67,283,108,0.16,0.10,0.26,0.16,0.26,0.08,0.15,0.23,0.08,0.23,Luka Modrić,MF
2021-2022,35,Real Madrid,es ESP,1. La Liga,1st,28,25,2032,22.6,2,8,10,1,1,1,4,0,2.5,1.7,5.2,6.8,67,221,87,0.09,0.35,0.44,0.04,0.40,0.11,0.23,0.34,0.07,0.30,Luka Modrić,MF
2022-2023,36,Real Madrid,es ESP,1. La Liga,2nd,33,19,1744,19.4,4,3,7,3,1,1,7,0,4.2,3.4,4.5,8.0,50,182,87,0.21,0.15,0.36,0.15,0.31,0.22,0.23,0.45,0.18,0.41,Luka Modrić,MF
2023-2024,37,Real Madrid,es ESP,1. La Liga,1st,32,18,1688,18.8,2,6,8,2,0,0,2,0,1.3,1.3,5.5,6.8,53,196,85,0.11,0.32,0.43,0.11,0.43,0.07,0.30,0.37,0.07,0.37,Luka Modrić,MF
2024-2025,38,Real Madrid,es ESP,1. La Liga,1st,19,7,841,9.3,1,3,4,1,0,0,5,0,1.0,1.0,3.9,4.9,25,80,29,0.11,0.32,0.43,0.11,0.43,0.10,0.42,0.52,0.10,0.52,Luka Modrić,MF
2012-2013,20,Leverkusen,de GER,1. Bundesliga,3rd,32,31,2776,30.8,1,7,8,1,0,0,7,0,,,,,,,,0.03,0.23,0.26,0.03,0.26,,,,,,Dani Carvajal,DF
2013-2014,21,Real Madrid,es ESP,1. La Liga,3rd,31,25,2238,24.9,2,2,4,2,0,0,5,0,,,,,,,,0.08,0.08,0.16,0.08,0.16,,,,,,Dani Carvajal,DF
2014-2015,22,Real Madrid,es ESP,1. La Liga,2nd,30,25,2271,25.2,0,3,3,0,0,0,12,0,,,,,,,,0.00,0.12,0.12,0.00,0.12,,,,,,Dani Carvajal,DF
2015-2016,23,Real Madrid,es ESP,1. La Liga,2nd,22,19,1632,18.1,0,4,4,0,0,0,6,0,,,,,,,,0.00,0.22,0.22,0.00,0.22,,,,,,Dani Carvajal,DF
2016-2017,24,Real Madrid,es ESP,1. La Liga,1st,23,21,2016,22.4,0,4,4,0,0,0,11,0,,,,,,,,0.00,0.18,0.18,0.00,0.18,,,,,,Dani Carvajal,DF
2017-2018,25,Real Madrid,es ESP,1. La Liga,3rd,25,25,2222,24.7,0,2,2,0,0,0,11,1,1.0,1.0,4.2,5.1,69,150,216,0.00,0.08,0.08,0.00,0.08,0.04,0.17,0.21,0.04,0.21,Dani Carvajal,DF
2018-2019,26,Real Madrid,es ESP,1. La Liga,3rd,24,23,2107,23.4,1,2,3,1,0,0,10,0,0.4,0.4,3.6,3.9,72,121,152,0.04,0.09,0.13,0.04,0.13,0.02,0.15,0.17,0.02,0.17,Dani Carvajal,DF
2019-2020,27,Real Madrid,es ESP,1. La Liga,1st,31,31,2738,30.4,1,5,6,1,0,0,11,0,2.6,2.6,4.9,7.5,91,182,195,0.03,0.16,0.20,0.03,0.20,0.09,0.16,0.25,0.09,0.25,Dani Carvajal,DF
2020-2021,28,Real Madrid,es ESP,1. La Liga,2nd,13,11,950,10.6,0,2,2,0,0,0,5,0,0.5,0.5,0.8,1.2,21,48,62,0.00,0.19,0.19,0.00,0.19,0.04,0.07,0.11,0.04,0.11,Dani Carvajal,DF
2021-2022,29,Real Madrid,es ESP,1. La Liga,1st,24,17,1551,17.2,1,3,4,1,0,0,1,0,0.5,0.5,2.4,2.9,29,73,108,0.06,0.17,0.23,0.06,0.23,0.03,0.14,0.17,0.03,0.17,Dani Carvajal,DF
2022-2023,30,Real Madrid,es ESP,1. La Liga,2nd,27,20,1784,19.8,0,2,2,0,0,0,8,1,0.8,0.8,2.0,2.8,22,58,147,0.00,0.10,0.10,0.00,0.10,0.04,0.10,0.14,0.04,0.14,Dani Carvajal,DF
2023-2024,31,Real Madrid,es ESP,1. La Liga,1st,28,25,2171,24.1,4,3,7,4,0,0,5,1,1.7,1.7,2.7,4.4,30,82,168,0.17,0.12,0.29,0.17,0.29,0.07,0.11,0.18,0.07,0.18,Dani Carvajal,DF
2024-2025,32,Real Madrid,es ESP,1. La Liga,1st,8,7,609,6.8,1,0,1,1,0,0,1,0,1.3,1.3,0.2,1.5,13,27,48,0.15,0.00,0.15,0.15,0.15,0.19,0.03,0.22,0.19,0.22,Dani Carvajal,DF
2016-2017,16,Manchester City,eng ENG,Jr. PL2 — Div. 1,2nd,19,17,1497,16.6,7,6,13,6,1,1,0,0,,,,,,,,0.42,0.36,0.78,0.36,0.72,,,,,,Brahim Díaz,"FW,MF"
2017-2018,17,Manchester City,eng ENG,Jr. PL2 — Div. 1,6th,13,13,1080,12.0,4,4,8,3,1,1,0,0,,,,,,,,0.33,0.33,0.67,0.25,0.58,,,,,,Brahim Díaz,"FW,MF"
2017-2018,17,Manchester City,eng ENG,1. Premier League,1st,5,0,55,0.6,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,3,0,15,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.79,0.79,0.79,Brahim Díaz,"FW,MF"
2018-2019,18,Real Madrid,es ESP,1. La Liga,3rd,9,5,376,4.2,1,1,2,1,0,0,0,0,1.2,1.2,1.5,2.7,17,12,49,0.24,0.24,0.48,0.24,0.48,0.29,0.36,0.64,0.29,0.64,Brahim Díaz,"FW,MF"
2019-2020,19,Real Madrid,es ESP,1. La Liga,1st,6,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,2,9,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32,Brahim Díaz,"FW,MF"
2020-2021,20,Milan,it ITA,1. Serie A,2nd,27,15,1228,13.6,4,3,7,4,0,0,2,0,3.4,3.4,1.5,4.9,43,43,69,0.29,0.22,0.51,0.29,0.51,0.25,0.11,0.36,0.25,0.36,Brahim Díaz,"FW,MF"
2021-2022,21,Milan,it ITA,1. Serie A,1st,31,25,1855,20.6,3,3,6,3,0,0,4,0,4.1,4.1,2.3,6.4,59,88,104,0.15,0.15,0.29,0.15,0.29,0.20,0.11,0.31,0.20,0.31,Brahim Díaz,"FW,MF"
2022-2023,22,Milan,it ITA,1. Serie A,4th,33,27,1925,21.4,6,7,13,6,0,0,3,0,6.0,6.0,5.6,11.5,80,121,116,0.28,0.33,0.61,0.28,0.61,0.28,0.26,0.54,0.28,0.54,Brahim Díaz,"FW,MF"
2023-2024,23,Real Madrid,es ESP,1. La Liga,1st,31,18,1545,17.2,8,6,14,8,0,0,0,0,5.7,5.7,4.4,10.1,76,75,166,0.47,0.35,0.82,0.47,0.82,0.33,0.26,0.59,0.33,0.59,Brahim Díaz,"FW,MF"
2024-2025,24,Real Madrid,es ESP,1. La Liga,1st,14,6,609,6.8,2,2,4,2,0,0,0,0,1.4,1.4,2.0,3.4,15,37,47,0.30,0.30,0.59,0.30,0.59,0.21,0.30,0.51,0.21,0.51,Brahim Díaz,"FW,MF"
2020-2021,15,Fenerbahçe,tr TUR,1. Süper Lig,3rd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arda Güler,"MF,FW"
2021-2022,16,Fenerbahçe,tr TUR,1. Süper Lig,2nd,12,2,292,3.2,3,3,6,2,1,1,0,0,,,,,,,,0.92,0.92,1.85,0.62,1.54,,,,,,Arda Güler,"MF,FW"
2022-2023,17,Fenerbahçe,tr TUR,1. Süper Lig,2nd,20,11,905,10.1,4,3,7,4,0,0,1,0,,,,,,,,0.40,0.30,0.70,0.40,0.70,,,,,,Arda Güler,"MF,FW"
2023-2024,18,Real Madrid,es ESP,1. La Liga,1st,10,4,377,4.2,6,0,6,6,0,0,1,0,1.4,1.4,0.1,1.6,16,17,25,1.43,0.00,1.43,1.43,1.43,0.34,0.03,0.37,0.34,0.37,Arda Güler,"MF,FW"
2024-2025,19,Real Madrid,es ESP,1. La Liga,1st,14,6,575,6.4,1,3,4,1,0,0,1,0,1.8,1.8,1.5,3.3,16,34,44,0.16,0.47,0.63,0.16,0.63,0.28,0.24,0.52,0.28,0.52,Arda Güler,"MF,FW"
2018-2019,15,Rennes,fr FRA,1. Ligue 1,10th,7,4,364,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,9,18,6,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Eduardo Camavinga,"MF,DF"
2019-2020,16,Rennes,fr FRA,1. Ligue 1,3rd,25,24,2107,23.4,1,2,3,1,0,0,4,0,0.9,0.9,0.7,1.6,48,96,24,0.04,0.09,0.13,0.04,0.13,0.04,0.03,0.07,0.04,0.07,Eduardo Camavinga,"MF,DF"
2020-2021,17,Rennes,fr FRA,1. Ligue 1,6th,35,28,2402,26.7,1,2,3,1,0,0,6,0,1.8,1.8,1.8,3.6,85,185,73,0.04,0.07,0.11,0.04,0.11,0.07,0.07,0.14,0.07,0.14,Eduardo Camavinga,"MF,DF"
2021-2022,18,Rennes,fr FRA,1. Ligue 1,4th,4,1,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Eduardo Camavinga,"MF,DF"
2021-2022,18,Real Madrid,es ESP,1. La Liga,1st,26,13,1236,13.7,2,1,3,2,0,0,8,0,1.2,1.2,1.0,2.2,30,79,33,0.15,0.07,0.22,0.15,0.22,0.09,0.07,0.16,0.09,0.16,Eduardo Camavinga,"MF,DF"
2022-2023,19,Real Madrid,es ESP,1. La Liga,2nd,37,21,2010,22.3,0,1,1,0,0,0,6,0,0.8,0.8,1.5,2.3,69,165,99,0.00,0.04,0.04,0.00,0.04,0.04,0.07,0.10,0.04,0.10,Eduardo Camavinga,"MF,DF"
2023-2024,20,Real Madrid,es ESP,1. La Liga,1st,31,21,1817,20.2,0,2,2,0,0,0,9,0,0.9,0.9,1.4,2.3,49,106,31,0.00,0.10,0.10,0.00,0.10,0.05,0.07,0.11,0.05,0.11,Eduardo Camavinga,"MF,DF"
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,8,6,520,5.8,0,2,2,0,0,0,0,0,0.1,0.1,0.2,0.3,10,34,12,0.00,0.35,0.35,0.00,0.35,0.02,0.03,0.05,0.02,0.05,Eduardo Camavinga,"MF,DF"
2013-2014,16,Betis,es ESP,1. La Liga,20th,1,0,11,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Dani Ceballos,MF
2014-2015,17,Betis,es ESP,2. La Liga 2,1st,33,24,2280,25.3,5,3,8,5,0,0,4,0,,,,,,,,0.20,0.12,0.32,0.20,0.32,,,,,,Dani Ceballos,MF
2015-2016,18,Betis,es ESP,1. La Liga,10th,34,22,2132,23.7,0,2,2,0,0,0,11,1,,,,,,,,0.00,0.08,0.08,0.00,0.08,,,,,,Dani Ceballos,MF
2016-2017,19,Betis,es ESP,1. La Liga,15th,30,24,2339,26.0,2,2,4,2,0,0,8,0,,,,,,,,0.08,0.08,0.15,0.08,0.15,,,,,,Dani Ceballos,MF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,12,4,401,4.5,2,0,2,2,0,0,0,0,0.4,0.4,0.2,0.6,13,38,17,0.45,0.00,0.45,0.45,0.45,0.09,0.04,0.13,0.09,0.13,Dani Ceballos,MF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,23,13,1248,13.9,3,0,3,3,0,0,3,0,2.3,2.3,1.2,3.5,38,140,70,0.22,0.00,0.22,0.22,0.22,0.16,0.09,0.25,0.16,0.25,Dani Ceballos,MF
2019-2020,22,Arsenal,eng ENG,1. Premier League,8th,24,18,1692,18.8,0,2,2,0,0,0,1,0,0.6,0.6,1.8,2.3,60,174,38,0.00,0.11,0.11,0.00,0.11,0.03,0.09,0.12,0.03,0.12,Dani Ceballos,MF
2020-2021,23,Arsenal,eng ENG,1. Premier League,8th,25,17,1615,17.9,0,3,3,0,0,0,4,0,0.6,0.6,2.6,3.3,54,150,52,0.00,0.17,0.17,0.00,0.17,0.04,0.15,0.18,0.04,0.18,Dani Ceballos,MF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,11,2,276,3.1,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,6,20,8,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.28,0.22,0.28,Dani Ceballos,MF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,30,19,1564,17.4,0,4,4,0,0,0,8,0,0.9,0.9,2.1,3.0,60,204,60,0.00,0.23,0.23,0.00,0.23,0.05,0.12,0.17,0.05,0.17,Dani Ceballos,MF
2023-2024,26,Real Madrid,es ESP,1. La Liga,1st,20,5,598,6.6,0,2,2,0,0,0,2,0,0.3,0.3,1.5,1.8,16,47,23,0.00,0.30,0.30,0.00,0.30,0.05,0.22,0.27,0.05,0.27,Dani Ceballos,MF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,10,6,507,5.6,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,6,48,6,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Dani Ceballos,MF
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,7,3,356,4.0,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,2,6,1,0.0,0.25,0.25,0.0,0.25,0.0,0.11,0.11,0.0,0.11,Raúl Asencio,DF
2016-2017,17,FC Dnipro,ua UKR,1. Premier League,11th,21,21,1890,21.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Andriy Lunin,GK
2017-2018,18,Zorya Luhansk,ua UKR,1. Premier League,4th,29,29,2610,29.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Andriy Lunin,GK
2018-2019,19,Leganés,es ESP,1. La Liga,13th,5,4,365,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Andriy Lunin,GK
2019-2020,20,Valladolid,es ESP,1. La Liga,13th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andriy Lunin,GK
2019-2020,20,Oviedo,es ESP,2. La Liga 2,15th,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Andriy Lunin,GK
2020-2021,21,Real Madrid,es ESP,1. La Liga,2nd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andriy Lunin,GK
2021-2022,22,Real Madrid,es ESP,1. La Liga,1st,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Andriy Lunin,GK
2022-2023,23,Real Madrid,es ESP,1. La Liga,2nd,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Andriy Lunin,GK
2023-2024,24,Real Madrid,es ESP,1. La Liga,1st,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Andriy Lunin,GK
2024-2025,25,Real Madrid,es ESP,1. La Liga,1st,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0.00,0.33,0.33,0.00,0.33,0.00,0.31,0.31,0.00,0.31,Andriy Lunin,GK
2024-2025,18,Real Madrid,es ESP,1. La Liga,1st,12,0,91,1.0,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,5,4,13,0.99,0.00,0.99,0.99,0.99,0.63,0.00,0.63,0.63,0.63,Endrick,FW
2014-2015,17,Zaragoza,es ESP,2. La Liga 2,6th,29,25,2315,25.7,1,0,1,1,0,0,5,0,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,Jesús Vallejo,DF
2015-2016,18,Zaragoza,es ESP,2. La Liga 2,8th,20,19,1683,18.7,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Jesús Vallejo,DF
2016-2017,19,Eint Frankfurt,de GER,1. Bundesliga,11th,25,22,2057,22.9,1,0,1,1,0,0,4,0,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,Jesús Vallejo,DF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jesús Vallejo,DF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,5,4,311,3.5,1,0,1,1,0,0,1,1,0.7,0.7,0.0,0.7,1,5,0,0.29,0.00,0.29,0.29,0.29,0.20,0.00,0.20,0.20,0.20,Jesús Vallejo,DF
2019-2020,22,Wolves,eng ENG,1. Premier League,7th,2,1,163,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jesús Vallejo,DF
2019-2020,22,Granada,es ESP,1. La Liga,7th,11,7,629,7.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,11,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Jesús Vallejo,DF
2020-2021,23,Granada,es ESP,1. La Liga,9th,21,15,1348,15.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,8,37,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Jesús Vallejo,DF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,5,4,341,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Jesús Vallejo,DF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,1,0,22,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,1.29,0.00,1.29,1.29,1.29,Jesús Vallejo,DF
2023-2024,26,Granada,es ESP,1. La Liga,20th,3,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jesús Vallejo,DF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jesús Vallejo,DF
2024-2025,17,Real Madrid,es ESP,1. La Liga,1st,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Yáñez,FW
2023-2024,19,Real Madrid,es ESP,1. La Liga,1st,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Gonzalo García,MF
2024-2025,20,Real Madrid,es ESP,1. La Liga,1st,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gonzalo García,MF
