Season,Age,Squad,Country,Comp,LgRank,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Player,Position
2014-2015,22,Real Madrid,es ESP,1. La Liga,2nd,25.2,0,,1,,,0.04,,0.00,,,0,0,,,,,,Dani Carvajal,DF
2015-2016,23,Real Madrid,es ESP,1. La Liga,2nd,18.1,0,8,0,0.0,0.44,0.00,0.00,,,,0,0,,,,,,Dani Carvajal,DF
2016-2017,24,Real Madrid,es ESP,1. La Liga,1st,22.4,0,9,4,44.4,0.40,0.18,0.00,0.00,,,0,0,,,,,,Dani Carvajal,DF
2017-2018,25,Real Madrid,es ESP,1. La Liga,3rd,24.7,0,13,6,46.2,0.53,0.24,0.00,0.00,20.8,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Dani Carvajal,DF
2018-2019,26,Real Madrid,es ESP,1. La Liga,3rd,23.4,1,11,4,36.4,0.47,0.17,0.09,0.25,22.0,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Dani Carvajal,DF
2019-2020,27,Real Madrid,es ESP,1. La Liga,1st,30.4,1,20,9,45.0,0.66,0.30,0.05,0.11,19.5,0,0,0,2.6,2.6,0.13,-1.6,-1.6,Dani Carvajal,DF
2020-2021,28,Real Madrid,es ESP,1. La Liga,2nd,10.6,0,9,2,22.2,0.85,0.19,0.00,0.00,26.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Dani Carvajal,DF
2021-2022,29,Real Madrid,es ESP,1. La Liga,1st,17.2,1,10,2,20.0,0.58,0.12,0.10,0.50,19.9,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Dani Carvajal,DF
2022-2023,30,Real Madrid,es ESP,1. La Liga,2nd,19.8,0,12,0,0.0,0.61,0.00,0.00,,17.5,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Dani Carvajal,DF
2023-2024,31,Real Madrid,es ESP,1. La Liga,1st,24.1,4,18,10,55.6,0.75,0.41,0.22,0.40,14.3,0,0,0,1.7,1.7,0.10,+2.3,+2.3,Dani Carvajal,DF
2024-2025,32,Real Madrid,es ESP,1. La Liga,1st,6.8,1,3,1,33.3,0.44,0.15,0.33,1.00,3.4,0,0,0,1.3,1.3,0.44,-0.3,-0.3,Dani Carvajal,DF
2016-2017,16,Manchester City,eng ENG,Jr. PL2 — Div. 1,2nd,16.6,7,,,,,,,,,,1,1,,,,,,Brahim Díaz,"FW,MF"
2017-2018,17,Manchester City,eng ENG,Jr. PL2 — Div. 1,6th,12.0,4,,,,,,,,,,1,1,,,,,,Brahim Díaz,"FW,MF"
2017-2018,17,Manchester City,eng ENG,1. Premier League,1st,0.6,0,3,1,33.3,4.91,1.64,0.00,0.00,13.8,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Brahim Díaz,"FW,MF"
2018-2019,18,Real Madrid,es ESP,1. La Liga,3rd,4.2,1,7,5,71.4,1.68,1.20,0.14,0.20,12.5,0,0,0,1.2,1.2,0.17,-0.2,-0.2,Brahim Díaz,"FW,MF"
2019-2020,19,Real Madrid,es ESP,1. La Liga,1st,0.7,0,3,2,66.7,4.15,2.77,0.00,0.00,17.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Brahim Díaz,"FW,MF"
2020-2021,20,Milan,it ITA,1. Serie A,2nd,13.6,4,26,8,30.8,1.91,0.59,0.15,0.50,16.8,0,0,0,3.4,3.4,0.13,+0.6,+0.6,Brahim Díaz,"FW,MF"
2021-2022,21,Milan,it ITA,1. Serie A,1st,20.6,3,30,6,20.0,1.46,0.29,0.10,0.50,17.0,0,0,0,4.1,4.1,0.14,-1.1,-1.1,Brahim Díaz,"FW,MF"
2022-2023,22,Milan,it ITA,1. Serie A,4th,21.4,6,35,16,45.7,1.64,0.75,0.17,0.38,14.5,1,0,0,6.0,6.0,0.17,0.0,0.0,Brahim Díaz,"FW,MF"
2023-2024,23,Real Madrid,es ESP,1. La Liga,1st,17.2,8,38,17,44.7,2.21,0.99,0.21,0.47,16.0,0,0,0,5.7,5.7,0.15,+2.3,+2.3,Brahim Díaz,"FW,MF"
2024-2025,24,Real Madrid,es ESP,1. La Liga,1st,6.8,2,7,3,42.9,1.03,0.44,0.29,0.67,13.5,0,0,0,1.4,1.4,0.20,+0.6,+0.6,Brahim Díaz,"FW,MF"
2021-2022,16,Fenerbahçe,tr TUR,1. Süper Lig,2nd,3.2,3,9,6,66.7,2.77,1.85,0.22,0.33,,,1,1,,,,,,Arda Güler,"MF,FW"
2022-2023,17,Fenerbahçe,tr TUR,1. Süper Lig,2nd,10.1,4,34,12,35.3,3.38,1.19,0.12,0.33,,,0,0,,,,,,Arda Güler,"MF,FW"
2023-2024,18,Real Madrid,es ESP,1. La Liga,1st,4.2,6,15,6,40.0,3.58,1.43,0.40,1.00,21.9,1,0,0,1.4,1.4,0.10,+4.6,+4.6,Arda Güler,"MF,FW"
2024-2025,19,Real Madrid,es ESP,1. La Liga,1st,6.4,1,19,8,42.1,2.97,1.25,0.05,0.13,18.9,1,0,0,1.8,1.8,0.09,-0.8,-0.8,Arda Güler,"MF,FW"
2018-2019,15,Rennes,fr FRA,1. Ligue 1,10th,4.0,0,2,1,50.0,0.49,0.25,0.00,0.00,21.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Eduardo Camavinga,"MF,DF"
2019-2020,16,Rennes,fr FRA,1. Ligue 1,3rd,23.4,1,15,4,26.7,0.64,0.17,0.07,0.25,22.6,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Eduardo Camavinga,"MF,DF"
2020-2021,17,Rennes,fr FRA,1. Ligue 1,6th,26.7,1,26,8,30.8,0.97,0.30,0.04,0.13,18.7,0,0,0,1.8,1.8,0.07,-0.8,-0.8,Eduardo Camavinga,"MF,DF"
2021-2022,18,Rennes,fr FRA,1. Ligue 1,4th,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Eduardo Camavinga,"MF,DF"
2021-2022,18,Real Madrid,es ESP,1. La Liga,1st,13.7,2,12,5,41.7,0.87,0.36,0.17,0.40,24.2,0,0,0,1.2,1.2,0.10,+0.8,+0.8,Eduardo Camavinga,"MF,DF"
2022-2023,19,Real Madrid,es ESP,1. La Liga,2nd,22.3,0,18,3,16.7,0.81,0.13,0.00,0.00,23.2,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Eduardo Camavinga,"MF,DF"
2023-2024,20,Real Madrid,es ESP,1. La Liga,1st,20.2,0,17,7,41.2,0.84,0.35,0.00,0.00,22.7,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Eduardo Camavinga,"MF,DF"
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,5.8,0,3,0,0.0,0.52,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Eduardo Camavinga,"MF,DF"
2013-2014,16,Betis,es ESP,1. La Liga,20th,0.1,0,,0,,,0.00,,,,,0,0,,,,,,Dani Ceballos,MF
2014-2015,17,Betis,es ESP,2. La Liga 2,1st,25.3,5,,8,,,0.32,,0.63,,,0,0,,,,,,Dani Ceballos,MF
2015-2016,18,Betis,es ESP,1. La Liga,10th,23.7,0,17,3,17.6,0.72,0.13,0.00,0.00,,,0,0,,,,,,Dani Ceballos,MF
2016-2017,19,Betis,es ESP,1. La Liga,15th,26.0,2,37,16,43.2,1.42,0.62,0.05,0.13,,,0,0,,,,,,Dani Ceballos,MF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,4.5,2,7,4,57.1,1.57,0.90,0.29,0.50,21.6,0,0,0,0.4,0.4,0.06,+1.6,+1.6,Dani Ceballos,MF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,13.9,3,22,5,22.7,1.59,0.36,0.14,0.60,18.9,1,0,0,2.3,2.3,0.10,+0.7,+0.7,Dani Ceballos,MF
2019-2020,22,Arsenal,eng ENG,1. Premier League,8th,18.8,0,13,3,23.1,0.69,0.16,0.00,0.00,22.8,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Dani Ceballos,MF
2020-2021,23,Arsenal,eng ENG,1. Premier League,8th,17.9,0,13,2,15.4,0.72,0.11,0.00,0.00,21.7,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Dani Ceballos,MF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.1,0,10,4,40.0,3.26,1.30,0.00,0.00,20.1,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Dani Ceballos,MF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,17.4,0,18,5,27.8,1.04,0.29,0.00,0.00,21.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Dani Ceballos,MF
2023-2024,26,Real Madrid,es ESP,1. La Liga,1st,6.6,0,7,1,14.3,1.05,0.15,0.00,0.00,18.4,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Dani Ceballos,MF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,5.6,0,1,0,0.0,0.18,0.00,0.00,,11.4,0,0,0,0.2,0.2,0.19,-0.2,-0.2,Dani Ceballos,MF
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Raúl Asencio,DF
2024-2025,18,Real Madrid,es ESP,1. La Liga,1st,1.0,1,10,4,40.0,9.89,3.96,0.10,0.25,18.6,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Endrick,FW
2014-2015,17,Zaragoza,es ESP,2. La Liga 2,6th,25.7,1,,2,,,0.08,,0.50,,,0,0,,,,,,Jesús Vallejo,DF
2015-2016,18,Zaragoza,es ESP,2. La Liga 2,8th,18.7,0,,1,,,0.05,,0.00,,,0,0,,,,,,Jesús Vallejo,DF
2016-2017,19,Eint Frankfurt,de GER,1. Bundesliga,11th,22.9,1,6,1,16.7,0.26,0.04,0.17,1.00,,,0,0,,,,,,Jesús Vallejo,DF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jesús Vallejo,DF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,3.5,1,1,1,100.0,0.29,0.29,1.00,1.00,3.6,0,0,0,0.7,0.7,0.68,+0.3,+0.3,Jesús Vallejo,DF
2019-2020,22,Wolves,eng ENG,1. Premier League,7th,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jesús Vallejo,DF
2019-2020,22,Granada,es ESP,1. La Liga,7th,7.0,0,1,0,0.0,0.14,0.00,0.00,,9.1,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Jesús Vallejo,DF
2020-2021,23,Granada,es ESP,1. La Liga,9th,15.0,0,1,0,0.0,0.07,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Jesús Vallejo,DF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jesús Vallejo,DF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,0.2,0,1,1,100.0,4.09,4.09,0.00,0.00,5.7,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Jesús Vallejo,DF
2023-2024,26,Granada,es ESP,1. La Liga,20th,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jesús Vallejo,DF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jesús Vallejo,DF
2023-2024,19,Real Madrid,es ESP,1. La Liga,1st,0.2,0,1,1,100.0,4.74,4.74,0.0,0.0,19.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Gonzalo García,MF
