Season,Age,Squad,Country,Comp,LgRank,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Player,Position
2017-2018,31,Real Madrid,es ESP,1. La Liga,3rd,21.9,1394,1572,88.7,24341,7975,692,739,93.6,491,545,90.1,169,207,81.6,6,4.2,4.0,+1.8,39,196,42,1,254,Luka Modrić,MF
2018-2019,32,Real Madrid,es ESP,1. La Liga,3rd,29.0,1714,1986,86.3,30564,8774,832,899,92.5,611,682,89.6,224,292,76.7,6,3.8,3.7,+2.2,54,223,40,6,295,Luka Modrić,MF
2019-2020,33,Real Madrid,es ESP,1. La Liga,1st,22.2,1247,1452,85.9,21231,6057,619,677,91.4,394,443,88.9,166,216,76.9,7,3.3,3.4,+3.7,40,128,31,6,183,Luka Modrić,MF
2020-2021,34,Real Madrid,es ESP,1. La Liga,2nd,30.4,1979,2312,85.6,33585,10175,967,1049,92.2,655,746,87.8,243,325,74.8,3,4.6,5.4,-1.6,50,212,58,6,283,Luka Modrić,MF
2021-2022,35,Real Madrid,es ESP,1. La Liga,1st,22.6,1500,1706,87.9,25207,7617,753,799,94.2,517,571,90.5,165,219,75.3,8,5.2,5.1,+2.8,37,188,38,3,221,Luka Modrić,MF
2022-2023,36,Real Madrid,es ESP,1. La Liga,2nd,19.4,1336,1521,87.8,20964,6451,740,786,94.1,414,467,88.7,127,179,70.9,3,4.5,4.2,-1.5,42,153,22,3,182,Luka Modrić,MF
2023-2024,37,Real Madrid,es ESP,1. La Liga,1st,18.8,1452,1669,87.0,23577,7217,790,835,94.6,459,513,89.5,150,226,66.4,6,5.5,4.8,+0.5,55,162,42,4,196,Luka Modrić,MF
2024-2025,38,Real Madrid,es ESP,1. La Liga,1st,9.3,744,852,87.3,13107,4140,344,368,93.5,294,320,91.9,84,124,67.7,3,3.9,3.6,-0.9,31,97,14,1,80,Luka Modrić,MF
2012-2013,20,Leverkusen,de GER,1. Bundesliga,3rd,30.8,,,,,,,,,,,,,,,7,,,,,,,,,Dani Carvajal,DF
2013-2014,21,Real Madrid,es ESP,1. La Liga,3rd,24.9,,,,,,,,,,,,,,,2,,,,,,,,,Dani Carvajal,DF
2014-2015,22,Real Madrid,es ESP,1. La Liga,2nd,25.2,,,,,,,,,,,,,,,3,,,,,,,,,Dani Carvajal,DF
2015-2016,23,Real Madrid,es ESP,1. La Liga,2nd,18.1,,,,,,,,,,,,,,,4,,,,,,,,,Dani Carvajal,DF
2016-2017,24,Real Madrid,es ESP,1. La Liga,1st,22.4,,,,,,,,,,,,,,,4,,,,,,,,,Dani Carvajal,DF
2017-2018,25,Real Madrid,es ESP,1. La Liga,3rd,24.7,1595,1898,84.0,25751,7152,888,982,90.4,538,627,85.8,132,201,65.7,2,4.2,3.4,-2.2,36,109,42,22,150,Dani Carvajal,DF
2018-2019,26,Real Madrid,es ESP,1. La Liga,3rd,23.4,1575,1840,85.6,25791,7946,831,911,91.2,558,631,88.4,147,197,74.6,2,3.6,2.8,-1.6,30,89,20,5,121,Dani Carvajal,DF
2019-2020,27,Real Madrid,es ESP,1. La Liga,1st,30.4,2024,2408,84.1,32538,10711,1091,1185,92.1,742,863,86.0,160,253,63.2,5,4.9,6.3,+0.1,41,127,52,20,182,Dani Carvajal,DF
2020-2021,28,Real Madrid,es ESP,1. La Liga,2nd,10.6,673,810,83.1,11455,2836,328,362,90.6,260,297,87.5,67,95,70.5,2,0.8,1.0,+1.2,9,31,13,6,48,Dani Carvajal,DF
2021-2022,29,Real Madrid,es ESP,1. La Liga,1st,17.2,1020,1193,85.5,16957,4438,522,568,91.9,396,459,86.3,87,122,71.3,3,2.4,2.8,+0.6,25,51,24,8,73,Dani Carvajal,DF
2022-2023,30,Real Madrid,es ESP,1. La Liga,2nd,19.8,1133,1333,85.0,18356,4041,607,664,91.4,416,483,86.1,86,123,69.9,2,2.0,2.0,0.0,22,57,21,8,58,Dani Carvajal,DF
2023-2024,31,Real Madrid,es ESP,1. La Liga,1st,24.1,1265,1475,85.8,19955,4535,679,744,91.3,486,552,88.0,76,111,68.5,3,2.7,3.1,+0.3,21,52,26,5,82,Dani Carvajal,DF
2024-2025,32,Real Madrid,es ESP,1. La Liga,1st,6.8,399,463,86.2,6523,1419,197,212,92.9,170,195,87.2,26,35,74.3,0,0.2,0.3,-0.2,5,20,5,0,27,Dani Carvajal,DF
2016-2017,16,Manchester City,eng ENG,Jr. PL2 — Div. 1,2nd,16.6,,,,,,,,,,,,,,,6,,,,,,,,,Brahim Díaz,"FW,MF"
2017-2018,17,Manchester City,eng ENG,Jr. PL2 — Div. 1,6th,12.0,,,,,,,,,,,,,,,4,,,,,,,,,Brahim Díaz,"FW,MF"
2017-2018,17,Manchester City,eng ENG,1. Premier League,1st,0.6,25,29,86.2,326,45,16,17,94.1,8,10,80.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Brahim Díaz,"FW,MF"
2018-2019,18,Real Madrid,es ESP,1. La Liga,3rd,4.2,142,170,83.5,1790,399,97,106,91.5,36,46,78.3,4,6,66.7,1,1.5,0.9,-0.5,7,11,4,0,12,Brahim Díaz,"FW,MF"
2019-2020,19,Real Madrid,es ESP,1. La Liga,1st,0.7,33,41,80.5,394,83,23,27,85.2,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,2,Brahim Díaz,"FW,MF"
2020-2021,20,Milan,it ITA,1. Serie A,2nd,13.6,415,488,85.0,5535,1169,242,267,90.6,113,130,86.9,22,36,61.1,3,1.5,1.4,+1.5,20,28,11,2,43,Brahim Díaz,"FW,MF"
2021-2022,21,Milan,it ITA,1. Serie A,1st,20.6,605,721,83.9,8842,2068,335,375,89.3,207,234,88.5,28,44,63.6,3,2.3,2.0,+0.7,31,57,29,3,88,Brahim Díaz,"FW,MF"
2022-2023,22,Milan,it ITA,1. Serie A,4th,21.4,575,719,80.0,8239,2469,329,375,87.7,193,231,83.5,26,46,56.5,7,5.6,3.4,+1.4,41,80,40,3,121,Brahim Díaz,"FW,MF"
2023-2024,23,Real Madrid,es ESP,1. La Liga,1st,17.2,624,740,84.3,7892,1835,430,463,92.9,132,170,77.6,23,40,57.5,6,4.4,4.7,+1.6,30,42,34,7,75,Brahim Díaz,"FW,MF"
2024-2025,24,Real Madrid,es ESP,1. La Liga,1st,6.8,259,305,84.9,3486,1014,159,177,89.8,79,92,85.9,7,13,53.8,2,2.0,1.4,0.0,12,31,10,0,37,Brahim Díaz,"FW,MF"
2021-2022,16,Fenerbahçe,tr TUR,1. Süper Lig,2nd,3.2,,,,,,,,,,,,,,,3,,,,,,,,,Arda Güler,"MF,FW"
2022-2023,17,Fenerbahçe,tr TUR,1. Süper Lig,2nd,10.1,,,,,,,,,,,,,,,3,,,,,,,,,Arda Güler,"MF,FW"
2023-2024,18,Real Madrid,es ESP,1. La Liga,1st,4.2,183,218,83.9,2640,611,115,121,95.0,50,61,82.0,10,21,47.6,0,0.1,0.5,-0.1,2,8,6,0,17,Arda Güler,"MF,FW"
2024-2025,19,Real Madrid,es ESP,1. La Liga,1st,6.4,300,349,86.0,4713,1050,168,180,93.3,101,115,87.8,22,32,68.8,3,1.5,1.7,+1.5,17,31,10,1,34,Arda Güler,"MF,FW"
2018-2019,15,Rennes,fr FRA,1. Ligue 1,10th,4.0,121,144,84.0,2319,586,46,53,86.8,58,64,90.6,16,19,84.2,0,0.3,0.2,-0.3,1,9,1,0,18,Eduardo Camavinga,"MF,DF"
2019-2020,16,Rennes,fr FRA,1. Ligue 1,3rd,23.4,856,980,87.3,15757,3149,350,401,87.3,392,425,92.2,95,109,87.2,2,0.7,0.8,+1.3,7,59,5,0,96,Eduardo Camavinga,"MF,DF"
2020-2021,17,Rennes,fr FRA,1. Ligue 1,6th,26.7,1425,1604,88.8,23116,5441,702,763,92.0,595,652,91.3,92,113,81.4,2,1.8,1.4,+0.2,21,150,12,1,185,Eduardo Camavinga,"MF,DF"
2021-2022,18,Rennes,fr FRA,1. Ligue 1,4th,1.6,67,74,90.5,1373,236,25,30,83.3,27,28,96.4,13,13,100.0,0,0.0,0.0,0.0,1,6,0,0,8,Eduardo Camavinga,"MF,DF"
2021-2022,18,Real Madrid,es ESP,1. La Liga,1st,13.7,760,847,89.7,13399,3459,339,364,93.1,322,345,93.3,78,95,82.1,1,1.0,1.4,0.0,14,75,7,1,79,Eduardo Camavinga,"MF,DF"
2022-2023,19,Real Madrid,es ESP,1. La Liga,2nd,22.3,1364,1504,90.7,21221,5654,711,763,93.2,517,548,94.3,89,112,79.5,1,1.5,2.2,-0.5,24,138,17,1,165,Eduardo Camavinga,"MF,DF"
2023-2024,20,Real Madrid,es ESP,1. La Liga,1st,20.2,1205,1328,90.7,19473,4856,593,629,94.3,505,540,93.5,75,102,73.5,2,1.4,1.8,+0.6,20,100,14,3,106,Eduardo Camavinga,"MF,DF"
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,5.8,350,395,88.6,5659,1398,166,179,92.7,158,169,93.5,18,30,60.0,2,0.2,0.2,+1.8,5,31,3,0,34,Eduardo Camavinga,"MF,DF"
2013-2014,16,Betis,es ESP,1. La Liga,20th,0.1,,,,,,,,,,,,,,,0,,,,,,,,,Dani Ceballos,MF
2014-2015,17,Betis,es ESP,2. La Liga 2,1st,25.3,,,,,,,,,,,,,,,3,,,,,,,,,Dani Ceballos,MF
2015-2016,18,Betis,es ESP,1. La Liga,10th,23.7,,,,,,,,,,,,,,,2,,,,,,,,,Dani Ceballos,MF
2016-2017,19,Betis,es ESP,1. La Liga,15th,26.0,,,,,,,,,,,,,,,2,,,,,,,,,Dani Ceballos,MF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,4.5,353,380,92.9,5443,1220,195,205,95.1,102,107,95.3,36,42,85.7,0,0.2,0.5,-0.2,4,33,2,0,38,Dani Ceballos,MF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,13.9,953,1037,91.9,15425,3344,520,551,94.4,346,362,95.6,74,84,88.1,0,1.2,1.2,-1.2,24,93,14,2,140,Dani Ceballos,MF
2019-2020,22,Arsenal,eng ENG,1. Premier League,8th,18.8,1114,1329,83.8,19951,5446,482,523,92.2,479,531,90.2,121,202,59.9,2,1.8,2.0,+0.2,28,120,29,2,174,Dani Ceballos,MF
2020-2021,23,Arsenal,eng ENG,1. Premier League,8th,17.9,1126,1310,86.0,19849,5172,504,559,90.2,476,521,91.4,118,165,71.5,3,2.6,2.1,+0.4,27,125,18,4,150,Dani Ceballos,MF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.1,240,262,91.6,3954,1124,120,127,94.5,89,95,93.7,23,28,82.1,0,0.2,0.3,-0.2,3,22,6,0,20,Dani Ceballos,MF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,17.4,1362,1504,90.6,21362,6610,745,785,94.9,445,475,93.7,117,146,80.1,4,2.1,2.0,+1.9,30,198,18,1,204,Dani Ceballos,MF
2023-2024,26,Real Madrid,es ESP,1. La Liga,1st,6.6,486,542,89.7,7205,1731,301,317,95.0,136,153,88.9,34,45,75.6,2,1.5,1.0,+0.5,11,48,6,0,47,Dani Ceballos,MF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,5.6,485,521,93.1,7996,2276,228,238,95.8,211,218,96.8,32,44,72.7,0,0.4,0.5,-0.4,4,51,3,0,48,Dani Ceballos,MF
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,4.0,246,267,92.1,4378,1583,91,94,96.8,136,145,93.8,15,22,68.2,1,0.4,0.3,0.6,2,7,2,0,6,Raúl Asencio,DF
2016-2017,17,FC Dnipro,ua UKR,1. Premier League,11th,21.0,,,,,,,,,,,,,,,0,,,,,,,,,Andriy Lunin,GK
2017-2018,18,Zorya Luhansk,ua UKR,1. Premier League,4th,29.0,,,,,,,,,,,,,,,0,,,,,,,,,Andriy Lunin,GK
2018-2019,19,Leganés,es ESP,1. La Liga,13th,4.0,82,124,66.1,3059,2362,6,7,85.7,28,28,100.0,48,89,53.9,0,0.0,0.0,0.0,0,2,0,0,0,Andriy Lunin,GK
2019-2020,20,Oviedo,es ESP,2. La Liga 2,15th,20.0,260,537,48.4,12459,11219,13,13,100.0,51,52,98.1,196,471,41.6,0,0.0,0.1,0.0,1,28,0,0,0,Andriy Lunin,GK
2021-2022,22,Real Madrid,es ESP,1. La Liga,1st,2.0,70,80,87.5,1696,1086,12,12,100.0,43,46,93.5,15,22,68.2,0,0.0,0.0,0.0,0,0,0,0,0,Andriy Lunin,GK
2022-2023,23,Real Madrid,es ESP,1. La Liga,2nd,7.0,205,227,90.3,4750,3000,45,45,100.0,117,120,97.5,43,61,70.5,0,0.0,0.0,0.0,0,0,0,0,0,Andriy Lunin,GK
2023-2024,24,Real Madrid,es ESP,1. La Liga,1st,21.0,580,666,87.1,12727,7874,147,148,99.3,330,335,98.5,100,176,56.8,0,0.3,0.0,-0.3,1,6,0,0,0,Andriy Lunin,GK
2024-2025,25,Real Madrid,es ESP,1. La Liga,1st,3.0,87,106,82.1,2157,1330,19,20,95.0,42,42,100.0,25,43,58.1,1,0.9,0.0,+0.1,1,1,0,0,0,Andriy Lunin,GK
2024-2025,18,Real Madrid,es ESP,1. La Liga,1st,1.0,24,30,80.0,418,53,9,10,90.0,11,14,78.6,2,2,100.0,0,0.0,0.0,0.0,0,1,1,0,4,Endrick,FW
2014-2015,17,Zaragoza,es ESP,2. La Liga 2,6th,25.7,,,,,,,,,,,,,,,0,,,,,,,,,Jesús Vallejo,DF
2015-2016,18,Zaragoza,es ESP,2. La Liga 2,8th,18.7,,,,,,,,,,,,,,,0,,,,,,,,,Jesús Vallejo,DF
2016-2017,19,Eint Frankfurt,de GER,1. Bundesliga,11th,22.9,,,,,,,,,,,,,,,0,,,,,,,,,Jesús Vallejo,DF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,7.0,319,366,87.2,6507,2306,98,108,90.7,177,189,93.7,44,67,65.7,0,0.0,0.0,0.0,0,9,0,0,18,Jesús Vallejo,DF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,3.5,138,157,87.9,2878,1151,37,39,94.9,79,82,96.3,21,34,61.8,0,0.0,0.0,0.0,0,0,0,0,5,Jesús Vallejo,DF
2019-2020,22,Wolves,eng ENG,1. Premier League,7th,1.8,92,119,77.3,1813,669,33,36,91.7,41,47,87.2,15,31,48.4,0,0.0,0.0,0.0,0,7,1,1,6,Jesús Vallejo,DF
2019-2020,22,Granada,es ESP,1. La Liga,7th,7.0,176,237,74.3,4085,1643,39,44,88.6,101,115,87.8,34,70,48.6,0,0.0,0.0,0.0,0,12,0,0,11,Jesús Vallejo,DF
2020-2021,23,Granada,es ESP,1. La Liga,9th,15.0,375,521,72.0,8519,3780,101,127,79.5,193,217,88.9,76,151,50.3,0,0.1,0.3,-0.1,1,36,3,1,37,Jesús Vallejo,DF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.8,188,219,85.8,3328,1162,77,85,90.6,91,98,92.9,17,30,56.7,0,0.0,0.0,0.0,1,4,0,0,1,Jesús Vallejo,DF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,0.2,12,12,100.0,224,80,4,4,100.0,6,6,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Jesús Vallejo,DF
2023-2024,26,Granada,es ESP,1. La Liga,20th,1.2,78,85,91.8,1539,593,30,31,96.8,36,37,97.3,10,15,66.7,0,0.0,0.0,0.0,0,4,0,0,2,Jesús Vallejo,DF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,0.1,12,14,85.7,221,54,1,1,100.0,11,11,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Jesús Vallejo,DF
2024-2025,17,Real Madrid,es ESP,1. La Liga,1st,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Daniel Yáñez,FW
2023-2024,19,Real Madrid,es ESP,1. La Liga,1st,0.2,4,7,57.1,35,7,4,6,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Gonzalo García,MF
