Season,Age,Squad,Country,Comp,LgRank,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,Position
2023-2024,31,Real Madrid,es ESP,1. La Liga,1st,24.1,1697,101,465,726,527,59,1697,22,9,40.9,11,50.0,939,3864,1903,30,37,9,22,18,1126,168,Dani Carvajal,DF
2024-2025,32,Real Madrid,es ESP,1. La Liga,1st,6.8,532,26,126,232,176,12,532,5,2,40.0,3,60.0,278,1288,513,13,5,0,8,6,376,48,Dani Carvajal,DF
2016-2017,16,Manchester City,eng ENG,Jr. PL2 — Div. 1,2nd,16.6,,,,,,,,,,,,,,,,,,,,,,,Brahim Díaz,"FW,MF"
2017-2018,17,Manchester City,eng ENG,Jr. PL2 — Div. 1,6th,12.0,,,,,,,,,,,,,,,,,,,,,,,Brahim Díaz,"FW,MF"
2017-2018,17,Manchester City,eng ENG,1. Premier League,1st,0.6,47,0,6,11,31,9,47,1,1,100.0,0,0.0,35,172,83,3,0,3,4,2,35,15,Brahim Díaz,"FW,MF"
2018-2019,18,Real Madrid,es ESP,1. La Liga,3rd,4.2,233,0,21,104,109,35,233,34,17,50.0,17,50.0,173,1137,535,17,10,11,18,8,204,49,Brahim Díaz,"FW,MF"
2019-2020,19,Real Madrid,es ESP,1. La Liga,1st,0.7,57,0,5,32,21,6,57,5,2,40.0,3,60.0,40,317,163,6,5,3,4,3,52,9,Brahim Díaz,"FW,MF"
2020-2021,20,Milan,it ITA,1. Serie A,2nd,13.6,650,3,48,308,308,51,650,50,25,50.0,25,50.0,383,2429,1226,43,41,8,43,24,491,69,Brahim Díaz,"FW,MF"
2021-2022,21,Milan,it ITA,1. Serie A,1st,20.6,946,7,59,489,421,63,946,88,45,51.1,43,48.9,609,3812,1829,59,50,13,64,39,717,104,Brahim Díaz,"FW,MF"
2022-2023,22,Milan,it ITA,1. Serie A,4th,21.4,990,6,63,538,413,65,990,86,39,45.3,40,46.5,691,4623,2512,80,68,17,74,48,763,116,Brahim Díaz,"FW,MF"
2023-2024,23,Real Madrid,es ESP,1. La Liga,1st,17.2,971,8,51,400,540,93,971,109,55,50.5,49,45.0,694,4465,2408,76,61,32,48,42,801,166,Brahim Díaz,"FW,MF"
2024-2025,24,Real Madrid,es ESP,1. La Liga,1st,6.8,383,3,38,210,140,17,383,24,14,58.3,8,33.3,243,1173,553,15,6,2,19,16,306,47,Brahim Díaz,"FW,MF"
2021-2022,16,Fenerbahçe,tr TUR,1. Süper Lig,2nd,3.2,,,,,,,,,,,,,,,,,,,,,,,Arda Güler,"MF,FW"
2022-2023,17,Fenerbahçe,tr TUR,1. Süper Lig,2nd,10.1,,,,,,,,,,,,,,,,,,,,,,,Arda Güler,"MF,FW"
2023-2024,18,Real Madrid,es ESP,1. La Liga,1st,4.2,273,7,39,114,125,19,273,22,11,50.0,9,40.9,172,1034,609,16,6,6,7,5,205,25,Arda Güler,"MF,FW"
2024-2025,19,Real Madrid,es ESP,1. La Liga,1st,6.4,435,11,59,175,206,25,435,25,11,44.0,9,36.0,283,1427,692,16,19,6,10,6,334,44,Arda Güler,"MF,FW"
2018-2019,15,Rennes,fr FRA,1. Ligue 1,10th,4.0,203,12,52,131,23,1,203,5,3,60.0,2,40.0,112,748,387,9,4,0,6,4,121,6,Eduardo Camavinga,"MF,DF"
2019-2020,16,Rennes,fr FRA,1. Ligue 1,3rd,23.4,1285,56,314,869,122,8,1285,28,19,67.9,9,32.1,753,5070,2408,48,36,3,25,20,787,24,Eduardo Camavinga,"MF,DF"
2020-2021,17,Rennes,fr FRA,1. Ligue 1,6th,26.7,1926,22,292,1259,405,31,1926,62,43,69.4,19,30.6,1211,7108,3957,85,71,13,63,25,1480,73,Eduardo Camavinga,"MF,DF"
2021-2022,18,Rennes,fr FRA,1. Ligue 1,4th,1.6,89,3,14,59,17,1,89,2,0,0.0,2,100.0,59,295,153,3,4,0,3,1,65,6,Eduardo Camavinga,"MF,DF"
2021-2022,18,Real Madrid,es ESP,1. La Liga,1st,13.7,1013,34,232,569,223,22,1013,32,22,68.8,10,31.3,670,3436,1798,30,24,3,16,10,767,33,Eduardo Camavinga,"MF,DF"
2022-2023,19,Real Madrid,es ESP,1. La Liga,2nd,22.3,1770,51,372,942,485,39,1770,71,38,53.5,25,35.2,1162,6589,3684,69,77,12,39,28,1326,99,Eduardo Camavinga,"MF,DF"
2023-2024,20,Real Madrid,es ESP,1. La Liga,1st,20.2,1605,55,399,885,344,20,1605,69,36,52.2,18,26.1,1011,5798,3129,49,56,5,26,24,1196,31,Eduardo Camavinga,"MF,DF"
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,5.8,462,13,123,243,99,7,462,10,5,50.0,3,30.0,265,1270,691,10,10,3,2,4,309,12,Eduardo Camavinga,"MF,DF"
2013-2014,16,Betis,es ESP,1. La Liga,20th,0.1,,,,,,,,,,,,,,,,,,,,,,,Dani Ceballos,MF
2014-2015,17,Betis,es ESP,2. La Liga 2,1st,25.3,,,,,,,,,,,,,,,,,,,,,,,Dani Ceballos,MF
2015-2016,18,Betis,es ESP,1. La Liga,10th,23.7,,,,,,,,,,,,,,,,,,,,,,,Dani Ceballos,MF
2016-2017,19,Betis,es ESP,1. La Liga,15th,26.0,,,,,,,,,,,,,,,,,,,,,,,Dani Ceballos,MF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,4.5,425,6,57,242,131,9,425,20,11,55.0,9,45.0,340,2009,927,13,14,1,6,4,357,17,Dani Ceballos,MF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,13.9,1206,13,141,675,409,29,1206,32,14,43.8,18,56.3,879,4653,2097,38,46,6,23,28,944,70,Dani Ceballos,MF
2019-2020,22,Arsenal,eng ENG,1. Premier League,8th,18.8,1510,50,320,807,403,21,1510,36,27,75.0,9,25.0,1012,6703,3681,60,52,8,25,30,1089,38,Dani Ceballos,MF
2020-2021,23,Arsenal,eng ENG,1. Premier League,8th,17.9,1482,61,320,845,331,23,1482,38,26,68.4,12,31.6,964,6293,3308,54,49,3,23,15,1090,52,Dani Ceballos,MF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.1,313,7,69,172,76,9,313,11,5,45.5,6,54.5,217,1228,578,6,8,1,10,1,248,8,Dani Ceballos,MF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,17.4,1690,29,258,986,465,34,1690,66,40,60.6,22,33.3,1243,6885,3318,60,52,7,19,26,1366,60,Dani Ceballos,MF
2023-2024,26,Real Madrid,es ESP,1. La Liga,1st,6.6,609,9,99,315,201,15,609,15,5,33.3,8,53.3,425,2284,1097,16,17,1,9,13,497,23,Dani Ceballos,MF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,5.6,563,13,134,353,78,3,563,7,3,42.9,2,28.6,353,1677,769,6,5,0,4,2,451,6,Dani Ceballos,MF
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,4.0,306,48,214,92,2,2,306,4,2,50.0,0,0.0,189,942,515,2,1,1,0,4,214,1,Raúl Asencio,DF
2016-2017,17,FC Dnipro,ua UKR,1. Premier League,11th,21.0,,,,,,,,,,,,,,,,,,,,,,,Andriy Lunin,GK
2017-2018,18,Zorya Luhansk,ua UKR,1. Premier League,4th,29.0,,,,,,,,,,,,,,,,,,,,,,,Andriy Lunin,GK
2018-2019,19,Leganés,es ESP,1. La Liga,13th,4.0,138,117,138,0,0,0,138,0,0,,0,,62,339,248,0,0,0,0,1,47,0,Andriy Lunin,GK
2019-2020,20,Oviedo,es ESP,2. La Liga 2,15th,20.0,587,479,582,5,0,0,587,0,0,,0,,217,1537,1245,0,0,0,0,0,138,0,Andriy Lunin,GK
2021-2022,22,Real Madrid,es ESP,1. La Liga,1st,2.0,88,84,88,0,0,0,88,0,0,,0,,44,174,123,0,0,0,0,0,43,0,Andriy Lunin,GK
2022-2023,23,Real Madrid,es ESP,1. La Liga,2nd,7.0,234,186,232,2,0,0,234,0,0,,0,,144,645,257,0,0,0,0,0,142,0,Andriy Lunin,GK
2023-2024,24,Real Madrid,es ESP,1. La Liga,1st,21.0,713,613,710,3,0,0,713,0,0,,0,,399,1766,1177,0,0,0,0,0,400,0,Andriy Lunin,GK
2024-2025,25,Real Madrid,es ESP,1. La Liga,1st,3.0,108,93,108,0,0,0,108,0,0,,0,,64,208,111,0,0,0,0,0,60,0,Andriy Lunin,GK
2024-2025,18,Real Madrid,es ESP,1. La Liga,1st,1.0,48,0,2,17,29,9,48,6,2,33.3,3,50.0,33,245,110,5,3,5,3,1,41,13,Endrick,FW
2014-2015,17,Zaragoza,es ESP,2. La Liga 2,6th,25.7,,,,,,,,,,,,,,,,,,,,,,,Jesús Vallejo,DF
2015-2016,18,Zaragoza,es ESP,2. La Liga 2,8th,18.7,,,,,,,,,,,,,,,,,,,,,,,Jesús Vallejo,DF
2016-2017,19,Eint Frankfurt,de GER,1. Bundesliga,11th,22.9,,,,,,,,,,,,,,,,,,,,,,,Jesús Vallejo,DF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,7.0,418,36,243,174,4,0,418,6,5,83.3,1,16.7,263,1271,652,3,1,0,2,0,290,0,Jesús Vallejo,DF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,3.5,193,23,117,74,3,2,193,0,0,,0,,108,467,251,1,1,0,0,1,125,0,Jesús Vallejo,DF
2019-2020,22,Wolves,eng ENG,1. Premier League,7th,1.8,139,18,70,62,7,0,139,1,1,100.0,0,0.0,74,271,156,0,2,0,2,1,93,0,Jesús Vallejo,DF
2019-2020,22,Granada,es ESP,1. La Liga,7th,7.0,292,43,184,104,5,3,292,2,2,100.0,0,0.0,166,751,352,0,1,0,2,1,169,0,Jesús Vallejo,DF
2020-2021,23,Granada,es ESP,1. La Liga,9th,15.0,645,79,356,263,30,7,645,5,4,80.0,1,20.0,314,1659,996,8,4,0,8,0,351,4,Jesús Vallejo,DF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.8,268,61,173,83,14,2,268,4,2,50.0,2,50.0,139,489,198,0,0,0,0,0,170,0,Jesús Vallejo,DF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,0.2,14,4,9,3,2,2,14,0,0,,0,,10,27,13,0,0,0,0,0,11,0,Jesús Vallejo,DF
2023-2024,26,Granada,es ESP,1. La Liga,20th,1.2,98,7,44,51,3,0,98,1,1,100.0,0,0.0,54,257,157,1,0,0,2,0,71,0,Jesús Vallejo,DF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,0.1,16,3,7,9,0,0,16,0,0,,0,,13,38,16,0,0,0,0,0,13,0,Jesús Vallejo,DF
2024-2025,17,Real Madrid,es ESP,1. La Liga,1st,0.0,0,0,0,0,0,0,0,0,0,,0,,1,6,6,0,0,0,0,0,1,0,Daniel Yáñez,FW
2023-2024,19,Real Madrid,es ESP,1. La Liga,1st,0.2,11,0,2,4,5,1,11,1,0,0.0,1,100.0,8,56,20,1,1,1,0,0,7,3,Gonzalo García,MF
