Season,Age,Squad,Country,Comp,LgRank,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,Position
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,4.0,267,247,19,11,1,1,0,1,0,0,0,0,246,1,1,Raúl Asencio,DF
2016-2017,17,FC Dnipro,ua UKR,1. Premier League,11th,21.0,,,,,,,0,,,,,,,,,Andriy Lunin,GK
2017-2018,18,Zorya Luhansk,ua UKR,1. Premier League,4th,29.0,,,,,,,0,,,,,,,,,Andriy Lunin,GK
2018-2019,19,Leganés,es ESP,1. La Liga,13th,4.0,124,80,44,11,0,0,0,0,0,0,0,0,82,0,0,Andriy Lunin,GK
2019-2020,20,Oviedo,es ESP,2. La Liga 2,15th,20.0,537,255,282,110,0,4,0,0,0,0,0,0,260,0,0,Andriy Lunin,GK
2021-2022,22,Real Madrid,es ESP,1. La Liga,1st,2.0,80,54,26,3,0,0,0,0,0,0,0,0,70,0,0,Andriy Lunin,GK
2022-2023,23,Real Madrid,es ESP,1. La Liga,2nd,7.0,227,186,41,4,0,1,0,0,0,0,0,0,205,0,1,Andriy Lunin,GK
2023-2024,24,Real Madrid,es ESP,1. La Liga,1st,21.0,666,531,133,17,0,1,0,0,0,0,0,0,580,2,2,Andriy Lunin,GK
2024-2025,25,Real Madrid,es ESP,1. La Liga,1st,3.0,106,82,24,5,0,1,0,0,0,0,0,0,87,0,1,Andriy Lunin,GK
2024-2025,18,Real Madrid,es ESP,1. La Liga,1st,1.0,30,28,2,0,0,1,0,0,0,0,0,0,24,0,0,Endrick,FW
2014-2015,17,Zaragoza,es ESP,2. La Liga 2,6th,25.7,,,,,,,,,,,,,,,,Jesús Vallejo,DF
2015-2016,18,Zaragoza,es ESP,2. La Liga 2,8th,18.7,,,,,,,,,,,,,,,,Jesús Vallejo,DF
2016-2017,19,Eint Frankfurt,de GER,1. Bundesliga,11th,22.9,,,,,,,1,,,,,,,,,Jesús Vallejo,DF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,7.0,366,354,12,12,0,4,0,0,0,0,0,0,319,0,1,Jesús Vallejo,DF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,3.5,157,153,4,3,0,2,0,1,0,0,0,0,138,0,1,Jesús Vallejo,DF
2019-2020,22,Wolves,eng ENG,1. Premier League,7th,1.8,119,118,1,1,0,1,1,0,0,0,0,0,92,0,0,Jesús Vallejo,DF
2019-2020,22,Granada,es ESP,1. La Liga,7th,7.0,237,220,17,15,0,6,1,2,0,0,0,0,176,0,5,Jesús Vallejo,DF
2020-2021,23,Granada,es ESP,1. La Liga,9th,15.0,521,488,29,17,1,12,4,12,0,0,0,0,375,4,7,Jesús Vallejo,DF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.8,219,203,16,1,0,2,1,9,0,0,0,0,188,0,3,Jesús Vallejo,DF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,0.2,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,Jesús Vallejo,DF
2023-2024,26,Granada,es ESP,1. La Liga,20th,1.2,85,80,5,1,0,0,0,4,0,0,0,0,78,0,0,Jesús Vallejo,DF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,0.1,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,Jesús Vallejo,DF
2024-2025,17,Real Madrid,es ESP,1. La Liga,1st,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Yáñez,FW
2023-2024,19,Real Madrid,es ESP,1. La Liga,1st,0.2,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,Gonzalo García,MF
