Season,Age,Squad,Country,Comp,LgRank,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,Position
2019-2020,22,Arsenal,eng ENG,1. Premier League,8th,18.8,45,23,26,14,5,18,61,29.5,43,14,3,11,32,77,16,1,Dani Ceballos,MF
2020-2021,23,Arsenal,eng ENG,1. Premier League,8th,17.9,37,22,20,11,6,21,51,41.2,30,23,6,17,35,72,14,1,Dani Ceballos,MF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.1,7,5,4,3,0,1,5,20.0,4,8,2,6,4,11,2,0,Dani Ceballos,MF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,17.4,43,29,13,15,15,25,64,39.1,39,23,2,21,25,68,6,1,Dani Ceballos,MF
2023-2024,26,Real Madrid,es ESP,1. La Liga,1st,6.6,10,5,4,5,1,5,14,35.7,9,9,2,7,0,10,4,1,Dani Ceballos,MF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,5.6,20,8,10,7,3,9,15,60.0,6,5,0,5,4,24,3,1,Dani Ceballos,MF
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,4.0,8,5,7,1,0,2,3,66.7,1,0,0,0,3,11,24,1,Raúl Asencio,DF
2016-2017,17,FC Dnipro,ua UKR,1. Premier League,11th,21.0,,0,,,,,,,,,,,0,,,,Andriy Lunin,GK
2017-2018,18,Zorya Luhansk,ua UKR,1. Premier League,4th,29.0,,0,,,,,,,,,,,0,,,,Andriy Lunin,GK
2018-2019,19,Leganés,es ESP,1. La Liga,13th,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Andriy Lunin,GK
2019-2020,20,Oviedo,es ESP,2. La Liga 2,15th,20.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,11,2,Andriy Lunin,GK
2021-2022,22,Real Madrid,es ESP,1. La Liga,1st,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Andriy Lunin,GK
2022-2023,23,Real Madrid,es ESP,1. La Liga,2nd,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Andriy Lunin,GK
2023-2024,24,Real Madrid,es ESP,1. La Liga,1st,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,1,Andriy Lunin,GK
2024-2025,25,Real Madrid,es ESP,1. La Liga,1st,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Andriy Lunin,GK
2024-2025,18,Real Madrid,es ESP,1. La Liga,1st,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Endrick,FW
2014-2015,17,Zaragoza,es ESP,2. La Liga 2,6th,25.7,,,,,,,,,,,,,,,,,Jesús Vallejo,DF
2015-2016,18,Zaragoza,es ESP,2. La Liga 2,8th,18.7,,,,,,,,,,,,,,,,,Jesús Vallejo,DF
2016-2017,19,Eint Frankfurt,de GER,1. Bundesliga,11th,22.9,,24,,,,,,,,,,,71,,,,Jesús Vallejo,DF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,7.0,8,7,6,2,0,2,5,40.0,3,6,5,1,16,24,21,1,Jesús Vallejo,DF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,3.5,6,5,4,2,0,5,6,83.3,1,4,4,0,7,13,12,0,Jesús Vallejo,DF
2019-2020,22,Wolves,eng ENG,1. Premier League,7th,1.8,1,1,1,0,0,1,2,50.0,1,4,3,1,2,3,8,1,Jesús Vallejo,DF
2019-2020,22,Granada,es ESP,1. La Liga,7th,7.0,6,5,4,2,0,3,4,75.0,1,7,4,3,5,11,28,0,Jesús Vallejo,DF
2020-2021,23,Granada,es ESP,1. La Liga,9th,15.0,11,6,7,3,1,7,18,38.9,11,21,11,10,13,24,55,0,Jesús Vallejo,DF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.8,7,5,7,0,0,5,6,83.3,1,9,8,1,6,13,16,0,Jesús Vallejo,DF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Jesús Vallejo,DF
2023-2024,26,Granada,es ESP,1. La Liga,20th,1.2,3,1,1,2,0,2,2,100.0,0,3,2,1,0,3,1,1,Jesús Vallejo,DF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Jesús Vallejo,DF
2024-2025,17,Real Madrid,es ESP,1. La Liga,1st,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Daniel Yáñez,FW
2023-2024,19,Real Madrid,es ESP,1. La Liga,1st,0.2,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,Gonzalo García,MF
