Season,Age,Squad,Country,Comp,LgRank,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Player,Position
2015-2016,18,Betis,es ESP,1. La Liga,10th,23.7,11,1,1,37,77,0,19,38,55,0,0,0,,,,,Dani Ceballos,MF
2016-2017,19,Betis,es ESP,1. La Liga,15th,26.0,8,0,0,50,116,0,37,53,66,0,0,0,,,,,Dani Ceballos,MF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,4.5,0,0,0,7,15,0,2,5,7,0,0,0,26,0,1,0.0,Dani Ceballos,MF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,13.9,3,0,0,16,40,1,8,15,21,0,0,0,102,9,18,33.3,Dani Ceballos,MF
2019-2020,22,Arsenal,eng ENG,1. Premier League,8th,18.8,1,0,0,19,35,0,70,32,23,0,0,0,153,9,24,27.3,Dani Ceballos,MF
2020-2021,23,Arsenal,eng ENG,1. Premier League,8th,17.9,4,0,0,23,24,0,29,35,22,0,0,0,136,8,13,38.1,Dani Ceballos,MF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.1,1,0,0,3,7,0,1,4,5,0,0,0,25,0,0,,Dani Ceballos,MF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,17.4,8,0,0,17,41,1,16,25,29,0,0,0,132,4,8,33.3,Dani Ceballos,MF
2023-2024,26,Real Madrid,es ESP,1. La Liga,1st,6.6,2,0,0,5,19,0,8,0,5,0,0,0,38,2,5,28.6,Dani Ceballos,MF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,5.6,2,0,0,7,14,0,6,4,8,0,0,0,35,1,1,50.0,Dani Ceballos,MF
2024-2025,21,Real Madrid,es ESP,1. La Liga,1st,4.0,0,0,0,3,6,0,0,3,5,0,0,0,15,10,1,90.9,Raúl Asencio,DF
2016-2017,17,FC Dnipro,ua UKR,1. Premier League,11th,21.0,2,0,0,,0,0,0,0,0,0,0,0,,,,,Andriy Lunin,GK
2017-2018,18,Zorya Luhansk,ua UKR,1. Premier League,4th,29.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Andriy Lunin,GK
2018-2019,19,Leganés,es ESP,1. La Liga,13th,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,Andriy Lunin,GK
2019-2020,20,Oviedo,es ESP,2. La Liga 2,15th,20.0,1,0,0,1,0,0,0,0,0,0,1,0,10,4,1,80.0,Andriy Lunin,GK
2021-2022,22,Real Madrid,es ESP,1. La Liga,1st,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,Andriy Lunin,GK
2022-2023,23,Real Madrid,es ESP,1. La Liga,2nd,7.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,Andriy Lunin,GK
2023-2024,24,Real Madrid,es ESP,1. La Liga,1st,21.0,2,0,0,0,3,0,0,0,0,0,0,0,17,8,0,100.0,Andriy Lunin,GK
2024-2025,25,Real Madrid,es ESP,1. La Liga,1st,3.0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,100.0,Andriy Lunin,GK
2024-2025,18,Real Madrid,es ESP,1. La Liga,1st,1.0,1,0,0,5,5,0,0,1,0,1,0,0,3,2,4,33.3,Endrick,FW
2014-2015,17,Zaragoza,es ESP,2. La Liga 2,6th,25.7,5,0,,,,,,,,,,,,,,,Jesús Vallejo,DF
2015-2016,18,Zaragoza,es ESP,2. La Liga 2,8th,18.7,3,0,,21,,,,,,,,,,,,,Jesús Vallejo,DF
2016-2017,19,Eint Frankfurt,de GER,1. Bundesliga,11th,22.9,4,0,0,19,10,0,1,71,24,1,0,1,,,,,Jesús Vallejo,DF
2017-2018,20,Real Madrid,es ESP,1. La Liga,3rd,7.0,0,0,0,2,2,1,0,16,7,0,0,0,39,9,11,45.0,Jesús Vallejo,DF
2018-2019,21,Real Madrid,es ESP,1. La Liga,3rd,3.5,1,1,0,3,2,0,0,7,5,0,2,0,20,3,6,33.3,Jesús Vallejo,DF
2019-2020,22,Wolves,eng ENG,1. Premier League,7th,1.8,1,0,0,2,1,0,1,2,1,0,0,0,11,5,3,62.5,Jesús Vallejo,DF
2019-2020,22,Granada,es ESP,1. La Liga,7th,7.0,1,0,0,6,1,1,1,5,5,0,1,0,25,8,10,44.4,Jesús Vallejo,DF
2020-2021,23,Granada,es ESP,1. La Liga,9th,15.0,2,1,0,13,5,2,4,13,6,0,1,0,59,21,20,51.2,Jesús Vallejo,DF
2021-2022,24,Real Madrid,es ESP,1. La Liga,1st,3.8,1,0,0,4,1,0,1,6,5,0,1,0,20,11,4,73.3,Jesús Vallejo,DF
2022-2023,25,Real Madrid,es ESP,1. La Liga,2nd,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Jesús Vallejo,DF
2023-2024,26,Granada,es ESP,1. La Liga,20th,1.2,1,0,0,2,1,0,0,0,1,0,0,0,8,0,1,0.0,Jesús Vallejo,DF
2024-2025,27,Real Madrid,es ESP,1. La Liga,1st,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Jesús Vallejo,DF
2024-2025,17,Real Madrid,es ESP,1. La Liga,1st,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Daniel Yáñez,FW
2023-2024,19,Real Madrid,es ESP,1. La Liga,1st,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Gonzalo García,MF
