Season,Age,Squad,Country,Comp,LgRank,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Player,Position
2018-2019,22,Chelsea,eng ENG,1. Premier League,3rd,24,998,42,29.2,11.1,6,85,3,18,27,2,1.83,22,9,+13,+1.17,+0.76,19.6,9.2,+10.4,+0.94,+0.51,Ruben Loftus-Cheek,MF
2019-2020,23,Chelsea,eng ENG,Jr. PL2 — Div. 1,1st,1,90,90,5.6,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,+0.24,,,,,,Ruben Loftus-Cheek,MF
2019-2020,23,Chelsea,eng ENG,1. Premier League,4th,7,208,30,6.1,2.3,2,60,0,5,18,4,2.14,4,3,+1,+0.43,+0.04,4.6,4.1,+0.5,+0.22,-0.62,Ruben Loftus-Cheek,MF
2020-2021,24,Fulham,eng ENG,1. Premier League,18th,30,1909,64,55.8,21.2,21,81,9,9,23,2,0.83,15,21,-6,-0.28,+0.91,24.8,27.2,-2.4,-0.11,+0.47,Ruben Loftus-Cheek,MF
2020-2021,24,Chelsea,eng ENG,1. Premier League,4th,1,60,60,1.8,0.7,1,60,0,0,,0,3.00,2,1,+1,+1.50,+0.94,1.0,1.0,0.0,-0.05,-0.91,Ruben Loftus-Cheek,MF
2021-2022,25,Chelsea,eng ENG,1. Premier League,3rd,24,1394,58,40.8,15.5,13,86,10,11,25,6,1.88,30,21,+9,+0.58,-0.93,27.0,18.8,+8.2,+0.53,-0.44,Ruben Loftus-Cheek,MF
2022-2023,26,Chelsea,eng ENG,1. Premier League,12th,25,1536,61,44.9,17.1,19,73,6,6,26,6,1.36,22,23,-1,-0.06,+0.32,21.7,27.2,-5.5,-0.32,-0.44,Ruben Loftus-Cheek,MF
2023-2024,27,Milan,it ITA,1. Serie A,2nd,29,2068,71,60.5,23.0,26,76,11,3,27,2,2.14,43,28,+15,+0.65,-0.15,38.4,27.5,+10.9,+0.48,-0.18,Ruben Loftus-Cheek,MF
2024-2025,28,Milan,it ITA,1. Serie A,8th,13,682,52,44.6,7.6,6,86,4,7,24,0,1.69,11,10,+1,+0.13,-0.72,13.4,8.5,+5.0,+0.65,+0.04,Ruben Loftus-Cheek,MF
2015-2016,17,Chelsea,eng ENG,1. Premier League,10th,2,55,28,1.6,0.6,0,,0,2,,0,1.00,1,2,-1,-1.64,-1.82,,,,,,Tammy Abraham,FW
2016-2017,18,Bristol City,eng ENG,2. Championship,17th,41,3414,83,82.5,37.9,40,,28,1,,0,1.24,53,56,-3,-0.08,+0.29,,,,,,Tammy Abraham,FW
2017-2018,19,Swansea City,eng ENG,1. Premier League,18th,31,1726,56,50.5,19.2,15,,9,16,,2,0.81,15,31,-16,-0.83,-0.20,16.9,31.8,-14.8,-0.77,-0.13,Tammy Abraham,FW
2018-2019,20,Chelsea,eng ENG,Jr. PL2 — Div. 1,6th,1,90,90,4.5,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,-1.10,,,,,,Tammy Abraham,FW
2018-2019,20,Aston Villa,eng ENG,2. Championship,5th,37,3138,85,75.8,34.9,37,85,25,0,,0,1.73,65,42,+23,+0.66,+0.84,59.0,42.3,+16.6,+0.48,+0.50,Tammy Abraham,FW
2019-2020,21,Chelsea,eng ENG,1. Premier League,4th,34,2215,65,64.8,24.6,25,81,9,9,20,0,1.82,45,34,+11,+0.45,+0.15,46.3,27.5,+18.8,+0.76,-0.12,Tammy Abraham,FW
2020-2021,22,Chelsea,eng ENG,1. Premier League,4th,22,1040,47,30.4,11.6,12,74,7,10,15,8,1.77,23,12,+11,+0.95,+0.54,20.0,8.2,+11.8,+1.02,+0.25,Tammy Abraham,FW
2021-2022,23,Chelsea,eng ENG,1. Premier League,3rd,0,,,,,0,,0,0,,1,,,,,,,,,,,,Tammy Abraham,FW
2021-2022,23,Roma,it ITA,1. Serie A,6th,37,3084,83,90.2,34.3,36,85,23,1,32,0,1.70,54,38,+16,+0.47,+0.47,59.3,33.2,+26.1,+0.76,+0.59,Tammy Abraham,FW
2022-2023,24,Roma,it ITA,1. Serie A,6th,38,2189,58,64.0,24.3,24,77,7,14,24,0,1.66,32,25,+7,+0.29,-0.08,37.7,22.9,+14.8,+0.61,-0.16,Tammy Abraham,FW
2023-2024,25,Roma,it ITA,1. Serie A,6th,8,242,30,7.1,2.7,2,60,0,6,20,1,1.38,4,4,0,0.00,-0.54,3.6,5.1,-1.5,-0.57,-0.89,Tammy Abraham,FW
2024-2025,26,Roma,it ITA,1. Serie A,10th,1,1,1,0.1,0.0,0,,0,1,1,1,1.00,0,0,0,0.00,-0.11,0.0,0.1,0.0,-3.09,-3.17,Tammy Abraham,FW
2024-2025,26,Milan,it ITA,1. Serie A,8th,12,564,47,36.9,6.3,6,77,2,6,17,2,1.83,13,5,+8,+1.28,+1.18,12.1,5.2,+6.9,+1.11,+0.75,Tammy Abraham,FW
2015-2016,17,Chelsea,eng ENG,1. Premier League,10th,1,31,31,0.9,0.3,0,,0,1,,1,1.00,1,1,0,0.00,-0.16,,,,,,Fikayo Tomori,DF
2016-2017,18,Chelsea,eng ENG,Jr. PL2 — Div. 1,5th,12,1040,87,52.5,11.6,12,87,11,0,,0,1.75,24,15,+9,+0.78,+0.87,,,,,,Fikayo Tomori,DF
2016-2017,18,Brighton,eng ENG,2. Championship,2nd,9,395,44,9.5,4.4,2,,2,7,,10,1.78,6,7,-1,-0.23,-1.07,,,,,,Fikayo Tomori,DF
2017-2018,19,Hull City,eng ENG,2. Championship,18th,25,2063,83,49.8,22.9,23,,21,2,,16,0.76,29,37,-8,-0.35,-0.70,,,,,,Fikayo Tomori,DF
2017-2018,19,Chelsea,eng ENG,1. Premier League,5th,0,,,,,0,,0,0,,3,,,,,,,,,,,,Fikayo Tomori,DF
2018-2019,20,Derby County,eng ENG,2. Championship,6th,44,3791,86,91.6,42.1,43,87,41,1,45,1,1.51,62,51,+11,+0.26,-0.77,50.9,52.5,-1.5,-0.04,-0.09,Fikayo Tomori,DF
2019-2020,21,Chelsea,eng ENG,1. Premier League,4th,15,1291,86,37.7,14.3,15,86,13,0,,12,1.93,27,18,+9,+0.63,+0.37,26.6,14.4,+12.2,+0.85,+0.08,Fikayo Tomori,DF
2020-2021,22,Chelsea,eng ENG,1. Premier League,4th,1,45,45,1.3,0.5,0,,0,1,45,4,0.00,0,2,-2,-4.00,-4.64,0.9,1.7,-0.9,-1.70,-2.58,Fikayo Tomori,DF
2020-2021,22,Milan,it ITA,1. Serie A,2nd,17,1466,86,42.9,16.3,16,90,16,1,26,3,2.06,34,14,+20,+1.23,+0.63,29.2,17.1,+12.1,+0.74,+0.20,Fikayo Tomori,DF
2021-2022,23,Milan,it ITA,1. Serie A,1st,31,2718,88,79.5,30.2,30,90,28,1,32,1,2.45,56,20,+36,+1.19,+0.94,45.7,28.8,+16.9,+0.56,-0.32,Fikayo Tomori,DF
2022-2023,24,Milan,it ITA,1. Serie A,4th,33,2760,84,80.7,30.7,32,85,26,1,32,1,1.97,57,29,+28,+0.91,+1.87,50.8,31.6,+19.2,+0.62,+0.82,Fikayo Tomori,DF
2023-2024,25,Milan,it ITA,1. Serie A,2nd,26,2121,82,62.0,23.6,24,86,19,2,28,1,2.04,51,27,+24,+1.02,+0.81,43.1,27.1,+16.0,+0.68,+0.35,Fikayo Tomori,DF
2024-2025,26,Milan,it ITA,1. Serie A,8th,9,556,62,36.3,6.2,6,90,6,3,5,8,1.67,11,10,+1,+0.16,-0.58,11.4,7.5,+3.8,+0.62,-0.02,Fikayo Tomori,DF
2019-2020,16,Hellas Verona,it ITA,1. Serie A,9th,0,,,,,0,,0,0,,8,,,,,,,,,,,,Filippo Terracciano,"DF,MF"
2020-2021,17,Hellas Verona,it ITA,1. Serie A,10th,0,,,,,0,,0,0,,9,,,,,,,,,,,,Filippo Terracciano,"DF,MF"
2021-2022,18,Hellas Verona,it ITA,1. Serie A,9th,1,7,7,0.2,0.1,0,,0,1,7,2,1.00,0,0,0,0.00,-0.16,0.1,0.0,+0.1,+0.88,+0.85,Filippo Terracciano,"DF,MF"
2022-2023,19,Hellas Verona,it ITA,1. Serie A,18th,20,821,41,24.0,9.1,7,75,1,13,23,17,1.24,5,9,-4,-0.44,+0.39,8.8,10.0,-1.1,-0.12,+0.33,Filippo Terracciano,"DF,MF"
2023-2024,20,Hellas Verona,it ITA,1. Serie A,13th,18,1296,72,37.9,14.4,14,85,10,4,28,0,0.78,12,17,-5,-0.35,-0.01,13.0,18.4,-5.4,-0.37,-0.15,Filippo Terracciano,"DF,MF"
2023-2024,20,Milan,it ITA,1. Serie A,2nd,3,76,25,2.2,0.8,1,64,0,2,6,16,1.33,1,4,-3,-3.55,-4.36,1.5,1.6,-0.2,-0.22,-0.79,Filippo Terracciano,"DF,MF"
2024-2025,21,Milan,it ITA,1. Serie A,8th,6,493,82,32.2,5.5,6,82,4,0,,11,1.83,6,5,+1,+0.18,-0.51,7.5,6.2,+1.3,+0.24,-0.58,Filippo Terracciano,"DF,MF"
2020-2021,17,Valencia,es ESP,1. La Liga,13th,32,1530,48,44.7,17.0,17,72,1,15,21,5,0.97,22,25,-3,-0.18,-0.18,16.3,22.6,-6.3,-0.37,-0.21,Yunus Musah,"MF,FW"
2021-2022,18,Valencia,es ESP,1. La Liga,9th,29,1259,43,36.8,14.0,13,75,1,16,17,5,1.31,13,18,-5,-0.36,-0.36,11.3,17.2,-5.9,-0.42,-0.30,Yunus Musah,"MF,FW"
2022-2023,19,Valencia,es ESP,1. La Liga,16th,33,2110,64,61.7,23.4,26,76,8,7,20,1,1.12,26,26,0,0.00,+0.21,27.7,28.1,-0.4,-0.02,-0.45,Yunus Musah,"MF,FW"
2023-2024,20,Milan,it ITA,1. Serie A,2nd,30,1478,49,43.2,16.4,13,83,7,17,23,3,1.90,25,23,+2,+0.12,-1.04,22.3,21.8,+0.5,+0.03,-0.91,Yunus Musah,"MF,FW"
2024-2025,21,Milan,it ITA,1. Serie A,8th,12,542,45,35.4,6.0,5,80,1,7,20,2,1.58,8,6,+2,+0.33,-0.31,6.8,5.7,+1.1,+0.18,-0.70,Yunus Musah,"MF,FW"
2017-2018,17,Basel,ch SUI,1. Super Lg,2nd,0,,,,,0,,0,0,,4,,,,,,,,,,,,Noah Okafor,FW
2018-2019,18,Basel,ch SUI,1. Super Lg,2nd,24,1470,61,45.4,16.3,17,77,3,7,23,6,1.88,23,19,+4,+0.24,-0.82,,,,,,Noah Okafor,FW
2019-2020,19,Basel,ch SUI,1. Super Lg,3rd,14,631,45,19.5,7.0,7,68,2,7,22,0,1.93,14,8,+6,+0.86,-0.18,,,,,,Noah Okafor,FW
2019-2020,19,RB Salzburg,at AUT,1. Bundesliga,1st,11,467,42,16.2,5.2,5,70,2,6,20,3,2.64,21,4,+17,+3.28,+1.08,,,,,,Noah Okafor,FW
2020-2021,20,RB Salzburg,at AUT,1. Bundesliga,1st,18,893,50,31.0,9.9,12,68,3,6,14,3,2.11,33,10,+23,+2.32,+0.60,,,,,,Noah Okafor,FW
2021-2022,21,RB Salzburg,at AUT,1. Bundesliga,1st,21,952,45,33.1,10.6,11,67,3,10,22,0,2.71,31,9,+22,+2.08,+0.40,,,,,,Noah Okafor,FW
2022-2023,22,RB Salzburg,at AUT,1. Bundesliga,1st,21,1001,48,34.8,11.1,11,63,0,10,31,0,2.38,23,5,+18,+1.62,+0.33,,,,,,Noah Okafor,FW
2023-2024,23,Milan,it ITA,1. Serie A,2nd,28,887,32,25.9,9.9,6,67,1,22,22,4,1.96,25,17,+8,+0.81,+0.14,20.1,12.7,+7.4,+0.76,+0.28,Noah Okafor,FW
2024-2025,24,Milan,it ITA,1. Serie A,8th,11,414,38,27.1,4.6,5,65,0,6,15,2,1.45,7,8,-1,-0.22,-1.02,7.0,6.0,+1.0,+0.21,-0.58,Noah Okafor,FW
2023-2024,18,Milan,it ITA,1. Serie A,2nd,3,68,23,2.0,0.8,0,,0,3,23.0,13,3.0,1,0,1,1.32,0.63,0.6,0.8,-0.2,-0.26,-0.82,Alejandro Jiménez,"DF,FW"
2024-2025,19,Milan,it ITA,1. Serie A,8th,3,270,90,17.6,3.0,3,90.0,3,0,,5,1.67,2,1,1,0.33,-0.24,3.8,2.2,1.6,0.53,-0.13,Alejandro Jiménez,"DF,FW"
2014-2015,17,Milan,it ITA,1. Serie A,10th,1,8,8,0.2,0.1,0,,0,1,,3,3.0,0,0,0,0.0,-0.16,,,,,,Davide Calabria,"DF,FW"
2015-2016,18,Milan,it ITA,1. Serie A,7th,6,372,62,10.9,4.1,3,,2,3,,31,1.67,8,4,4,0.97,0.91,,,,,,Davide Calabria,"DF,FW"
2016-2017,19,Milan,it ITA,1. Serie A,6th,12,987,82,28.9,11.0,11,,9,1,,13,1.17,14,13,1,0.09,-0.32,,,,,,Davide Calabria,"DF,FW"
2017-2018,20,Milan,it ITA,1. Serie A,6th,21,1564,74,45.7,17.4,18,,15,3,,11,1.95,26,18,8,0.46,0.17,24.9,16.8,8.1,0.47,0.17,Davide Calabria,"DF,FW"
2018-2019,21,Milan,it ITA,1. Serie A,5th,26,1950,75,57.0,21.7,22,85.0,15,4,20.0,4,1.54,27,20,7,0.32,-0.41,24.5,25.6,-1.1,-0.05,-0.58,Davide Calabria,"DF,FW"
2019-2020,22,Milan,it ITA,1. Serie A,6th,25,1622,65,47.4,18.0,16,83.0,10,9,33.0,9,1.76,30,20,10,0.55,0.2,28.2,18.1,10.1,0.56,0.18,Davide Calabria,"DF,FW"
2020-2021,23,Milan,it ITA,1. Serie A,2nd,32,2647,83,77.4,29.4,30,87.0,23,2,22.0,0,2.16,61,32,29,0.99,0.52,57.4,38.5,19.0,0.64,0.09,Davide Calabria,"DF,FW"
2021-2022,24,Milan,it ITA,1. Serie A,1st,26,2119,82,62.0,23.5,24,87.0,17,2,20.0,1,2.42,40,17,23,0.98,-0.06,37.1,22.0,15.0,0.64,0.03,Davide Calabria,"DF,FW"
2022-2023,25,Milan,it ITA,1. Serie A,4th,25,1690,68,49.4,18.8,21,78.0,10,4,15.0,3,1.72,35,25,10,0.53,-0.04,28.4,19.6,8.8,0.47,0.0,Davide Calabria,"DF,FW"
2023-2024,26,Milan,it ITA,1. Serie A,2nd,29,2185,75,63.9,24.3,26,81.0,13,3,29.0,4,2.07,49,27,22,0.91,0.54,41.8,26.7,15.1,0.62,0.21,Davide Calabria,"DF,FW"
2024-2025,27,Milan,it ITA,1. Serie A,8th,5,178,36,11.6,2.0,2,74.0,0,3,10.0,7,1.6,1,3,-2,-1.01,-1.74,3.8,2.4,1.5,0.75,0.14,Davide Calabria,"DF,FW"
2023-2024,15,Milan,it ITA,1. Serie A,2nd,2,14,7,0.4,0.2,0,,0,2,7,0,3.0,0,0,0,0.0,-0.71,0.0,1.2,-1.2,-7.59,-8.17,Francesco Camarda,"FW,MF"
2024-2025,16,Milan,it ITA,1. Serie A,8th,5,110,22,7.2,1.2,1,65.0,0,4,11,6,1.2,2,2,0,0.0,-0.57,3.5,2.2,1.3,1.04,0.44,Francesco Camarda,"FW,MF"
2014-2015,16,Arles-Avignon,fr FRA,2. Ligue 2,20th,6,334,56,9.8,3.7,4,,1,2,,2,1.33,7,7,0,0.00,+0.82,,,,,,Ismaël Bennacer,MF
2016-2017,18,Arsenal,eng ENG,Jr. PL2 — Div. 1,4th,12,993,83,50.2,11.0,12,83,7,0,,1,1.33,14,16,-2,-0.18,-1.09,,,,,,Ismaël Bennacer,MF
2016-2017,18,Tours,fr FRA,2. Ligue 2,16th,16,1188,74,34.7,13.2,14,,7,2,,1,1.53,24,19,+5,+0.38,+0.78,,,,,,Ismaël Bennacer,MF
2017-2018,19,Empoli,it ITA,2. Serie B,1st,39,3023,78,80.0,33.6,33,,26,6,,0,2.08,73,35,+38,+1.13,+1.01,,,,,,Ismaël Bennacer,MF
2018-2019,20,Empoli,it ITA,1. Serie A,18th,37,2961,80,86.6,32.9,32,88,28,5,27,0,1.00,44,60,-16,-0.49,+0.10,45.2,57.3,-12.0,-0.37,-0.52,Ismaël Bennacer,MF
2019-2020,21,Milan,it ITA,1. Serie A,6th,31,2485,80,72.7,27.6,28,86,22,3,23,4,1.81,50,33,+17,+0.62,+0.62,48.5,31.6,+17.0,+0.61,+0.55,Ismaël Bennacer,MF
2020-2021,22,Milan,it ITA,1. Serie A,2nd,21,1326,63,38.8,14.7,17,71,4,4,31,0,2.24,27,17,+10,+0.68,-0.31,25.4,18.8,+6.6,+0.45,-0.29,Ismaël Bennacer,MF
2021-2022,23,Milan,it ITA,1. Serie A,1st,31,1525,49,44.6,16.9,15,76,4,16,24,0,2.32,29,14,+15,+0.89,-0.21,22.0,16.0,+6.0,+0.36,-0.48,Ismaël Bennacer,MF
2022-2023,24,Milan,it ITA,1. Serie A,4th,28,2007,72,58.7,22.3,24,79,13,4,26,1,1.82,38,21,+17,+0.76,+0.51,34.8,23.1,+11.7,+0.52,+0.14,Ismaël Bennacer,MF
2023-2024,25,Milan,it ITA,1. Serie A,2nd,20,1151,58,33.7,12.8,13,76,4,7,23,1,1.90,26,19,+7,+0.55,-0.25,25.8,14.6,+11.2,+0.88,+0.49,Ismaël Bennacer,MF
2024-2025,26,Milan,it ITA,1. Serie A,8th,2,103,52,6.7,1.1,1,58,0,1,45,1,1.00,0,1,-1,-0.87,-1.50,2.0,0.8,+1.2,+1.07,+0.47,Ismaël Bennacer,MF
2017-2018,18,Anderlecht,be BEL,1. First Division A,3rd,11,610,55,16.9,6.8,7,,2,4,,0,1.09,7,10,-3,-0.44,-0.65,7.7,10.1,-2.3,-0.34,-0.90,Alexis Saelemaekers,"DF,FW"
2018-2019,19,Anderlecht,be BEL,1. First Division A,6th,30,1978,66,54.9,22.0,22,85,13,8,13,5,1.47,32,27,+5,+0.23,+0.28,35.2,26.5,+8.7,+0.40,-0.03,Alexis Saelemaekers,"DF,FW"
2019-2020,20,Anderlecht,be BEL,1. First Division A,8th,16,1163,73,44.6,12.9,14,82,7,2,10,1,1.50,15,15,0,0.00,-1.00,16.5,23.9,-7.3,-0.57,-1.47,Alexis Saelemaekers,"DF,FW"
2019-2020,20,Milan,it ITA,1. Serie A,6th,13,684,53,20.0,7.6,6,76,3,7,32,3,2.23,20,9,+11,+1.45,+1.25,16.0,9.0,+7.0,+0.92,+0.57,Alexis Saelemaekers,"DF,FW"
2020-2021,21,Milan,it ITA,1. Serie A,2nd,32,2016,63,58.9,22.4,27,70,3,5,28,0,2.16,41,25,+16,+0.71,-0.38,40.7,28.2,+12.5,+0.56,-0.16,Alexis Saelemaekers,"DF,FW"
2021-2022,22,Milan,it ITA,1. Serie A,1st,36,1865,52,54.5,20.7,22,69,6,14,24,2,2.28,37,21,+16,+0.77,-0.50,34.7,20.0,+14.7,+0.71,+0.18,Alexis Saelemaekers,"DF,FW"
2022-2023,23,Milan,it ITA,1. Serie A,4th,30,1403,47,41.0,15.6,14,67,0,16,29,1,1.70,21,16,+5,+0.32,-0.39,23.3,16.4,+6.9,+0.44,-0.04,Alexis Saelemaekers,"DF,FW"
2023-2024,24,Bologna,it ITA,1. Serie A,5th,30,1887,63,55.2,21.0,21,76,7,9,32,1,1.87,31,18,+13,+0.62,+0.09,24.3,22.8,+1.5,+0.07,-0.48,Alexis Saelemaekers,"DF,FW"
2024-2025,25,Roma,it ITA,1. Serie A,10th,8,479,60,28.0,5.3,7,66,1,1,19,0,1.50,10,3,+7,+1.32,+1.68,11.1,5.7,+5.4,+1.02,+1.30,Alexis Saelemaekers,"DF,FW"
2024-2025,25,Milan,it ITA,1. Serie A,8th,1,90,90,5.9,1.0,1,90,1,0,,1,1.00,2,2,0,0.00,-0.56,2.1,1.0,+1.1,+1.12,+0.51,Alexis Saelemaekers,"DF,FW"
2013-2014,15,Red Star,rs SRB,1. SuperLiga,1st,1,18,18,0.7,0.2,0,,,1,,,,,,,,,,,,,,Luka Jović,FW
2014-2015,16,Red Star,rs SRB,1. SuperLiga,2nd,22,1140,52,42.2,12.7,11,,,11,,,,,,,,,,,,,,Luka Jović,FW
2015-2016,17,Red Star,rs SRB,1. SuperLiga,1st,19,657,35,19.7,7.3,4,,2,15,,0,2.79,25,4,+21,+2.88,+1.23,,,,,,Luka Jović,FW
2015-2016,17,Benfica,pt POR,1. Primeira Liga,1st,1,6,6,0.2,0.1,0,,0,1,,0,3.00,1,0,+1,+15.00,+13.08,,,,,,Luka Jović,FW
2016-2017,18,Benfica,pt POR,1. Primeira Liga,1st,1,10,10,0.3,0.1,0,,0,1,,1,0.00,0,0,0,0.00,-1.59,,,,,,Luka Jović,FW
2017-2018,19,Eint Frankfurt,de GER,1. Bundesliga,8th,22,936,43,30.6,10.4,9,,5,13,,9,1.23,18,21,-3,-0.29,-0.42,16.1,16.1,0.0,0.00,-0.01,Luka Jović,FW
2018-2019,20,Eint Frankfurt,de GER,1. Bundesliga,7th,32,2243,70,73.3,24.9,25,82,14,7,27,2,1.59,46,30,+16,+0.64,+1.08,43.5,35.2,+8.2,+0.33,+0.51,Luka Jović,FW
2019-2020,21,Real Madrid,es ESP,1. La Liga,1st,17,430,25,12.6,4.8,4,71,1,13,11,10,2.00,9,5,+4,+0.84,-0.40,11.0,5.3,+5.7,+1.20,+0.33,Luka Jović,FW
2020-2021,22,Eint Frankfurt,de GER,1. Bundesliga,5th,18,894,50,29.2,9.9,8,83,4,10,23,1,1.89,26,15,+11,+1.11,+0.90,15.9,12.8,+3.2,+0.32,-0.03,Luka Jović,FW
2020-2021,22,Real Madrid,es ESP,1. La Liga,2nd,4,149,37,4.4,1.7,2,64,0,2,11,8,1.50,2,2,0,0.00,-1.07,4.4,1.4,+3.0,+1.79,+1.22,Luka Jović,FW
2021-2022,23,Real Madrid,es ESP,1. La Liga,1st,15,369,25,10.8,4.1,1,60,0,14,22,12,2.07,13,2,+11,+2.68,+1.56,10.0,5.6,+4.4,+1.07,+0.39,Luka Jović,FW
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,31,1534,49,44.9,17.0,16,76,8,15,22,4,1.19,24,23,+1,+0.06,-0.37,24.0,21.2,+2.8,+0.17,-0.25,Luka Jović,FW
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,0,,,,,0,,0,0,,1,,,,,,,,,,,,Luka Jović,FW
2023-2024,25,Milan,it ITA,1. Serie A,2nd,23,877,38,25.6,9.7,8,75,2,15,18,7,1.70,16,16,0,0.00,-0.96,16.5,11.6,+4.9,+0.50,-0.06,Luka Jović,FW
2024-2025,26,Milan,it ITA,1. Serie A,8th,3,79,26,5.2,0.9,1,59,0,2,10,2,1.33,0,1,-1,-1.14,-1.76,1.6,0.4,+1.2,+1.35,+0.76,Luka Jović,FW
2024-2025,17,Milan,it ITA,1. Serie A,8th,1,61,61,4.0,0.7,1,61,0,0,,4,1.0,0,0,0,0.0,-0.55,0.6,0.0,0.5,0.81,0.18,Mattia Liberali,MF
2023-2024,18,Milan,it ITA,1. Serie A,2nd,3,28,9,0.8,0.3,0,,0,3,9,11,2.33,0,0,0,0.0,-0.72,0.3,0.8,-0.5,-1.76,-2.32,Kevin Zeroli,MF
2024-2025,19,Milan,it ITA,1. Serie A,8th,1,12,12,0.8,0.1,0,,0,1,12,7,3.0,0,0,0,0.0,-0.53,0.1,0.0,0.1,0.87,0.24,Kevin Zeroli,MF
2023-2024,17,Milan,it ITA,1. Serie A,2nd,6,79,13,2.3,0.9,0,,0,6,13,18,2.67,2,0,2,2.28,1.61,0.7,1.9,-1.2,-1.35,-1.94,Davide Bartesaghi,DF
2024-2025,18,Milan,it ITA,1. Serie A,8th,1,5,5,0.3,0.1,0,,0,1,5,6,3.0,0,0,0,0.0,-0.53,0.1,0.0,0.1,1.08,0.45,Davide Bartesaghi,DF
2022-2023,17,Saint-Étienne,fr FRA,2. Ligue 2,8th,1,23,23,0.7,0.3,0,,0,1,23,7,0.00,0,3,-3,-11.74,-11.98,0.2,0.6,-0.4,-1.76,-2.14,Noah Raveyre,GK
2023-2024,18,Milan,it ITA,1. Serie A,2nd,0,,,,,0,,0,0,,1,,,,,,,,,,,,Noah Raveyre,GK
2024-2025,19,Milan,it ITA,1. Serie A,8th,0,,,,,0,,0,0,,9,,,,,,,,,,,,Noah Raveyre,GK
2013-2014,21,Atalanta,it ITA,1. Serie A,11th,3,270,90,7.9,3.0,3,,3,0,,,,,,,,,,,,,,Marco Sportiello,GK
2014-2015,22,Atalanta,it ITA,1. Serie A,17th,37,3330,90,97.4,37.0,37,,37,0,,0,0.92,35,55,-20,-0.54,-1.54,,,,,,Marco Sportiello,GK
2015-2016,23,Atalanta,it ITA,1. Serie A,13th,36,3240,90,94.7,36.0,36,,36,0,,2,1.17,38,43,-5,-0.14,+0.36,,,,,,Marco Sportiello,GK
2016-2017,24,Atalanta,it ITA,1. Serie A,4th,8,720,90,21.1,8.0,8,,8,0,,11,1.25,12,14,-2,-0.25,-1.02,,,,,,Marco Sportiello,GK
2016-2017,24,Fiorentina,it ITA,1. Serie A,8th,2,180,90,5.3,2.0,2,,2,0,,18,2.00,5,4,+1,+0.50,+0.36,,,,,,Marco Sportiello,GK
2017-2018,25,Fiorentina,it ITA,1. Serie A,8th,37,3202,87,93.6,35.6,37,,35,0,,0,1.54,51,38,+13,+0.37,+2.43,52.6,37.4,+15.1,+0.43,+1.03,Marco Sportiello,GK
2018-2019,26,Frosinone,it ITA,1. Serie A,19th,35,3150,90,92.1,35.0,35,90,35,0,,0,0.69,28,64,-36,-1.03,+0.30,34.1,58.2,-24.1,-0.69,-1.04,Marco Sportiello,GK
2019-2020,27,Atalanta,it ITA,1. Serie A,3rd,6,525,88,15.4,5.8,5,88,4,1,86,31,2.00,17,5,+12,+2.06,+0.88,13.0,3.7,+9.3,+1.59,+0.57,Marco Sportiello,GK
2020-2021,28,Atalanta,it ITA,1. Serie A,3rd,15,1261,84,36.9,14.0,13,90,13,2,46,23,1.93,35,21,+14,+1.00,-0.21,27.3,14.4,+12.8,+0.92,+0.05,Marco Sportiello,GK
2021-2022,29,Atalanta,it ITA,1. Serie A,8th,5,450,90,13.2,5.0,5,90,5,0,,31,0.50,3,6,-3,-0.60,-1.21,8.4,4.8,+3.7,+0.73,+0.32,Marco Sportiello,GK
2022-2023,30,Atalanta,it ITA,1. Serie A,5th,15,1339,89,39.2,14.9,14,90,13,1,83,22,1.60,24,21,+3,+0.20,-0.45,20.8,17.9,+2.9,+0.20,-0.38,Marco Sportiello,GK
2023-2024,31,Milan,it ITA,1. Serie A,2nd,7,630,90,18.4,7.0,7,90,7,0,,19,1.71,16,11,+5,+0.71,0.00,14.2,7.5,+6.7,+0.96,+0.51,Marco Sportiello,GK
2024-2025,32,Milan,it ITA,1. Serie A,8th,0,,,,,0,,0,0,,10,,,,,,,,,,,,Marco Sportiello,GK
2021-2022,16,Jong Ajax,nl NED,2. Eerste Divisie,7th,5,145,29,4.2,1.6,1,73,0,4,18,1,0.80,2,3,-1,-0.62,-1.17,,,,,,Silvano Vos,MF
2022-2023,17,Ajax,nl NED,1. Eredivisie,3rd,2,21,11,0.7,0.2,0,,0,2,11,6,3.00,1,0,+1,+4.29,+2.89,0.9,0.1,+0.7,+3.20,+1.79,Silvano Vos,MF
2022-2023,17,Jong Ajax,nl NED,2. Eerste Divisie,13th,31,1988,64,58.1,22.1,24,76,13,7,22,4,0.97,44,42,+2,+0.09,+0.40,,,,,,Silvano Vos,MF
2023-2024,18,Ajax,nl NED,1. Eredivisie,5th,11,351,32,11.5,3.9,3,77,0,8,15,6,1.73,7,10,-3,-0.77,-1.30,5.7,7.1,-1.5,-0.38,-0.85,Silvano Vos,MF
