Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Player,Position
2023-2024,24,Bologna,it ITA,1. Serie A,5th,30,21,1887,21.0,4,2,6,4,0,0,7,1,2.6,2.6,2.8,5.5,65,77,180,0.19,0.10,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26,Alexis Saelemaekers,"DF,FW"
2024-2025,25,Roma,it ITA,1. Serie A,10th,8,7,479,5.3,3,1,4,3,0,0,3,0,1.6,1.6,1.3,2.9,12,16,38,0.56,0.19,0.75,0.56,0.75,0.29,0.25,0.54,0.29,0.54,Alexis Saelemaekers,"DF,FW"
2024-2025,25,Milan,it ITA,1. Serie A,8th,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Alexis Saelemaekers,"DF,FW"
2013-2014,15,Red Star,rs SRB,1. SuperLiga,1st,1,0,18,0.2,1,0,1,1,0,0,0,0,,,,,,,,5.00,0.00,5.00,5.00,5.00,,,,,,Luka Jović,FW
2014-2015,16,Red Star,rs SRB,1. SuperLiga,2nd,22,11,1140,12.7,6,1,7,6,0,0,0,0,,,,,,,,0.47,0.08,0.55,0.47,0.55,,,,,,Luka Jović,FW
2015-2016,17,Red Star,rs SRB,1. SuperLiga,1st,19,4,657,7.3,5,2,7,5,0,0,0,0,,,,,,,,0.68,0.27,0.96,0.68,0.96,,,,,,Luka Jović,FW
2015-2016,17,Benfica,pt POR,1. Primeira Liga,1st,1,0,6,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Luka Jović,FW
2016-2017,18,Benfica,pt POR,1. Primeira Liga,1st,1,0,10,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Luka Jović,FW
2017-2018,19,Eint Frankfurt,de GER,1. Bundesliga,8th,22,9,936,10.4,8,1,9,8,0,0,2,0,8.1,8.1,1.3,9.4,8,13,71,0.77,0.10,0.87,0.77,0.87,0.78,0.12,0.90,0.78,0.90,Luka Jović,FW
2018-2019,20,Eint Frankfurt,de GER,1. Bundesliga,7th,32,25,2243,24.9,17,5,22,16,1,1,1,0,14.9,14.1,3.9,18.0,34,64,164,0.68,0.20,0.88,0.64,0.84,0.60,0.16,0.75,0.57,0.72,Luka Jović,FW
2019-2020,21,Real Madrid,es ESP,1. La Liga,1st,17,4,430,4.8,2,1,3,2,0,0,2,0,2.4,2.4,1.4,3.8,4,13,27,0.42,0.21,0.63,0.42,0.63,0.51,0.29,0.80,0.51,0.80,Luka Jović,FW
2020-2021,22,Eint Frankfurt,de GER,1. Bundesliga,5th,18,8,894,9.9,4,1,5,4,0,0,2,0,2.9,2.9,0.7,3.6,15,37,62,0.40,0.10,0.50,0.40,0.50,0.29,0.07,0.36,0.29,0.36,Luka Jović,FW
2020-2021,22,Real Madrid,es ESP,1. La Liga,2nd,4,2,149,1.7,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.55,0.06,0.62,0.55,0.62,Luka Jović,FW
2021-2022,23,Real Madrid,es ESP,1. La Liga,1st,15,1,369,4.1,1,3,4,1,0,0,1,0,2.3,2.3,0.8,3.1,4,7,17,0.24,0.73,0.98,0.24,0.98,0.56,0.20,0.76,0.56,0.76,Luka Jović,FW
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,31,16,1534,17.0,6,3,9,6,0,1,3,0,7.9,7.1,1.5,8.6,8,28,75,0.35,0.18,0.53,0.35,0.53,0.46,0.09,0.55,0.42,0.51,Luka Jović,FW
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luka Jović,FW
2023-2024,25,Milan,it ITA,1. Serie A,2nd,23,8,877,9.7,6,1,7,6,0,0,2,1,4.9,4.9,0.8,5.7,6,22,47,0.62,0.10,0.72,0.62,0.72,0.50,0.09,0.59,0.50,0.59,Luka Jović,FW
2024-2025,26,Milan,it ITA,1. Serie A,8th,3,1,79,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,1,4,7,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14,Luka Jović,FW
2024-2025,17,Milan,it ITA,1. Serie A,8th,1,1,61,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,4,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.14,0.1,0.14,Mattia Liberali,MF
2023-2024,18,Milan,it ITA,1. Serie A,2nd,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Zeroli,MF
2024-2025,19,Milan,it ITA,1. Serie A,8th,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Zeroli,MF
2023-2024,17,Milan,it ITA,1. Serie A,2nd,6,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Davide Bartesaghi,DF
2024-2025,18,Milan,it ITA,1. Serie A,8th,1,0,5,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Davide Bartesaghi,DF
2022-2023,17,Saint-Étienne,fr FRA,2. Ligue 2,8th,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Noah Raveyre,GK
2023-2024,18,Milan,it ITA,1. Serie A,2nd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Raveyre,GK
2024-2025,19,Milan,it ITA,1. Serie A,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Raveyre,GK
2013-2014,21,Atalanta,it ITA,1. Serie A,11th,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Marco Sportiello,GK
2014-2015,22,Atalanta,it ITA,1. Serie A,17th,37,37,3330,37.0,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Marco Sportiello,GK
2015-2016,23,Atalanta,it ITA,1. Serie A,13th,36,36,3240,36.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Marco Sportiello,GK
2016-2017,24,Atalanta,it ITA,1. Serie A,4th,8,8,720,8.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Marco Sportiello,GK
2016-2017,24,Fiorentina,it ITA,1. Serie A,8th,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Marco Sportiello,GK
2017-2018,25,Fiorentina,it ITA,1. Serie A,8th,37,37,3202,35.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Marco Sportiello,GK
2018-2019,26,Frosinone,it ITA,1. Serie A,19th,35,35,3150,35.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Marco Sportiello,GK
2019-2020,27,Atalanta,it ITA,1. Serie A,3rd,6,5,525,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Marco Sportiello,GK
2020-2021,28,Atalanta,it ITA,1. Serie A,3rd,15,13,1261,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Marco Sportiello,GK
2021-2022,29,Atalanta,it ITA,1. Serie A,8th,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Marco Sportiello,GK
2022-2023,30,Atalanta,it ITA,1. Serie A,5th,15,14,1339,14.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Marco Sportiello,GK
2023-2024,31,Milan,it ITA,1. Serie A,2nd,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Marco Sportiello,GK
2024-2025,32,Milan,it ITA,1. Serie A,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Sportiello,GK
2021-2022,16,Jong Ajax,nl NED,2. Eerste Divisie,7th,5,1,145,1.6,1,0,1,1,0,0,0,0,,,,,,,,0.62,0.00,0.62,0.62,0.62,,,,,,Silvano Vos,MF
2022-2023,17,Ajax,nl NED,1. Eredivisie,3rd,2,0,21,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.51,0.55,1.07,0.51,1.07,Silvano Vos,MF
2022-2023,17,Jong Ajax,nl NED,2. Eerste Divisie,13th,31,24,1988,22.1,4,4,8,4,0,0,7,0,,,,,,,,0.18,0.18,0.36,0.18,0.36,,,,,,Silvano Vos,MF
2023-2024,18,Ajax,nl NED,1. Eredivisie,5th,11,3,351,3.9,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.2,1,8,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,Silvano Vos,MF
2023-2024,18,Jong Ajax,nl NED,2. Eerste Divisie,15th,20,20,1607,17.9,1,0,1,1,0,0,4,0,,,,,,,,0.06,0.00,0.06,0.06,0.06,,,,,,Silvano Vos,MF
2024-2025,19,Jong Ajax,nl NED,2. Eerste Divisie,16th,1,1,67,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Silvano Vos,MF
2024-2025,19,Milan,it ITA,1. Serie A,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvano Vos,MF
