Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Player,Position
2023-2024,23,Villarreal,es ESP,1. La Liga,8th,7,6,477,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matteo Gabbia,DF
2023-2024,23,Milan,it ITA,1. Serie A,2nd,18,14,1275,14.2,2,1,3,2,0,0,5,0,1.6,1.6,0.3,1.9,11,42,2,0.14,0.07,0.21,0.14,0.21,0.11,0.02,0.14,0.11,0.14,Matteo Gabbia,DF
2024-2025,24,Milan,it ITA,1. Serie A,8th,10,10,877,9.7,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,6,30,1,0.10,0.00,0.10,0.10,0.10,0.07,0.01,0.08,0.07,0.08,Matteo Gabbia,DF
2018-2019,19,Villarreal,es ESP,1. La Liga,14th,26,19,1706,19.0,5,2,7,5,0,0,2,0,5.2,5.2,1.5,6.7,102,55,170,0.26,0.11,0.37,0.26,0.37,0.27,0.08,0.35,0.27,0.35,Samuel Chukwueze,FW
2019-2020,20,Villarreal,es ESP,1. La Liga,5th,37,20,2048,22.8,3,2,5,3,0,0,2,0,3.4,3.4,4.4,7.8,119,85,213,0.13,0.09,0.22,0.13,0.22,0.15,0.19,0.34,0.15,0.34,Samuel Chukwueze,FW
2020-2021,21,Villarreal,es ESP,1. La Liga,7th,28,13,1365,15.2,4,2,6,4,0,0,0,0,2.4,2.4,3.0,5.4,84,53,177,0.26,0.13,0.40,0.26,0.40,0.16,0.20,0.36,0.16,0.36,Samuel Chukwueze,FW
2021-2022,22,Villarreal,es ESP,1. La Liga,7th,27,12,1333,14.8,3,3,6,3,0,0,4,0,4.6,4.6,4.6,9.3,89,41,164,0.20,0.20,0.41,0.20,0.41,0.31,0.31,0.63,0.31,0.63,Samuel Chukwueze,FW
2022-2023,23,Villarreal,es ESP,1. La Liga,5th,37,27,2339,26.0,6,5,11,6,0,0,1,0,6.5,6.5,4.3,10.8,133,85,261,0.23,0.19,0.42,0.23,0.42,0.25,0.16,0.41,0.25,0.41,Samuel Chukwueze,FW
2023-2024,24,Milan,it ITA,1. Serie A,2nd,24,12,1017,11.3,1,3,4,1,0,0,1,0,1.7,1.7,2.3,3.9,52,51,135,0.09,0.27,0.35,0.09,0.35,0.15,0.20,0.35,0.15,0.35,Samuel Chukwueze,FW
2024-2025,25,Milan,it ITA,1. Serie A,8th,17,9,736,8.2,1,0,1,1,0,0,0,0,1.7,1.7,2.2,3.9,37,24,90,0.12,0.00,0.12,0.12,0.12,0.20,0.27,0.47,0.20,0.47,Samuel Chukwueze,FW
2018-2019,17,Partizan,rs SRB,1. SuperLiga,3rd,11,11,989,11.0,0,0,0,0,0,0,5,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Strahinja Pavlović,DF
2019-2020,18,Partizan,rs SRB,1. SuperLiga,2nd,26,26,2304,25.6,1,,,1,0,0,4,0,,,,,,,,0.04,,,0.04,,,,,,,Strahinja Pavlović,DF
2020-2021,19,Cercle Brugge,be BEL,1. First Division A,16th,11,11,965,10.7,1,0,1,1,0,0,3,0,1.2,1.2,0.1,1.3,13,31,2,0.09,0.00,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,Strahinja Pavlović,DF
2020-2021,19,Monaco,fr FRA,1. Ligue 1,3rd,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Strahinja Pavlović,DF
2021-2022,20,Monaco,fr FRA,1. Ligue 1,3rd,7,5,451,5.0,0,0,0,0,0,0,4,1,0.5,0.5,0.2,0.7,10,33,1,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15,Strahinja Pavlović,DF
2021-2022,20,Basel,ch SUI,1. Super Lg,2nd,10,7,586,6.5,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Strahinja Pavlović,DF
2022-2023,21,RB Salzburg,at AUT,1. Bundesliga,1st,24,23,2027,22.5,1,1,2,1,0,0,10,1,,,,,,,,0.04,0.04,0.09,0.04,0.09,,,,,,Strahinja Pavlović,DF
2023-2024,22,RB Salzburg,at AUT,1. Bundesliga,2nd,26,26,2287,25.4,3,3,6,3,0,0,10,1,,,,,,,,0.12,0.12,0.24,0.12,0.24,,,,,,Strahinja Pavlović,DF
2024-2025,23,Milan,it ITA,1. Serie A,8th,10,7,654,7.3,1,0,1,1,0,0,1,0,0.9,0.9,0.2,1.1,9,35,1,0.14,0.00,0.14,0.14,0.14,0.12,0.03,0.15,0.12,0.15,Strahinja Pavlović,DF
2014-2015,18,Chelsea,eng ENG,1. Premier League,1st,3,2,132,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Ruben Loftus-Cheek,MF
2015-2016,19,Chelsea,eng ENG,1. Premier League,10th,13,4,412,4.6,1,0,1,1,0,0,0,0,,,,,,,,0.22,0.00,0.22,0.22,0.22,,,,,,Ruben Loftus-Cheek,MF
2016-2017,20,Chelsea,eng ENG,1. Premier League,1st,6,0,35,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Ruben Loftus-Cheek,MF
2017-2018,21,Crystal Palace,eng ENG,1. Premier League,11th,24,21,1874,20.8,2,3,5,2,0,0,1,0,3.5,3.5,3.2,6.7,94,106,126,0.10,0.14,0.24,0.10,0.24,0.17,0.15,0.32,0.17,0.32,Ruben Loftus-Cheek,MF
2018-2019,22,Chelsea,eng ENG,1. Premier League,3rd,24,6,998,11.1,6,2,8,6,0,0,0,0,2.8,2.8,0.8,3.7,52,61,75,0.54,0.18,0.72,0.54,0.72,0.26,0.07,0.33,0.26,0.33,Ruben Loftus-Cheek,MF
2019-2020,23,Chelsea,eng ENG,Jr. PL2 — Div. 1,1st,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Ruben Loftus-Cheek,MF
2019-2020,23,Chelsea,eng ENG,1. Premier League,4th,7,2,208,2.3,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,4,15,11,0.00,0.43,0.43,0.00,0.43,0.21,0.18,0.39,0.21,0.39,Ruben Loftus-Cheek,MF
2020-2021,24,Fulham,eng ENG,1. Premier League,18th,30,21,1909,21.2,1,0,1,1,0,0,3,0,3.4,3.4,1.2,4.6,57,82,97,0.05,0.00,0.05,0.05,0.05,0.16,0.06,0.22,0.16,0.22,Ruben Loftus-Cheek,MF
2020-2021,24,Chelsea,eng ENG,1. Premier League,4th,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ruben Loftus-Cheek,MF
2021-2022,25,Chelsea,eng ENG,1. Premier League,3rd,24,13,1394,15.5,0,2,2,0,0,0,1,0,1.2,1.2,2.4,3.6,69,108,53,0.00,0.13,0.13,0.00,0.13,0.08,0.16,0.24,0.08,0.24,Ruben Loftus-Cheek,MF
2022-2023,26,Chelsea,eng ENG,1. Premier League,12th,25,19,1536,17.1,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,56,90,86,0.00,0.06,0.06,0.00,0.06,0.05,0.09,0.14,0.05,0.14,Ruben Loftus-Cheek,MF
2023-2024,27,Milan,it ITA,1. Serie A,2nd,29,26,2068,23.0,6,1,7,6,0,0,5,0,3.7,3.7,2.4,6.1,73,74,113,0.26,0.04,0.30,0.26,0.30,0.16,0.10,0.26,0.16,0.26,Ruben Loftus-Cheek,MF
2024-2025,28,Milan,it ITA,1. Serie A,8th,13,6,682,7.6,0,0,0,0,0,0,1,0,0.5,0.5,1.4,1.8,20,37,29,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.24,0.06,0.24,Ruben Loftus-Cheek,MF
2015-2016,17,Chelsea,eng ENG,1. Premier League,10th,2,0,55,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Tammy Abraham,FW
2016-2017,18,Bristol City,eng ENG,2. Championship,17th,41,40,3414,37.9,23,3,26,21,2,2,3,0,,,,,,,,0.61,0.08,0.69,0.55,0.63,,,,,,Tammy Abraham,FW
2017-2018,19,Swansea City,eng ENG,1. Premier League,18th,31,15,1726,19.2,5,1,6,5,0,0,0,0,6.8,6.8,1.6,8.4,19,20,104,0.26,0.05,0.31,0.26,0.31,0.35,0.08,0.44,0.35,0.44,Tammy Abraham,FW
2018-2019,20,Chelsea,eng ENG,Jr. PL2 — Div. 1,6th,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Tammy Abraham,FW
2018-2019,20,Aston Villa,eng ENG,2. Championship,5th,37,37,3138,34.9,25,3,28,20,5,6,3,0,25.2,20.4,2.9,23.3,48,57,190,0.72,0.09,0.80,0.57,0.66,0.72,0.08,0.80,0.59,0.67,Tammy Abraham,FW
2019-2020,21,Chelsea,eng ENG,1. Premier League,4th,34,25,2215,24.6,15,3,18,15,0,0,2,0,16.4,16.4,2.7,19.0,31,34,134,0.61,0.12,0.73,0.61,0.73,0.67,0.11,0.77,0.67,0.77,Tammy Abraham,FW
2020-2021,22,Chelsea,eng ENG,1. Premier League,4th,22,12,1040,11.6,6,1,7,6,0,0,0,0,5.9,5.9,0.7,6.6,12,11,66,0.52,0.09,0.61,0.52,0.61,0.51,0.06,0.57,0.51,0.57,Tammy Abraham,FW
2021-2022,23,Chelsea,eng ENG,1. Premier League,3rd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tammy Abraham,FW
2021-2022,23,Roma,it ITA,1. Serie A,6th,37,36,3084,34.3,17,4,21,14,3,3,9,0,20.7,18.4,4.8,23.2,41,70,199,0.50,0.12,0.61,0.41,0.53,0.60,0.14,0.74,0.54,0.68,Tammy Abraham,FW
2022-2023,24,Roma,it ITA,1. Serie A,6th,38,24,2189,24.3,8,3,11,8,0,0,2,0,10.8,10.8,3.6,14.5,35,54,141,0.33,0.12,0.45,0.33,0.45,0.45,0.15,0.60,0.45,0.60,Tammy Abraham,FW
2023-2024,25,Roma,it ITA,1. Serie A,6th,8,2,242,2.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,6,4,15,0.37,0.00,0.37,0.37,0.37,0.22,0.05,0.27,0.22,0.27,Tammy Abraham,FW
2024-2025,26,Roma,it ITA,1. Serie A,10th,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tammy Abraham,FW
2024-2025,26,Milan,it ITA,1. Serie A,8th,12,6,564,6.3,2,1,3,1,1,2,0,0,5.3,3.6,0.9,4.5,3,8,34,0.32,0.16,0.48,0.16,0.32,0.84,0.15,0.99,0.57,0.72,Tammy Abraham,FW
2015-2016,17,Chelsea,eng ENG,1. Premier League,10th,1,0,31,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Fikayo Tomori,DF
2016-2017,18,Chelsea,eng ENG,Jr. PL2 — Div. 1,5th,12,12,1040,11.6,1,0,1,1,0,0,1,0,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,Fikayo Tomori,DF
2016-2017,18,Brighton,eng ENG,2. Championship,2nd,9,2,395,4.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Fikayo Tomori,DF
2017-2018,19,Hull City,eng ENG,2. Championship,18th,25,23,2063,22.9,0,2,2,0,0,0,3,0,,,,,,,,0.00,0.09,0.09,0.00,0.09,,,,,,Fikayo Tomori,DF
2017-2018,19,Chelsea,eng ENG,1. Premier League,5th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fikayo Tomori,DF
2018-2019,20,Derby County,eng ENG,2. Championship,6th,44,43,3791,42.1,1,1,2,1,0,0,6,0,2.6,2.6,1.2,3.8,39,133,8,0.02,0.02,0.05,0.02,0.05,0.06,0.03,0.09,0.06,0.09,Fikayo Tomori,DF
2019-2020,21,Chelsea,eng ENG,1. Premier League,4th,15,15,1291,14.3,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.6,14,50,4,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Fikayo Tomori,DF
2020-2021,22,Chelsea,eng ENG,1. Premier League,4th,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Fikayo Tomori,DF
2020-2021,22,Milan,it ITA,1. Serie A,2nd,17,16,1466,16.3,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,4,41,2,0.06,0.00,0.06,0.06,0.06,0.05,0.00,0.05,0.05,0.05,Fikayo Tomori,DF
2021-2022,23,Milan,it ITA,1. Serie A,1st,31,30,2718,30.2,0,0,0,0,0,0,4,0,1.1,1.1,0.1,1.2,14,82,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Fikayo Tomori,DF
2022-2023,24,Milan,it ITA,1. Serie A,4th,33,32,2760,30.7,1,1,2,1,0,0,5,0,1.3,1.3,0.8,2.1,26,122,10,0.03,0.03,0.07,0.03,0.07,0.04,0.03,0.07,0.04,0.07,Fikayo Tomori,DF
2023-2024,25,Milan,it ITA,1. Serie A,2nd,26,24,2121,23.6,4,0,4,4,0,0,8,1,3.7,3.7,0.2,3.9,16,63,2,0.17,0.00,0.17,0.17,0.17,0.16,0.01,0.16,0.16,0.16,Fikayo Tomori,DF
2024-2025,26,Milan,it ITA,1. Serie A,8th,9,6,556,6.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,23,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Fikayo Tomori,DF
2019-2020,16,Hellas Verona,it ITA,1. Serie A,9th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filippo Terracciano,"DF,MF"
2020-2021,17,Hellas Verona,it ITA,1. Serie A,10th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filippo Terracciano,"DF,MF"
2021-2022,18,Hellas Verona,it ITA,1. Serie A,9th,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Filippo Terracciano,"DF,MF"
2022-2023,19,Hellas Verona,it ITA,1. Serie A,18th,20,7,821,9.1,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.4,16,37,24,0.00,0.11,0.11,0.00,0.11,0.02,0.14,0.16,0.02,0.16,Filippo Terracciano,"DF,MF"
2023-2024,20,Hellas Verona,it ITA,1. Serie A,13th,18,14,1296,14.4,0,1,1,0,0,0,1,0,0.3,0.3,1.0,1.3,26,51,28,0.00,0.07,0.07,0.00,0.07,0.02,0.07,0.09,0.02,0.09,Filippo Terracciano,"DF,MF"
2023-2024,20,Milan,it ITA,1. Serie A,2nd,3,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Filippo Terracciano,"DF,MF"
2024-2025,21,Milan,it ITA,1. Serie A,8th,6,6,493,5.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,14,8,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Filippo Terracciano,"DF,MF"
2020-2021,17,Valencia,es ESP,1. La Liga,13th,32,17,1530,17.0,1,0,1,1,0,0,2,0,1.1,1.1,1.1,2.2,43,20,89,0.06,0.00,0.06,0.06,0.06,0.06,0.07,0.13,0.06,0.13,Yunus Musah,"MF,FW"
2021-2022,18,Valencia,es ESP,1. La Liga,9th,29,13,1259,14.0,1,0,1,1,0,0,5,0,0.5,0.5,1.2,1.7,59,44,78,0.07,0.00,0.07,0.07,0.07,0.04,0.08,0.12,0.04,0.12,Yunus Musah,"MF,FW"
2022-2023,19,Valencia,es ESP,1. La Liga,16th,33,26,2110,23.4,0,2,2,0,0,0,10,1,1.8,1.8,1.8,3.6,72,93,101,0.00,0.09,0.09,0.00,0.09,0.08,0.08,0.15,0.08,0.15,Yunus Musah,"MF,FW"
2023-2024,20,Milan,it ITA,1. Serie A,2nd,30,13,1478,16.4,0,2,2,0,0,0,5,0,0.6,0.6,1.2,1.8,48,64,77,0.00,0.12,0.12,0.00,0.12,0.04,0.08,0.11,0.04,0.11,Yunus Musah,"MF,FW"
2024-2025,21,Milan,it ITA,1. Serie A,8th,12,5,542,6.0,0,1,1,0,0,0,1,0,0.4,0.4,0.8,1.2,21,30,22,0.00,0.17,0.17,0.00,0.17,0.07,0.13,0.19,0.07,0.19,Yunus Musah,"MF,FW"
2017-2018,17,Basel,ch SUI,1. Super Lg,2nd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Okafor,FW
2018-2019,18,Basel,ch SUI,1. Super Lg,2nd,24,17,1470,16.3,3,2,5,3,0,0,4,0,,,,,,,,0.18,0.12,0.31,0.18,0.31,,,,,,Noah Okafor,FW
2019-2020,19,Basel,ch SUI,1. Super Lg,3rd,14,7,631,7.0,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.14,0.14,0.00,0.14,,,,,,Noah Okafor,FW
2019-2020,19,RB Salzburg,at AUT,1. Bundesliga,1st,11,5,467,5.2,3,1,4,3,0,0,0,0,,,,,,,,0.58,0.19,0.77,0.58,0.77,,,,,,Noah Okafor,FW
2020-2021,20,RB Salzburg,at AUT,1. Bundesliga,1st,18,12,893,9.9,6,3,9,5,1,1,3,0,,,,,,,,0.60,0.30,0.91,0.50,0.81,,,,,,Noah Okafor,FW
2021-2022,21,RB Salzburg,at AUT,1. Bundesliga,1st,21,11,952,10.6,9,8,17,9,0,0,1,0,,,,,,,,0.85,0.76,1.61,0.85,1.61,,,,,,Noah Okafor,FW
2022-2023,22,RB Salzburg,at AUT,1. Bundesliga,1st,21,11,1001,11.1,7,3,10,7,0,0,2,0,,,,,,,,0.63,0.27,0.90,0.63,0.90,,,,,,Noah Okafor,FW
2023-2024,23,Milan,it ITA,1. Serie A,2nd,28,6,887,9.9,6,2,8,6,0,0,1,0,3.8,3.8,1.2,5.0,29,15,66,0.61,0.20,0.81,0.61,0.81,0.38,0.12,0.51,0.38,0.51,Noah Okafor,FW
2024-2025,24,Milan,it ITA,1. Serie A,8th,11,5,414,4.6,1,0,1,1,0,0,0,0,1.5,1.5,0.3,1.9,21,12,48,0.22,0.00,0.22,0.22,0.22,0.33,0.07,0.41,0.33,0.41,Noah Okafor,FW
2023-2024,18,Milan,it ITA,1. Serie A,2nd,3,0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Alejandro Jiménez,"DF,FW"
2024-2025,19,Milan,it ITA,1. Serie A,8th,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,11,9,18,0.0,0.0,0.0,0.0,0.0,0.03,0.25,0.28,0.03,0.28,Alejandro Jiménez,"DF,FW"
2014-2015,17,Milan,it ITA,1. Serie A,10th,1,0,8,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Davide Calabria,"DF,FW"
2015-2016,18,Milan,it ITA,1. Serie A,7th,6,3,372,4.1,0,0,0,0,0,0,4,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Davide Calabria,"DF,FW"
2016-2017,19,Milan,it ITA,1. Serie A,6th,12,11,987,11.0,0,1,1,0,0,0,3,0,,,,,,,,0.0,0.09,0.09,0.0,0.09,,,,,,Davide Calabria,"DF,FW"
2017-2018,20,Milan,it ITA,1. Serie A,6th,21,18,1564,17.4,1,2,3,1,0,0,1,2,0.8,0.8,2.3,3.1,33.0,100.0,122.0,0.06,0.12,0.17,0.06,0.17,0.04,0.13,0.18,0.04,0.18,Davide Calabria,"DF,FW"
2018-2019,21,Milan,it ITA,1. Serie A,5th,26,22,1950,21.7,1,2,3,1,0,0,5,0,0.4,0.4,2.0,2.4,58.0,123.0,124.0,0.05,0.09,0.14,0.05,0.14,0.02,0.09,0.11,0.02,0.11,Davide Calabria,"DF,FW"
2019-2020,22,Milan,it ITA,1. Serie A,6th,25,16,1622,18.0,1,1,2,1,0,0,4,2,0.5,0.5,0.7,1.1,40.0,121.0,81.0,0.06,0.06,0.11,0.06,0.11,0.03,0.04,0.06,0.03,0.06,Davide Calabria,"DF,FW"
2020-2021,23,Milan,it ITA,1. Serie A,2nd,32,30,2647,29.4,2,1,3,2,0,0,7,0,1.3,1.3,1.6,2.9,60.0,169.0,110.0,0.07,0.03,0.1,0.07,0.1,0.04,0.06,0.1,0.04,0.1,Davide Calabria,"DF,FW"
2021-2022,24,Milan,it ITA,1. Serie A,1st,26,24,2119,23.5,2,2,4,2,0,0,2,0,3.8,3.8,1.8,5.6,36.0,113.0,74.0,0.08,0.08,0.17,0.08,0.17,0.16,0.08,0.24,0.16,0.24,Davide Calabria,"DF,FW"
2022-2023,25,Milan,it ITA,1. Serie A,4th,25,21,1690,18.8,1,4,5,1,0,0,6,0,1.2,1.2,1.7,2.9,26.0,108.0,80.0,0.05,0.21,0.27,0.05,0.27,0.06,0.09,0.15,0.06,0.15,Davide Calabria,"DF,FW"
2023-2024,26,Milan,it ITA,1. Serie A,2nd,29,26,2185,24.3,1,3,4,1,0,0,5,2,1.3,1.3,1.2,2.5,31.0,140.0,66.0,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.1,0.05,0.1,Davide Calabria,"DF,FW"
2024-2025,27,Milan,it ITA,1. Serie A,8th,5,2,178,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.16,0.06,0.16,Davide Calabria,"DF,FW"
2023-2024,15,Milan,it ITA,1. Serie A,2nd,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Francesco Camarda,"FW,MF"
2024-2025,16,Milan,it ITA,1. Serie A,8th,5,1,110,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,1,0,8,0.0,0.0,0.0,0.0,0.0,0.17,0.21,0.39,0.17,0.39,Francesco Camarda,"FW,MF"
2014-2015,16,Arles-Avignon,fr FRA,2. Ligue 2,20th,6,4,334,3.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Ismaël Bennacer,MF
2016-2017,18,Arsenal,eng ENG,Jr. PL2 — Div. 1,4th,12,12,993,11.0,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.09,0.09,0.00,0.09,,,,,,Ismaël Bennacer,MF
2016-2017,18,Tours,fr FRA,2. Ligue 2,16th,16,14,1188,13.2,1,2,3,1,0,0,0,0,,,,,,,,0.08,0.15,0.23,0.08,0.23,,,,,,Ismaël Bennacer,MF
2017-2018,19,Empoli,it ITA,2. Serie B,1st,39,33,3023,33.6,2,3,5,2,0,0,2,0,,,,,,,,0.06,0.09,0.15,0.06,0.15,,,,,,Ismaël Bennacer,MF
2018-2019,20,Empoli,it ITA,1. Serie A,18th,37,32,2961,32.9,0,5,5,0,0,0,7,0,0.6,0.6,3.1,3.8,49,199,57,0.00,0.15,0.15,0.00,0.15,0.02,0.10,0.11,0.02,0.11,Ismaël Bennacer,MF
2019-2020,21,Milan,it ITA,1. Serie A,6th,31,28,2485,27.6,1,0,1,1,0,0,14,0,0.7,0.7,1.4,2.1,41,190,32,0.04,0.00,0.04,0.04,0.04,0.03,0.05,0.08,0.03,0.08,Ismaël Bennacer,MF
2020-2021,22,Milan,it ITA,1. Serie A,2nd,21,17,1326,14.7,0,2,2,0,0,0,4,0,0.9,0.9,0.6,1.5,20,82,12,0.00,0.14,0.14,0.00,0.14,0.06,0.04,0.10,0.06,0.10,Ismaël Bennacer,MF
2021-2022,23,Milan,it ITA,1. Serie A,1st,31,15,1525,16.9,2,1,3,2,0,0,7,0,0.7,0.7,1.4,2.1,28,140,34,0.12,0.06,0.18,0.12,0.18,0.04,0.08,0.12,0.04,0.12,Ismaël Bennacer,MF
2022-2023,24,Milan,it ITA,1. Serie A,4th,28,24,2007,22.3,2,2,4,2,0,0,5,0,1.0,1.0,3.3,4.3,30,132,52,0.09,0.09,0.18,0.09,0.18,0.04,0.15,0.19,0.04,0.19,Ismaël Bennacer,MF
2023-2024,25,Milan,it ITA,1. Serie A,2nd,20,13,1151,12.8,2,2,4,1,1,1,2,0,1.7,0.9,2.5,3.3,24,68,33,0.16,0.16,0.31,0.08,0.23,0.13,0.19,0.32,0.07,0.26,Ismaël Bennacer,MF
2024-2025,26,Milan,it ITA,1. Serie A,8th,2,1,103,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,8,5,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.14,0.05,0.14,Ismaël Bennacer,MF
2017-2018,18,Anderlecht,be BEL,1. First Division A,3rd,11,7,610,6.8,0,1,1,0,0,0,2,0,0.2,0.2,0.8,1.0,17,30,56,0.00,0.15,0.15,0.00,0.15,0.02,0.12,0.14,0.02,0.14,Alexis Saelemaekers,"DF,FW"
2018-2019,19,Anderlecht,be BEL,1. First Division A,6th,30,22,1978,22.0,0,6,6,0,0,0,5,0,1.8,1.8,5.0,6.9,72,101,166,0.00,0.27,0.27,0.00,0.27,0.08,0.23,0.31,0.08,0.31,Alexis Saelemaekers,"DF,FW"
2019-2020,20,Anderlecht,be BEL,1. First Division A,8th,16,14,1163,12.9,2,2,4,2,0,0,3,0,1.8,1.8,3.0,4.9,38,41,146,0.15,0.15,0.31,0.15,0.31,0.14,0.23,0.38,0.14,0.38,Alexis Saelemaekers,"DF,FW"
2019-2020,20,Milan,it ITA,1. Serie A,6th,13,6,684,7.6,1,0,1,1,0,0,4,1,0.6,0.6,0.6,1.2,21,14,78,0.13,0.00,0.13,0.13,0.13,0.08,0.08,0.16,0.08,0.16,Alexis Saelemaekers,"DF,FW"
2020-2021,21,Milan,it ITA,1. Serie A,2nd,32,27,2016,22.4,2,4,6,2,0,0,7,1,2.4,2.4,3.1,5.6,43,59,169,0.09,0.18,0.27,0.09,0.27,0.11,0.14,0.25,0.11,0.25,Alexis Saelemaekers,"DF,FW"
2021-2022,22,Milan,it ITA,1. Serie A,1st,36,22,1865,20.7,1,3,4,1,0,0,2,0,2.9,2.9,3.3,6.1,63,54,161,0.05,0.14,0.19,0.05,0.19,0.14,0.16,0.30,0.14,0.30,Alexis Saelemaekers,"DF,FW"
2022-2023,23,Milan,it ITA,1. Serie A,4th,30,14,1403,15.6,2,3,5,2,0,0,1,0,2.5,2.5,4.1,6.6,52,52,143,0.13,0.19,0.32,0.13,0.32,0.16,0.27,0.42,0.16,0.42,Alexis Saelemaekers,"DF,FW"
