Season,Age,Squad,Country,Comp,LgRank,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Player,Position
2024-2025,19,Milan,it ITA,1. Serie A,8th,3.0,0,0,0,3,8,2,12,2,3,0,0,0,16,1,3,25.0,Alejandro Jiménez,"DF,FW"
2014-2015,17,Milan,it ITA,1. Serie A,10th,0.1,0,0,,0,,,,,,,,,,,,,Davide Calabria,"DF,FW"
2015-2016,18,Milan,it ITA,1. Serie A,7th,4.1,4,0,,8,,,,,,,,,,,,,Davide Calabria,"DF,FW"
2016-2017,19,Milan,it ITA,1. Serie A,6th,11.0,3,0,0.0,13,11.0,0.0,37.0,21.0,27.0,0.0,0.0,0.0,,,,,Davide Calabria,"DF,FW"
2017-2018,20,Milan,it ITA,1. Serie A,6th,17.4,1,2,1.0,26,13.0,2.0,81.0,33.0,50.0,0.0,0.0,0.0,102.0,17.0,14.0,54.8,Davide Calabria,"DF,FW"
2018-2019,21,Milan,it ITA,1. Serie A,5th,21.7,5,0,0.0,14,18.0,1.0,65.0,32.0,51.0,0.0,0.0,0.0,133.0,12.0,18.0,40.0,Davide Calabria,"DF,FW"
2019-2020,22,Milan,it ITA,1. Serie A,6th,18.0,4,2,1.0,15,22.0,1.0,48.0,21.0,33.0,0.0,0.0,0.0,93.0,11.0,10.0,52.4,Davide Calabria,"DF,FW"
2020-2021,23,Milan,it ITA,1. Serie A,2nd,29.4,7,0,0.0,31,36.0,3.0,69.0,37.0,64.0,1.0,0.0,1.0,191.0,27.0,28.0,49.1,Davide Calabria,"DF,FW"
2021-2022,24,Milan,it ITA,1. Serie A,1st,23.5,2,0,0.0,15,28.0,1.0,53.0,23.0,37.0,0.0,0.0,0.0,140.0,10.0,27.0,27.0,Davide Calabria,"DF,FW"
2022-2023,25,Milan,it ITA,1. Serie A,4th,18.8,6,0,0.0,16,15.0,1.0,41.0,25.0,44.0,1.0,1.0,0.0,122.0,13.0,12.0,52.0,Davide Calabria,"DF,FW"
2023-2024,26,Milan,it ITA,1. Serie A,2nd,24.3,5,2,1.0,25,19.0,0.0,36.0,24.0,38.0,0.0,1.0,0.0,90.0,12.0,27.0,30.8,Davide Calabria,"DF,FW"
2024-2025,27,Milan,it ITA,1. Serie A,8th,2.0,0,0,0.0,3,2.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0,Davide Calabria,"DF,FW"
2023-2024,15,Milan,it ITA,1. Serie A,2nd,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Francesco Camarda,"FW,MF"
2024-2025,16,Milan,it ITA,1. Serie A,8th,1.2,0,0,0,2,0,2,1,0,1,0,0,0,3,3,5,37.5,Francesco Camarda,"FW,MF"
2014-2015,16,Arles-Avignon,fr FRA,2. Ligue 2,20th,3.7,0,0,,,,,,,,,,,,,,,Ismaël Bennacer,MF
2016-2017,18,Arsenal,eng ENG,Jr. PL2 — Div. 1,4th,11.0,1,0,0,,,,,,,,,0,,,,,Ismaël Bennacer,MF
2016-2017,18,Tours,fr FRA,2. Ligue 2,16th,13.2,0,0,0,26,0,0,0,0,0,0,0,0,,,,,Ismaël Bennacer,MF
2017-2018,19,Empoli,it ITA,2. Serie B,1st,33.6,2,0,0,,0,0,0,0,0,0,0,0,,,,,Ismaël Bennacer,MF
2018-2019,20,Empoli,it ITA,1. Serie A,18th,32.9,7,0,0,46,59,0,75,57,57,0,1,0,312,32,29,52.5,Ismaël Bennacer,MF
2019-2020,21,Milan,it ITA,1. Serie A,6th,27.6,14,0,0,48,36,0,34,54,47,0,2,0,253,16,25,39.0,Ismaël Bennacer,MF
2020-2021,22,Milan,it ITA,1. Serie A,2nd,14.7,4,0,0,20,30,0,10,20,18,1,1,0,118,11,21,34.4,Ismaël Bennacer,MF
2021-2022,23,Milan,it ITA,1. Serie A,1st,16.9,7,0,0,25,44,0,24,25,30,0,0,0,153,15,18,45.5,Ismaël Bennacer,MF
2022-2023,24,Milan,it ITA,1. Serie A,4th,22.3,5,0,0,36,25,1,79,26,33,0,0,0,186,22,22,50.0,Ismaël Bennacer,MF
2023-2024,25,Milan,it ITA,1. Serie A,2nd,12.8,2,0,0,18,26,1,32,12,19,0,0,0,78,13,19,40.6,Ismaël Bennacer,MF
2024-2025,26,Milan,it ITA,1. Serie A,8th,1.1,0,0,0,1,1,0,5,0,1,0,0,0,2,1,0,100.0,Ismaël Bennacer,MF
2017-2018,18,Anderlecht,be BEL,1. First Division A,3rd,6.8,2,0,0,14,12,0,30,9,25,0,0,0,34,3,4,42.9,Alexis Saelemaekers,"DF,FW"
2018-2019,19,Anderlecht,be BEL,1. First Division A,6th,22.0,5,0,0,42,47,1,104,29,53,0,0,0,149,17,18,48.6,Alexis Saelemaekers,"DF,FW"
2019-2020,20,Anderlecht,be BEL,1. First Division A,8th,12.9,3,0,0,24,38,1,68,4,21,0,0,0,82,6,4,60.0,Alexis Saelemaekers,"DF,FW"
2019-2020,20,Milan,it ITA,1. Serie A,6th,7.6,4,1,1,14,8,0,24,8,8,0,0,0,38,5,14,26.3,Alexis Saelemaekers,"DF,FW"
2020-2021,21,Milan,it ITA,1. Serie A,2nd,22.4,7,1,1,29,34,6,47,25,26,1,0,0,113,7,16,30.4,Alexis Saelemaekers,"DF,FW"
2021-2022,22,Milan,it ITA,1. Serie A,1st,20.7,2,0,0,29,37,1,63,15,22,0,0,0,120,9,14,39.1,Alexis Saelemaekers,"DF,FW"
2022-2023,23,Milan,it ITA,1. Serie A,4th,15.6,1,0,0,23,22,2,48,19,20,0,1,0,63,9,5,64.3,Alexis Saelemaekers,"DF,FW"
2023-2024,24,Bologna,it ITA,1. Serie A,5th,21.0,7,1,1,16,58,2,86,13,22,1,0,0,112,8,7,53.3,Alexis Saelemaekers,"DF,FW"
2024-2025,25,Roma,it ITA,1. Serie A,10th,5.3,3,0,0,7,10,0,18,4,8,1,0,0,29,1,0,100.0,Alexis Saelemaekers,"DF,FW"
2024-2025,25,Milan,it ITA,1. Serie A,8th,1.0,0,0,0,0,2,0,10,1,1,0,0,0,4,0,0,,Alexis Saelemaekers,"DF,FW"
2013-2014,15,Red Star,rs SRB,1. SuperLiga,1st,0.2,0,0,,,,,,,,,,,,,,,Luka Jović,FW
2014-2015,16,Red Star,rs SRB,1. SuperLiga,2nd,12.7,0,0,,,,,,,,,,,,,,,Luka Jović,FW
2015-2016,17,Red Star,rs SRB,1. SuperLiga,1st,7.3,0,0,,,,,,,,,,,,,,,Luka Jović,FW
2015-2016,17,Benfica,pt POR,1. Primeira Liga,1st,0.1,0,0,,0,,,,,,,,,,,,,Luka Jović,FW
2016-2017,18,Benfica,pt POR,1. Primeira Liga,1st,0.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Luka Jović,FW
2017-2018,19,Eint Frankfurt,de GER,1. Bundesliga,8th,10.4,2,0,0,21,10,7,5,1,5,0,0,0,25,20,44,31.3,Luka Jović,FW
2018-2019,20,Eint Frankfurt,de GER,1. Bundesliga,7th,24.9,1,0,0,29,43,17,17,3,5,0,0,0,74,62,82,43.1,Luka Jović,FW
2019-2020,21,Real Madrid,es ESP,1. La Liga,1st,4.8,2,0,0,5,1,4,0,2,1,0,0,0,9,15,9,62.5,Luka Jović,FW
2020-2021,22,Eint Frankfurt,de GER,1. Bundesliga,5th,9.9,2,0,0,13,8,3,2,1,0,0,0,0,29,25,50,33.3,Luka Jović,FW
2020-2021,22,Real Madrid,es ESP,1. La Liga,2nd,1.7,0,0,0,2,1,2,1,0,0,0,0,0,1,3,3,50.0,Luka Jović,FW
2021-2022,23,Real Madrid,es ESP,1. La Liga,1st,4.1,1,0,0,3,3,2,0,1,1,0,0,0,9,7,8,46.7,Luka Jović,FW
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,17.0,3,0,0,23,8,11,1,2,3,0,0,0,18,29,54,34.9,Luka Jović,FW
2023-2024,25,Milan,it ITA,1. Serie A,2nd,9.7,2,1,0,8,12,2,1,1,4,0,0,0,20,17,15,53.1,Luka Jović,FW
2024-2025,26,Milan,it ITA,1. Serie A,8th,0.9,1,0,0,1,1,0,1,1,0,0,0,0,1,1,2,33.3,Luka Jović,FW
2024-2025,17,Milan,it ITA,1. Serie A,8th,0.7,0,0,0,1,0,0,2,0,1,0,0,0,4,1,0,100.0,Mattia Liberali,MF
2023-2024,18,Milan,it ITA,1. Serie A,2nd,0.3,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,50.0,Kevin Zeroli,MF
2024-2025,19,Milan,it ITA,1. Serie A,8th,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Kevin Zeroli,MF
2023-2024,17,Milan,it ITA,1. Serie A,2nd,0.9,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,100.0,Davide Bartesaghi,DF
2024-2025,18,Milan,it ITA,1. Serie A,8th,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,Davide Bartesaghi,DF
2022-2023,17,Saint-Étienne,fr FRA,2. Ligue 2,8th,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Noah Raveyre,GK
2013-2014,21,Atalanta,it ITA,1. Serie A,11th,3.0,0,0,,0,,,,,,,,,,,,,Marco Sportiello,GK
2014-2015,22,Atalanta,it ITA,1. Serie A,17th,37.0,4,0,,0,,,,,,,,,,,,,Marco Sportiello,GK
2015-2016,23,Atalanta,it ITA,1. Serie A,13th,36.0,2,0,,0,,,,,,,,,,,,,Marco Sportiello,GK
2016-2017,24,Atalanta,it ITA,1. Serie A,4th,8.0,1,0,0,0,2,0,0,0,0,0,0,0,,,,,Marco Sportiello,GK
2016-2017,24,Fiorentina,it ITA,1. Serie A,8th,2.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Marco Sportiello,GK
2017-2018,25,Fiorentina,it ITA,1. Serie A,8th,35.6,0,1,0,1,5,0,0,1,0,0,0,0,40,10,0,100.0,Marco Sportiello,GK
2018-2019,26,Frosinone,it ITA,1. Serie A,19th,35.0,5,0,0,0,4,0,0,0,0,0,0,0,40,6,2,75.0,Marco Sportiello,GK
2019-2020,27,Atalanta,it ITA,1. Serie A,3rd,5.8,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,100.0,Marco Sportiello,GK
2020-2021,28,Atalanta,it ITA,1. Serie A,3rd,14.0,0,0,0,0,1,0,0,2,2,0,0,0,29,5,1,83.3,Marco Sportiello,GK
2021-2022,29,Atalanta,it ITA,1. Serie A,8th,5.0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100.0,Marco Sportiello,GK
2022-2023,30,Atalanta,it ITA,1. Serie A,5th,14.9,0,0,0,0,2,0,0,0,0,0,0,0,27,4,0,100.0,Marco Sportiello,GK
2023-2024,31,Milan,it ITA,1. Serie A,2nd,7.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,,Marco Sportiello,GK
2021-2022,16,Jong Ajax,nl NED,2. Eerste Divisie,7th,1.6,0,0,0,0,0,0,0,0,0,,,0,,,,,Silvano Vos,MF
2022-2023,17,Ajax,nl NED,1. Eredivisie,3rd,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Silvano Vos,MF
2022-2023,17,Jong Ajax,nl NED,2. Eerste Divisie,13th,22.1,7,0,0,35,19,0,8,23,27,,,0,,,,,Silvano Vos,MF
2023-2024,18,Ajax,nl NED,1. Eredivisie,5th,3.9,3,0,0,5,3,0,0,12,5,0,0,0,18,5,1,83.3,Silvano Vos,MF
2023-2024,18,Jong Ajax,nl NED,2. Eerste Divisie,15th,17.9,4,0,0,24,15,0,3,32,27,,,0,,,,,Silvano Vos,MF
2024-2025,19,Jong Ajax,nl NED,2. Eerste Divisie,16th,0.7,0,0,0,0,1,0,0,1,0,,,0,,,,,Silvano Vos,MF
