Season,Age,Squad,Country,Comp,LgRank,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,Position
2021-2022,24,AZ Alkmaar,nl NED,1. Eredivisie,5th,12.1,12,3,4,4,4,9,25,36.0,16,9,0,9,5,17,11,0,Albert Guðmundsson,"MF,FW"
2021-2022,24,Genoa,it ITA,1. Serie A,19th,6.7,5,3,2,1,2,3,8,37.5,5,2,0,2,5,10,4,0,Albert Guðmundsson,"MF,FW"
2022-2023,25,Genoa,it ITA,2. Serie B,2nd,30.0,19,11,7,9,3,10,44,22.7,34,17,1,16,14,33,7,0,Albert Guðmundsson,"MF,FW"
2023-2024,26,Genoa,it ITA,1. Serie A,11th,33.5,23,10,8,10,5,12,44,27.3,32,15,2,13,11,34,13,0,Albert Guðmundsson,"MF,FW"
2024-2025,27,Fiorentina,it ITA,1. Serie A,4th,2.5,0,0,0,0,0,0,2,0.0,2,1,0,1,3,3,2,0,Albert Guðmundsson,"MF,FW"
2014-2015,17,Utrecht,nl NED,1. Eredivisie,11th,2.3,,,,,,,,,,,,,,,,,Sofyan Amrabat,MF
2015-2016,18,Utrecht,nl NED,1. Eredivisie,5th,3.1,,,,,,,,,,,,,,,,,Sofyan Amrabat,MF
2016-2017,19,Utrecht,nl NED,1. Eredivisie,4th,28.6,,0,,,,,,,,,,,0,,,,Sofyan Amrabat,MF
2017-2018,20,Feyenoord,nl NED,1. Eredivisie,4th,13.2,,0,,,,,,,,,,,0,,,,Sofyan Amrabat,MF
2018-2019,21,Club Brugge,be BEL,1. First Division A,2nd,12.8,35,23,20,12,3,12,25,48.0,13,11,4,7,14,49,19,2,Sofyan Amrabat,MF
2019-2020,22,Club Brugge,be BEL,1. First Division A,1st,0.9,1,0,0,0,1,0,1,0.0,1,2,1,1,0,1,0,0,Sofyan Amrabat,MF
2019-2020,22,Hellas Verona,it ITA,1. Serie A,9th,32.4,58,36,26,21,11,26,55,47.3,29,29,10,19,31,89,15,1,Sofyan Amrabat,MF
2020-2021,23,Fiorentina,it ITA,1. Serie A,13th,27.1,39,22,11,24,4,18,48,37.5,30,30,5,25,23,62,12,0,Sofyan Amrabat,MF
2021-2022,24,Fiorentina,it ITA,1. Serie A,7th,10.5,24,13,9,13,2,11,19,57.9,8,25,8,17,5,29,6,1,Sofyan Amrabat,MF
2022-2023,25,Fiorentina,it ITA,1. Serie A,8th,22.2,39,24,15,17,7,16,29,55.2,13,23,5,18,21,60,18,2,Sofyan Amrabat,MF
2023-2024,26,Manchester Utd,eng ENG,1. Premier League,8th,10.4,27,16,17,8,2,17,31,54.8,14,20,7,13,8,35,19,2,Sofyan Amrabat,MF
2024-2025,27,Fiorentina,it ITA,1. Serie A,4th,2.0,3,2,1,2,0,2,2,100.0,0,1,1,0,0,3,2,0,Sofyan Amrabat,MF
2024-2025,27,Fenerbahçe,tr TUR,1. Süper Lig,2nd,8.1,,5,,,,,,,,,,,6,,,,Sofyan Amrabat,MF
2016-2017,18,Paris S-G,fr FRA,1. Ligue 1,2nd,1.5,,0,,,,,,,,,,,2,,,,Jonathan Ikone,"FW,MF"
2016-2017,18,Montpellier,fr FRA,1. Ligue 1,15th,7.4,,6,,,,,,,,,,,2,,,,Jonathan Ikone,"FW,MF"
2017-2018,19,Montpellier,fr FRA,1. Ligue 1,10th,11.1,13,10,3,6,4,4,14,28.6,10,8,0,8,6,19,3,0,Jonathan Ikone,"FW,MF"
2018-2019,20,Lille,fr FRA,1. Ligue 1,2nd,31.1,25,14,7,12,6,8,30,26.7,22,24,2,22,6,31,4,0,Jonathan Ikone,"FW,MF"
2019-2020,21,Lille,fr FRA,1. Ligue 1,4th,22.9,15,7,3,7,5,6,24,25.0,18,26,2,24,5,20,3,0,Jonathan Ikone,"FW,MF"
2020-2021,22,Lille,fr FRA,1. Ligue 1,1st,24.2,18,12,3,8,7,9,22,40.9,13,16,1,15,7,25,9,0,Jonathan Ikone,"FW,MF"
2021-2022,23,Lille,fr FRA,1. Ligue 1,10th,11.8,11,3,6,4,1,4,11,36.4,7,13,1,12,5,16,4,0,Jonathan Ikone,"FW,MF"
2021-2022,23,Fiorentina,it ITA,1. Serie A,7th,7.2,7,3,2,3,2,3,10,30.0,7,10,2,8,1,8,2,0,Jonathan Ikone,"FW,MF"
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,22.3,16,8,5,6,5,5,14,35.7,9,18,1,17,4,20,3,0,Jonathan Ikone,"FW,MF"
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,18.7,22,11,7,9,6,10,17,58.8,7,12,0,12,3,25,8,0,Jonathan Ikone,"FW,MF"
2024-2025,26,Fiorentina,it ITA,1. Serie A,4th,2.8,4,2,3,1,0,2,4,50.0,2,3,0,3,0,4,0,0,Jonathan Ikone,"FW,MF"
2020-2021,19,Empoli,it ITA,2. Serie B,1st,18.3,30,17,15,10,5,8,22,36.4,14,24,3,21,26,56,37,0,Fabiano Parisi,DF
2021-2022,20,Empoli,it ITA,1. Serie A,14th,16.4,35,19,25,5,5,13,31,41.9,18,30,10,20,22,57,42,0,Fabiano Parisi,DF
2022-2023,21,Empoli,it ITA,1. Serie A,14th,31.4,65,35,37,21,7,30,72,41.7,42,51,16,35,41,106,91,0,Fabiano Parisi,DF
2023-2024,22,Fiorentina,it ITA,1. Serie A,8th,16.2,30,15,11,12,7,15,26,57.7,11,21,5,16,17,47,26,0,Fabiano Parisi,DF
2024-2025,23,Fiorentina,it ITA,1. Serie A,4th,1.8,6,4,1,3,2,1,2,50.0,1,1,0,1,2,8,3,0,Fabiano Parisi,DF
2016-2017,18,1860 Munich,de GER,2. 2. Bundesliga,16th,6.0,,0,,,,,,,,,,,0,,,,Marin Pongračić,DF
2017-2018,19,RB Salzburg,at AUT,1. Bundesliga,1st,14.6,,20,,,,,,,,,,,37,,,,Marin Pongračić,DF
2018-2019,20,RB Salzburg,at AUT,1. Bundesliga,1st,13.2,,14,,,,,,,,,,,32,,,,Marin Pongračić,DF
2019-2020,21,RB Salzburg,at AUT,1. Bundesliga,1st,4.3,,6,,,,,,,,,,,8,,,,Marin Pongračić,DF
2019-2020,21,Wolfsburg,de GER,1. Bundesliga,7th,10.3,14,9,11,2,1,9,10,90.0,1,11,7,4,19,33,21,1,Marin Pongračić,DF
2020-2021,22,Wolfsburg,de GER,1. Bundesliga,4th,6.4,13,9,9,3,1,6,8,75.0,2,12,5,7,11,24,27,0,Marin Pongračić,DF
2021-2022,23,Dortmund,de GER,1. Bundesliga,2nd,9.2,17,10,13,4,0,6,10,60.0,4,11,5,6,17,34,32,2,Marin Pongračić,DF
2022-2023,24,Lecce,it ITA,1. Serie A,16th,8.8,16,14,8,7,1,5,7,71.4,2,4,3,1,16,32,31,0,Marin Pongračić,DF
2023-2024,25,Lecce,it ITA,1. Serie A,14th,35.8,43,30,22,20,1,19,25,76.0,6,37,26,11,51,94,130,1,Marin Pongračić,DF
2024-2025,26,Fiorentina,it ITA,1. Serie A,4th,1.1,1,1,1,0,0,1,3,33.3,2,0,0,0,2,3,6,0,Marin Pongračić,DF
2012-2013,17,Příbram,cz CZE,1. First League,11th,0.1,,,,,,,,,,,,,,,,,Antonín Barák,MF
2015-2016,20,Příbram,cz CZE,1. First League,14th,8.5,,,,,,,,,,,,,,,,,Antonín Barák,MF
2015-2016,20,Slavia Prague,cz CZE,1. First League,5th,6.1,,,,,,,,,,,,,,,,,Antonín Barák,MF
2016-2017,21,Slavia Prague,cz CZE,1. First League,1st,18.0,,0,,,,,,,,,,,0,,,,Antonín Barák,MF
2017-2018,22,Udinese,it ITA,1. Serie A,14th,30.1,58,38,22,27,9,21,58,36.2,37,34,2,32,18,76,26,1,Antonín Barák,MF
2018-2019,23,Udinese,it ITA,1. Serie A,12th,3.7,9,6,4,5,0,2,11,18.2,9,4,0,4,2,11,2,0,Antonín Barák,MF
2019-2020,24,Udinese,it ITA,1. Serie A,13th,2.2,5,4,3,0,2,1,5,20.0,4,6,1,5,0,5,4,0,Antonín Barák,MF
2019-2020,24,Lecce,it ITA,1. Serie A,18th,15.2,19,10,9,10,0,6,24,25.0,18,18,1,17,9,28,20,2,Antonín Barák,MF
2020-2021,25,Hellas Verona,it ITA,1. Serie A,10th,30.7,30,19,8,16,6,14,47,29.8,33,26,7,19,12,42,38,1,Antonín Barák,MF
2021-2022,26,Hellas Verona,it ITA,1. Serie A,9th,26.0,18,8,9,8,1,5,17,29.4,12,32,5,27,6,24,26,0,Antonín Barák,MF
2022-2023,27,Hellas Verona,it ITA,1. Serie A,18th,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Antonín Barák,MF
2022-2023,27,Fiorentina,it ITA,1. Serie A,8th,20.0,21,9,5,7,9,6,16,37.5,10,16,2,14,3,24,13,0,Antonín Barák,MF
2023-2024,28,Fiorentina,it ITA,1. Serie A,8th,9.0,6,2,1,3,2,3,7,42.9,4,5,0,5,2,8,4,0,Antonín Barák,MF
2024-2025,29,Fiorentina,it ITA,1. Serie A,4th,0.6,2,0,0,2,0,0,2,0.0,2,1,1,0,0,2,0,0,Antonín Barák,MF
2024-2025,29,Kasımpaşa,tr TUR,1. Süper Lig,14th,4.5,,0,,,,,,,,,,,2,,,,Antonín Barák,MF
2023-2024,19,Fiorentina,it ITA,1. Serie A,8th,22.9,53,30,27,15,11,35,48,72.9,13,25,12,13,18,71,46,2,Michael Kayode,"DF,FW"
2024-2025,20,Fiorentina,it ITA,1. Serie A,4th,0.4,1,1,1,0,0,0,0,,0,2,1,1,0,1,4,0,Michael Kayode,"DF,FW"
2022-2023,19,Fiorentina,it ITA,1. Serie A,8th,1.7,5,2,2,3,0,2,3,66.7,1,1,0,1,0,5,0,0,Alessandro Bianco,MF
2023-2024,20,Reggiana,it ITA,2. Serie B,11th,33.5,51,35,26,19,6,23,48,47.9,25,44,10,34,31,82,35,0,Alessandro Bianco,MF
2024-2025,21,Monza,it ITA,1. Serie A,19th,9.2,20,13,6,10,4,14,18,77.8,4,10,1,9,6,26,12,4,Alessandro Bianco,MF
2024-2025,21,Fiorentina,it ITA,1. Serie A,4th,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Alessandro Bianco,MF
2024-2025,17,Fiorentina,it ITA,1. Serie A,4th,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Tommaso Rubino,MF
2015-2016,17,Dinamo Zagreb,hr CRO,1. 1. HNL,1st,3.2,,,,,,,,,,,,,,,,,Josip Brekalo,"FW,MF"
2016-2017,18,Wolfsburg,de GER,1. Bundesliga,16th,0.9,,1,,,,,,,,,,,1,,,,Josip Brekalo,"FW,MF"
2016-2017,18,Stuttgart,de GER,2. 2. Bundesliga,1st,6.5,,0,,,,,,,,,,,0,,,,Josip Brekalo,"FW,MF"
2017-2018,19,Stuttgart,de GER,1. Bundesliga,7th,8.1,20,12,7,8,5,6,8,75.0,2,8,2,6,3,23,1,0,Josip Brekalo,"FW,MF"
2017-2018,19,Wolfsburg,de GER,1. Bundesliga,16th,9.7,15,12,6,7,2,6,12,50.0,6,17,0,17,4,19,3,0,Josip Brekalo,"FW,MF"
2018-2019,20,Wolfsburg,de GER,1. Bundesliga,6th,15.7,15,7,7,6,2,5,18,27.8,13,15,1,14,12,27,9,1,Josip Brekalo,"FW,MF"
2019-2020,21,Wolfsburg,de GER,1. Bundesliga,7th,18.6,18,8,5,6,7,5,23,21.7,18,26,0,26,16,34,4,0,Josip Brekalo,"FW,MF"
2020-2021,22,Wolfsburg,de GER,1. Bundesliga,4th,20.2,22,10,10,7,5,8,29,27.6,21,18,0,18,17,39,3,1,Josip Brekalo,"FW,MF"
2021-2022,23,Torino,it ITA,1. Serie A,10th,25.4,9,5,5,1,3,3,21,14.3,18,16,1,15,4,13,7,1,Josip Brekalo,"FW,MF"
2021-2022,23,Wolfsburg,de GER,1. Bundesliga,12th,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Josip Brekalo,"FW,MF"
2022-2023,24,Wolfsburg,de GER,1. Bundesliga,8th,3.0,2,1,2,0,0,0,4,0.0,4,0,0,0,2,4,2,0,Josip Brekalo,"FW,MF"
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,2.5,2,1,0,1,1,1,4,25.0,3,1,0,1,1,3,1,0,Josip Brekalo,"FW,MF"
2023-2024,25,Hajduk Split,hr CRO,1. HNL,3rd,12.1,,11,,,,,,,,,,,3,,,,Josip Brekalo,"FW,MF"
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,7.2,8,6,6,2,0,2,11,18.2,9,7,0,7,1,9,0,0,Josip Brekalo,"FW,MF"
2024-2025,26,Kasımpaşa,tr TUR,1. Süper Lig,14th,4.9,,8,,,,,,,,,,,1,,,,Josip Brekalo,"FW,MF"
2024-2025,18,Juve Stabia,it ITA,2. Serie B,7th,6.3,19,12,11,5,3,11,17,64.7,6,8,0,8,5,24,19,0,Niccolò Fortini,MF
2023-2024,20,Fiorentina,it ITA,1. Serie A,8th,1.1,1,1,0,1,0,0,1,0.0,1,4,0,4,3,4,1,0,Gino Infantino,MF
2023-2024,17,Fiorentina,it ITA,1. Serie A,8th,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Tommaso Martinelli,GK
