Season,Age,Squad,Country,Comp,LgRank,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Player,Position
2019-2020,22,AZ Alkmaar,nl NED,1. Eredivisie,2nd,1.3,0,0,0,2,7,2,5,0,0,1,0,0,8,0,1,0.0,Albert Guðmundsson,"MF,FW"
2020-2021,23,AZ Alkmaar,nl NED,1. Eredivisie,3rd,21.8,0,0,0,15,35,4,22,16,6,1,0,1,99,5,14,26.3,Albert Guðmundsson,"MF,FW"
2021-2022,24,AZ Alkmaar,nl NED,1. Eredivisie,5th,12.1,4,0,0,14,20,2,18,5,3,2,0,0,58,4,10,28.6,Albert Guðmundsson,"MF,FW"
2021-2022,24,Genoa,it ITA,1. Serie A,19th,6.7,3,0,0,14,10,3,41,5,3,0,0,0,32,3,6,33.3,Albert Guðmundsson,"MF,FW"
2022-2023,25,Genoa,it ITA,2. Serie B,2nd,30.0,6,1,1,42,62,10,94,14,11,1,0,0,117,8,26,23.5,Albert Guðmundsson,"MF,FW"
2023-2024,26,Genoa,it ITA,1. Serie A,11th,33.5,4,0,0,28,46,11,179,11,10,1,0,0,136,3,22,12.0,Albert Guðmundsson,"MF,FW"
2024-2025,27,Fiorentina,it ITA,1. Serie A,4th,2.5,0,0,0,2,6,0,5,3,0,1,0,0,13,1,3,25.0,Albert Guðmundsson,"MF,FW"
2014-2015,17,Utrecht,nl NED,1. Eredivisie,11th,2.3,1,0,,8,,,,,,,,,,,,,Sofyan Amrabat,MF
2015-2016,18,Utrecht,nl NED,1. Eredivisie,5th,3.1,0,0,,6,,,,,,,,,,,,,Sofyan Amrabat,MF
2016-2017,19,Utrecht,nl NED,1. Eredivisie,4th,28.6,5,0,0,62,0,0,0,0,0,0,0,0,,,,,Sofyan Amrabat,MF
2017-2018,20,Feyenoord,nl NED,1. Eredivisie,4th,13.2,4,0,0,27,0,0,0,0,0,0,0,0,,,,,Sofyan Amrabat,MF
2018-2019,21,Club Brugge,be BEL,1. First Division A,2nd,12.8,4,0,0,31,25,0,8,14,23,0,0,1,98,17,12,58.6,Sofyan Amrabat,MF
2019-2020,22,Club Brugge,be BEL,1. First Division A,1st,0.9,0,0,0,3,0,0,0,0,0,0,0,0,8,2,0,100.0,Sofyan Amrabat,MF
2019-2020,22,Hellas Verona,it ITA,1. Serie A,9th,32.4,10,2,0,63,60,0,25,31,36,1,0,0,219,20,42,32.3,Sofyan Amrabat,MF
2020-2021,23,Fiorentina,it ITA,1. Serie A,13th,27.1,7,0,0,59,44,0,16,23,22,0,0,0,188,18,26,40.9,Sofyan Amrabat,MF
2021-2022,24,Fiorentina,it ITA,1. Serie A,7th,10.5,6,0,0,25,14,0,6,5,13,0,0,0,67,6,13,31.6,Sofyan Amrabat,MF
2022-2023,25,Fiorentina,it ITA,1. Serie A,8th,22.2,11,0,0,54,28,0,26,21,24,0,2,0,157,11,13,45.8,Sofyan Amrabat,MF
2023-2024,26,Manchester Utd,eng ENG,1. Premier League,8th,10.4,6,0,0,24,10,0,7,8,16,0,0,0,60,5,6,45.5,Sofyan Amrabat,MF
2024-2025,27,Fiorentina,it ITA,1. Serie A,4th,2.0,0,0,0,4,1,0,3,0,2,0,0,0,7,1,1,50.0,Sofyan Amrabat,MF
2024-2025,27,Fenerbahçe,tr TUR,1. Süper Lig,2nd,8.1,2,0,0,8,7,0,4,6,5,,,0,,,,,Sofyan Amrabat,MF
2016-2017,18,Paris S-G,fr FRA,1. Ligue 1,2nd,1.5,0,0,0,2,0,1,1,2,0,0,0,0,,,,,Jonathan Ikone,"FW,MF"
2016-2017,18,Montpellier,fr FRA,1. Ligue 1,15th,7.4,1,0,0,3,6,0,13,2,6,0,0,0,,,,,Jonathan Ikone,"FW,MF"
2017-2018,19,Montpellier,fr FRA,1. Ligue 1,10th,11.1,0,0,0,11,7,0,25,6,10,0,0,0,49,6,18,25.0,Jonathan Ikone,"FW,MF"
2018-2019,20,Lille,fr FRA,1. Ligue 1,2nd,31.1,3,0,0,36,29,1,23,6,14,0,0,0,100,12,48,20.0,Jonathan Ikone,"FW,MF"
2019-2020,21,Lille,fr FRA,1. Ligue 1,4th,22.9,6,0,0,18,26,3,21,5,7,0,0,0,91,8,17,32.0,Jonathan Ikone,"FW,MF"
2020-2021,22,Lille,fr FRA,1. Ligue 1,1st,24.2,0,0,0,13,23,6,7,7,12,0,0,0,96,17,40,29.8,Jonathan Ikone,"FW,MF"
2021-2022,23,Lille,fr FRA,1. Ligue 1,10th,11.8,1,0,0,13,7,2,8,5,3,0,0,0,55,3,6,33.3,Jonathan Ikone,"FW,MF"
2021-2022,23,Fiorentina,it ITA,1. Serie A,7th,7.2,1,0,0,6,6,1,9,1,3,0,0,0,42,3,8,27.3,Jonathan Ikone,"FW,MF"
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,22.3,4,0,0,28,25,5,24,4,8,1,0,0,86,14,28,33.3,Jonathan Ikone,"FW,MF"
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,18.7,5,0,0,16,15,5,11,3,11,1,0,0,60,15,22,40.5,Jonathan Ikone,"FW,MF"
2024-2025,26,Fiorentina,it ITA,1. Serie A,4th,2.8,0,0,0,2,3,0,1,0,2,0,0,0,14,0,4,0.0,Jonathan Ikone,"FW,MF"
2020-2021,19,Empoli,it ITA,2. Serie B,1st,18.3,3,0,0,20,44,0,85,26,17,0,0,0,144,14,15,48.3,Fabiano Parisi,DF
2021-2022,20,Empoli,it ITA,1. Serie A,14th,16.4,5,0,0,22,29,0,43,22,19,0,1,0,138,7,11,38.9,Fabiano Parisi,DF
2022-2023,21,Empoli,it ITA,1. Serie A,14th,31.4,10,1,0,34,74,0,59,41,35,1,1,0,233,30,13,69.8,Fabiano Parisi,DF
2023-2024,22,Fiorentina,it ITA,1. Serie A,8th,16.2,4,0,0,14,38,0,42,17,15,0,3,0,124,24,20,54.5,Fabiano Parisi,DF
2024-2025,23,Fiorentina,it ITA,1. Serie A,4th,1.8,0,0,0,4,7,0,1,2,4,0,0,0,7,3,3,50.0,Fabiano Parisi,DF
2016-2017,18,1860 Munich,de GER,2. 2. Bundesliga,16th,6.0,3,0,0,12,0,0,0,0,0,0,0,0,,,,,Marin Pongračić,DF
2017-2018,19,RB Salzburg,at AUT,1. Bundesliga,1st,14.6,5,0,0,17,5,0,2,37,20,0,0,0,,,,,Marin Pongračić,DF
2018-2019,20,RB Salzburg,at AUT,1. Bundesliga,1st,13.2,1,1,0,20,6,0,0,32,14,0,0,1,,,,,Marin Pongračić,DF
2019-2020,21,RB Salzburg,at AUT,1. Bundesliga,1st,4.3,1,0,0,10,4,0,0,8,6,,,0,,,,,Marin Pongračić,DF
2019-2020,21,Wolfsburg,de GER,1. Bundesliga,7th,10.3,4,1,0,17,5,0,0,19,9,0,1,0,78,27,13,67.5,Marin Pongračić,DF
2020-2021,22,Wolfsburg,de GER,1. Bundesliga,4th,6.4,2,1,1,12,2,0,0,11,9,0,0,0,49,13,9,59.1,Marin Pongračić,DF
2021-2022,23,Dortmund,de GER,1. Bundesliga,2nd,9.2,3,0,0,12,0,0,0,17,10,0,0,0,65,10,11,47.6,Marin Pongračić,DF
2022-2023,24,Lecce,it ITA,1. Serie A,16th,8.8,2,0,0,15,0,0,0,16,14,0,0,0,59,9,10,47.4,Marin Pongračić,DF
2023-2024,25,Lecce,it ITA,1. Serie A,14th,35.8,10,1,1,57,22,0,1,51,30,0,0,0,183,59,38,60.8,Marin Pongračić,DF
2024-2025,26,Fiorentina,it ITA,1. Serie A,4th,1.1,2,1,1,4,0,0,0,2,1,0,0,0,7,5,0,100.0,Marin Pongračić,DF
2012-2013,17,Příbram,cz CZE,1. First League,11th,0.1,0,0,,,,,,,,,,,,,,,Antonín Barák,MF
2015-2016,20,Příbram,cz CZE,1. First League,14th,8.5,2,0,,,,,,,,,,,,,,,Antonín Barák,MF
2015-2016,20,Slavia Prague,cz CZE,1. First League,5th,6.1,1,0,,,,,,,,,,,,,,,Antonín Barák,MF
2016-2017,21,Slavia Prague,cz CZE,1. First League,1st,18.0,5,0,0,,0,0,0,0,0,0,0,0,,,,,Antonín Barák,MF
2017-2018,22,Udinese,it ITA,1. Serie A,14th,30.1,5,0,0,47,24,0,34,18,38,0,0,0,172,30,29,50.8,Antonín Barák,MF
2018-2019,23,Udinese,it ITA,1. Serie A,12th,3.7,0,0,0,4,3,0,5,2,6,0,0,0,21,4,4,50.0,Antonín Barák,MF
2019-2020,24,Udinese,it ITA,1. Serie A,13th,2.2,1,0,0,9,4,0,7,0,4,0,0,0,16,4,1,80.0,Antonín Barák,MF
2019-2020,24,Lecce,it ITA,1. Serie A,18th,15.2,0,0,0,12,9,2,20,9,10,0,0,0,74,19,27,41.3,Antonín Barák,MF
2020-2021,25,Hellas Verona,it ITA,1. Serie A,10th,30.7,5,1,0,60,17,4,14,12,19,0,1,0,216,65,81,44.5,Antonín Barák,MF
2021-2022,26,Hellas Verona,it ITA,1. Serie A,9th,26.0,4,0,0,27,17,3,13,6,8,1,0,0,156,41,68,37.6,Antonín Barák,MF
2022-2023,27,Hellas Verona,it ITA,1. Serie A,18th,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Antonín Barák,MF
2022-2023,27,Fiorentina,it ITA,1. Serie A,8th,20.0,4,0,0,13,17,3,14,3,9,0,1,0,76,18,31,36.7,Antonín Barák,MF
2023-2024,28,Fiorentina,it ITA,1. Serie A,8th,9.0,2,0,0,8,7,1,4,2,2,0,0,0,35,13,22,37.1,Antonín Barák,MF
2024-2025,29,Fiorentina,it ITA,1. Serie A,4th,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,Antonín Barák,MF
2024-2025,29,Kasımpaşa,tr TUR,1. Süper Lig,14th,4.5,1,0,0,3,4,0,7,2,0,,,0,,,,,Antonín Barák,MF
2023-2024,19,Fiorentina,it ITA,1. Serie A,8th,22.9,2,0,0,14,19,2,66,18,30,0,0,0,105,17,18,48.6,Michael Kayode,"DF,FW"
2024-2025,20,Fiorentina,it ITA,1. Serie A,4th,0.4,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,100.0,Michael Kayode,"DF,FW"
2022-2023,19,Fiorentina,it ITA,1. Serie A,8th,1.7,1,0,0,7,4,0,1,0,2,0,0,0,8,2,2,50.0,Alessandro Bianco,MF
2023-2024,20,Reggiana,it ITA,2. Serie B,11th,33.5,15,0,0,44,87,0,39,31,35,0,0,0,203,16,18,47.1,Alessandro Bianco,MF
2024-2025,21,Monza,it ITA,1. Serie A,19th,9.2,2,0,0,12,17,1,10,6,13,0,0,0,52,2,8,20.0,Alessandro Bianco,MF
2024-2025,21,Fiorentina,it ITA,1. Serie A,4th,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Alessandro Bianco,MF
2024-2025,17,Fiorentina,it ITA,1. Serie A,4th,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Tommaso Rubino,MF
2015-2016,17,Dinamo Zagreb,hr CRO,1. 1. HNL,1st,3.2,0,0,,,,,,,,,,,,,,,Josip Brekalo,"FW,MF"
2016-2017,18,Wolfsburg,de GER,1. Bundesliga,16th,0.9,1,0,0,2,2,0,3,1,1,0,0,0,,,,,Josip Brekalo,"FW,MF"
2016-2017,18,Stuttgart,de GER,2. 2. Bundesliga,1st,6.5,0,0,0,4,0,0,0,0,0,0,0,0,,,,,Josip Brekalo,"FW,MF"
2017-2018,19,Stuttgart,de GER,1. Bundesliga,7th,8.1,1,0,0,11,23,2,34,3,12,0,0,0,39,8,9,47.1,Josip Brekalo,"FW,MF"
2017-2018,19,Wolfsburg,de GER,1. Bundesliga,16th,9.7,2,0,0,9,12,1,37,4,12,0,0,0,35,1,10,9.1,Josip Brekalo,"FW,MF"
2018-2019,20,Wolfsburg,de GER,1. Bundesliga,6th,15.7,2,0,0,16,21,2,56,12,7,0,0,0,71,6,15,28.6,Josip Brekalo,"FW,MF"
2019-2020,21,Wolfsburg,de GER,1. Bundesliga,7th,18.6,0,0,0,17,17,4,78,16,8,0,0,0,91,11,23,32.4,Josip Brekalo,"FW,MF"
2020-2021,22,Wolfsburg,de GER,1. Bundesliga,4th,20.2,1,0,0,8,16,2,58,17,10,0,0,0,122,10,14,41.7,Josip Brekalo,"FW,MF"
2021-2022,23,Torino,it ITA,1. Serie A,10th,25.4,1,0,0,20,21,5,135,4,5,0,0,0,128,17,31,35.4,Josip Brekalo,"FW,MF"
2021-2022,23,Wolfsburg,de GER,1. Bundesliga,12th,0.2,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,,Josip Brekalo,"FW,MF"
2022-2023,24,Wolfsburg,de GER,1. Bundesliga,8th,3.0,0,0,0,2,3,1,13,2,1,0,0,0,14,0,2,0.0,Josip Brekalo,"FW,MF"
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,2.5,1,0,0,3,5,0,10,1,1,0,0,0,13,0,6,0.0,Josip Brekalo,"FW,MF"
2023-2024,25,Hajduk Split,hr CRO,1. HNL,3rd,12.1,0,0,0,15,21,3,108,3,11,,,0,,,,,Josip Brekalo,"FW,MF"
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,7.2,0,0,0,13,6,1,24,1,6,0,0,0,26,1,4,20.0,Josip Brekalo,"FW,MF"
2024-2025,26,Kasımpaşa,tr TUR,1. Süper Lig,14th,4.9,0,1,0,3,2,0,19,1,8,,,0,,,,,Josip Brekalo,"FW,MF"
2024-2025,18,Juve Stabia,it ITA,2. Serie B,7th,6.3,1,0,0,3,9,3,22,5,12,1,1,0,27,5,8,38.5,Niccolò Fortini,MF
2023-2024,20,Fiorentina,it ITA,1. Serie A,8th,1.1,1,0,0,4,2,0,0,3,1,0,0,0,2,1,5,16.7,Gino Infantino,MF
2023-2024,17,Fiorentina,it ITA,1. Serie A,8th,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Tommaso Martinelli,GK
