Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Player,Position
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,28,22,1866,20.7,4,4,8,4,0,0,5,0,5.3,5.3,3.7,9.0,50,54,203,0.19,0.19,0.39,0.19,0.39,0.26,0.18,0.43,0.26,0.43,Christian Kouamé,"FW,MF"
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,23,11,1089,12.1,2,1,3,2,0,0,0,0,1.9,1.9,1.8,3.7,12,41,110,0.17,0.08,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31,Christian Kouamé,"FW,MF"
2024-2025,26,Fiorentina,it ITA,1. Serie A,4th,12,5,553,6.1,0,1,1,0,0,0,0,0,0.6,0.6,1.5,2.1,6,15,35,0.00,0.16,0.16,0.00,0.16,0.10,0.24,0.35,0.10,0.35,Christian Kouamé,"FW,MF"
2011-2012,18,Juve Stabia,it ITA,2. Serie B,9th,11,6,591,6.6,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Cristiano Biraghi,DF
2012-2013,19,Cittadella,it ITA,2. Serie B,15th,33,31,2732,30.4,0,0,0,0,0,0,10,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Cristiano Biraghi,DF
2013-2014,20,Catania,it ITA,1. Serie A,18th,23,17,1558,17.3,0,1,1,0,0,0,3,0,,,,,,,,0.00,0.06,0.06,0.00,0.06,,,,,,Cristiano Biraghi,DF
2014-2015,21,Chievo,it ITA,1. Serie A,14th,18,13,1306,14.5,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Cristiano Biraghi,DF
2015-2016,22,Chievo,it ITA,1. Serie A,9th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristiano Biraghi,DF
2015-2016,22,Granada,es ESP,1. La Liga,16th,32,32,2819,31.3,0,1,1,0,0,0,10,1,,,,,,,,0.00,0.03,0.03,0.00,0.03,,,,,,Cristiano Biraghi,DF
2016-2017,23,Pescara,it ITA,1. Serie A,20th,35,33,2987,33.2,1,4,5,0,1,2,11,0,,,,,,,,0.03,0.12,0.15,0.00,0.12,,,,,,Cristiano Biraghi,DF
2017-2018,24,Fiorentina,it ITA,1. Serie A,8th,34,34,2980,33.1,1,4,5,1,0,0,7,0,1.6,1.6,4.5,6.1,54,81,127,0.03,0.12,0.15,0.03,0.15,0.05,0.14,0.18,0.05,0.18,Cristiano Biraghi,DF
2018-2019,25,Fiorentina,it ITA,1. Serie A,16th,36,36,3194,35.5,1,4,5,1,0,0,8,0,1.4,1.4,6.1,7.5,76,119,177,0.03,0.11,0.14,0.03,0.14,0.04,0.17,0.21,0.04,0.21,Cristiano Biraghi,DF
2019-2020,26,Inter,it ITA,1. Serie A,2nd,26,18,1576,17.5,2,6,8,2,0,0,3,0,0.6,0.6,3.9,4.5,46,45,129,0.11,0.34,0.46,0.11,0.46,0.03,0.22,0.26,0.03,0.26,Cristiano Biraghi,DF
2019-2020,26,Fiorentina,it ITA,1. Serie A,10th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristiano Biraghi,DF
2020-2021,27,Fiorentina,it ITA,1. Serie A,13th,35,31,2803,31.1,1,5,6,1,0,0,8,0,1.9,1.9,6.7,8.6,91,117,225,0.03,0.16,0.19,0.03,0.19,0.06,0.22,0.28,0.06,0.28,Cristiano Biraghi,DF
2021-2022,28,Fiorentina,it ITA,1. Serie A,7th,37,37,3153,35.0,4,1,5,3,1,2,5,1,3.1,1.5,6.1,7.7,61,171,177,0.11,0.03,0.14,0.09,0.11,0.09,0.17,0.26,0.04,0.22,Cristiano Biraghi,DF
2022-2023,29,Fiorentina,it ITA,1. Serie A,8th,33,30,2551,28.3,2,4,6,2,0,1,1,0,1.8,1.1,5.5,6.6,69,161,113,0.07,0.14,0.21,0.07,0.21,0.07,0.19,0.26,0.04,0.23,Cristiano Biraghi,DF
2023-2024,30,Fiorentina,it ITA,1. Serie A,8th,29,27,2356,26.2,2,5,7,2,0,1,8,0,1.6,0.8,3.6,4.4,55,129,109,0.08,0.19,0.27,0.08,0.27,0.06,0.14,0.20,0.03,0.17,Cristiano Biraghi,DF
2024-2025,31,Fiorentina,it ITA,1. Serie A,4th,8,5,433,4.8,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,3,15,17,0.21,0.00,0.21,0.21,0.21,0.03,0.06,0.10,0.03,0.10,Cristiano Biraghi,DF
2017-2018,18,Fiorentina,it ITA,1. Serie A,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riccardo Sottil,"FW,MF"
2018-2019,19,Pescara,it ITA,2. Serie B,4th,10,7,580,6.4,1,1,2,1,0,0,3,0,1.2,1.2,0.7,1.9,31,17,63,0.16,0.16,0.31,0.16,0.31,0.19,0.11,0.30,0.19,0.30,Riccardo Sottil,"FW,MF"
2018-2019,19,Fiorentina,it ITA,1. Serie A,16th,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,5,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Riccardo Sottil,"FW,MF"
2019-2020,20,Fiorentina,it ITA,1. Serie A,10th,18,4,514,5.7,0,0,0,0,0,0,3,0,1.0,1.0,0.5,1.4,32,9,58,0.00,0.00,0.00,0.00,0.00,0.17,0.08,0.25,0.17,0.25,Riccardo Sottil,"FW,MF"
2020-2021,21,Cagliari,it ITA,1. Serie A,16th,21,12,1184,13.2,2,1,3,2,0,0,3,0,1.5,1.5,1.8,3.3,77,47,83,0.15,0.08,0.23,0.15,0.23,0.12,0.13,0.25,0.12,0.25,Riccardo Sottil,"FW,MF"
2021-2022,22,Fiorentina,it ITA,1. Serie A,7th,24,14,1239,13.8,3,2,5,3,0,0,4,1,2.5,2.5,2.5,5.0,81,39,126,0.22,0.15,0.36,0.22,0.36,0.18,0.18,0.36,0.18,0.36,Riccardo Sottil,"FW,MF"
2022-2023,23,Fiorentina,it ITA,1. Serie A,8th,18,9,833,9.3,0,2,2,0,0,0,1,0,1.0,1.0,1.1,2.2,65,27,123,0.00,0.22,0.22,0.00,0.22,0.11,0.12,0.23,0.11,0.23,Riccardo Sottil,"FW,MF"
2023-2024,24,Fiorentina,it ITA,1. Serie A,8th,22,13,1103,12.3,2,3,5,2,0,0,1,0,2.6,2.6,2.5,5.1,66,33,139,0.16,0.24,0.41,0.16,0.41,0.21,0.20,0.41,0.21,0.41,Riccardo Sottil,"FW,MF"
2024-2025,25,Fiorentina,it ITA,1. Serie A,4th,11,4,449,5.0,0,1,1,0,0,0,0,0,0.4,0.4,0.7,1.1,41,8,56,0.00,0.20,0.20,0.00,0.20,0.08,0.14,0.23,0.08,0.23,Riccardo Sottil,"FW,MF"
2016-2017,20,River Plate,ar ARG,1. Primera Div,2nd,19,19,1698,18.9,1,0,1,1,0,0,4,0,0.0,0.0,0.0,0.0,21,76,2,0.05,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Lucas Martínez Quarta,DF
2017-2018,21,River Plate,ar ARG,1. Liga Argentina,8th,9,9,810,9.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,38,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Lucas Martínez Quarta,DF
2018-2019,22,River Plate,ar ARG,1. Liga Argentina,4th,17,17,1507,16.7,1,0,1,1,0,0,4,1,0.9,0.9,0.6,1.6,14,60,5,0.06,0.00,0.06,0.06,0.06,0.06,0.04,0.09,0.06,0.09,Lucas Martínez Quarta,DF
2019-2020,23,River Plate,ar ARG,1. Liga Argentina,2nd,19,19,1647,18.3,0,1,1,0,0,0,8,0,2.0,2.0,1.2,3.2,28,89,7,0.00,0.05,0.05,0.00,0.05,0.11,0.07,0.17,0.11,0.17,Lucas Martínez Quarta,DF
2020-2021,24,Fiorentina,it ITA,1. Serie A,13th,21,15,1483,16.5,1,0,1,1,0,0,4,1,1.5,1.5,0.3,1.8,31,70,9,0.06,0.00,0.06,0.06,0.06,0.09,0.02,0.11,0.09,0.11,Lucas Martínez Quarta,DF
2021-2022,25,Fiorentina,it ITA,1. Serie A,7th,20,16,1431,15.9,1,0,1,1,0,0,8,0,1.2,1.2,1.0,2.2,22,76,4,0.06,0.00,0.06,0.06,0.06,0.07,0.06,0.14,0.07,0.14,Lucas Martínez Quarta,DF
2022-2023,26,Fiorentina,it ITA,1. Serie A,8th,27,25,2171,24.1,1,1,2,1,0,0,6,0,2.5,2.5,0.6,3.1,19,119,6,0.04,0.04,0.08,0.04,0.08,0.10,0.02,0.13,0.10,0.13,Lucas Martínez Quarta,DF
2023-2024,27,Fiorentina,it ITA,1. Serie A,8th,29,26,2291,25.5,5,1,6,5,0,0,9,0,2.7,2.7,1.8,4.6,23,177,16,0.20,0.04,0.24,0.20,0.24,0.11,0.07,0.18,0.11,0.18,Lucas Martínez Quarta,DF
2024-2025,28,Fiorentina,it ITA,1. Serie A,4th,8,4,351,3.9,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,3,14,2,0.26,0.00,0.26,0.26,0.26,0.19,0.01,0.19,0.19,0.19,Lucas Martínez Quarta,DF
2014-2015,17,Genoa,it ITA,1. Serie A,6th,5,2,134,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Rolando Mandragora,MF
2015-2016,18,Pescara,it ITA,2. Serie B,4th,26,23,1802,20.0,0,2,2,0,0,0,10,0,,,,,,,,0.00,0.10,0.10,0.00,0.10,,,,,,Rolando Mandragora,MF
2016-2017,19,Juventus,it ITA,1. Serie A,1st,1,0,5,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Rolando Mandragora,MF
2017-2018,20,Crotone,it ITA,1. Serie A,18th,36,36,3240,36.0,2,0,2,2,0,0,8,0,1.9,1.9,1.6,3.5,17,159,28,0.06,0.00,0.06,0.06,0.06,0.05,0.04,0.10,0.05,0.10,Rolando Mandragora,MF
2018-2019,21,Udinese,it ITA,1. Serie A,12th,35,33,2918,32.4,3,2,5,3,0,0,8,1,1.7,1.7,2.1,3.7,18,108,62,0.09,0.06,0.15,0.09,0.15,0.05,0.06,0.12,0.05,0.12,Rolando Mandragora,MF
2019-2020,22,Udinese,it ITA,1. Serie A,13th,26,24,2050,22.8,0,2,2,0,0,0,2,0,3.6,3.6,3.6,7.2,12,93,61,0.00,0.09,0.09,0.00,0.09,0.16,0.16,0.32,0.16,0.32,Rolando Mandragora,MF
2020-2021,23,Udinese,it ITA,1. Serie A,14th,10,3,398,4.4,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,2,19,18,0.00,0.00,0.00,0.00,0.00,0.23,0.04,0.26,0.23,0.26,Rolando Mandragora,MF
2020-2021,23,Torino,it ITA,1. Serie A,17th,17,17,1525,16.9,3,1,4,3,0,0,5,1,2.8,2.8,0.7,3.5,8,61,28,0.18,0.06,0.24,0.18,0.24,0.17,0.04,0.21,0.17,0.21,Rolando Mandragora,MF
2021-2022,24,Torino,it ITA,1. Serie A,10th,21,16,1319,14.7,0,2,2,0,0,0,7,1,1.2,1.2,2.9,4.1,20,82,29,0.00,0.14,0.14,0.00,0.14,0.08,0.20,0.28,0.08,0.28,Rolando Mandragora,MF
2022-2023,25,Fiorentina,it ITA,1. Serie A,8th,29,22,1950,21.7,2,4,6,2,0,0,8,0,1.5,1.5,4.9,6.4,18,142,59,0.09,0.18,0.28,0.09,0.28,0.07,0.23,0.30,0.07,0.30,Rolando Mandragora,MF
2023-2024,26,Fiorentina,it ITA,1. Serie A,8th,33,16,1588,17.6,3,3,6,3,0,0,5,0,3.5,3.5,1.6,5.2,7,93,32,0.17,0.17,0.34,0.17,0.34,0.20,0.09,0.29,0.20,0.29,Rolando Mandragora,MF
2024-2025,27,Fiorentina,it ITA,1. Serie A,4th,8,4,304,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.8,4,13,3,0.00,0.00,0.00,0.00,0.00,0.05,0.20,0.25,0.05,0.25,Rolando Mandragora,MF
2020-2021,18,Le Havre,fr FRA,2. Ligue 2,12th,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Amir Richardson,MF
2021-2022,19,Le Havre,fr FRA,2. Ligue 2,8th,33,25,2231,24.8,0,1,1,0,0,0,6,0,1.4,1.4,1.2,2.6,25,82,50,0.00,0.04,0.04,0.00,0.04,0.06,0.05,0.10,0.06,0.10,Amir Richardson,MF
2022-2023,20,Le Havre,fr FRA,2. Ligue 2,1st,34,29,2387,26.5,3,4,7,3,0,0,6,1,3.4,3.4,2.0,5.4,74,131,107,0.11,0.15,0.26,0.11,0.26,0.13,0.08,0.21,0.13,0.21,Amir Richardson,MF
2023-2024,21,Reims,fr FRA,1. Ligue 1,9th,28,14,1352,15.0,3,1,4,3,0,0,4,0,1.6,1.6,1.1,2.8,28,72,40,0.20,0.07,0.27,0.20,0.27,0.11,0.08,0.18,0.11,0.18,Amir Richardson,MF
2024-2025,22,Fiorentina,it ITA,1. Serie A,4th,9,3,361,4.0,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.3,9,13,5,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Amir Richardson,MF
2011-2012,21,Catania,it ITA,1. Serie A,11th,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Pietro Terracciano,GK
2013-2014,23,Avellino,it ITA,2. Serie B,11th,18,18,1620,18.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Pietro Terracciano,GK
2014-2015,24,Catania,it ITA,2. Serie B,22nd,6,6,540,6.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Pietro Terracciano,GK
2015-2016,25,Salernitana,it ITA,2. Serie B,18th,31,31,2790,31.0,0,0,0,0,0,0,2,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Pietro Terracciano,GK
2016-2017,26,Salernitana,it ITA,2. Serie B,10th,21,21,1890,21.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Pietro Terracciano,GK
2017-2018,27,Empoli,it ITA,2. Serie B,1st,3,3,270,3.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Pietro Terracciano,GK
2018-2019,28,Empoli,it ITA,1. Serie A,18th,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pietro Terracciano,GK
2018-2019,28,Fiorentina,it ITA,1. Serie A,16th,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pietro Terracciano,GK
2019-2020,29,Fiorentina,it ITA,1. Serie A,10th,7,7,624,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pietro Terracciano,GK
2020-2021,30,Fiorentina,it ITA,1. Serie A,13th,4,2,272,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pietro Terracciano,GK
2021-2022,31,Fiorentina,it ITA,1. Serie A,7th,32,31,2862,31.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pietro Terracciano,GK
2022-2023,32,Fiorentina,it ITA,1. Serie A,8th,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pietro Terracciano,GK
2023-2024,33,Fiorentina,it ITA,1. Serie A,8th,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Pietro Terracciano,GK
2024-2025,34,Fiorentina,it ITA,1. Serie A,4th,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pietro Terracciano,GK
2015-2016,18,Jong PSV,nl NED,2. Eerste Divisie,11th,14,10,790,8.8,1,2,3,1,0,0,0,0,,,,,,,,0.11,0.23,0.34,0.11,0.34,,,,,,Albert Guðmundsson,"MF,FW"
2016-2017,19,Jong PSV,nl NED,2. Eerste Divisie,4th,34,30,2623,29.1,18,2,20,18,0,0,3,0,,,,,,,,0.62,0.07,0.69,0.62,0.69,,,,,,Albert Guðmundsson,"MF,FW"
2016-2017,19,PSV Eindhoven,nl NED,1. Eredivisie,3rd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Guðmundsson,"MF,FW"
2017-2018,20,Jong PSV,nl NED,2. Eerste Divisie,5th,15,15,1194,13.3,9,6,15,5,4,5,2,1,,,,,,,,0.68,0.45,1.13,0.38,0.83,,,,,,Albert Guðmundsson,"MF,FW"
2017-2018,20,PSV Eindhoven,nl NED,1. Eredivisie,1st,9,1,176,2.0,0,2,2,0,0,0,0,0,,,,,,,,0.00,1.02,1.02,0.00,1.02,,,,,,Albert Guðmundsson,"MF,FW"
2018-2019,21,AZ Alkmaar,nl NED,1. Eredivisie,4th,25,14,1309,14.5,6,2,8,6,0,0,5,0,3.9,3.9,2.4,6.3,59,66,116,0.41,0.14,0.55,0.41,0.55,0.27,0.16,0.43,0.27,0.43,Albert Guðmundsson,"MF,FW"
2019-2020,22,Jong AZ,nl NED,2. Eerste Divisie,14th,4,4,270,3.0,1,0,1,0,1,1,0,0,,,,,,,,0.33,0.00,0.33,0.00,0.00,,,,,,Albert Guðmundsson,"MF,FW"
2019-2020,22,AZ Alkmaar,nl NED,1. Eredivisie,2nd,4,1,121,1.3,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,7,3,13,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59,Albert Guðmundsson,"MF,FW"
2020-2021,23,AZ Alkmaar,nl NED,1. Eredivisie,3rd,26,25,1961,21.8,7,4,11,6,1,1,0,0,12.0,11.3,4.9,16.1,48,94,177,0.32,0.18,0.50,0.28,0.46,0.55,0.22,0.78,0.52,0.74,Albert Guðmundsson,"MF,FW"
2021-2022,24,AZ Alkmaar,nl NED,1. Eredivisie,5th,19,12,1090,12.1,4,1,5,3,1,2,4,0,3.5,2.0,2.5,4.4,32,58,98,0.33,0.08,0.41,0.25,0.33,0.29,0.20,0.50,0.16,0.37,Albert Guðmundsson,"MF,FW"
2021-2022,24,Genoa,it ITA,1. Serie A,19th,12,6,607,6.7,1,0,1,1,0,0,3,0,1.3,1.3,0.8,2.1,14,15,45,0.15,0.00,0.15,0.15,0.15,0.19,0.13,0.31,0.19,0.31,Albert Guðmundsson,"MF,FW"
2022-2023,25,Genoa,it ITA,2. Serie B,2nd,36,32,2696,30.0,11,4,15,11,0,0,6,1,8.3,8.3,5.0,13.3,125,132,221,0.37,0.13,0.50,0.37,0.50,0.28,0.17,0.44,0.28,0.44,Albert Guðmundsson,"MF,FW"
2023-2024,26,Genoa,it ITA,1. Serie A,11th,35,34,3016,33.5,14,4,18,10,4,5,4,0,9.9,5.8,5.2,11.0,82,120,168,0.42,0.12,0.54,0.30,0.42,0.30,0.16,0.45,0.17,0.33,Albert Guðmundsson,"MF,FW"
2024-2025,27,Fiorentina,it ITA,1. Serie A,4th,5,3,223,2.5,3,0,3,1,2,2,0,0,1.8,0.2,0.0,0.2,11,10,8,1.21,0.00,1.21,0.40,0.40,0.74,0.00,0.74,0.10,0.10,Albert Guðmundsson,"MF,FW"
2014-2015,17,Utrecht,nl NED,1. Eredivisie,11th,4,2,206,2.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Sofyan Amrabat,MF
2015-2016,18,Utrecht,nl NED,1. Eredivisie,5th,7,2,283,3.1,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.32,0.32,0.00,0.32,,,,,,Sofyan Amrabat,MF
2016-2017,19,Utrecht,nl NED,1. Eredivisie,4th,31,29,2570,28.6,0,5,5,0,0,0,5,0,,,,,,,,0.00,0.18,0.18,0.00,0.18,,,,,,Sofyan Amrabat,MF
2017-2018,20,Feyenoord,nl NED,1. Eredivisie,4th,21,11,1190,13.2,1,2,3,1,0,0,4,0,,,,,,,,0.08,0.15,0.23,0.08,0.23,,,,,,Sofyan Amrabat,MF
2018-2019,21,Club Brugge,be BEL,1. First Division A,2nd,24,10,1156,12.8,1,0,1,1,0,0,4,0,0.8,0.8,0.3,1.1,50,114,16,0.08,0.00,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08,Sofyan Amrabat,MF
2019-2020,22,Club Brugge,be BEL,1. First Division A,1st,1,1,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Sofyan Amrabat,MF
2019-2020,22,Hellas Verona,it ITA,1. Serie A,9th,34,33,2919,32.4,1,1,2,0,1,1,10,2,2.0,1.3,2.4,3.6,84,199,52,0.03,0.03,0.06,0.00,0.03,0.06,0.07,0.14,0.04,0.11,Sofyan Amrabat,MF
2020-2021,23,Fiorentina,it ITA,1. Serie A,13th,31,28,2441,27.1,0,0,0,0,0,0,7,0,0.4,0.4,0.6,1.1,38,151,46,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Sofyan Amrabat,MF
2021-2022,24,Fiorentina,it ITA,1. Serie A,7th,23,8,944,10.5,1,0,1,1,0,0,6,0,0.1,0.1,0.2,0.4,13,63,3,0.10,0.00,0.10,0.10,0.10,0.01,0.02,0.04,0.01,0.04,Sofyan Amrabat,MF
2022-2023,25,Fiorentina,it ITA,1. Serie A,8th,29,24,1998,22.2,0,1,1,0,0,0,11,0,0.5,0.5,1.1,1.6,36,176,24,0.00,0.05,0.05,0.00,0.05,0.02,0.05,0.07,0.02,0.07,Sofyan Amrabat,MF
2023-2024,26,Manchester Utd,eng ENG,1. Premier League,8th,21,10,938,10.4,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,6,66,10,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Sofyan Amrabat,MF
2023-2024,26,Fiorentina,it ITA,1. Serie A,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sofyan Amrabat,MF
2024-2025,27,Fiorentina,it ITA,1. Serie A,4th,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Sofyan Amrabat,MF
2024-2025,27,Fenerbahçe,tr TUR,1. Süper Lig,2nd,10,7,725,8.1,2,1,3,2,0,0,2,0,,,,,,,,0.25,0.12,0.37,0.25,0.37,,,,,,Sofyan Amrabat,MF
2016-2017,18,Paris S-G,fr FRA,1. Ligue 1,2nd,4,2,138,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Jonathan Ikone,"FW,MF"
2016-2017,18,Montpellier,fr FRA,1. Ligue 1,15th,14,7,669,7.4,1,1,2,1,0,0,1,0,,,,,,,,0.13,0.13,0.27,0.13,0.27,,,,,,Jonathan Ikone,"FW,MF"
2017-2018,19,Montpellier,fr FRA,1. Ligue 1,10th,18,12,998,11.1,1,1,2,1,0,0,0,0,0.9,0.9,1.4,2.3,48,40,85,0.09,0.09,0.18,0.09,0.18,0.08,0.12,0.21,0.08,0.21,Jonathan Ikone,"FW,MF"
2018-2019,20,Lille,fr FRA,1. Ligue 1,2nd,38,34,2796,31.1,3,9,12,3,0,0,3,0,5.1,5.1,6.2,11.2,112,96,199,0.10,0.29,0.39,0.10,0.39,0.16,0.20,0.36,0.16,0.36,Jonathan Ikone,"FW,MF"
2019-2020,21,Lille,fr FRA,1. Ligue 1,4th,28,26,2057,22.9,3,6,9,2,1,1,6,0,4.1,3.3,4.0,7.3,67,72,162,0.13,0.26,0.39,0.09,0.35,0.18,0.18,0.35,0.14,0.32,Jonathan Ikone,"FW,MF"
2020-2021,22,Lille,fr FRA,1. Ligue 1,1st,37,26,2177,24.2,4,5,9,3,1,1,0,0,4.3,3.5,2.9,6.4,65,73,117,0.17,0.21,0.37,0.12,0.33,0.18,0.12,0.30,0.14,0.26,Jonathan Ikone,"FW,MF"
2021-2022,23,Lille,fr FRA,1. Ligue 1,10th,18,13,1062,11.8,1,0,1,1,0,0,1,0,2.1,2.1,2.2,4.3,34,50,71,0.08,0.00,0.08,0.08,0.08,0.18,0.18,0.37,0.18,0.37,Jonathan Ikone,"FW,MF"
2021-2022,23,Fiorentina,it ITA,1. Serie A,7th,17,7,649,7.2,1,1,2,1,0,0,1,0,1.7,1.7,1.6,3.2,13,27,57,0.14,0.14,0.28,0.14,0.28,0.23,0.22,0.45,0.23,0.45,Jonathan Ikone,"FW,MF"
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,33,24,2007,22.3,4,4,8,4,0,0,4,0,4.1,4.1,3.7,7.8,83,67,178,0.18,0.18,0.36,0.18,0.36,0.18,0.17,0.35,0.18,0.35,Jonathan Ikone,"FW,MF"
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,28,18,1682,18.7,3,1,4,3,0,0,5,0,4.6,4.6,2.0,6.6,51,58,154,0.16,0.05,0.21,0.16,0.21,0.25,0.10,0.35,0.25,0.35,Jonathan Ikone,"FW,MF"
2024-2025,26,Fiorentina,it ITA,1. Serie A,4th,10,1,253,2.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,10,11,27,0.00,0.00,0.00,0.00,0.00,0.13,0.02,0.15,0.13,0.15,Jonathan Ikone,"FW,MF"
2020-2021,19,Empoli,it ITA,2. Serie B,1st,20,19,1644,18.3,1,2,3,1,0,0,3,0,0.6,0.6,3.2,3.8,72,120,83,0.05,0.11,0.16,0.05,0.16,0.03,0.18,0.21,0.03,0.21,Fabiano Parisi,DF
2021-2022,20,Empoli,it ITA,1. Serie A,14th,25,16,1477,16.4,0,1,1,0,0,0,5,0,0.7,0.7,0.3,1.0,58,74,49,0.00,0.06,0.06,0.00,0.06,0.04,0.02,0.06,0.04,0.06,Fabiano Parisi,DF
2022-2023,21,Empoli,it ITA,1. Serie A,14th,33,33,2830,31.4,2,0,2,2,0,0,10,1,1.8,1.8,2.0,3.8,102,154,68,0.06,0.00,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12,Fabiano Parisi,DF
2023-2024,22,Fiorentina,it ITA,1. Serie A,8th,21,16,1454,16.2,0,1,1,0,0,0,4,0,0.9,0.9,2.4,3.3,50,78,64,0.00,0.06,0.06,0.00,0.06,0.06,0.15,0.20,0.06,0.20,Fabiano Parisi,DF
