Season,Age,Squad,Country,Comp,LgRank,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Player,Position
2015-2016,18,Jong PSV,nl NED,2. Eerste Divisie,11th,8.8,1,,5,,,0.57,,0.20,,,0,0,,,,,,Albert Guðmundsson,"MF,FW"
2016-2017,19,Jong PSV,nl NED,2. Eerste Divisie,4th,29.1,18,0,33,,0.00,1.13,,0.55,,,0,0,,,,,,Albert Guðmundsson,"MF,FW"
2017-2018,20,Jong PSV,nl NED,2. Eerste Divisie,5th,13.3,9,0,19,,0.00,1.43,,0.26,,,4,5,,,,,,Albert Guðmundsson,"MF,FW"
2017-2018,20,PSV Eindhoven,nl NED,1. Eredivisie,1st,2.0,0,0,1,,0.00,0.51,,0.00,,,0,0,,,,,,Albert Guðmundsson,"MF,FW"
2018-2019,21,AZ Alkmaar,nl NED,1. Eredivisie,4th,14.5,6,22,13,59.1,1.51,0.89,0.27,0.46,14.9,0,0,0,3.9,3.9,0.19,+2.1,+2.1,Albert Guðmundsson,"MF,FW"
2019-2020,22,Jong AZ,nl NED,2. Eerste Divisie,14th,3.0,1,6,3,50.0,2.00,1.00,0.00,0.00,,,1,1,,,,,,Albert Guðmundsson,"MF,FW"
2019-2020,22,AZ Alkmaar,nl NED,1. Eredivisie,2nd,1.3,0,4,1,25.0,2.98,0.74,0.00,0.00,15.0,0,0,0,0.8,0.8,0.20,-0.8,-0.8,Albert Guðmundsson,"MF,FW"
2020-2021,23,AZ Alkmaar,nl NED,1. Eredivisie,3rd,21.8,7,56,19,33.9,2.57,0.87,0.11,0.32,13.2,0,1,1,12.0,11.3,0.20,-5.0,-5.3,Albert Guðmundsson,"MF,FW"
2021-2022,24,AZ Alkmaar,nl NED,1. Eredivisie,5th,12.1,4,16,8,50.0,1.32,0.66,0.19,0.38,18.2,0,1,2,3.5,2.0,0.12,+0.5,+1.0,Albert Guðmundsson,"MF,FW"
2021-2022,24,Genoa,it ITA,1. Serie A,19th,6.7,1,9,1,11.1,1.33,0.15,0.11,1.00,17.6,0,0,0,1.3,1.3,0.14,-0.3,-0.3,Albert Guðmundsson,"MF,FW"
2022-2023,25,Genoa,it ITA,2. Serie B,2nd,30.0,11,64,24,37.5,2.14,0.80,0.17,0.46,18.0,5,0,0,8.3,8.3,0.13,+2.7,+2.7,Albert Guðmundsson,"MF,FW"
2023-2024,26,Genoa,it ITA,1. Serie A,11th,33.5,14,52,19,36.5,1.55,0.57,0.19,0.53,20.8,8,4,5,9.9,5.8,0.11,+4.1,+4.2,Albert Guðmundsson,"MF,FW"
2024-2025,27,Fiorentina,it ITA,1. Serie A,4th,2.5,3,4,1,25.0,1.61,0.40,0.25,1.00,28.5,1,2,2,1.8,0.2,0.06,+1.2,+0.8,Albert Guðmundsson,"MF,FW"
2014-2015,17,Utrecht,nl NED,1. Eredivisie,11th,2.3,0,,0,,,0.00,,,,,0,0,,,,,,Sofyan Amrabat,MF
2015-2016,18,Utrecht,nl NED,1. Eredivisie,5th,3.1,0,,2,,,0.64,,0.00,,,0,0,,,,,,Sofyan Amrabat,MF
2016-2017,19,Utrecht,nl NED,1. Eredivisie,4th,28.6,0,0,17,,0.00,0.60,,0.00,,,0,0,,,,,,Sofyan Amrabat,MF
2017-2018,20,Feyenoord,nl NED,1. Eredivisie,4th,13.2,1,0,7,,0.00,0.53,,0.14,,,0,0,,,,,,Sofyan Amrabat,MF
2018-2019,21,Club Brugge,be BEL,1. First Division A,2nd,12.8,1,15,4,26.7,1.17,0.31,0.07,0.25,21.1,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Sofyan Amrabat,MF
2019-2020,22,Club Brugge,be BEL,1. First Division A,1st,0.9,0,2,1,50.0,2.25,1.13,0.00,0.00,27.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Sofyan Amrabat,MF
2019-2020,22,Hellas Verona,it ITA,1. Serie A,9th,32.4,1,18,6,33.3,0.55,0.18,0.00,0.00,22.7,0,1,1,2.0,1.3,0.07,-1.0,-1.3,Sofyan Amrabat,MF
2020-2021,23,Fiorentina,it ITA,1. Serie A,13th,27.1,0,10,3,30.0,0.37,0.11,0.00,0.00,21.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Sofyan Amrabat,MF
2021-2022,24,Fiorentina,it ITA,1. Serie A,7th,10.5,1,4,3,75.0,0.38,0.29,0.25,0.33,26.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Sofyan Amrabat,MF
2022-2023,25,Fiorentina,it ITA,1. Serie A,8th,22.2,0,13,4,30.8,0.59,0.18,0.00,0.00,26.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Sofyan Amrabat,MF
2023-2024,26,Manchester Utd,eng ENG,1. Premier League,8th,10.4,0,3,0,0.0,0.29,0.00,0.00,,26.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Sofyan Amrabat,MF
2024-2025,27,Fiorentina,it ITA,1. Serie A,4th,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Sofyan Amrabat,MF
2024-2025,27,Fenerbahçe,tr TUR,1. Süper Lig,2nd,8.1,2,6,2,33.3,0.74,0.25,0.33,1.00,,,0,0,,,,,,Sofyan Amrabat,MF
2016-2017,18,Paris S-G,fr FRA,1. Ligue 1,2nd,1.5,0,2,0,0.0,1.30,0.00,0.00,,,,0,0,,,,,,Jonathan Ikone,"FW,MF"
2016-2017,18,Montpellier,fr FRA,1. Ligue 1,15th,7.4,1,25,14,56.0,3.36,1.88,0.04,0.07,,,0,0,,,,,,Jonathan Ikone,"FW,MF"
2017-2018,19,Montpellier,fr FRA,1. Ligue 1,10th,11.1,1,18,4,22.2,1.62,0.36,0.06,0.25,20.8,1,0,0,0.9,0.9,0.05,+0.1,+0.1,Jonathan Ikone,"FW,MF"
2018-2019,20,Lille,fr FRA,1. Ligue 1,2nd,31.1,3,51,17,33.3,1.64,0.55,0.06,0.18,19.9,5,0,0,5.1,5.1,0.10,-2.1,-2.1,Jonathan Ikone,"FW,MF"
2019-2020,21,Lille,fr FRA,1. Ligue 1,4th,22.9,3,35,13,37.1,1.53,0.57,0.06,0.15,19.5,1,1,1,4.1,3.3,0.09,-1.1,-1.3,Jonathan Ikone,"FW,MF"
2020-2021,22,Lille,fr FRA,1. Ligue 1,1st,24.2,4,46,11,23.9,1.90,0.45,0.07,0.27,20.0,2,1,1,4.3,3.5,0.08,-0.3,-0.5,Jonathan Ikone,"FW,MF"
2021-2022,23,Lille,fr FRA,1. Ligue 1,10th,11.8,1,22,8,36.4,1.86,0.68,0.05,0.13,18.7,2,0,0,2.1,2.1,0.10,-1.1,-1.1,Jonathan Ikone,"FW,MF"
2021-2022,23,Fiorentina,it ITA,1. Serie A,7th,7.2,1,16,6,37.5,2.22,0.83,0.06,0.17,17.9,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Jonathan Ikone,"FW,MF"
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,22.3,4,51,9,17.6,2.29,0.40,0.08,0.44,16.6,0,0,0,4.1,4.1,0.08,-0.1,-0.1,Jonathan Ikone,"FW,MF"
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,18.7,3,39,15,38.5,2.09,0.80,0.08,0.20,16.1,0,0,0,4.6,4.6,0.12,-1.6,-1.6,Jonathan Ikone,"FW,MF"
2024-2025,26,Fiorentina,it ITA,1. Serie A,4th,2.8,0,6,4,66.7,2.13,1.42,0.00,0.00,14.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Jonathan Ikone,"FW,MF"
2020-2021,19,Empoli,it ITA,2. Serie B,1st,18.3,1,15,3,20.0,0.82,0.16,0.07,0.33,22.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Fabiano Parisi,DF
2021-2022,20,Empoli,it ITA,1. Serie A,14th,16.4,0,16,4,25.0,0.97,0.24,0.00,0.00,21.8,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Fabiano Parisi,DF
2022-2023,21,Empoli,it ITA,1. Serie A,14th,31.4,2,21,2,9.5,0.67,0.06,0.10,1.00,21.9,0,0,0,1.8,1.8,0.09,+0.2,+0.2,Fabiano Parisi,DF
2023-2024,22,Fiorentina,it ITA,1. Serie A,8th,16.2,0,12,2,16.7,0.74,0.12,0.00,0.00,19.4,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Fabiano Parisi,DF
2024-2025,23,Fiorentina,it ITA,1. Serie A,4th,1.8,1,3,3,100.0,1.64,1.64,0.33,0.33,15.2,0,0,0,0.1,0.1,0.05,+0.9,+0.9,Fabiano Parisi,DF
2016-2017,18,1860 Munich,de GER,2. 2. Bundesliga,16th,6.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Marin Pongračić,DF
2017-2018,19,RB Salzburg,at AUT,1. Bundesliga,1st,14.6,0,2,0,0.0,0.14,0.00,0.00,,,,0,0,,,,,,Marin Pongračić,DF
2018-2019,20,RB Salzburg,at AUT,1. Bundesliga,1st,13.2,0,1,1,100.0,0.08,0.08,0.00,0.00,,,0,0,,,,,,Marin Pongračić,DF
2019-2020,21,RB Salzburg,at AUT,1. Bundesliga,1st,4.3,0,1,1,100.0,0.23,0.23,0.00,0.00,,,0,0,,,,,,Marin Pongračić,DF
2019-2020,21,Wolfsburg,de GER,1. Bundesliga,7th,10.3,2,5,2,40.0,0.48,0.19,0.40,1.00,10.6,0,0,0,0.5,0.5,0.09,+1.5,+1.5,Marin Pongračić,DF
2020-2021,22,Wolfsburg,de GER,1. Bundesliga,4th,6.4,0,1,0,0.0,0.16,0.00,0.00,,11.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Marin Pongračić,DF
2021-2022,23,Dortmund,de GER,1. Bundesliga,2nd,9.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Marin Pongračić,DF
2022-2023,24,Lecce,it ITA,1. Serie A,16th,8.8,0,1,0,0.0,0.11,0.00,0.00,,16.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Marin Pongračić,DF
2023-2024,25,Lecce,it ITA,1. Serie A,14th,35.8,0,13,3,23.1,0.36,0.08,0.00,0.00,13.5,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Marin Pongračić,DF
2024-2025,26,Fiorentina,it ITA,1. Serie A,4th,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Marin Pongračić,DF
2012-2013,17,Příbram,cz CZE,1. First League,11th,0.1,0,,0,,,0.00,,,,,0,0,,,,,,Antonín Barák,MF
2015-2016,20,Příbram,cz CZE,1. First League,14th,8.5,3,,10,,,1.17,,0.30,,,0,0,,,,,,Antonín Barák,MF
2015-2016,20,Slavia Prague,cz CZE,1. First League,5th,6.1,4,,7,,,1.15,,0.57,,,0,0,,,,,,Antonín Barák,MF
2016-2017,21,Slavia Prague,cz CZE,1. First League,1st,18.0,4,0,18,,0.00,1.00,,0.17,,,1,1,,,,,,Antonín Barák,MF
2017-2018,22,Udinese,it ITA,1. Serie A,14th,30.1,7,38,22,57.9,1.26,0.73,0.18,0.32,20.7,0,0,0,2.8,2.8,0.07,+4.2,+4.2,Antonín Barák,MF
2018-2019,23,Udinese,it ITA,1. Serie A,12th,3.7,0,4,0,0.0,1.09,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Antonín Barák,MF
2019-2020,24,Udinese,it ITA,1. Serie A,13th,2.2,0,4,2,50.0,1.86,0.93,0.00,0.00,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Antonín Barák,MF
2019-2020,24,Lecce,it ITA,1. Serie A,18th,15.2,2,33,13,39.4,2.17,0.85,0.06,0.15,17.0,0,0,0,3.9,3.9,0.12,-1.9,-1.9,Antonín Barák,MF
2020-2021,25,Hellas Verona,it ITA,1. Serie A,10th,30.7,7,45,16,35.6,1.46,0.52,0.16,0.44,15.9,1,0,0,6.8,6.8,0.15,+0.2,+0.2,Antonín Barák,MF
2021-2022,26,Hellas Verona,it ITA,1. Serie A,9th,26.0,11,47,20,42.6,1.81,0.77,0.15,0.35,15.7,2,4,4,8.9,5.7,0.12,+2.1,+1.3,Antonín Barák,MF
2022-2023,27,Hellas Verona,it ITA,1. Serie A,18th,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Antonín Barák,MF
2022-2023,27,Fiorentina,it ITA,1. Serie A,8th,20.0,2,32,7,21.9,1.60,0.35,0.06,0.29,17.7,0,0,0,2.6,2.6,0.08,-0.6,-0.6,Antonín Barák,MF
2023-2024,28,Fiorentina,it ITA,1. Serie A,8th,9.0,2,20,8,40.0,2.23,0.89,0.10,0.25,16.9,1,0,0,1.5,1.5,0.08,+0.5,+0.5,Antonín Barák,MF
2024-2025,29,Fiorentina,it ITA,1. Serie A,4th,0.6,0,2,2,100.0,3.33,3.33,0.00,0.00,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Antonín Barák,MF
2024-2025,29,Kasımpaşa,tr TUR,1. Süper Lig,14th,4.5,0,6,2,33.3,1.33,0.44,0.00,0.00,,,0,0,,,,,,Antonín Barák,MF
2023-2024,19,Fiorentina,it ITA,1. Serie A,8th,22.9,1,7,2,28.6,0.31,0.09,0.14,0.5,20.3,0,0,0,0.5,0.5,0.07,0.5,0.5,Michael Kayode,"DF,FW"
2024-2025,20,Fiorentina,it ITA,1. Serie A,4th,0.4,0,1,0,0.0,2.43,0.0,0.0,,11.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Michael Kayode,"DF,FW"
2022-2023,19,Fiorentina,it ITA,1. Serie A,8th,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Alessandro Bianco,MF
2023-2024,20,Reggiana,it ITA,2. Serie B,11th,33.5,2,34,10,29.4,1.02,0.30,0.06,0.20,25.7,0,0,0,1.3,1.3,0.04,+0.7,+0.7,Alessandro Bianco,MF
2024-2025,21,Monza,it ITA,1. Serie A,19th,9.2,1,13,2,15.4,1.41,0.22,0.08,0.50,21.9,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Alessandro Bianco,MF
2024-2025,21,Fiorentina,it ITA,1. Serie A,4th,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Alessandro Bianco,MF
2015-2016,17,Dinamo Zagreb,hr CRO,1. 1. HNL,1st,3.2,0,,2,,,0.63,,0.00,,,0,0,,,,,,Josip Brekalo,"FW,MF"
2016-2017,18,Wolfsburg,de GER,1. Bundesliga,16th,0.9,0,4,1,25.0,4.50,1.13,0.00,0.00,,,0,0,,,,,,Josip Brekalo,"FW,MF"
2016-2017,18,Stuttgart,de GER,2. 2. Bundesliga,1st,6.5,1,0,6,,0.00,0.92,,0.17,,,0,0,,,,,,Josip Brekalo,"FW,MF"
2017-2018,19,Stuttgart,de GER,1. Bundesliga,7th,8.1,1,18,5,27.8,2.23,0.62,0.06,0.20,21.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Josip Brekalo,"FW,MF"
2017-2018,19,Wolfsburg,de GER,1. Bundesliga,16th,9.7,3,16,6,37.5,1.66,0.62,0.19,0.50,19.1,2,0,0,1.7,1.6,0.10,+1.3,+1.4,Josip Brekalo,"FW,MF"
2018-2019,20,Wolfsburg,de GER,1. Bundesliga,6th,15.7,3,26,13,50.0,1.65,0.83,0.12,0.23,19.8,0,0,0,2.3,2.3,0.09,+0.7,+0.7,Josip Brekalo,"FW,MF"
2019-2020,21,Wolfsburg,de GER,1. Bundesliga,7th,18.6,3,42,16,38.1,2.26,0.86,0.07,0.19,20.9,1,0,0,3.8,3.8,0.09,-0.8,-0.8,Josip Brekalo,"FW,MF"
2020-2021,22,Wolfsburg,de GER,1. Bundesliga,4th,20.2,7,47,21,44.7,2.33,1.04,0.15,0.33,20.8,2,0,0,3.6,3.6,0.08,+3.4,+3.4,Josip Brekalo,"FW,MF"
2021-2022,23,Torino,it ITA,1. Serie A,10th,25.4,7,44,17,38.6,1.73,0.67,0.16,0.41,19.4,2,0,0,4.3,4.3,0.10,+2.7,+2.7,Josip Brekalo,"FW,MF"
2021-2022,23,Wolfsburg,de GER,1. Bundesliga,12th,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Josip Brekalo,"FW,MF"
2022-2023,24,Wolfsburg,de GER,1. Bundesliga,8th,3.0,0,2,1,50.0,0.66,0.33,0.00,0.00,20.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Josip Brekalo,"FW,MF"
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,2.5,0,5,0,0.0,1.97,0.00,0.00,,22.5,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Josip Brekalo,"FW,MF"
2023-2024,25,Hajduk Split,hr CRO,1. HNL,3rd,12.1,2,27,9,33.3,2.23,0.74,0.07,0.22,,,0,0,,,,,,Josip Brekalo,"FW,MF"
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,7.2,1,9,4,44.4,1.24,0.55,0.11,0.25,19.3,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Josip Brekalo,"FW,MF"
2024-2025,26,Kasımpaşa,tr TUR,1. Süper Lig,14th,4.9,1,7,2,28.6,1.42,0.41,0.14,0.50,,,0,0,,,,,,Josip Brekalo,"FW,MF"
2024-2025,18,Juve Stabia,it ITA,2. Serie B,7th,6.3,0,6,0,0.0,0.95,0.00,0.00,,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Niccolò Fortini,MF
2023-2024,20,Fiorentina,it ITA,1. Serie A,8th,1.1,0,1,0,0.0,0.94,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Gino Infantino,MF
