Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Player,Position,Score
2024-11-03,Sun,Matchweek 11,Away,W,Fiorentina,Torino,N,RW,28,0,0,0,0.0,0,0.0,0,0,13.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,8.0,87.5,1.0,10.0,0.0,2.0,1.0,Jonathan Ikone,"FW,MF",1–0
2024-10-31,Thu,Matchweek 10,Away,W,Fiorentina,Genoa,N,RW,17,0,0,0,0.0,0,0.0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,4.0,0.0,0.0,0.0,Jonathan Ikone,"FW,MF",1–0
2024-10-27,Sun,Matchweek 9,Home,W,Fiorentina,Roma,N,"FW,RW",16,0,0,0,0.0,0,0.0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,4.0,0.0,1.0,0.0,Jonathan Ikone,"FW,MF",5–1
2024-12-08,Sun,Matchweek 15,Home,W,Fiorentina,Cagliari,N,LB,8,0,0,0,0.0,0,0.0,0,0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,Fabiano Parisi,DF,1–0
2024-11-10,Sun,Matchweek 12,Home,W,Fiorentina,Hellas Verona,N,LW,8,0,0,0,0.0,0,0.0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Fabiano Parisi,DF,3–1
2024-10-20,Sun,Matchweek 8,Away,W,Fiorentina,Lecce,N,LB,25,1,0,0,0.0,1,1.0,0,0,25.0,2.0,0,0.0,0.1,0.1,0.0,1.0,1.0,18.0,22.0,81.8,1.0,19.0,2.0,1.0,1.0,Fabiano Parisi,DF,6–0
2024-09-29,Sun,Matchweek 6,Away,D,Fiorentina,Empoli,N,LB,3,0,0,0,0.0,0,0.0,0,0,5.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,3.0,0.0,0.0,0.0,Fabiano Parisi,DF,0–0
2024-08-25,Sun,Matchweek 2,Home,D,Fiorentina,Venezia,Y,WB,90,0,0,0,0.0,2,2.0,0,0,45.0,2.0,0,1.0,0.1,0.1,0.0,1.0,0.0,31.0,37.0,83.8,5.0,26.0,2.0,1.0,1.0,Fabiano Parisi,DF,0–0
2024-12-06,Fri,Matchweek 15,Away,D,Kasımpaşa,Trabzonspor,N,,6,0,0,0,0.0,0,0.0,0,0,,,0,,,,,,,,,,,,,,,Antonín Barák,MF,2–2
2024-11-24,Sun,Matchweek 13,Away,D,Kasımpaşa,Sivasspor,N,,1,0,0,0,0.0,0,0.0,0,0,,,0,,,,,,,,,,,,,,,Antonín Barák,MF,0–0
2024-11-08,Fri,Matchweek 12,Home,L,Kasımpaşa,Kayserispor,Y,AM,45,0,0,0,0.0,0,0.0,0,0,,,0,,,,,,,,,,,,,,,Antonín Barák,MF,1–2
2024-11-02,Sat,Matchweek 11,Away,W,Kasımpaşa,Beşiktaş,Y,AM,68,0,0,0,0.0,1,0.0,1,0,,,0,,,,,,,,,,,,,,,Antonín Barák,MF,3–1
2024-10-26,Sat,Matchweek 10,Home,L,Kasımpaşa,Samsunspor,N,,16,0,0,0,0.0,0,0.0,0,0,,,0,,,,,,,,,,,,,,,Antonín Barák,MF,1–4
2024-12-09,Mon,Matchweek 15,Home,L,Monza,Udinese,Y,"CM,DM",78,0,0,0,0.0,5,0.0,0,0,79.0,2.0,0,0.0,0.1,0.1,0.0,5.0,0.0,61.0,68.0,89.7,13.0,46.0,2.0,3.0,1.0,Alessandro Bianco,MF,1–2
2024-11-30,Sat,Matchweek 14,Away,D,Monza,Como,Y,CM,90,0,0,0,0.0,1,0.0,0,0,58.0,0.0,0,3.0,0.0,0.0,0.1,2.0,0.0,40.0,48.0,83.3,2.0,30.0,1.0,0.0,0.0,Alessandro Bianco,MF,1–1
2024-11-24,Sun,Matchweek 13,Away,D,Monza,Torino,Y,CM,90,0,0,0,0.0,0,0.0,1,0,63.0,2.0,1,1.0,0.0,0.0,0.1,1.0,0.0,48.0,54.0,88.9,4.0,48.0,1.0,1.0,0.0,Alessandro Bianco,MF,1–1
2024-11-10,Sun,Matchweek 12,Home,L,Monza,Lazio,Y,"CM,DM",90,0,0,0,0.0,2,0.0,1,0,74.0,2.0,1,2.0,0.1,0.1,0.0,2.0,0.0,60.0,66.0,90.9,6.0,60.0,2.0,1.0,1.0,Alessandro Bianco,MF,0–1
2024-11-02,Sat,Matchweek 11,Home,L,Monza,Milan,Y,CM,90,0,0,0,0.0,0,0.0,0,0,49.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,39.0,43.0,90.7,6.0,40.0,1.0,1.0,0.0,Alessandro Bianco,MF,0–1
2024-12-06,Fri,Matchweek 15,Away,D,Kasımpaşa,Trabzonspor,N,,6,0,1,0,0.0,0,0.0,0,0,,,1,,,,,,,,,,,,,,,Josip Brekalo,"FW,MF",2–2
2024-11-24,Sun,Matchweek 13,Away,D,Kasımpaşa,Sivasspor,N,,23,0,0,0,0.0,0,0.0,0,0,,,0,,,,,,,,,,,,,,,Josip Brekalo,"FW,MF",0–0
2024-11-08,Fri,Matchweek 12,Home,L,Kasımpaşa,Kayserispor,Y,LW,90,0,0,0,0.0,2,0.0,0,0,,,0,,,,,,,,,,,,,,,Josip Brekalo,"FW,MF",1–2
2024-11-02,Sat,Matchweek 11,Away,W,Kasımpaşa,Beşiktaş,N,,13,0,0,0,0.0,0,0.0,0,0,,,0,,,,,,,,,,,,,,,Josip Brekalo,"FW,MF",3–1
2024-10-26,Sat,Matchweek 10,Home,L,Kasımpaşa,Samsunspor,Y,LW,70,0,0,0,0.0,0,0.0,0,0,,,0,,,,,,,,,,,,,,,Josip Brekalo,"FW,MF",1–4
2024-12-06,Fri,Matchweek 16,Home,W,Juve Stabia,Südtirol,Y,WB,45,0,0,0,0.0,1,0.0,0,0,25.0,3.0,0,0.0,0.1,0.1,0.3,4.0,0.0,16.0,17.0,94.1,1.0,13.0,2.0,0.0,0.0,Niccolò Fortini,MF,2–1
2024-11-30,Sat,Matchweek 15,Away,D,Juve Stabia,Cittadella,Y,WB,84,0,1,0,0.0,0,0.0,0,0,37.0,4.0,0,2.0,0.0,0.0,0.0,2.0,1.0,17.0,23.0,73.9,0.0,12.0,0.0,0.0,0.0,Niccolò Fortini,MF,2–2
2024-11-23,Sat,Matchweek 14,Home,D,Juve Stabia,Brescia,N,CM,45,0,0,0,0.0,2,0.0,0,0,29.0,2.0,0,0.0,0.1,0.1,0.2,4.0,0.0,15.0,20.0,75.0,2.0,14.0,2.0,2.0,2.0,Niccolò Fortini,MF,0–0
2024-11-10,Sun,Matchweek 13,Home,L,Juve Stabia,Spezia,Y,WB,90,0,0,0,0.0,1,0.0,0,0,48.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,62.5,2.0,33.0,3.0,2.0,2.0,Niccolò Fortini,MF,0–3
2024-11-02,Sat,Matchweek 12,Away,D,Juve Stabia,Carrarese,Y,WB,57,0,0,0,0.0,0,0.0,0,0,29.0,1.0,1,4.0,0.0,0.0,0.0,2.0,0.0,14.0,17.0,82.4,0.0,16.0,2.0,3.0,2.0,Niccolò Fortini,MF,0–0
2024-08-26,Mon,Matchweek 12,Home,L,Belgrano,Gimnasia–LP,Y,CB,90,0,0,0,0.0,2,1.0,0,0,63.0,1.0,2,3.0,0.1,0.1,0.0,0.0,0.0,37.0,51.0,72.5,2.0,34.0,0.0,0.0,0.0,Matias Moreno,DF,0–1
2024-08-04,Sun,Matchweek 9,Away,D,Belgrano,Sarmiento,Y,CB,90,0,0,0,0.0,0,0.0,0,0,67.0,1.0,1,2.0,0.0,0.0,0.0,3.0,0.0,49.0,56.0,87.5,4.0,46.0,1.0,1.0,0.0,Matias Moreno,DF,0–0
2024-07-29,Mon,Matchweek 8,Home,W,Belgrano,Godoy Cruz,Y,CB,90,0,0,0,0.0,1,0.0,0,0,56.0,2.0,3,2.0,0.1,0.1,0.0,1.0,0.0,36.0,45.0,80.0,4.0,29.0,0.0,0.0,0.0,Matias Moreno,DF,1–0
2024-07-25,Thu,Matchweek 7,Away,L,Belgrano,Lanús,N,LB,7,0,0,0,0.0,0,0.0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,8.0,62.5,1.0,5.0,1.0,0.0,0.0,Matias Moreno,DF,2–3
2024-05-24,Fri,Matchweek 3,Home,W,Belgrano,Cen. Córdoba–SdE,Y,CB,68,0,0,0,0.0,0,0.0,2,1,39.0,2.0,3,2.0,0.0,0.0,0.0,1.0,1.0,21.0,29.0,72.4,3.0,25.0,1.0,5.0,4.0,Matias Moreno,DF,2–1
