Season,Age,Squad,Country,Comp,LgRank,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,Position
2018-2019,20,Fiorentina,it ITA,1. Serie A,16th,33.4,2207,164,785,1194,242,28,2207,13,11,84.6,2,15.4,1060,4910,2875,38,22,0,20,8,1257,27,Nikola Milenković,DF
2019-2020,21,Fiorentina,it ITA,1. Serie A,10th,36.2,2106,260,1001,997,131,34,2106,9,7,77.8,2,22.2,1184,6949,4503,44,25,1,20,8,1329,7,Nikola Milenković,DF
2020-2021,22,Fiorentina,it ITA,1. Serie A,13th,33.7,2001,214,856,997,164,29,2001,11,8,72.7,3,27.3,973,4946,3011,25,23,1,13,4,1161,16,Nikola Milenković,DF
2021-2022,23,Fiorentina,it ITA,1. Serie A,7th,32.5,2373,227,1171,1137,86,28,2373,2,2,100.0,0,0.0,1412,5908,3240,13,11,1,11,4,1634,8,Nikola Milenković,DF
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,23.7,1520,143,743,710,74,35,1520,0,0,,0,,816,3547,1782,9,10,0,7,0,902,3,Nikola Milenković,DF
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,27.9,1810,160,941,803,67,28,1810,3,2,66.7,1,33.3,1004,4636,2412,8,12,1,6,2,1193,10,Nikola Milenković,DF
2024-2025,26,Nott'ham Forest,eng ENG,1. Premier League,3rd,18.0,658,110,339,280,42,34,658,1,1,100.0,0,0.0,280,1146,543,2,1,1,1,2,345,3,Nikola Milenković,DF
2023-2024,21,Nott'ham Forest,eng ENG,1. Premier League,17th,31.0,1850,359,1045,731,94,30,1850,35,20,57.1,15,42.9,985,5473,3400,22,14,3,20,15,1091,7,Murillo,DF
2024-2025,22,Nott'ham Forest,eng ENG,1. Premier League,3rd,17.7,921,219,484,387,58,12,921,17,14,82.4,3,17.6,421,2090,1352,11,15,0,8,6,482,3,Murillo,DF
2008-2009,16,West Brom,eng ENG,1. Premier League,20th,0.2,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2009-2010,17,West Brom,eng ENG,2. Championship,2nd,7.9,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2010-2011,18,West Brom,eng ENG,1. Premier League,11th,0.1,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2010-2011,18,Barnsley,eng ENG,2. Championship,17th,3.0,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2010-2011,18,Brighton,eng ENG,3. League One,1st,20.0,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2011-2012,19,Bristol City,eng ENG,2. Championship,20th,13.0,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2011-2012,19,Birmingham City,eng ENG,2. Championship,4th,12.8,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2012-2013,20,Millwall,eng ENG,2. Championship,20th,17.7,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2012-2013,20,Leicester City,eng ENG,2. Championship,6th,18.1,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2013-2014,21,Leicester City,eng ENG,2. Championship,1st,10.3,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2014-2015,22,Leicester City,eng ENG,1. Premier League,14th,1.3,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2014-2015,22,Ipswich Town,eng ENG,2. Championship,6th,3.0,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2015-2016,23,Leeds United,eng ENG,2. Championship,13th,32.0,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2016-2017,24,Leeds United,eng ENG,2. Championship,7th,40.2,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2017-2018,25,Leeds United,eng ENG,2. Championship,13th,3.0,,,,,,,,,,,,,,,,,,,,,,,Chris Wood,FW
2017-2018,25,Burnley,eng ENG,1. Premier League,7th,18.0,595,20,42,249,307,70,595,10,6,60.0,4,40.0,329,1177,318,15,11,11,57,35,502,117,Chris Wood,FW
2018-2019,26,Burnley,eng ENG,1. Premier League,15th,28.8,900,32,84,379,443,118,900,13,8,61.5,5,38.5,426,1283,400,13,8,10,92,47,705,199,Chris Wood,FW
2019-2020,27,Burnley,eng ENG,1. Premier League,10th,27.1,726,24,55,293,383,105,725,14,6,42.9,8,57.1,387,1225,417,13,12,6,78,30,593,160,Chris Wood,FW
2020-2021,28,Burnley,eng ENG,1. Premier League,17th,30.5,932,24,60,378,500,129,930,21,7,33.3,14,66.7,454,1580,609,17,13,14,79,44,764,217,Chris Wood,FW
2021-2022,29,Burnley,eng ENG,1. Premier League,18th,15.2,431,7,19,196,217,46,431,8,4,50.0,4,50.0,172,489,164,5,2,2,40,12,342,69,Chris Wood,FW
2021-2022,29,Newcastle Utd,eng ENG,1. Premier League,11th,14.7,461,14,41,243,178,49,460,10,2,20.0,8,80.0,193,559,144,5,7,1,44,8,356,60,Chris Wood,FW
2022-2023,30,Newcastle Utd,eng ENG,1. Premier League,4th,5.0,149,8,19,70,60,16,148,2,1,50.0,0,0.0,52,159,62,1,1,0,12,5,101,23,Chris Wood,FW
2022-2023,30,Nott'ham Forest,eng ENG,1. Premier League,16th,4.1,99,4,12,57,31,8,99,2,0,0.0,2,100.0,50,189,70,2,2,0,11,6,79,12,Chris Wood,FW
2023-2024,31,Nott'ham Forest,eng ENG,1. Premier League,17th,20.1,628,34,80,311,237,92,628,17,6,35.3,9,52.9,295,949,477,16,10,7,50,21,467,76,Chris Wood,FW
2024-2025,32,Nott'ham Forest,eng ENG,1. Premier League,3rd,16.5,386,19,47,191,149,50,384,7,2,28.6,4,57.1,198,766,312,12,6,4,40,10,297,40,Chris Wood,FW
2017-2018,16,Chelsea,eng ENG,Jr. PL2 — Div. 1,8th,8.2,,,,,,,,,,,,,,,,,,,,,,,Callum Hudson-Odoi,"FW,MF"
2017-2018,16,Chelsea,eng ENG,1. Premier League,5th,0.3,24,0,0,13,11,2,24,5,5,100.0,0,0.0,20,199,114,5,2,1,4,0,23,5,Callum Hudson-Odoi,"FW,MF"
2018-2019,17,Chelsea,eng ENG,Jr. PL2 — Div. 1,6th,5.0,,,,,,,,,,,,,,,,,,,,,,,Callum Hudson-Odoi,"FW,MF"
2018-2019,17,Chelsea,eng ENG,1. Premier League,3rd,4.4,283,5,35,101,151,23,283,17,12,70.6,5,29.4,197,1283,669,20,8,8,11,7,231,59,Callum Hudson-Odoi,"FW,MF"
2019-2020,18,Chelsea,eng ENG,Jr. PL2 — Div. 1,1st,1.5,,,,,,,,,,,,,,,,,,,,,,,Callum Hudson-Odoi,"FW,MF"
2019-2020,18,Chelsea,eng ENG,1. Premier League,4th,9.6,611,3,47,190,381,49,611,48,27,56.3,21,43.8,442,3068,1656,63,27,26,29,18,495,116,Callum Hudson-Odoi,"FW,MF"
2020-2021,19,Chelsea,eng ENG,1. Premier League,4th,11.8,775,8,85,226,473,58,775,29,15,51.7,14,48.3,477,3474,2076,89,39,30,14,15,604,155,Callum Hudson-Odoi,"FW,MF"
2021-2022,20,Chelsea,eng ENG,1. Premier League,3rd,10.7,497,8,37,166,303,56,497,26,16,61.5,10,38.5,344,2593,1577,67,31,30,22,20,400,102,Callum Hudson-Odoi,"FW,MF"
2022-2023,21,Leverkusen,de GER,1. Bundesliga,6th,6.7,288,6,32,145,117,10,288,28,14,50.0,10,35.7,193,1610,893,30,23,6,7,14,240,44,Callum Hudson-Odoi,"FW,MF"
2023-2024,22,Nott'ham Forest,eng ENG,1. Premier League,17th,20.6,930,19,129,297,523,77,930,80,43,53.8,27,33.8,646,5044,3054,111,57,39,34,33,701,171,Callum Hudson-Odoi,"FW,MF"
2024-2025,23,Nott'ham Forest,eng ENG,1. Premier League,3rd,14.6,619,7,61,189,381,45,619,40,23,57.5,12,30.0,398,3236,2056,80,36,28,27,19,478,124,Callum Hudson-Odoi,"FW,MF"
2016-2017,16,Wolves,eng ENG,2. Championship,15th,2.2,,,,,,,,,,,,,,,,,,,,,,,Morgan Gibbs-White,MF
2017-2018,17,Wolves,eng ENG,Jr. PL2 — Div. 2,9th,1.4,,,,,,,,,,,,,,,,,,,,,,,Morgan Gibbs-White,MF
2017-2018,17,Wolves,eng ENG,2. Championship,1st,2.8,,,,,,,,,,,,,,,,,,,,,,,Morgan Gibbs-White,MF
2018-2019,18,Wolves,eng ENG,1. Premier League,7th,7.4,411,2,58,232,125,14,411,19,12,63.2,7,36.8,235,1248,565,13,8,1,24,16,306,47,Morgan Gibbs-White,MF
2019-2020,19,Wolves,eng ENG,Jr. PL2 — Div. 1,12th,0.4,,,,,,,,,,,,,,,,,,,,,,,Morgan Gibbs-White,MF
2019-2020,19,Wolves,eng ENG,1. Premier League,7th,1.4,94,1,8,48,39,4,94,3,1,33.3,2,66.7,58,300,117,5,0,1,7,0,78,11,Morgan Gibbs-White,MF
2020-2021,20,Swansea City,eng ENG,2. Championship,4th,3.5,214,1,14,104,99,12,214,14,7,50.0,7,50.0,149,807,371,11,6,1,16,6,164,35,Morgan Gibbs-White,MF
2020-2021,20,Wolves,eng ENG,1. Premier League,13th,4.6,302,3,21,152,132,12,302,13,8,61.5,5,38.5,205,1118,547,15,15,2,18,5,237,27,Morgan Gibbs-White,MF
2021-2022,21,Sheffield Utd,eng ENG,2. Championship,5th,31.8,1896,12,107,804,1017,161,1896,110,47,42.7,63,57.3,1219,6246,2781,92,78,33,129,45,1493,314,Morgan Gibbs-White,MF
2021-2022,21,Wolves,eng ENG,1. Premier League,10th,0.1,14,0,4,3,7,3,14,0,0,,0,,4,6,4,0,0,0,0,0,7,2,Morgan Gibbs-White,MF
2022-2023,22,Wolves,eng ENG,1. Premier League,13th,2.0,119,1,18,53,49,4,119,8,2,25.0,5,62.5,62,257,137,4,3,1,3,1,82,12,Morgan Gibbs-White,MF
2022-2023,22,Nott'ham Forest,eng ENG,1. Premier League,16th,33.0,1447,20,169,626,680,76,1445,96,47,49.0,43,44.8,764,4463,2187,69,62,19,91,44,902,157,Morgan Gibbs-White,MF
2023-2024,23,Nott'ham Forest,eng ENG,1. Premier League,17th,35.1,1876,28,217,893,801,103,1875,115,44,38.3,55,47.8,1033,5636,2889,80,62,15,78,44,1234,181,Morgan Gibbs-White,MF
2024-2025,24,Nott'ham Forest,eng ENG,1. Premier League,3rd,12.9,698,17,85,333,291,44,698,43,21,48.8,19,44.2,410,2338,1296,36,26,6,29,22,521,53,Morgan Gibbs-White,MF
2019-2020,16,Newcastle Utd,eng ENG,Jr. PL2 — Div. 2,6th,5.5,,,,,,,,,,,,,,,,,,,,,,,Elliot Anderson,"MF,FW"
2020-2021,17,Newcastle Utd,eng ENG,Jr. PL2 — Div. 2,13th,9.0,,,,,,,,,,,,,,,,,,,,,,,Elliot Anderson,"MF,FW"
2020-2021,17,Newcastle Utd,eng ENG,1. Premier League,12th,0.0,2,0,0,1,1,1,2,0,0,,0,,1,1,0,0,0,0,0,0,1,1,Elliot Anderson,"MF,FW"
2021-2022,18,Newcastle Utd,eng ENG,Jr. PL2 — Div. 2,8th,5.9,,,,,,,,,,,,,,,,,,,,,,,Elliot Anderson,"MF,FW"
2021-2022,18,Bristol Rovers,eng ENG,4. League Two,3rd,19.5,,,,,,,,,,,,,,,,,,,,,,,Elliot Anderson,"MF,FW"
2022-2023,19,Newcastle Utd,eng ENG,1. Premier League,4th,4.6,286,7,44,99,151,39,286,29,10,34.5,13,44.8,160,970,522,23,15,12,9,10,182,35,Elliot Anderson,"MF,FW"
2023-2024,20,Newcastle Utd,eng ENG,1. Premier League,7th,11.4,640,23,109,278,267,46,640,43,21,48.8,18,41.9,364,2272,1213,37,23,4,28,22,416,70,Elliot Anderson,"MF,FW"
2024-2025,21,Nott'ham Forest,eng ENG,1. Premier League,3rd,12.6,768,35,174,335,273,41,768,45,22,48.9,18,40.0,398,2113,1019,26,17,12,28,19,454,51,Elliot Anderson,"MF,FW"
2016-2017,18,Barrow,eng ENG,5. National League,7th,15.5,,,,,,,,,,,,,,,,,,,,,,,Ryan Yates,MF
2016-2017,18,Shrewsbury,eng ENG,3. League One,18th,8.3,,,,,,,,,,,,,,,,,,,,,,,Ryan Yates,MF
2017-2018,19,Scunthorpe Utd,eng ENG,3. League One,5th,14.2,,,,,,,,,,,,,,,,,,,,,,,Ryan Yates,MF
2017-2018,19,Notts County,eng ENG,4. League Two,5th,24.7,,,,,,,,,,,,,,,,,,,,,,,Ryan Yates,MF
2018-2019,20,Nott'ham Forest,eng ENG,2. Championship,9th,13.6,637,28,150,382,114,22,637,8,3,37.5,5,62.5,313,1273,457,7,12,1,18,6,335,16,Ryan Yates,MF
2019-2020,21,Nott'ham Forest,eng ENG,2. Championship,7th,16.7,684,41,188,356,147,26,684,5,3,60.0,2,40.0,279,1135,498,11,7,1,23,11,398,26,Ryan Yates,MF
2020-2021,22,Nott'ham Forest,eng ENG,2. Championship,17th,30.2,1664,87,442,998,231,60,1664,9,7,77.8,2,22.2,796,3395,1466,15,16,2,21,20,931,39,Ryan Yates,MF
2021-2022,23,Nott'ham Forest,eng ENG,2. Championship,4th,40.8,2125,115,629,1187,333,62,2125,19,11,57.9,8,42.1,1050,4702,2055,29,19,2,36,17,1189,48,Ryan Yates,MF
2022-2023,24,Nott'ham Forest,eng ENG,1. Premier League,16th,20.4,790,66,235,418,143,34,790,9,4,44.4,3,33.3,303,1260,577,11,4,3,18,15,384,27,Ryan Yates,MF
2023-2024,25,Nott'ham Forest,eng ENG,1. Premier League,17th,22.1,1124,60,342,556,234,45,1124,9,4,44.4,4,44.4,457,2027,942,18,15,0,24,10,559,37,Ryan Yates,MF
2024-2025,26,Nott'ham Forest,eng ENG,1. Premier League,3rd,14.5,715,49,178,341,202,30,715,14,7,50.0,5,35.7,312,1443,603,12,14,1,14,15,390,10,Ryan Yates,MF
2018-2019,16,Manchester Utd,eng ENG,Jr. PL2 — Div. 2,6th,0.3,,,,,,,,,,,,,,,,,,,,,,,Anthony Elanga,"FW,MF"
2019-2020,17,Manchester Utd,eng ENG,Jr. PL2 — Div. 2,2nd,4.6,,,,,,,,,,,,,,,,,,,,,,,Anthony Elanga,"FW,MF"
2020-2021,18,Manchester Utd,eng ENG,1. Premier League,2nd,1.7,84,2,15,33,39,5,84,7,3,42.9,4,57.1,57,262,68,2,3,0,8,2,65,13,Anthony Elanga,"FW,MF"
2020-2021,18,Manchester Utd,eng ENG,Jr. PL2 — Div. 1,8th,15.6,,,,,,,,,,,,,,,,,,,,,,,Anthony Elanga,"FW,MF"
2021-2022,19,Manchester Utd,eng ENG,Jr. PL2 — Div. 1,6th,8.0,,,,,,,,,,,,,,,,,,,,,,,Anthony Elanga,"FW,MF"
2021-2022,19,Manchester Utd,eng ENG,1. Premier League,6th,13.5,619,11,111,214,296,56,619,31,11,35.5,20,64.5,354,2063,993,32,24,10,37,15,447,114,Anthony Elanga,"FW,MF"
2022-2023,20,Manchester Utd,eng ENG,1. Premier League,3rd,4.7,197,4,26,71,100,28,197,15,5,33.3,7,46.7,109,656,276,12,3,7,13,7,139,28,Anthony Elanga,"FW,MF"
2023-2024,21,Nott'ham Forest,eng ENG,1. Premier League,17th,27.0,1022,25,181,348,507,122,1022,76,28,36.8,42,55.3,625,4704,2514,98,54,42,67,22,740,196,Anthony Elanga,"FW,MF"
2024-2025,22,Nott'ham Forest,eng ENG,1. Premier League,3rd,11.6,452,22,75,132,253,43,452,32,7,21.9,14,43.8,233,1716,929,32,20,17,34,15,281,73,Anthony Elanga,"FW,MF"
2016-2017,18,Vélez Sarsfield,ar ARG,1. Primera Div,19th,8.0,493,8,69,291,141,6,493,7,5,71.4,2,28.6,248,995,435,8,8,1,18,8,280,14,Nicolás Domínguez,"MF,FW"
2017-2018,19,Vélez Sarsfield,ar ARG,1. Liga Argentina,14th,20.5,1331,35,206,858,284,25,1331,25,11,44.0,14,56.0,762,3501,1734,36,39,5,32,19,864,67,Nicolás Domínguez,"MF,FW"
2018-2019,20,Vélez Sarsfield,ar ARG,1. Liga Argentina,6th,24.4,1757,42,289,1161,328,42,1757,31,21,67.7,10,32.3,1018,5325,2640,52,43,2,50,35,1124,71,Nicolás Domínguez,"MF,FW"
2019-2020,21,Vélez Sarsfield,ar ARG,1. Liga Argentina,3rd,13.7,914,39,177,567,179,28,914,19,12,63.2,7,36.8,416,2538,1127,22,10,5,31,16,592,58,Nicolás Domínguez,"MF,FW"
2019-2020,21,Bologna,it ITA,1. Serie A,12th,7.8,492,16,110,280,105,7,492,6,4,66.7,2,33.3,250,1055,452,7,6,1,5,1,281,12,Nicolás Domínguez,"MF,FW"
2020-2021,22,Bologna,it ITA,1. Serie A,12th,13.9,893,49,224,491,191,21,893,9,9,100.0,0,0.0,423,2038,934,21,14,3,24,14,524,32,Nicolás Domínguez,"MF,FW"
2021-2022,23,Bologna,it ITA,1. Serie A,13th,22.4,1484,71,358,891,248,31,1484,34,14,41.2,20,58.8,717,3434,1417,18,21,1,34,21,904,44,Nicolás Domínguez,"MF,FW"
2022-2023,24,Bologna,it ITA,1. Serie A,9th,25.6,1703,47,308,991,419,37,1703,37,23,62.2,12,32.4,908,3910,1802,39,41,5,50,21,1170,84,Nicolás Domínguez,"MF,FW"
