Season,Age,Squad,Country,Comp,LgRank,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Player,Position
2019-2020,21,Toulouse,fr FRA,1. Ligue 1,20th,24.2,8,0,0,48,24,1,22,39,54,1,0,0,194,45,23,66.2,Ibrahim Sangaré,MF
2020-2021,22,Toulouse,fr FRA,2. Ligue 2,3rd,2.0,1,0,0,4,2,0,4,5,5,0,0,0,18,2,3,40.0,Ibrahim Sangaré,MF
2020-2021,22,PSV Eindhoven,nl NED,1. Eredivisie,2nd,25.3,7,0,0,42,19,1,7,61,69,0,0,0,249,65,31,67.7,Ibrahim Sangaré,MF
2021-2022,23,PSV Eindhoven,nl NED,1. Eredivisie,2nd,26.8,4,0,0,35,34,3,11,74,60,0,1,0,270,38,14,73.1,Ibrahim Sangaré,MF
2022-2023,24,PSV Eindhoven,nl NED,1. Eredivisie,2nd,25.6,5,0,0,34,26,2,15,22,34,0,0,2,248,40,24,62.5,Ibrahim Sangaré,MF
2023-2024,25,PSV Eindhoven,nl NED,1. Eredivisie,1st,2.0,0,0,0,1,3,0,0,2,0,0,0,0,21,1,3,25.0,Ibrahim Sangaré,MF
2023-2024,25,Nott'ham Forest,eng ENG,1. Premier League,17th,11.5,6,0,0,22,9,2,2,16,23,0,0,0,70,8,16,33.3,Ibrahim Sangaré,MF
2024-2025,26,Nott'ham Forest,eng ENG,1. Premier League,3rd,2.4,2,0,0,5,4,0,0,2,9,0,0,0,18,5,3,62.5,Ibrahim Sangaré,MF
2020-2021,19,Benfica,pt POR,1. Primeira Liga,3rd,1.0,0,0,0,2,1,0,0,0,3,0,0,0,3,6,1,85.7,Morato,DF
2021-2022,20,Benfica,pt POR,1. Primeira Liga,3rd,11.2,1,0,0,17,2,1,0,8,10,0,0,0,63,23,7,76.7,Morato,DF
2022-2023,21,Benfica,pt POR,1. Primeira Liga,1st,7.2,2,0,0,10,3,0,0,7,7,0,0,0,52,19,10,65.5,Morato,DF
2023-2024,22,Benfica,pt POR,1. Primeira Liga,2nd,16.9,2,0,0,20,9,3,18,17,33,0,2,0,105,24,20,54.5,Morato,DF
2024-2025,23,Benfica,pt POR,1. Primeira Liga,3rd,1.0,0,0,0,1,0,0,0,3,2,0,0,0,7,4,1,80.0,Morato,DF
2024-2025,23,Nott'ham Forest,eng ENG,1. Premier League,3rd,4.1,0,0,0,4,0,0,0,6,8,0,0,0,16,1,8,11.1,Morato,DF
2015-2016,17,FSV Frankfurt,de GER,2. 2. Bundesliga,17th,10.0,1,0,,15,,,,,,,,,,,,,Taiwo Awoniyi,FW
2016-2017,18,NEC Nijmegen,nl NED,1. Eredivisie,16th,10.7,2,0,0,11,0,0,0,0,0,0,0,0,,,,,Taiwo Awoniyi,FW
2017-2018,19,Excel Mouscron,be BEL,1. First Division A,13th,26.2,4,1,0,29,26,27,13,5,7,0,0,0,53,30,56,34.9,Taiwo Awoniyi,FW
2018-2019,20,Excel Mouscron,be BEL,1. First Division A,14th,7.9,1,0,0,12,15,13,2,3,4,1,0,0,21,12,24,33.3,Taiwo Awoniyi,FW
2018-2019,20,Gent,be BEL,1. First Division A,5th,6.3,0,0,0,8,7,5,0,1,4,1,0,0,14,8,25,24.2,Taiwo Awoniyi,FW
2019-2020,21,Mainz 05,de GER,1. Bundesliga,13th,5.4,1,0,0,5,3,3,9,2,0,0,1,0,21,15,22,40.5,Taiwo Awoniyi,FW
2020-2021,22,Union Berlin,de GER,1. Bundesliga,7th,15.1,0,0,0,22,20,15,4,3,3,1,0,0,44,33,76,30.3,Taiwo Awoniyi,FW
2021-2022,23,Union Berlin,de GER,1. Bundesliga,5th,24.2,1,0,0,25,23,21,10,2,7,1,0,1,82,54,101,34.8,Taiwo Awoniyi,FW
2022-2023,24,Nott'ham Forest,eng ENG,1. Premier League,16th,15.6,2,0,0,24,19,15,3,4,10,0,0,0,56,20,61,24.7,Taiwo Awoniyi,FW
2023-2024,25,Nott'ham Forest,eng ENG,1. Premier League,17th,11.6,2,0,0,9,16,13,1,1,7,0,0,0,33,21,48,30.4,Taiwo Awoniyi,FW
2024-2025,26,Nott'ham Forest,eng ENG,1. Premier League,3rd,2.5,0,0,0,7,7,0,1,0,1,0,0,0,11,7,15,31.8,Taiwo Awoniyi,FW
2024-2025,24,Nott'ham Forest,eng ENG,1. Premier League,3rd,2.5,0,0,0,6,4,3,7,3,2,0,0,0,14,3,4,42.9,Ramón Sosa,"FW,MF"
2010-2011,19,Auxerre,fr FRA,1. Ligue 1,9th,8.0,1,0,,15,,,,,,,,,,,,,Willy Boly,DF
2011-2012,20,Auxerre,fr FRA,1. Ligue 1,20th,31.7,4,1,,41,,,,,,,,,,,,,Willy Boly,DF
2012-2013,21,Auxerre,fr FRA,2. Ligue 2,9th,23.6,3,0,,,,,,,,,,,,,,,Willy Boly,DF
2013-2014,22,Auxerre,fr FRA,2. Ligue 2,16th,29.5,5,1,,,,,,,,,,,,,,,Willy Boly,DF
2014-2015,23,Auxerre,fr FRA,2. Ligue 2,9th,1.0,1,0,,,,,,,,,,,,,,,Willy Boly,DF
2015-2016,24,Braga,pt POR,1. Primeira Liga,4th,21.3,7,2,,25,,,,,,,,,,,,,Willy Boly,DF
2016-2017,25,Braga,pt POR,1. Primeira Liga,5th,3.0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,Willy Boly,DF
2016-2017,25,Porto,pt POR,1. Primeira Liga,2nd,4.0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,Willy Boly,DF
2017-2018,26,Wolves,eng ENG,2. Championship,1st,35.5,2,0,0,43,9,1,1,73,56,0,0,0,,,,,Willy Boly,DF
2018-2019,27,Wolves,eng ENG,1. Premier League,7th,35.2,2,1,0,29,14,3,0,72,52,0,0,0,213,136,62,68.7,Willy Boly,DF
2019-2020,28,Wolves,eng ENG,1. Premier League,7th,22.0,3,1,1,24,8,1,2,39,33,0,0,0,117,86,29,74.8,Willy Boly,DF
2020-2021,29,Wolves,eng ENG,1. Premier League,13th,20.9,2,0,0,15,8,0,0,32,20,0,1,0,88,55,25,68.8,Willy Boly,DF
2021-2022,30,Wolves,eng ENG,1. Premier League,10th,10.0,1,0,0,7,2,1,0,14,19,0,1,0,62,20,20,50.0,Willy Boly,DF
2022-2023,31,Nott'ham Forest,eng ENG,1. Premier League,16th,7.6,2,0,0,5,5,3,0,12,6,0,0,0,40,15,9,62.5,Willy Boly,DF
2023-2024,32,Nott'ham Forest,eng ENG,1. Premier League,17th,16.0,3,1,1,20,2,1,1,25,29,0,0,0,86,57,26,68.7,Willy Boly,DF
2024-2025,33,Nott'ham Forest,eng ENG,1. Premier League,3rd,1.3,1,0,0,1,0,0,0,2,1,0,0,0,2,5,2,71.4,Willy Boly,DF
2022-2023,21,Nott'ham Forest,eng ENG,1. Premier League,16th,10.8,1,0,0,4,3,2,3,9,7,0,0,0,60,4,14,22.2,Danilo,MF
2023-2024,22,Nott'ham Forest,eng ENG,1. Premier League,17th,19.9,4,0,0,13,9,2,26,35,18,0,1,0,118,14,10,58.3,Danilo,MF
2024-2025,23,Nott'ham Forest,eng ENG,1. Premier League,3rd,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Danilo,MF
2014-2015,18,Swindon Town,eng ENG,3. League One,4th,21.6,4,0,,12,,,,,,,,,,,,,Harry Toffolo,DF
2015-2016,19,Rotherham Utd,eng ENG,2. Championship,21st,6.1,2,0,,7,,,,,,,,,,,,,Harry Toffolo,DF
2015-2016,19,P'borough Utd,eng ENG,3. League One,13th,5.4,2,0,,5,,,,,,,,,,,,,Harry Toffolo,DF
2016-2017,20,Scunthorpe Utd,eng ENG,3. League One,3rd,20.6,3,2,1,18,0,0,0,0,0,0,0,0,,,,,Harry Toffolo,DF
2017-2018,21,Doncaster,eng ENG,3. League One,15th,10.5,0,0,0,6,0,0,0,0,0,0,0,0,,,,,Harry Toffolo,DF
2017-2018,21,Norwich City,eng ENG,Jr. PL2 — Div. 2,7th,1.8,1,0,0,,,,,,,,,0,,,,,Harry Toffolo,DF
2018-2019,22,Lincoln City,eng ENG,4. League Two,1st,45.6,9,0,0,,,,,,,,,0,,,,,Harry Toffolo,DF
2019-2020,23,Lincoln City,eng ENG,3. League One,16th,26.0,3,0,0,26,26,1,72,50,22,0,0,1,,,,,Harry Toffolo,DF
2019-2020,23,Huddersfield,eng ENG,2. Championship,18th,19.0,2,0,0,20,23,0,86,18,22,0,0,0,88,22,31,41.5,Harry Toffolo,DF
2020-2021,24,Huddersfield,eng ENG,2. Championship,20th,29.7,3,1,0,34,41,5,108,60,15,0,0,0,129,41,37,52.6,Harry Toffolo,DF
2021-2022,25,Huddersfield,eng ENG,2. Championship,3rd,39.6,4,0,0,24,27,2,124,32,31,0,0,0,160,57,48,54.3,Harry Toffolo,DF
2022-2023,26,Nott'ham Forest,eng ENG,1. Premier League,16th,10.4,2,0,0,10,5,0,29,10,8,0,1,0,54,13,14,48.1,Harry Toffolo,DF
2023-2024,27,Nottingham Forest,eng ENG,Jr. PL2,,1.2,0,0,0,,,,,,,,,0,,,,,Harry Toffolo,DF
2023-2024,27,Nott'ham Forest,eng ENG,1. Premier League,17th,16.2,3,0,0,17,2,0,47,14,14,0,0,0,57,25,15,62.5,Harry Toffolo,DF
2024-2025,28,Nott'ham Forest,eng ENG,1. Premier League,3rd,0.5,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,100.0,Harry Toffolo,DF
2021-2022,15,St. Pauli U17,de GER,Jr. U17 Bundesliga,11th,13.7,4,1,1,,,,,,,,,0,,,,,Eric da Silva Moreira,"MF,DF"
2022-2023,16,St. Pauli U19,de GER,Jr. U19 Bundesliga,17th,11.1,2,0,0,,,,,,,,,0,,,,,Eric da Silva Moreira,"MF,DF"
2023-2024,17,St. Pauli U19,de GER,Jr. U19 Bundesliga,24th,3.2,1,0,0,,,,,,,,,0,,,,,Eric da Silva Moreira,"MF,DF"
2023-2024,17,St. Pauli,de GER,2. 2. Bundesliga,1st,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Eric da Silva Moreira,"MF,DF"
2024-2025,18,Nottingham Forest,eng ENG,Jr. PL2,10th,1.0,1,0,0,,,,,,,,,0,,,,,Eric da Silva Moreira,"MF,DF"
2024-2025,18,Nott'ham Forest,eng ENG,1. Premier League,3rd,0.3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,,Eric da Silva Moreira,"MF,DF"
2022-2023,16,Nottingham Forest,eng ENG,Jr. PL2 — Div. 2,3rd,13.0,3,0,0,,,,,,,,,0,Matches,Zach Abbott,DF,,,
2023-2024,17,Nottingham Forest,eng ENG,Jr. PL2,,20.0,4,0,0,,,,,,,,,0,Matches,Zach Abbott,DF,,,
2024-2025,18,Nottingham Forest,eng ENG,Jr. PL2,10th,9.0,1,0,0,,,,,,,,,0,Matches,Zach Abbott,DF,,,
2018-2019,16,Norwich City,eng ENG,Jr. PL2 — Div. 2,11th,1.0,0,0,0,,,,,,,,,0,,,,,Andrew Omobamidele,DF
2019-2020,17,Norwich City,eng ENG,Jr. PL2 — Div. 2,11th,7.9,3,1,1,,,,,,,,,0,,,,,Andrew Omobamidele,DF
2020-2021,18,Norwich City,eng ENG,Jr. PL2 — Div. 2,11th,14.5,1,0,0,,,,,,,,,0,,,,,Andrew Omobamidele,DF
2020-2021,18,Norwich City,eng ENG,2. Championship,1st,7.9,0,0,0,3,6,0,0,7,5,0,0,0,37,12,5,70.6,Andrew Omobamidele,DF
2021-2022,19,Norwich City,eng ENG,1. Premier League,20th,4.2,1,0,0,3,5,0,0,5,6,0,0,0,29,5,10,33.3,Andrew Omobamidele,DF
2022-2023,20,Norwich City,eng ENG,2. Championship,13th,28.5,7,0,0,20,25,0,1,26,27,0,0,0,186,63,44,58.9,Andrew Omobamidele,DF
2023-2024,21,Norwich City,eng ENG,2. Championship,6th,0.2,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,66.7,Andrew Omobamidele,DF
2023-2024,21,Nott'ham Forest,eng ENG,1. Premier League,17th,8.7,2,0,0,6,3,0,0,13,3,0,0,1,21,7,10,41.2,Andrew Omobamidele,DF
