Season,Age,Squad,Country,Comp,LgRank,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Player,Position
2023-2024,25,Bologna,it ITA,1. Serie A,5th,2,102,51,3.0,1.1,1,71,0,1,31,0,0.50,0,3,-3,-2.65,-3.33,1.0,0.9,+0.1,+0.07,-0.22,Nicolás Domínguez,"MF,FW"
2023-2024,25,Nott'ham Forest,eng ENG,1. Premier League,17th,26,1495,58,43.7,16.6,19,74,3,7,12,6,0.92,16,27,-11,-0.66,-0.33,18.6,20.8,-2.2,-0.13,-0.08,Nicolás Domínguez,"MF,FW"
2024-2025,26,Nott'ham Forest,eng ENG,1. Premier League,3rd,16,897,56,52.5,10.0,10,77,5,6,21,2,2.00,10,11,-1,-0.10,-0.99,10.9,11.9,-1.0,-0.10,-0.59,Nicolás Domínguez,"MF,FW"
2013-2014,20,Mallorca,es ESP,2. La Liga 2,17th,31,1801,58,47.6,20.0,19,,,12,,,,,,,,,,,,,,Álex Moreno,DF
2014-2015,21,Rayo Vallecano,es ESP,1. La Liga,11th,11,463,42,13.5,5.1,4,,1,7,,10,0.91,6,9,-3,-0.58,0.00,,,,,,Álex Moreno,DF
2015-2016,22,Elche,es ESP,2. La Liga 2,11th,40,2692,67,71.2,29.9,33,,13,7,,0,1.40,30,26,+4,+0.13,+0.96,,,,,,Álex Moreno,DF
2016-2017,23,Rayo Vallecano,es ESP,2. La Liga 2,12th,37,2689,73,71.1,29.9,29,,23,8,,2,1.19,35,37,-2,-0.07,-0.23,,,,,,Álex Moreno,DF
2017-2018,24,Rayo Vallecano,es ESP,2. La Liga 2,1st,40,3501,88,92.6,38.9,39,,38,1,,1,1.83,66,43,+23,+0.59,+1.88,66.4,42.3,+24.2,+0.62,+0.71,Álex Moreno,DF
2018-2019,25,Rayo Vallecano,es ESP,1. La Liga,20th,36,3136,87,91.7,34.8,36,87,32,0,,0,0.86,36,60,-24,-0.69,+0.90,44.8,53.4,-8.7,-0.25,+0.59,Álex Moreno,DF
2019-2020,26,Betis,es ESP,1. La Liga,15th,31,2265,73,66.2,25.2,25,86,19,6,21,3,1.10,35,41,-6,-0.24,+0.23,36.4,34.6,+1.8,+0.07,+0.51,Álex Moreno,DF
2020-2021,27,Betis,es ESP,1. La Liga,6th,23,1786,78,52.2,19.8,20,86,17,3,22,13,1.39,27,32,-5,-0.25,-0.53,25.4,28.8,-3.4,-0.17,-0.48,Álex Moreno,DF
2021-2022,28,Betis,es ESP,1. La Liga,5th,30,2404,80,70.3,26.7,28,84,22,2,22,2,1.80,49,30,+19,+0.71,+0.45,41.0,31.9,+9.2,+0.34,+0.26,Álex Moreno,DF
2022-2023,29,Betis,es ESP,1. La Liga,6th,15,1350,90,39.5,15.0,15,90,15,0,,1,1.80,19,13,+6,+0.40,+0.44,18.4,17.6,+0.8,+0.05,+0.03,Álex Moreno,DF
2022-2023,29,Aston Villa,eng ENG,1. Premier League,7th,19,1329,70,38.9,14.8,14,81,5,5,40,0,1.89,23,10,+13,+0.88,+1.22,19.7,18.6,+1.1,+0.07,+0.21,Álex Moreno,DF
2023-2024,30,Aston Villa,eng ENG,1. Premier League,4th,21,1031,49,30.1,11.5,11,80,5,10,16,4,1.67,24,20,+4,+0.35,-0.07,20.3,18.2,+2.1,+0.18,+0.13,Álex Moreno,DF
2024-2025,31,Nott'ham Forest,eng ENG,1. Premier League,3rd,11,788,72,46.1,8.8,10,78,2,1,13,3,1.55,11,13,-2,-0.23,-1.11,9.5,10.3,-0.8,-0.09,-0.51,Álex Moreno,DF
2017-2018,16,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,4,360,90,18.2,4.0,4,90,4,0,,2,0.25,2,8,-6,-1.50,-2.72,,,,,,Neco Williams,DF
2018-2019,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,8,720,90,36.4,8.0,8,90,8,0,,1,1.13,12,11,+1,+0.12,-0.59,,,,,,Neco Williams,DF
2019-2020,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,11,763,69,49.9,8.5,8,90,8,3,14,0,1.36,18,22,-4,-0.47,-0.94,,,,,,Neco Williams,DF
2019-2020,18,Liverpool,eng ENG,1. Premier League,1st,6,230,38,6.7,2.6,3,66,0,3,11,9,2.17,5,2,+3,+1.17,-0.21,3.2,1.9,+1.3,+0.52,-0.33,Neco Williams,DF
2020-2021,19,Liverpool,eng ENG,1. Premier League,3rd,6,249,42,7.3,2.8,3,62,0,3,21,25,1.83,5,1,+4,+1.45,+0.82,4.6,4.1,+0.6,+0.21,-0.47,Neco Williams,DF
2021-2022,20,Liverpool,eng ENG,1. Premier League,2nd,1,8,8,0.2,0.1,0,,0,1,8,12,3.00,1,0,+1,+11.25,+9.48,0.7,0.4,+0.3,+3.65,+2.21,Neco Williams,DF
2021-2022,20,Fulham,eng ENG,2. Championship,1st,14,1192,85,28.8,13.2,14,85,8,0,,0,1.79,22,11,+11,+0.83,-0.76,24.9,11.9,+13.1,+0.99,-0.19,Neco Williams,DF
2022-2023,21,Nott'ham Forest,eng ENG,1. Premier League,16th,31,1882,61,55.0,20.9,20,85,15,11,16,2,0.94,18,41,-23,-1.10,-0.69,22.6,38.8,-16.2,-0.77,-0.26,Neco Williams,DF
2023-2024,22,Nott'ham Forest,eng ENG,1. Premier League,17th,26,1637,63,47.9,18.2,18,85,14,8,13,5,0.92,23,33,-10,-0.55,-0.15,25.6,22.9,+2.7,+0.15,+0.45,Neco Williams,DF
2024-2025,23,Nott'ham Forest,eng ENG,1. Premier League,3rd,16,909,57,53.2,10.1,9,87,6,7,17,3,2.13,15,6,+9,+0.89,+1.12,13.3,9.2,+4.1,+0.41,+0.47,Neco Williams,DF
2012-2013,17,Southampton,eng ENG,1. Premier League,14th,15,494,33,14.4,5.5,4,,3,11,,,,,,,,,,,,,,James Ward-Prowse,MF
2013-2014,18,Southampton,eng ENG,1. Premier League,8th,34,1615,48,47.2,17.9,16,,9,18,,,,,,,,,,,,,,James Ward-Prowse,MF
2014-2015,19,Southampton,eng ENG,1. Premier League,7th,25,1477,59,43.2,16.4,16,,6,9,,2,1.64,24,14,+10,+0.61,+0.10,,,,,,James Ward-Prowse,MF
2015-2016,20,Southampton,eng ENG,1. Premier League,6th,33,1545,47,45.2,17.2,14,,9,19,,5,1.67,28,18,+10,+0.58,+0.20,,,,,,James Ward-Prowse,MF
2016-2017,21,Southampton,eng ENG,1. Premier League,8th,30,1883,63,55.1,20.9,22,,13,8,,5,1.17,21,26,-5,-0.24,-0.12,,,,,,James Ward-Prowse,MF
2017-2018,22,Southampton,eng ENG,Jr. PL2 — Div. 2,6th,2,180,90,10.5,2.0,2,90,2,0,,0,1.50,9,6,+3,+1.50,+1.44,,,,,,James Ward-Prowse,MF
2017-2018,22,Southampton,eng ENG,1. Premier League,17th,30,1716,57,50.2,19.1,20,,10,10,,7,0.93,20,29,-9,-0.47,+0.06,19.4,21.0,-1.5,-0.08,+0.12,James Ward-Prowse,MF
2018-2019,23,Southampton,eng ENG,1. Premier League,16th,26,1945,75,56.9,21.6,21,89,19,5,15,9,1.04,28,41,-13,-0.60,-0.17,27.2,33.3,-6.0,-0.28,-0.15,James Ward-Prowse,MF
2019-2020,24,Southampton,eng ENG,1. Premier League,11th,38,3420,90,100.0,38.0,38,90,38,0,,0,1.37,51,60,-9,-0.24,,56.1,52.8,+3.3,+0.09,,James Ward-Prowse,MF
2020-2021,25,Southampton,eng ENG,1. Premier League,15th,38,3420,90,100.0,38.0,38,90,38,0,,0,1.13,47,68,-21,-0.55,,41.2,53.1,-11.8,-0.31,,James Ward-Prowse,MF
2021-2022,26,Southampton,eng ENG,1. Premier League,15th,36,3215,89,94.0,35.7,36,89,34,0,,0,1.00,40,63,-23,-0.64,-0.20,41.3,57.0,-15.7,-0.44,-0.65,James Ward-Prowse,MF
2022-2023,27,Southampton,eng ENG,1. Premier League,20th,38,3371,89,98.6,37.5,38,89,36,0,,0,0.66,36,72,-36,-0.96,+0.88,37.5,59.6,-22.1,-0.59,+1.16,James Ward-Prowse,MF
2023-2024,28,Southampton,eng ENG,2. Championship,4th,1,90,90,2.2,1.0,1,90,1,0,,0,3.00,2,1,+1,+1.00,+0.49,1.4,0.5,+0.8,+0.84,+0.18,James Ward-Prowse,MF
2023-2024,28,West Ham,eng ENG,1. Premier League,9th,37,3001,81,87.7,33.3,34,86,28,3,23,0,1.38,52,65,-13,-0.39,-0.18,45.0,62.7,-17.7,-0.53,-0.31,James Ward-Prowse,MF
2024-2025,29,West Ham,eng ENG,1. Premier League,14th,1,18,18,1.0,0.2,0,,0,1,18,1,0.00,0,1,-1,-5.00,-4.29,0.9,0.3,+0.6,+3.43,+3.87,James Ward-Prowse,MF
2024-2025,29,Nott'ham Forest,eng ENG,1. Premier League,3rd,8,397,50,23.2,4.4,5,75,2,3,7,6,1.38,3,7,-4,-0.91,-1.66,3.4,5.3,-2.0,-0.45,-0.82,James Ward-Prowse,MF
2022-2023,22,Vitória,pt POR,1. Primeira Liga,6th,30,1599,53,52.3,17.8,22,65,0,8,22,2,1.73,20,14,+6,+0.34,+1.02,20.5,19.7,+0.8,+0.05,+0.47,Jota Silva,"FW,MF"
2023-2024,23,Vitória,pt POR,1. Primeira Liga,5th,33,2778,84,90.8,30.9,32,86,16,1,32,0,1.88,48,31,+17,+0.55,+1.51,40.9,33.0,+7.9,+0.26,+0.90,Jota Silva,"FW,MF"
2024-2025,24,Nott'ham Forest,eng ENG,1. Premier League,3rd,18,542,30,31.7,6.0,3,72,0,15,22,1,2.00,10,9,+1,+0.17,-0.30,7.9,7.7,+0.2,+0.04,-0.22,Jota Silva,"FW,MF"
2016-2017,18,Toulouse,fr FRA,1. Ligue 1,13th,5,262,52,7.7,2.9,3,,2,2,,9,1.00,2,3,-1,-0.34,-0.26,,,,,,Ibrahim Sangaré,MF
2017-2018,19,Toulouse,fr FRA,1. Ligue 1,18th,20,1588,79,46.4,17.6,18,87,15,2,14,8,1.15,21,25,-4,-0.23,+0.36,21.6,25.1,-3.5,-0.20,-0.05,Ibrahim Sangaré,MF
2018-2019,20,Toulouse,fr FRA,1. Ligue 1,16th,28,2467,88,72.1,27.4,27,90,27,1,37,0,1.04,27,41,-14,-0.51,+0.24,34.2,41.5,-7.3,-0.27,+0.06,Ibrahim Sangaré,MF
2019-2020,21,Toulouse,fr FRA,1. Ligue 1,20th,25,2175,87,86.3,24.2,25,87,23,0,,0,0.40,15,52,-37,-1.53,-1.79,27.0,40.8,-13.7,-0.57,-0.53,Ibrahim Sangaré,MF
2020-2021,22,Toulouse,fr FRA,2. Ligue 2,3rd,2,180,90,5.3,2.0,2,90,2,0,,0,0.00,3,6,-3,-1.50,-2.39,3.5,3.1,+0.4,+0.18,-0.35,Ibrahim Sangaré,MF
2020-2021,22,PSV Eindhoven,nl NED,1. Eredivisie,2nd,29,2280,79,74.5,25.3,25,88,20,4,19,0,2.10,58,30,+28,+1.11,-0.16,56.7,23.6,+33.1,+1.31,+0.73,Ibrahim Sangaré,MF
2021-2022,23,PSV Eindhoven,nl NED,1. Eredivisie,2nd,29,2416,83,79.0,26.8,26,89,25,3,31,0,2.48,74,33,+41,+1.53,+1.11,63.6,30.5,+33.1,+1.23,+0.73,Ibrahim Sangaré,MF
2022-2023,24,PSV Eindhoven,nl NED,1. Eredivisie,2nd,29,2303,79,75.3,25.6,26,86,21,3,23,2,2.14,61,30,+31,+1.21,-0.93,55.3,27.1,+28.2,+1.10,-1.42,Ibrahim Sangaré,MF
2023-2024,25,PSV Eindhoven,nl NED,1. Eredivisie,1st,2,180,90,5.9,2.0,2,90,2,0,,0,3.00,5,1,+4,+2.00,-0.69,4.9,2.9,+2.0,+1.01,-1.14,Ibrahim Sangaré,MF
2023-2024,25,Nott'ham Forest,eng ENG,1. Premier League,17th,17,1035,61,30.3,11.5,13,73,4,4,20,7,0.88,12,16,-4,-0.35,+0.18,13.9,15.0,-1.2,-0.10,-0.02,Ibrahim Sangaré,MF
2024-2025,26,Nott'ham Forest,eng ENG,1. Premier League,3rd,3,212,71,12.4,2.4,3,71,1,0,,0,1.67,2,2,0,0.00,-0.42,3.2,2.0,+1.2,+0.52,+0.39,Ibrahim Sangaré,MF
2020-2021,19,Benfica,pt POR,1. Primeira Liga,3rd,2,91,46,3.0,1.0,1,90,1,1,1,4,3.00,3,1,+2,+1.98,+0.77,1.9,0.8,+1.0,+1.02,-0.09,Morato,DF
2021-2022,20,Benfica,pt POR,1. Primeira Liga,3rd,14,1012,72,33.1,11.2,10,88,9,4,32,18,2.50,28,7,+21,+1.87,+0.68,27.6,9.9,+17.7,+1.58,+0.57,Morato,DF
2022-2023,21,Benfica,pt POR,1. Primeira Liga,1st,9,648,72,21.2,7.2,7,90,7,2,9,15,3.00,23,4,+19,+2.64,+1.03,20.9,3.3,+17.5,+2.44,+0.70,Morato,DF
2023-2024,22,Benfica,pt POR,1. Primeira Liga,2nd,21,1525,73,49.8,16.9,17,85,13,4,20,13,2.33,41,14,+27,+1.59,+0.30,38.4,18.3,+20.1,+1.19,-0.27,Morato,DF
2024-2025,23,Benfica,pt POR,1. Primeira Liga,3rd,1,90,90,5.9,1.0,1,90,1,0,,2,0.00,0,2,-2,-2.00,-3.81,0.8,1.5,-0.7,-0.70,-1.97,Morato,DF
2024-2025,23,Nott'ham Forest,eng ENG,1. Premier League,3rd,12,371,31,21.7,4.1,2,90,2,10,19,3,2.42,6,1,+5,+1.21,+1.08,4.2,4.0,+0.3,+0.06,-0.16,Morato,DF
2015-2016,17,FSV Frankfurt,de GER,2. 2. Bundesliga,17th,13,898,69,29.3,10.0,10,,4,3,,6,0.69,12,20,-8,-0.80,-0.05,,,,,,Taiwo Awoniyi,FW
2016-2017,18,NEC Nijmegen,nl NED,1. Eredivisie,16th,18,961,53,31.4,10.7,9,,4,9,,10,0.78,7,24,-17,-1.59,-1.16,,,,,,Taiwo Awoniyi,FW
2017-2018,19,Excel Mouscron,be BEL,1. First Division A,13th,29,2356,81,87.3,26.2,26,,15,3,,0,1.00,36,47,-11,-0.42,+1.15,26.7,36.3,-9.6,-0.40,+0.76,Taiwo Awoniyi,FW
2018-2019,20,Excel Mouscron,be BEL,1. First Division A,14th,9,709,79,26.3,7.9,8,85,4,1,26,0,2.56,16,5,+11,+1.40,+2.03,14.6,11.1,+3.6,+0.45,+0.58,Taiwo Awoniyi,FW
2018-2019,20,Gent,be BEL,1. First Division A,5th,16,565,35,15.7,6.3,5,74,2,11,18,3,1.38,14,14,0,0.00,-0.09,11.7,8.2,+3.6,+0.57,+0.44,Taiwo Awoniyi,FW
2019-2020,21,Mainz 05,de GER,1. Bundesliga,13th,12,483,40,15.8,5.4,5,62,2,7,25,8,0.67,7,9,-2,-0.37,+0.29,9.6,8.4,+1.3,+0.23,+0.68,Taiwo Awoniyi,FW
2020-2021,22,Union Berlin,de GER,1. Bundesliga,7th,21,1359,65,44.4,15.1,16,77,3,5,26,1,1.48,22,17,+5,+0.33,+0.23,19.1,19.4,-0.3,-0.02,-0.25,Taiwo Awoniyi,FW
2021-2022,23,Union Berlin,de GER,1. Bundesliga,5th,31,2174,70,71.0,24.2,29,73,1,2,26,0,1.61,33,31,+2,+0.08,-0.32,32.7,26.6,+6.1,+0.25,0.00,Taiwo Awoniyi,FW
2022-2023,24,Nott'ham Forest,eng ENG,1. Premier League,16th,27,1404,52,41.1,15.6,17,71,0,10,19,2,0.93,19,29,-10,-0.64,+0.25,17.9,25.9,-8.1,-0.52,+0.24,Taiwo Awoniyi,FW
2023-2024,25,Nott'ham Forest,eng ENG,1. Premier League,17th,20,1042,52,30.5,11.6,12,74,1,8,19,0,1.05,17,21,-4,-0.35,+0.18,13.1,16.2,-3.0,-0.26,-0.25,Taiwo Awoniyi,FW
2024-2025,26,Nott'ham Forest,eng ENG,1. Premier League,3rd,14,224,16,13.1,2.5,2,54,0,12,10,5,1.86,0,3,-3,-1.21,-1.81,2.4,2.9,-0.5,-0.19,-0.43,Taiwo Awoniyi,FW
2024-2025,24,Nott'ham Forest,eng ENG,1. Premier League,3rd,12,222,19,13.0,2.5,1,68,0,11,14,3,1.67,3,2,+1,+0.41,+0.04,2.9,1.4,+1.5,+0.62,+0.49,Ramón Sosa,"FW,MF"
2010-2011,19,Auxerre,fr FRA,1. Ligue 1,9th,8,720,90,21.1,8.0,8,,8,0,,,,,,,,,,,,,,Willy Boly,DF
2011-2012,20,Auxerre,fr FRA,1. Ligue 1,20th,33,2850,86,83.3,31.7,32,,29,1,,,,,,,,,,,,,,Willy Boly,DF
2012-2013,21,Auxerre,fr FRA,2. Ligue 2,9th,25,2120,85,62.0,23.6,24,,,1,,,,,,,,,,,,,,Willy Boly,DF
2013-2014,22,Auxerre,fr FRA,2. Ligue 2,16th,30,2651,88,77.5,29.5,30,,,0,,,,,,,,,,,,,,Willy Boly,DF
2014-2015,23,Auxerre,fr FRA,2. Ligue 2,9th,1,90,90,2.6,1.0,1,,1,0,,4,0.00,0,1,-1,-1.00,-1.19,,,,,,Willy Boly,DF
2014-2015,23,Braga,pt POR,1. Primeira Liga,4th,0,,,,,0,,0,0,,3,,,,,,,,,,,,Willy Boly,DF
2015-2016,24,Braga,pt POR,1. Primeira Liga,4th,22,1914,87,62.5,21.3,21,,18,1,,6,1.86,31,10,+21,+0.99,+1.14,,,,,,Willy Boly,DF
2016-2017,25,Braga,pt POR,1. Primeira Liga,5th,3,270,90,8.8,3.0,3,,3,0,,0,2.33,5,2,+3,+1.00,+0.61,,,,,,Willy Boly,DF
2016-2017,25,Porto,pt POR,1. Primeira Liga,2nd,4,360,90,11.8,4.0,4,,4,0,,25,2.50,8,1,+7,+1.75,+0.25,,,,,,Willy Boly,DF
2017-2018,26,Wolves,eng ENG,2. Championship,1st,36,3197,89,77.2,35.5,36,,33,0,,1,2.22,64,24,+40,+1.13,+0.84,,,,,,Willy Boly,DF
2018-2019,27,Wolves,eng ENG,1. Premier League,7th,36,3167,88,92.6,35.2,36,88,34,0,,0,1.42,40,41,-1,-0.03,-0.74,47.9,38.0,+9.9,+0.28,+0.23,Willy Boly,DF
2019-2020,28,Wolves,eng ENG,1. Premier League,7th,22,1979,90,57.9,22.0,22,90,21,0,,1,1.64,26,15,+11,+0.50,+0.50,28.3,21.1,+7.2,+0.33,-0.23,Willy Boly,DF
2020-2021,29,Wolves,eng ENG,1. Premier League,13th,21,1879,89,54.9,20.9,21,89,20,0,,5,1.29,19,29,-10,-0.48,-0.13,18.7,26.1,-7.4,-0.35,-0.03,Willy Boly,DF
2021-2022,30,Wolves,eng ENG,1. Premier League,10th,10,900,90,26.3,10.0,10,90,10,0,,14,0.80,13,20,-7,-0.70,-0.77,9.5,18.0,-8.6,-0.86,-0.47,Willy Boly,DF
2022-2023,31,Wolves,eng ENG,1. Premier League,13th,0,,,,,0,,0,0,,3,,,,,,,,,,,,Willy Boly,DF
2022-2023,31,Nott'ham Forest,eng ENG,1. Premier League,16th,11,685,62,20.0,7.6,9,74,5,2,11,9,1.64,6,10,-4,-0.53,+0.33,6.8,10.2,-3.5,-0.46,+0.25,Willy Boly,DF
2023-2024,32,Nott'ham Forest,eng ENG,1. Premier League,17th,20,1438,72,42.0,16.0,18,79,11,2,10,3,1.00,17,23,-6,-0.38,+0.17,20.6,23.2,-2.5,-0.16,-0.12,Willy Boly,DF
2024-2025,33,Nott'ham Forest,eng ENG,1. Premier League,3rd,4,114,29,6.7,1.3,1,90,1,3,8,11,2.50,1,1,0,0.00,-0.39,1.7,1.7,+0.1,+0.04,-0.15,Willy Boly,DF
2022-2023,21,Nott'ham Forest,eng ENG,1. Premier League,16th,13,976,75,28.5,10.8,12,78,5,1,46,3,1.23,17,17,0,0.00,+1.10,11.8,20.1,-8.3,-0.77,-0.15,Danilo,MF
2023-2024,22,Nott'ham Forest,eng ENG,1. Premier League,17th,29,1792,62,52.4,19.9,20,80,7,9,20,2,1.03,31,42,-11,-0.55,-0.17,30.4,28.1,+2.3,+0.11,+0.42,Danilo,MF
2024-2025,23,Nott'ham Forest,eng ENG,1. Premier League,3rd,1,14,14,0.8,0.2,1,14,0,0,,0,1.00,0,0,0,0.00,-0.37,0.0,0.3,-0.3,-1.71,-1.91,Danilo,MF
2014-2015,18,Swindon Town,eng ENG,3. League One,4th,28,1948,70,47.1,21.6,22,,16,6,,2,1.83,30,21,+9,+0.42,+0.01,,,,,,Harry Toffolo,DF
2015-2016,19,Rotherham Utd,eng ENG,2. Championship,21st,7,550,79,13.3,6.1,6,,4,1,,3,0.57,6,13,-7,-1.15,-0.87,,,,,,Harry Toffolo,DF
2015-2016,19,P'borough Utd,eng ENG,3. League One,13th,7,482,69,11.6,5.4,6,,4,1,,2,0.86,8,11,-3,-0.56,-0.86,,,,,,Harry Toffolo,DF
2016-2017,20,Scunthorpe Utd,eng ENG,3. League One,3rd,22,1853,84,44.8,20.6,21,,20,1,,5,1.64,32,26,+6,+0.29,-0.50,,,,,,Harry Toffolo,DF
2017-2018,21,Doncaster,eng ENG,3. League One,15th,13,943,73,22.8,10.5,11,,8,2,,4,1.08,10,15,-5,-0.48,-0.62,,,,,,Harry Toffolo,DF
2017-2018,21,Norwich City,eng ENG,Jr. PL2 — Div. 2,7th,2,163,82,9.1,1.8,2,82,1,0,,0,0.00,1,6,-5,-2.76,-3.04,,,,,,Harry Toffolo,DF
2017-2018,21,Millwall,eng ENG,2. Championship,8th,0,,,,,0,,0,0,,1,,,,,,,,,,,,Harry Toffolo,DF
2018-2019,22,Lincoln City,eng ENG,4. League Two,1st,46,4102,89,99.1,45.6,46,89,43,0,,0,1.85,73,43,+30,+0.66,+0.66,,,,,,Harry Toffolo,DF
2019-2020,23,Lincoln City,eng ENG,3. League One,16th,26,2340,90,74.3,26.0,26,90,26,0,,0,1.31,35,33,+2,+0.08,+0.52,,,,,,Harry Toffolo,DF
2019-2020,23,Huddersfield,eng ENG,2. Championship,18th,19,1710,90,41.3,19.0,19,90,19,0,,0,1.21,21,26,-5,-0.26,+0.22,27.0,23.1,+3.9,+0.21,+0.51,Harry Toffolo,DF
2020-2021,24,Huddersfield,eng ENG,2. Championship,20th,31,2670,86,64.5,29.7,31,86,26,0,,0,1.19,36,41,-5,-0.17,+0.81,32.2,42.0,-9.8,-0.33,+0.43,Harry Toffolo,DF
2021-2022,25,Huddersfield,eng ENG,2. Championship,3rd,42,3560,85,86.0,39.6,40,88,36,2,17,1,1.76,58,39,+19,+0.48,+0.79,52.3,48.6,+3.7,+0.09,+0.43,Harry Toffolo,DF
2022-2023,26,Nott'ham Forest,eng ENG,1. Premier League,16th,19,940,49,27.5,10.4,9,86,7,10,16,10,1.00,7,17,-10,-0.96,-0.23,9.5,18.7,-9.2,-0.88,-0.31,Harry Toffolo,DF
2023-2024,27,Nottingham Forest,eng ENG,Jr. PL2,,2,105,53,5.8,1.2,2,53,0,0,,0,2.00,3,5,-2,-1.71,,,,,,,Harry Toffolo,DF
2023-2024,27,Nott'ham Forest,eng ENG,1. Premier League,17th,23,1459,63,42.7,16.2,15,88,12,8,18,9,0.91,18,29,-11,-0.68,-0.36,20.6,24.0,-3.3,-0.21,-0.21,Harry Toffolo,DF
2024-2025,28,Nott'ham Forest,eng ENG,1. Premier League,3rd,3,47,16,2.7,0.5,0,,0,3,16,11,2.33,0,1,-1,-1.91,-2.35,0.8,0.7,+0.1,+0.10,-0.09,Harry Toffolo,DF
2021-2022,15,St. Pauli U17,de GER,Jr. U17 Bundesliga,11th,16,1236,77,76.3,13.7,14,82,9,2,45,0,2.00,30,12,+18,+1.31,-0.10,,,,,,Eric da Silva Moreira,"MF,DF"
2022-2023,16,St. Pauli U19,de GER,Jr. U19 Bundesliga,17th,14,1001,72,69.5,11.1,11,80,6,3,40,0,1.57,26,20,+6,+0.54,+0.13,,,,,,Eric da Silva Moreira,"MF,DF"
2023-2024,17,St. Pauli U19,de GER,Jr. U19 Bundesliga,24th,4,287,72,12.3,3.2,3,85,1,1,31,0,2.25,5,3,+2,+0.63,+1.02,,,,,,Eric da Silva Moreira,"MF,DF"
2023-2024,17,St. Pauli,de GER,2. 2. Bundesliga,1st,1,1,1,0.0,0.0,0,,0,1,1,4,3.00,0,0,0,0.00,-0.76,0.0,0.0,0.0,0.00,-0.44,Eric da Silva Moreira,"MF,DF"
2024-2025,18,Nottingham Forest,eng ENG,Jr. PL2,10th,1,87,87,9.7,1.0,1,87,0,0,,0,0.00,1,2,-1,-1.03,-1.81,,,,,,Eric da Silva Moreira,"MF,DF"
2024-2025,18,Nott'ham Forest,eng ENG,1. Premier League,3rd,2,30,15,1.8,0.3,0,,0,2,15,6,1.50,0,0,0,0.00,-0.37,0.1,0.3,-0.2,-0.53,-0.73,Eric da Silva Moreira,"MF,DF"
2022-2023,16,Nottingham Forest,eng ENG,Jr. PL2 — Div. 2,3rd,13,1170,90,65.0,13.0,13,90,13,0,,0,2.47,33,11,+22,+1.69,+2.55,Matches,Zach Abbott,DF,,,,
2023-2024,17,Nottingham Forest,eng ENG,Jr. PL2,,20,1800,90,100.0,20.0,20,90,20,0,,0,1.33,30,33,-3,-0.15,,Matches,Zach Abbott,DF,,,,
2024-2025,18,Nottingham Forest,eng ENG,Jr. PL2,10th,9,810,90,90.0,9.0,9,90,9,0,,0,1.33,16,12,+4,+0.44,-1.56,Matches,Zach Abbott,DF,,,,
2024-2025,18,Nott'ham Forest,eng ENG,1. Premier League,3rd,0,,,,,0,,0,0,,1,,,,,,,Matches,Zach Abbott,DF,,,,
2024-2025,25,Nott'ham Forest,eng ENG,1. Premier League,3rd,0,,,,,0,,0,0,,19,,,,,,,,,,,,Carlos Miguel,GK
2018-2019,16,Norwich City,eng ENG,Jr. PL2 — Div. 2,11th,1,90,90,4.5,1.0,1,90,1,0,,4,0.00,1,4,-3,-3.00,-2.10,,,,,,Andrew Omobamidele,DF
2019-2020,17,Norwich City,eng ENG,Jr. PL2 — Div. 2,11th,8,714,89,46.7,7.9,8,89,7,0,,2,0.75,9,20,-11,-1.39,-1.28,,,,,,Andrew Omobamidele,DF
2020-2021,18,Norwich City,eng ENG,Jr. PL2 — Div. 2,11th,15,1305,87,60.4,14.5,15,87,14,0,,0,1.33,19,17,+2,+0.14,+1.19,,,,,,Andrew Omobamidele,DF
2020-2021,18,Norwich City,eng ENG,2. Championship,1st,9,711,79,17.2,7.9,8,89,7,1,1,10,1.89,19,9,+10,+1.27,+0.50,15.4,9.8,+5.6,+0.71,+0.21,Andrew Omobamidele,DF
2021-2022,19,Norwich City,eng ENG,1. Premier League,20th,5,382,76,11.2,4.2,4,90,4,1,22,9,0.60,3,9,-6,-1.41,+0.22,4.0,9.1,-5.1,-1.20,-0.07,Andrew Omobamidele,DF
2022-2023,20,Norwich City,eng ENG,2. Championship,13th,34,2567,76,62.0,28.5,27,88,25,7,26,5,1.47,38,38,0,0.00,-0.17,38.9,34.0,+4.9,+0.17,+0.24,Andrew Omobamidele,DF
2023-2024,21,Norwich City,eng ENG,2. Championship,6th,2,20,10,0.5,0.2,0,,0,2,10,2,3.00,1,1,0,0.00,-0.33,0.7,0.1,+0.6,+2.69,+2.72,Andrew Omobamidele,DF
2023-2024,21,Nott'ham Forest,eng ENG,1. Premier League,17th,11,783,71,22.9,8.7,8,90,8,3,21,8,0.73,12,15,-3,-0.34,+0.17,10.9,11.8,-0.9,-0.11,-0.03,Andrew Omobamidele,DF
2024-2025,22,Nott'ham Forest,eng ENG,1. Premier League,3rd,0,,,,,0,,0,0,,4,,,,,,,,,,,,Andrew Omobamidele,DF
