Season,Age,Squad,Country,Comp,LgRank,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Player,Position
2023-2024,18,Eint Frankfurt,de GER,1. Bundesliga,6th,2.0,0,0,0,1,1,1,6,1,1,0,0,0,15,1,4,20.0,Jean Mattéo Bahoya,"MF,DF"
2024-2025,19,Eint Frankfurt,de GER,1. Bundesliga,3rd,2.4,1,0,0,3,3,1,7,1,7,0,0,0,6,3,0,100.0,Jean Mattéo Bahoya,"MF,DF"
2023-2024,18,FC Copenhagen,dk DEN,1. Danish Superliga,3rd,4.4,0,0,0,8,13,2,3,5,3,,,0,,,,,Oscar Højlund,MF
2024-2025,19,Eint Frankfurt,de GER,1. Bundesliga,3rd,1.6,0,0,0,0,0,0,1,1,3,0,0,0,13,1,1,50.0,Oscar Højlund,MF
2021-2022,18,Young Boys,ch SUI,1. Super Lg,3rd,2.3,1,0,0,4,2,0,1,1,2,,,0,,,,,Aurele Amenda,DF
2022-2023,19,Young Boys,ch SUI,1. Super Lg,1st,11.8,2,0,0,11,6,0,1,18,11,,,1,,,,,Aurele Amenda,DF
2023-2024,20,Young Boys,ch SUI,1. Super Lg,1st,20.7,5,0,0,29,7,0,3,28,15,,,0,,,,,Aurele Amenda,DF
2024-2025,21,Eint Frankfurt,de GER,1. Bundesliga,3rd,0.8,1,0,0,3,1,0,0,1,0,0,0,0,1,4,1,80.0,Aurele Amenda,DF
2010-2011,20,Nürnberg,de GER,1. Bundesliga,6th,11.6,3,1,,26,,,,,,,,,,,,,Timothy Chandler,DF
2011-2012,21,Nürnberg,de GER,1. Bundesliga,10th,27.9,5,1,,54,,,,,,,,,,,,,Timothy Chandler,DF
2012-2013,22,Nürnberg,de GER,1. Bundesliga,10th,28.0,5,0,,42,,,,,,,,,,,,,Timothy Chandler,DF
2013-2014,23,Nürnberg,de GER,1. Bundesliga,17th,17.7,4,0,,24,,,,,,,,,,,,,Timothy Chandler,DF
2014-2015,24,Eint Frankfurt,de GER,1. Bundesliga,9th,26.0,7,0,,32,,,,,,,,,,,,,Timothy Chandler,DF
2015-2016,25,Eint Frankfurt,de GER,1. Bundesliga,16th,7.4,4,0,,13,,,,,,,,,,,,,Timothy Chandler,DF
2016-2017,26,Eint Frankfurt,de GER,1. Bundesliga,11th,31.3,6,1,0,41,30,5,122,77,35,0,1,0,,,,,Timothy Chandler,DF
2017-2018,27,Eint Frankfurt,de GER,1. Bundesliga,8th,21.0,3,0,0,23,19,4,90,33,21,0,0,0,63,31,40,43.7,Timothy Chandler,DF
2018-2019,28,Eint Frankfurt,de GER,1. Bundesliga,7th,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0,Timothy Chandler,DF
2019-2020,29,Eint Frankfurt,de GER,1. Bundesliga,9th,13.6,4,0,0,16,11,4,64,13,10,0,0,0,57,38,31,55.1,Timothy Chandler,DF
2020-2021,30,Eint Frankfurt,de GER,1. Bundesliga,5th,4.8,2,0,0,6,1,4,25,3,0,0,0,0,19,6,6,50.0,Timothy Chandler,DF
2021-2022,31,Eint Frankfurt,de GER,1. Bundesliga,11th,13.5,4,0,0,17,7,4,30,19,12,0,0,0,56,14,22,38.9,Timothy Chandler,DF
2022-2023,32,Eint Frankfurt,de GER,1. Bundesliga,7th,1.0,0,0,0,0,0,0,3,0,2,0,0,0,5,1,0,100.0,Timothy Chandler,DF
2023-2024,33,Eint Frankfurt,de GER,1. Bundesliga,6th,0.2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,66.7,Timothy Chandler,DF
2024-2025,34,Eint Frankfurt,de GER,1. Bundesliga,3rd,0.2,0,0,0,0,1,0,1,3,0,0,0,0,0,4,1,80.0,Timothy Chandler,DF
2013-2014,24,Hoffenheim,de GER,1. Bundesliga,9th,11.0,1,0,,0,,,,,,,,,,,,,Jens Grahl,GK
2015-2016,26,Hoffenheim,de GER,1. Bundesliga,15th,1.0,0,0,,0,,,,,,,,,,,,,Jens Grahl,GK
2021-2022,32,Eint Frankfurt,de GER,1. Bundesliga,11th,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Jens Grahl,GK
2023-2024,34,Eint Frankfurt,de GER,1. Bundesliga,6th,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Jens Grahl,GK
2023-2024,16,Frankfurt U17,de GER,Jr. U17 Bundesliga,4th,4.0,1,1,0,,,,,,,,,0,Matches,Amil Siljević,GK,,,
2023-2024,16,Frankfurt U19,de GER,Jr. U19 Bundesliga,15th,3.0,0,0,0,,,,,,,,,0,Matches,Amil Siljević,GK,,,
2024-2025,17,Frankfurt U19,de GER,Jr. U19 DFB Youth League,12th,8.0,0,0,0,,,,,,,,,0,Matches,Amil Siljević,GK,,,
