Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Player,Position
2023-2024,31,Eint Frankfurt,de GER,1. Bundesliga,6th,30,23,2068,23.0,3,2,5,3,0,0,5,1,2.9,2.9,3.0,5.9,22,115,118,0.13,0.09,0.22,0.13,0.22,0.13,0.13,0.26,0.13,0.26,Mario Götze,"MF,FW"
2024-2025,32,Eint Frankfurt,de GER,1. Bundesliga,3rd,10,7,554,6.2,2,1,3,2,0,0,0,0,1.3,1.3,0.5,1.8,10,21,36,0.32,0.16,0.49,0.32,0.49,0.21,0.09,0.30,0.21,0.30,Mario Götze,"MF,FW"
2021-2022,18,Toulouse,fr FRA,2. Ligue 2,1st,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fares Chaïbi,"MF,FW"
2022-2023,19,Toulouse,fr FRA,1. Ligue 1,13th,36,24,2340,26.0,5,5,10,5,0,0,2,0,5.9,5.9,4.9,10.9,71,101,212,0.19,0.19,0.38,0.19,0.38,0.23,0.19,0.42,0.23,0.42,Fares Chaïbi,"MF,FW"
2023-2024,20,Toulouse,fr FRA,1. Ligue 1,11th,2,0,58,0.6,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,2,5,12,0.00,1.55,1.55,0.00,1.55,0.00,0.29,0.29,0.00,0.29,Fares Chaïbi,"MF,FW"
2023-2024,20,Eint Frankfurt,de GER,1. Bundesliga,6th,28,21,1912,21.2,2,4,6,2,0,0,2,0,3.1,3.1,6.8,9.8,53,86,143,0.09,0.19,0.28,0.09,0.28,0.14,0.32,0.46,0.14,0.46,Fares Chaïbi,"MF,FW"
2024-2025,21,Eint Frankfurt,de GER,1. Bundesliga,3rd,14,6,612,6.8,1,0,1,1,0,0,2,0,2.1,2.1,0.8,3.0,11,29,38,0.15,0.00,0.15,0.15,0.15,0.31,0.12,0.44,0.31,0.44,Fares Chaïbi,"MF,FW"
2019-2020,16,Nürnberg U17,de GER,Jr. U17 Bundesliga,22nd,17,16,1399,15.5,0,,,0,0,0,4,0,,,,,,,,0.00,,,0.00,,,,,,,Nathaniel Brown,"DF,MF"
2020-2021,17,Nürnberg U19,de GER,Jr. U19 Bundesliga,26th,4,4,339,3.8,0,,,0,0,0,0,0,,,,,,,,0.00,,,0.00,,,,,,,Nathaniel Brown,"DF,MF"
2021-2022,18,Nürnberg U19,de GER,Jr. U19 Bundesliga,2nd,17,17,1477,16.4,1,,,1,0,0,1,0,,,,,,,,0.06,,,0.06,,,,,,,Nathaniel Brown,"DF,MF"
2022-2023,19,Nürnberg,de GER,2. 2. Bundesliga,14th,11,8,730,8.1,1,1,2,1,0,0,1,0,0.8,0.8,1.1,1.9,28,36,28,0.12,0.12,0.25,0.12,0.25,0.10,0.13,0.23,0.10,0.23,Nathaniel Brown,"DF,MF"
2023-2024,20,Nürnberg,de GER,2. 2. Bundesliga,12th,29,27,2405,26.7,0,5,5,0,0,0,5,0,0.8,0.7,1.7,2.4,75,117,71,0.00,0.19,0.19,0.00,0.19,0.03,0.06,0.09,0.03,0.09,Nathaniel Brown,"DF,MF"
2024-2025,21,Eint Frankfurt,de GER,1. Bundesliga,3rd,8,6,566,6.3,3,3,6,3,0,0,1,0,1.8,1.8,1.0,2.8,19,30,45,0.48,0.48,0.95,0.48,0.95,0.29,0.15,0.45,0.29,0.45,Nathaniel Brown,"DF,MF"
2023-2024,20,Eint Frankfurt,de GER,1. Bundesliga,6th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kauã Santos,GK
2024-2025,21,Eint Frankfurt,de GER,1. Bundesliga,3rd,5,4,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Kauã Santos,GK
2019-2020,15,Dortmund U17,de GER,Jr. U17 Bundesliga,2nd,21,20,1626,18.1,4,,,4,0,0,1,0,,,,,,,,0.22,,,0.22,,,,,,,Nnamdi Collins,DF
2020-2021,16,Dortmund U19,de GER,Jr. U19 Bundesliga,1st,3,3,270,3.0,0,,,0,0,0,0,0,,,,,,,,0.00,,,0.00,,,,,,,Nnamdi Collins,DF
2021-2022,17,Dortmund U19,de GER,Jr. U19 Bundesliga,4th,12,12,1050,11.7,3,,,3,0,0,1,0,,,,,,,,0.26,,,0.26,,,,,,,Nnamdi Collins,DF
2022-2023,18,Dortmund U19,de GER,Jr. U19 Bundesliga,4th,13,13,1168,13.0,0,,,0,0,0,1,0,,,,,,,,0.00,,,0.00,,,,,,,Nnamdi Collins,DF
2022-2023,18,Dortmund II,de GER,3. 3. Liga,13th,8,7,598,6.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Nnamdi Collins,DF
2023-2024,19,Eint Frankfurt,de GER,1. Bundesliga,6th,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,13,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Nnamdi Collins,DF
2024-2025,20,Eint Frankfurt,de GER,1. Bundesliga,3rd,6,4,326,3.6,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,12,15,14,0.00,0.28,0.28,0.00,0.28,0.00,0.26,0.26,0.00,0.26,Nnamdi Collins,DF
2019-2020,18,Marseille,fr FRA,1. Ligue 1,2nd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niels Nkounkou,"DF,MF"
2020-2021,19,Everton,eng ENG,Jr. PL2 — Div. 1,5th,4,4,338,3.8,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Niels Nkounkou,"DF,MF"
2020-2021,19,Everton,eng ENG,1. Premier League,10th,2,1,81,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,2,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Niels Nkounkou,"DF,MF"
2021-2022,20,Everton,eng ENG,1. Premier League,16th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niels Nkounkou,"DF,MF"
2021-2022,20,Standard Liège,be BEL,1. First Division A,14th,23,18,1570,17.4,0,0,0,0,0,0,5,0,0.9,0.9,0.7,1.5,45,85,62,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Niels Nkounkou,"DF,MF"
2022-2023,21,Cardiff City,eng ENG,2. Championship,21st,18,15,1223,13.6,0,1,1,0,0,0,5,0,0.5,0.5,0.6,1.1,51,57,28,0.00,0.07,0.07,0.00,0.07,0.04,0.05,0.08,0.04,0.08,Niels Nkounkou,"DF,MF"
2022-2023,21,Saint-Étienne,fr FRA,2. Ligue 2,8th,20,19,1681,18.7,6,7,13,6,0,0,4,0,2.8,2.8,6.4,9.2,46,72,166,0.32,0.37,0.70,0.32,0.70,0.15,0.34,0.49,0.15,0.49,Niels Nkounkou,"DF,MF"
2023-2024,22,Saint-Étienne,fr FRA,2. Ligue 2,3rd,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Niels Nkounkou,"DF,MF"
2023-2024,22,Eint Frankfurt,de GER,1. Bundesliga,6th,29,13,1309,14.5,3,2,5,3,0,0,5,1,1.3,1.3,2.2,3.5,55,61,62,0.21,0.14,0.34,0.21,0.34,0.09,0.15,0.24,0.09,0.24,Niels Nkounkou,"DF,MF"
2024-2025,23,Eint Frankfurt,de GER,1. Bundesliga,3rd,7,4,304,3.4,0,0,0,0,0,0,1,0,0.1,0.1,1.3,1.3,13,10,11,0.00,0.00,0.00,0.00,0.00,0.02,0.38,0.39,0.02,0.39,Niels Nkounkou,"DF,MF"
2014-2015,18,Gladbach,de GER,1. Bundesliga,3rd,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Mahmoud Dahoud,MF
2015-2016,19,Gladbach,de GER,1. Bundesliga,4th,32,27,2066,23.0,5,8,13,5,0,0,4,0,,,,,,,,0.22,0.35,0.57,0.22,0.57,,,,,,Mahmoud Dahoud,MF
2016-2017,20,Gladbach,de GER,1. Bundesliga,9th,28,26,2274,25.3,2,6,8,2,0,0,3,0,,,,,,,,0.08,0.24,0.32,0.08,0.32,,,,,,Mahmoud Dahoud,MF
2017-2018,21,Dortmund,de GER,1. Bundesliga,4th,23,11,1146,12.7,0,4,4,0,0,0,4,0,2.2,2.2,4.2,6.4,36,74,42,0.00,0.31,0.31,0.00,0.31,0.17,0.33,0.50,0.17,0.50,Mahmoud Dahoud,MF
2018-2019,22,Dortmund,de GER,1. Bundesliga,2nd,14,7,697,7.7,1,0,1,1,0,0,2,0,1.2,1.2,1.0,2.2,20,53,15,0.13,0.00,0.13,0.13,0.13,0.16,0.12,0.28,0.16,0.28,Mahmoud Dahoud,MF
2019-2020,23,Dortmund,de GER,1. Bundesliga,2nd,12,6,558,6.2,0,1,1,0,0,0,1,0,0.9,0.9,0.8,1.7,7,42,11,0.00,0.16,0.16,0.00,0.16,0.14,0.12,0.27,0.14,0.27,Mahmoud Dahoud,MF
2020-2021,24,Dortmund,de GER,1. Bundesliga,3rd,21,15,1258,14.0,1,1,2,1,0,0,2,0,0.6,0.6,1.4,2.0,21,93,30,0.07,0.07,0.14,0.07,0.14,0.04,0.10,0.14,0.04,0.14,Mahmoud Dahoud,MF
2021-2022,25,Dortmund,de GER,1. Bundesliga,2nd,22,20,1658,18.4,2,3,5,2,0,0,7,1,1.2,1.2,3.0,4.3,28,116,46,0.11,0.16,0.27,0.11,0.27,0.07,0.16,0.23,0.07,0.23,Mahmoud Dahoud,MF
2022-2023,26,Dortmund,de GER,1. Bundesliga,2nd,9,4,337,3.7,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.9,5,25,4,0.00,0.00,0.00,0.00,0.00,0.12,0.13,0.24,0.12,0.24,Mahmoud Dahoud,MF
2023-2024,27,Stuttgart,de GER,1. Bundesliga,2nd,13,1,227,2.5,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,1,19,5,0.40,0.00,0.40,0.40,0.40,0.22,0.21,0.43,0.22,0.43,Mahmoud Dahoud,MF
2023-2024,27,Brighton,eng ENG,1. Premier League,11th,9,6,452,5.0,0,1,1,0,0,0,1,1,0.2,0.2,0.9,1.1,4,11,6,0.00,0.20,0.20,0.00,0.20,0.04,0.18,0.22,0.04,0.22,Mahmoud Dahoud,MF
2024-2025,28,Eint Frankfurt,de GER,1. Bundesliga,3rd,7,3,320,3.6,1,1,2,1,0,0,1,0,0.5,0.5,0.7,1.1,0,15,6,0.28,0.28,0.56,0.28,0.56,0.13,0.19,0.32,0.13,0.32,Mahmoud Dahoud,MF
2018-2019,17,Paris S-G,fr FRA,1. Ligue 1,1st,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Junior Dina Ebimbe,"MF,FW"
2019-2020,18,Le Havre,fr FRA,2. Ligue 2,6th,25,21,1768,19.6,3,1,4,2,1,1,3,0,5.6,4.8,1.9,6.7,63,51,154,0.15,0.05,0.20,0.10,0.15,0.28,0.10,0.38,0.24,0.34,Junior Dina Ebimbe,"MF,FW"
2020-2021,19,Dijon,fr FRA,1. Ligue 1,20th,30,25,2144,23.8,1,1,2,1,0,0,5,0,3.4,3.4,2.4,5.8,65,67,145,0.04,0.04,0.08,0.04,0.08,0.14,0.10,0.24,0.14,0.24,Junior Dina Ebimbe,"MF,FW"
2021-2022,20,Paris S-G,fr FRA,1. Ligue 1,1st,10,4,316,3.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,7,21,12,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Junior Dina Ebimbe,"MF,FW"
2022-2023,21,Eint Frankfurt,de GER,1. Bundesliga,7th,19,10,1063,11.8,3,1,4,3,0,0,4,0,3.7,3.7,1.4,5.1,38,45,42,0.25,0.08,0.34,0.25,0.34,0.31,0.12,0.43,0.31,0.43,Junior Dina Ebimbe,"MF,FW"
2023-2024,22,Eint Frankfurt,de GER,1. Bundesliga,6th,31,25,1956,21.7,5,3,8,5,0,0,5,0,5.0,5.0,2.9,7.9,57,79,157,0.23,0.14,0.37,0.23,0.37,0.23,0.13,0.36,0.23,0.36,Junior Dina Ebimbe,"MF,FW"
2024-2025,23,Eint Frankfurt,de GER,1. Bundesliga,3rd,6,3,281,3.1,0,1,1,0,0,0,0,0,0.9,0.9,0.9,1.8,5,3,27,0.00,0.32,0.32,0.00,0.32,0.28,0.30,0.58,0.28,0.58,Junior Dina Ebimbe,"MF,FW"
2018-2019,15,St. Pauli U17,de GER,Jr. U17 Bundesliga,18th,20,17,1409,15.7,10,,,9,1,1,1,0,,,,,,,,0.64,,,0.57,,,,,,,Igor Matanovic,"FW,MF"
2019-2020,16,St. Pauli U17,de GER,Jr. U17 Bundesliga,25th,7,4,426,4.7,9,,,9,0,0,3,0,,,,,,,,1.90,,,1.90,,,,,,,Igor Matanovic,"FW,MF"
2019-2020,16,St. Pauli U19,de GER,Jr. U19 Bundesliga,24th,5,5,439,4.9,3,,,3,0,0,1,0,,,,,,,,0.62,,,0.62,,,,,,,Igor Matanovic,"FW,MF"
2020-2021,17,St. Pauli U19,de GER,Jr. U19 Bundesliga,12th,2,1,117,1.3,0,,,0,0,0,0,0,,,,,,,,0.00,,,0.00,,,,,,,Igor Matanovic,"FW,MF"
2020-2021,17,St. Pauli,de GER,2. 2. Bundesliga,10th,18,3,397,4.4,1,0,1,1,0,0,2,0,3.8,3.8,0.1,3.9,4,5,26,0.23,0.00,0.23,0.23,0.23,0.85,0.03,0.88,0.85,0.88,Igor Matanovic,"FW,MF"
2021-2022,18,St. Pauli,de GER,2. 2. Bundesliga,5th,18,6,553,6.1,2,2,4,2,0,0,2,1,1.0,1.0,1.4,2.3,9,10,40,0.33,0.33,0.65,0.33,0.65,0.16,0.22,0.38,0.16,0.38,Igor Matanovic,"FW,MF"
2022-2023,19,St. Pauli,de GER,2. 2. Bundesliga,5th,18,6,621,6.9,0,1,1,0,0,0,3,0,1.6,1.6,0.4,2.1,2,7,43,0.00,0.14,0.14,0.00,0.14,0.24,0.06,0.30,0.24,0.30,Igor Matanovic,"FW,MF"
2023-2024,20,Karlsruher,de GER,2. 2. Bundesliga,5th,32,27,2319,25.8,14,6,20,14,0,0,1,0,11.1,11.1,3.8,14.9,19,37,152,0.54,0.23,0.78,0.54,0.78,0.43,0.15,0.58,0.43,0.58,Igor Matanovic,"FW,MF"
2024-2025,21,Eint Frankfurt,de GER,1. Bundesliga,3rd,13,2,289,3.2,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.2,2,6,18,0.31,0.00,0.31,0.31,0.31,0.36,0.01,0.37,0.36,0.37,Igor Matanovic,"FW,MF"
2020-2021,14,Nürnberg U17,de GER,Jr. U17 Bundesliga,7th,5,3,290,3.2,5,,,4,1,1,1,0,,,,,,,,1.55,,,1.24,,,,,,,Can Uzun,"MF,FW"
2021-2022,15,Nürnberg U17,de GER,Jr. U17 Bundesliga,14th,19,19,1669,18.5,22,,,20,2,2,6,0,,,,,,,,1.19,,,1.08,,,,,,,Can Uzun,"MF,FW"
2021-2022,15,Nürnberg U19,de GER,Jr. U19 Bundesliga,2nd,1,0,1,0.0,0,,,0,0,0,0,0,,,,,,,,0.00,,,0.00,,,,,,,Can Uzun,"MF,FW"
2022-2023,16,Nürnberg U19,de GER,Jr. U19 Bundesliga,8th,15,15,1281,14.2,15,,,12,3,3,1,0,,,,,,,,1.05,,,0.84,,,,,,,Can Uzun,"MF,FW"
2022-2023,16,Nürnberg,de GER,2. 2. Bundesliga,14th,3,1,75,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,8,6,0.00,0.00,0.00,0.00,0.00,0.18,0.22,0.40,0.18,0.40,Can Uzun,"MF,FW"
2023-2024,17,Nürnberg,de GER,2. 2. Bundesliga,12th,30,25,1992,22.1,16,2,18,13,3,5,5,0,10.4,6.5,2.5,9.0,59,93,71,0.72,0.09,0.81,0.59,0.68,0.47,0.11,0.58,0.29,0.41,Can Uzun,"MF,FW"
2024-2025,18,Eint Frankfurt,de GER,1. Bundesliga,3rd,9,1,243,2.7,2,1,3,2,0,0,0,0,1.4,1.4,0.3,1.7,4,15,13,0.74,0.37,1.11,0.74,1.11,0.51,0.12,0.63,0.51,0.63,Can Uzun,"MF,FW"
2022-2023,17,Angers,fr FRA,1. Ligue 1,20th,10,2,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,9,3,20,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.29,0.17,0.29,Jean Mattéo Bahoya,"MF,DF"
2023-2024,18,Angers,fr FRA,2. Ligue 2,2nd,19,6,722,8.0,5,2,7,5,0,0,4,0,1.8,1.8,1.8,3.6,32,23,70,0.62,0.25,0.87,0.62,0.87,0.23,0.22,0.45,0.23,0.45,Jean Mattéo Bahoya,"MF,DF"
2023-2024,18,Eint Frankfurt,de GER,1. Bundesliga,6th,8,1,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,3,22,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Jean Mattéo Bahoya,"MF,DF"
2024-2025,19,Eint Frankfurt,de GER,1. Bundesliga,3rd,9,1,217,2.4,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,8,8,34,0.00,0.41,0.41,0.00,0.41,0.09,0.22,0.31,0.09,0.31,Jean Mattéo Bahoya,"MF,DF"
2023-2024,18,FC Copenhagen,dk DEN,1. Danish Superliga,3rd,11,5,392,4.4,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.23,0.23,0.00,0.23,,,,,,Oscar Højlund,MF
2024-2025,19,Eint Frankfurt,de GER,1. Bundesliga,3rd,5,1,144,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.8,7,13,1,0.00,0.00,0.00,0.00,0.00,0.15,0.34,0.48,0.15,0.48,Oscar Højlund,MF
2020-2021,17,Young Boys,ch SUI,1. Super Lg,1st,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurele Amenda,DF
2021-2022,18,Young Boys,ch SUI,1. Super Lg,3rd,4,1,205,2.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Aurele Amenda,DF
2022-2023,19,Young Boys,ch SUI,1. Super Lg,1st,16,11,1060,11.8,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Aurele Amenda,DF
2023-2024,20,Young Boys,ch SUI,1. Super Lg,1st,23,21,1861,20.7,0,1,1,0,0,0,5,0,,,,,,,,0.00,0.05,0.05,0.00,0.05,,,,,,Aurele Amenda,DF
2024-2025,21,Eint Frankfurt,de GER,1. Bundesliga,3rd,4,1,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32,Aurele Amenda,DF
2010-2011,20,Nürnberg,de GER,1. Bundesliga,6th,14,11,1041,11.6,1,1,2,1,0,0,3,1,,,,,,,,0.09,0.09,0.17,0.09,0.17,,,,,,Timothy Chandler,DF
2011-2012,21,Nürnberg,de GER,1. Bundesliga,10th,30,29,2512,27.9,1,2,3,1,0,0,5,1,,,,,,,,0.04,0.07,0.11,0.04,0.11,,,,,,Timothy Chandler,DF
2012-2013,22,Nürnberg,de GER,1. Bundesliga,10th,30,29,2523,28.0,1,3,4,1,0,0,5,0,,,,,,,,0.04,0.11,0.14,0.04,0.14,,,,,,Timothy Chandler,DF
2013-2014,23,Nürnberg,de GER,1. Bundesliga,17th,21,19,1590,17.7,1,2,3,1,0,0,4,0,,,,,,,,0.06,0.11,0.17,0.06,0.17,,,,,,Timothy Chandler,DF
2014-2015,24,Eint Frankfurt,de GER,1. Bundesliga,9th,29,25,2337,26.0,1,1,2,1,0,0,7,0,,,,,,,,0.04,0.04,0.08,0.04,0.08,,,,,,Timothy Chandler,DF
2015-2016,25,Eint Frankfurt,de GER,1. Bundesliga,16th,12,5,667,7.4,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Timothy Chandler,DF
2016-2017,26,Eint Frankfurt,de GER,1. Bundesliga,11th,32,31,2817,31.3,0,3,3,0,0,0,6,1,,,,,,,,0.00,0.10,0.10,0.00,0.10,,,,,,Timothy Chandler,DF
2017-2018,27,Eint Frankfurt,de GER,1. Bundesliga,8th,24,22,1892,21.0,2,4,6,2,0,0,3,0,1.6,1.6,2.6,4.2,47,78,122,0.10,0.19,0.29,0.10,0.29,0.08,0.12,0.20,0.08,0.20,Timothy Chandler,DF
2018-2019,28,Eint Frankfurt,de GER,1. Bundesliga,7th,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.47,0.00,0.47,Timothy Chandler,DF
2019-2020,29,Eint Frankfurt,de GER,1. Bundesliga,9th,22,12,1220,13.6,5,1,6,5,0,0,4,0,2.0,2.0,1.6,3.6,25,46,91,0.37,0.07,0.44,0.37,0.44,0.15,0.12,0.27,0.15,0.27,Timothy Chandler,DF
2020-2021,30,Eint Frankfurt,de GER,1. Bundesliga,5th,15,3,432,4.8,1,0,1,1,0,0,2,0,0.8,0.8,0.2,1.0,14,19,45,0.21,0.00,0.21,0.21,0.21,0.16,0.05,0.22,0.16,0.22,Timothy Chandler,DF
2021-2022,31,Eint Frankfurt,de GER,1. Bundesliga,11th,17,15,1212,13.5,0,0,0,0,0,0,4,0,0.5,0.5,0.6,1.2,16,40,63,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Timothy Chandler,DF
2022-2023,32,Eint Frankfurt,de GER,1. Bundesliga,7th,6,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,6,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Timothy Chandler,DF
2023-2024,33,Eint Frankfurt,de GER,1. Bundesliga,6th,6,0,18,0.2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1,5,10,0.00,5.00,5.00,0.00,5.00,0.40,0.69,1.09,0.40,1.09,Timothy Chandler,DF
2024-2025,34,Eint Frankfurt,de GER,1. Bundesliga,3rd,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Timothy Chandler,DF
2013-2014,24,Hoffenheim,de GER,1. Bundesliga,9th,11,11,990,11.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Jens Grahl,GK
2014-2015,25,Hoffenheim,de GER,1. Bundesliga,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Grahl,GK
2015-2016,26,Hoffenheim,de GER,1. Bundesliga,15th,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Jens Grahl,GK
2016-2017,27,Stuttgart,de GER,2. 2. Bundesliga,1st,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Grahl,GK
2017-2018,28,Stuttgart,de GER,1. Bundesliga,7th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Grahl,GK
2018-2019,29,Stuttgart,de GER,1. Bundesliga,16th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Grahl,GK
2020-2021,31,Stuttgart,de GER,1. Bundesliga,9th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Grahl,GK
2021-2022,32,Eint Frankfurt,de GER,1. Bundesliga,11th,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jens Grahl,GK
2022-2023,33,Eint Frankfurt,de GER,1. Bundesliga,7th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Grahl,GK
2023-2024,34,Eint Frankfurt,de GER,1. Bundesliga,6th,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.50,0.50,0.00,0.50,0.00,0.12,0.12,0.00,0.12,Jens Grahl,GK
2024-2025,35,Eint Frankfurt,de GER,1. Bundesliga,3rd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Grahl,GK
2023-2024,16,Frankfurt U17,de GER,Jr. U17 Bundesliga,4th,5,5,423,4.0,0,,,0,0,0,1,1,0.00,,,0.00,,Matches,Amil Siljević,GK,,,,,,,,,,,
2023-2024,16,Frankfurt U19,de GER,Jr. U19 Bundesliga,15th,3,3,270,3.0,0,,,0,0,0,0,0,0.00,,,0.00,,Matches,Amil Siljević,GK,,,,,,,,,,,
2024-2025,17,Frankfurt U19,de GER,Jr. U19 DFB Youth League,12th,8,8,720,8.0,0,,,0,0,0,0,0,0.00,,,0.00,,Matches,Amil Siljević,GK,,,,,,,,,,,
2024-2025,17,Eint Frankfurt,de GER,1. Bundesliga,3rd,0,0,,,,,,,,,,,,,,,,Matches,Amil Siljević,GK,,,,,,,,,,,
