Season,Age,Squad,Country,Comp,LgRank,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Player,Position
2017-2018,21,Willem II,nl NED,1. Eredivisie,13th,31.3,3,0,0,38,0,0,0,0,0,0,0,0,,,,,Kostas Tsimikas,DF
2018-2019,22,Olympiacos,gr GRE,1. Super League,2nd,14.0,2,0,0,,,,,,,,,0,,,,,Kostas Tsimikas,DF
2019-2020,23,Olympiacos,gr GRE,1. Super League,1st,25.7,5,0,0,,,,,,,,,0,,,,,Kostas Tsimikas,DF
2020-2021,24,Liverpool,eng ENG,1. Premier League,3rd,0.1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0.0,Kostas Tsimikas,DF
2021-2022,25,Liverpool,eng ENG,1. Premier League,2nd,9.7,3,0,0,20,6,0,116,10,12,0,0,0,62,12,11,52.2,Kostas Tsimikas,DF
2022-2023,26,Liverpool,eng ENG,1. Premier League,5th,8.6,3,0,0,13,9,0,85,12,9,0,0,0,50,7,7,50.0,Kostas Tsimikas,DF
2023-2024,27,Liverpool,eng ENG,1. Premier League,3rd,7.5,0,0,0,11,7,1,72,6,13,0,0,0,43,3,13,18.8,Kostas Tsimikas,DF
2024-2025,28,Liverpool,eng ENG,1. Premier League,1st,2.8,0,0,0,4,1,0,17,3,7,0,0,0,11,3,3,50.0,Kostas Tsimikas,DF
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,8.5,1,0,0,,,,,,,,,0,,,,,Jarell Quansah,DF
2022-2023,19,Bristol Rovers,eng ENG,3. League One,17th,15.2,2,1,0,14,7,0,0,9,8,,,0,,,,,Jarell Quansah,DF
2022-2023,19,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,11.0,0,0,0,,,,,,,,,0,,,,,Jarell Quansah,DF
2023-2024,20,Liverpool,eng ENG,Jr. PL2,,1.0,1,0,0,,,,,,,,,0,,,,,Jarell Quansah,DF
2023-2024,20,Liverpool,eng ENG,1. Premier League,3rd,13.2,1,0,0,10,2,0,0,17,22,0,1,0,72,45,22,67.2,Jarell Quansah,DF
2024-2025,21,Liverpool,eng ENG,1. Premier League,1st,2.5,1,0,0,5,1,0,2,3,7,0,0,0,5,5,6,45.5,Jarell Quansah,DF
2019-2020,16,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,1.0,0,0,0,,,,,,,,,0,,,,,Conor Bradley,DF
2020-2021,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,7th,13.7,4,0,0,,,,,,,,,0,,,,,Conor Bradley,DF
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,19.6,6,0,0,,,,,,,,,0,,,,,Conor Bradley,DF
2022-2023,19,Bolton,eng ENG,3. League One,5th,40.2,12,0,0,52,66,8,76,51,48,,,0,,,,,Conor Bradley,DF
2023-2024,20,Liverpool,eng ENG,1. Premier League,3rd,8.4,2,0,0,8,12,2,18,10,25,0,0,1,50,11,5,68.8,Conor Bradley,DF
2024-2025,21,Liverpool,eng ENG,1. Premier League,1st,2.7,1,0,0,4,4,0,1,2,2,0,0,0,17,2,1,66.7,Conor Bradley,DF
2018-2019,25,Sint-Truiden,be BEL,1. First Division A,9th,12.3,2,0,0,22,18,0,9,22,16,0,0,0,57,33,25,56.9,Wataru Endo,MF
2019-2020,26,Sint-Truiden,be BEL,1. First Division A,12th,1.7,0,0,0,5,6,0,1,0,2,0,0,0,5,2,1,66.7,Wataru Endo,MF
2019-2020,26,Stuttgart,de GER,2. 2. Bundesliga,2nd,20.0,5,0,0,36,38,0,8,38,17,0,0,0,166,72,59,55.0,Wataru Endo,MF
2020-2021,27,Stuttgart,de GER,1. Bundesliga,9th,32.8,5,0,0,45,52,0,2,51,44,1,0,0,249,67,47,58.8,Wataru Endo,MF
2021-2022,28,Stuttgart,de GER,1. Bundesliga,15th,32.2,4,0,0,30,61,1,7,30,41,0,0,0,226,75,38,66.4,Wataru Endo,MF
2022-2023,29,Stuttgart,de GER,1. Bundesliga,16th,32.5,3,0,0,40,55,3,7,26,37,1,0,0,231,74,54,57.8,Wataru Endo,MF
2023-2024,30,Liverpool,eng ENG,1. Premier League,3rd,19.1,10,0,0,50,25,0,4,20,28,0,0,0,108,31,27,53.4,Wataru Endo,MF
2024-2025,31,Liverpool,eng ENG,1. Premier League,1st,0.7,0,0,0,5,2,0,0,2,3,0,0,0,6,0,2,0.0,Wataru Endo,MF
2018-2019,15,Fulham,eng ENG,Jr. PL2 — Div. 2,10th,4.1,0,0,0,,,,,,,,,0,,,,,Harvey Elliott,"FW,MF"
2018-2019,15,Fulham,eng ENG,1. Premier League,19th,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Harvey Elliott,"FW,MF"
2019-2020,16,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,10.1,1,0,0,,,,,,,,,0,,,,,Harvey Elliott,"FW,MF"
2019-2020,16,Liverpool,eng ENG,1. Premier League,1st,0.1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,Harvey Elliott,"FW,MF"
2020-2021,17,Blackburn,eng ENG,2. Championship,15th,30.6,3,0,0,10,29,3,111,20,13,0,0,0,139,8,28,22.2,Harvey Elliott,"FW,MF"
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,1.0,0,0,0,,,,,,,,,0,,,,,Harvey Elliott,"FW,MF"
2021-2022,18,Liverpool,eng ENG,1. Premier League,2nd,3.8,0,0,0,2,6,0,10,4,0,0,0,0,31,2,2,50.0,Harvey Elliott,"FW,MF"
2022-2023,19,Liverpool,eng ENG,1. Premier League,5th,17.9,2,0,0,14,25,2,34,15,18,0,0,0,122,4,16,20.0,Harvey Elliott,"FW,MF"
2023-2024,20,Liverpool,eng ENG,1. Premier League,3rd,15.0,2,0,0,7,13,1,62,6,17,1,0,0,78,9,13,40.9,Harvey Elliott,"FW,MF"
2024-2025,21,Liverpool,eng ENG,1. Premier League,1st,0.5,0,0,0,0,0,1,8,0,2,0,0,0,2,0,0,,Harvey Elliott,"FW,MF"
2016-2017,18,Fiorentina,it ITA,1. Serie A,8th,16.6,4,2,1,35,36,7,71,17,23,1,0,0,,,,,Federico Chiesa,FW
2017-2018,19,Fiorentina,it ITA,1. Serie A,8th,33.5,7,0,0,53,60,13,110,18,41,3,0,0,213,8,23,25.8,Federico Chiesa,FW
2018-2019,20,Fiorentina,it ITA,1. Serie A,16th,33.7,4,0,0,56,59,10,93,10,27,4,0,0,143,14,47,23.0,Federico Chiesa,FW
2019-2020,21,Fiorentina,it ITA,1. Serie A,10th,29.3,7,0,0,54,47,7,53,6,22,2,0,0,107,8,24,25.0,Federico Chiesa,FW
2020-2021,22,Fiorentina,it ITA,1. Serie A,13th,2.7,0,0,0,2,3,2,11,1,2,0,0,0,10,1,1,50.0,Federico Chiesa,FW
2020-2021,22,Juventus,it ITA,1. Serie A,4th,24.6,3,1,0,30,36,11,70,12,26,2,0,0,104,6,28,17.6,Federico Chiesa,FW
2021-2022,23,Juventus,it ITA,1. Serie A,4th,9.6,0,0,0,9,16,1,32,4,19,1,0,0,47,0,8,0.0,Federico Chiesa,FW
2022-2023,24,Juventus,it ITA,1. Serie A,7th,9.5,2,0,0,13,12,2,43,0,11,0,0,0,41,1,5,16.7,Federico Chiesa,FW
2023-2024,25,Juventus,it ITA,1. Serie A,3rd,24.4,1,0,0,13,40,7,117,6,10,1,0,0,62,0,9,0.0,Federico Chiesa,FW
2024-2025,26,Liverpool,eng ENG,1. Premier League,1st,0.2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,,Federico Chiesa,FW
2019-2020,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,1.0,0,0,0,,,,,,,,,0,,,,,Vitezslav Jaros,GK
2020-2021,19,Liverpool,eng ENG,Jr. PL2 — Div. 1,7th,3.0,0,0,0,,,,,,,,,0,,,,,Vitezslav Jaros,GK
2021-2022,20,Notts County,eng ENG,5. National League,5th,15.0,1,0,0,,,,,,,,,0,,,,,Vitezslav Jaros,GK
2022-2023,21,Stockport,eng ENG,4. League Two,4th,10.4,1,0,0,0,1,0,0,0,0,,,0,,,,,Vitezslav Jaros,GK
2023-2024,22,Sturm Graz,at AUT,1. Bundesliga,1st,14.0,0,0,0,0,1,0,0,1,0,,,0,,,,,Vitezslav Jaros,GK
2024-2025,23,Liverpool,eng ENG,1. Premier League,1st,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vitezslav Jaros,GK
2023-2024,17,Liverpool,eng ENG,Jr. PL2,,6.3,0,0,0,,,,,,,,,0,,,,,Jayden Danns,FW
2023-2024,17,Liverpool,eng ENG,1. Premier League,3rd,0.1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0.0,Jayden Danns,FW
2024-2025,18,Liverpool,eng ENG,Jr. PL2,4th,0.3,0,0,0,,,,,,,,,0,,,,,Jayden Danns,FW
2021-2022,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,2.0,0,0,0,,,,,,,,,0,Matches,Harvey Davies,GK,,,
2022-2023,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,16.0,1,0,0,,,,,,,,,0,Matches,Harvey Davies,GK,,,
2023-2024,19,Crewe Alexandra,eng ENG,4. League Two,6th,26.5,4,0,0,0,4,0,0,0,0,,,0,Matches,Harvey Davies,GK,,,
2024-2025,20,Liverpool,eng ENG,Jr. PL2,4th,2.8,2,1,1,,,,,,,,,0,Matches,Harvey Davies,GK,,,
2022-2023,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,2.8,0,0,0,,,,,,,,,0,,,,,James McConnell,MF
2023-2024,18,Liverpool,eng ENG,Jr. PL2,,10.4,7,0,0,,,,,,,,,0,,,,,James McConnell,MF
2023-2024,18,Liverpool,eng ENG,1. Premier League,3rd,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,James McConnell,MF
2024-2025,19,Liverpool,eng ENG,Jr. PL2,4th,0.8,1,0,0,,,,,,,,,0,,,,,James McConnell,MF
2020-2021,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,7th,12.1,5,1,1,,,,,,,,,0,,,,,Tyler Morton,MF
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,18.7,3,0,0,,,,,,,,,0,,,,,Tyler Morton,MF
2021-2022,18,Liverpool,eng ENG,1. Premier League,2nd,0.7,1,0,0,1,0,0,0,3,0,0,0,0,5,2,3,40.0,Tyler Morton,MF
2022-2023,19,Blackburn Rovers,eng ENG,Jr. PL2 — Div. 1,10th,1.0,0,0,0,,,,,,,,,0,,,,,Tyler Morton,MF
2022-2023,19,Blackburn,eng ENG,2. Championship,7th,30.9,7,0,0,33,20,0,89,19,32,1,0,0,206,21,15,58.3,Tyler Morton,MF
2023-2024,20,Hull City,eng ENG,2. Championship,7th,33.0,8,1,0,38,9,1,95,24,32,0,0,0,162,15,27,35.7,Tyler Morton,MF
2024-2025,21,Liverpool,eng ENG,Jr. PL2,4th,2.9,1,0,0,,,,,,,,,0,,,,,Tyler Morton,MF
2023-2024,16,Liverpool,eng ENG,Jr. PL2,,12.7,1,0,0,,,,,,,,,0,Matches,Amara Nallo,DF,,,
2024-2025,17,Liverpool,eng ENG,Jr. PL2,4th,8.0,1,0,0,,,,,,,,,0,Matches,Amara Nallo,DF,,,
2023-2024,16,Liverpool,eng ENG,Jr. PL2,,9.0,3,0,0,,,,,,,,,0,Matches,Trey Nyoni,MF,,,
2024-2025,17,Liverpool,eng ENG,Jr. PL2,4th,6.1,0,0,0,,,,,,,,,0,Matches,Trey Nyoni,MF,,,
