Season,Age,Squad,Country,Comp,LgRank,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Player,Position
2018-2019,21,Wolves,eng ENG,1. Premier League,7th,26.2,9,58,24,41.4,2.22,0.92,0.16,0.38,14.0,0,0,0,8.8,8.8,0.15,+0.2,+0.2,Diogo Jota,FW
2019-2020,22,Wolves,eng ENG,1. Premier League,7th,25.4,7,69,26,37.7,2.72,1.02,0.10,0.27,14.2,0,0,0,11.5,11.5,0.17,-4.5,-4.5,Diogo Jota,FW
2020-2021,23,Liverpool,eng ENG,1. Premier League,3rd,12.4,9,46,26,56.5,3.72,2.10,0.20,0.35,14.4,0,0,0,6.4,6.4,0.14,+2.6,+2.6,Diogo Jota,FW
2021-2022,24,Liverpool,eng ENG,1. Premier League,2nd,26.3,15,90,32,35.6,3.43,1.22,0.17,0.47,12.3,0,0,0,16.3,16.3,0.19,-1.3,-1.3,Diogo Jota,FW
2022-2023,25,Liverpool,eng ENG,1. Premier League,5th,12.6,7,35,11,31.4,2.79,0.88,0.20,0.64,11.7,0,0,0,6.5,6.5,0.19,+0.5,+0.5,Diogo Jota,FW
2023-2024,26,Liverpool,eng ENG,1. Premier League,3rd,12.7,10,41,19,46.3,3.22,1.49,0.24,0.53,12.3,0,0,0,5.3,5.3,0.13,+4.7,+4.7,Diogo Jota,FW
2024-2025,27,Liverpool,eng ENG,1. Premier League,1st,6.7,4,21,7,33.3,3.13,1.04,0.19,0.57,12.9,0,0,0,4.0,4.0,0.19,0.0,0.0,Diogo Jota,FW
2014-2015,17,Charlton Ath,eng ENG,2. Championship,12th,16.5,0,,4,,,0.24,,0.00,,,0,0,,,,,,Joe Gomez,DF
2015-2016,18,Liverpool,eng ENG,1. Premier League,8th,4.9,0,,0,,,0.00,,,,,0,0,,,,,,Joe Gomez,DF
2016-2017,19,Liverpool,eng ENG,Jr. PL2 — Div. 1,3rd,7.5,1,,,,,,,,,,0,0,,,,,,Joe Gomez,DF
2017-2018,20,Liverpool,eng ENG,1. Premier League,4th,21.1,0,5,0,0.0,0.24,0.00,0.00,,21.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Joe Gomez,DF
2018-2019,21,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,0.7,0,,,,,,,,,,0,0,,,,,,Joe Gomez,DF
2018-2019,21,Liverpool,eng ENG,1. Premier League,2nd,11.8,0,5,1,20.0,0.42,0.08,0.00,0.00,16.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Joe Gomez,DF
2019-2020,22,Liverpool,eng ENG,1. Premier League,1st,22.3,0,1,0,0.0,0.04,0.00,0.00,,30.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Joe Gomez,DF
2020-2021,23,Liverpool,eng ENG,1. Premier League,3rd,6.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Joe Gomez,DF
2021-2022,24,Liverpool,eng ENG,1. Premier League,2nd,3.7,0,1,0,0.0,0.27,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Joe Gomez,DF
2022-2023,25,Liverpool,eng ENG,1. Premier League,5th,16.3,0,6,2,33.3,0.37,0.12,0.00,0.00,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Joe Gomez,DF
2023-2024,26,Liverpool,eng ENG,1. Premier League,3rd,19.8,0,19,2,10.5,0.96,0.10,0.00,0.00,19.9,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Joe Gomez,DF
2024-2025,27,Liverpool,eng ENG,1. Premier League,1st,5.8,0,3,2,66.7,0.52,0.35,0.00,0.00,11.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Joe Gomez,DF
2015-2016,19,Olympiacos,gr GRE,1. Super League,1st,2.2,0,,1,,,0.46,,0.00,,,0,0,,,,,,Kostas Tsimikas,DF
2016-2017,20,Olympiacos,gr GRE,1. Super League,1st,0.7,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Kostas Tsimikas,DF
2016-2017,20,Esbjerg,dk DEN,1. Danish Superliga,14th,7.7,2,0,3,,0.00,0.39,,0.67,,,0,0,,,,,,Kostas Tsimikas,DF
2017-2018,21,Willem II,nl NED,1. Eredivisie,13th,31.3,3,0,6,,0.00,0.19,,0.50,,,0,0,,,,,,Kostas Tsimikas,DF
2018-2019,22,Olympiacos,gr GRE,1. Super League,2nd,14.0,0,,,,,,,,,,0,0,,,,,,Kostas Tsimikas,DF
2019-2020,23,Olympiacos,gr GRE,1. Super League,1st,25.7,0,,,,,,,,,,0,0,,,,,,Kostas Tsimikas,DF
2020-2021,24,Liverpool,eng ENG,1. Premier League,3rd,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Kostas Tsimikas,DF
2021-2022,25,Liverpool,eng ENG,1. Premier League,2nd,9.7,0,8,2,25.0,0.82,0.21,0.00,0.00,16.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Kostas Tsimikas,DF
2022-2023,26,Liverpool,eng ENG,1. Premier League,5th,8.6,0,7,2,28.6,0.82,0.23,0.00,0.00,15.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Kostas Tsimikas,DF
2023-2024,27,Liverpool,eng ENG,1. Premier League,3rd,7.5,0,3,0,0.0,0.40,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Kostas Tsimikas,DF
2024-2025,28,Liverpool,eng ENG,1. Premier League,1st,2.8,0,2,1,50.0,0.71,0.35,0.00,0.00,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Kostas Tsimikas,DF
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,8.5,0,,,,,,,,,,0,0,,,,,,Jarell Quansah,DF
2022-2023,19,Bristol Rovers,eng ENG,3. League One,17th,15.2,0,12,4,33.3,0.79,0.26,0.00,0.00,,,0,0,,,,,,Jarell Quansah,DF
2022-2023,19,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,11.0,1,,,,,,,,,,0,0,,,,,,Jarell Quansah,DF
2023-2024,20,Liverpool,eng ENG,Jr. PL2,,1.0,0,,,,,,,,,,0,0,,,,,,Jarell Quansah,DF
2023-2024,20,Liverpool,eng ENG,1. Premier League,3rd,13.2,2,6,4,66.7,0.45,0.30,0.33,0.50,10.6,0,0,0,1.0,1.0,0.17,+1.0,+1.0,Jarell Quansah,DF
2024-2025,21,Liverpool,eng ENG,1. Premier League,1st,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jarell Quansah,DF
2019-2020,16,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,1.0,0,,,,,,,,,,0,0,,,,,,Conor Bradley,DF
2020-2021,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,7th,13.7,1,,,,,,,,,,0,0,,,,,,Conor Bradley,DF
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,19.6,3,,,,,,,,,,0,0,,,,,,Conor Bradley,DF
2022-2023,19,Bolton,eng ENG,3. League One,5th,40.2,5,50,14,28.0,1.24,0.35,0.10,0.36,,,0,0,,,,,,Conor Bradley,DF
2023-2024,20,Liverpool,eng ENG,1. Premier League,3rd,8.4,1,12,4,33.3,1.43,0.48,0.08,0.25,17.3,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Conor Bradley,DF
2024-2025,21,Liverpool,eng ENG,1. Premier League,1st,2.7,0,6,3,50.0,2.24,1.12,0.00,0.00,14.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Conor Bradley,DF
2018-2019,25,Sint-Truiden,be BEL,1. First Division A,9th,12.3,2,10,2,20.0,0.81,0.16,0.20,1.00,20.6,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Wataru Endo,MF
2019-2020,26,Sint-Truiden,be BEL,1. First Division A,12th,1.7,0,1,0,0.0,0.60,0.00,0.00,,27.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Wataru Endo,MF
2019-2020,26,Stuttgart,de GER,2. 2. Bundesliga,2nd,20.0,1,20,9,45.0,1.00,0.45,0.05,0.11,19.9,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Wataru Endo,MF
2020-2021,27,Stuttgart,de GER,1. Bundesliga,9th,32.8,3,28,14,50.0,0.85,0.43,0.11,0.21,19.9,0,0,0,2.6,2.6,0.09,+0.4,+0.4,Wataru Endo,MF
2021-2022,28,Stuttgart,de GER,1. Bundesliga,15th,32.2,4,45,16,35.6,1.40,0.50,0.09,0.25,16.3,0,0,0,5.0,4.8,0.11,-1.0,-0.8,Wataru Endo,MF
2022-2023,29,Stuttgart,de GER,1. Bundesliga,16th,32.5,5,45,15,33.3,1.39,0.46,0.11,0.33,16.7,0,0,0,3.8,3.8,0.09,+1.2,+1.2,Wataru Endo,MF
2023-2024,30,Liverpool,eng ENG,1. Premier League,3rd,19.1,1,10,3,30.0,0.52,0.16,0.10,0.33,22.0,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Wataru Endo,MF
2024-2025,31,Liverpool,eng ENG,1. Premier League,1st,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Wataru Endo,MF
2018-2019,15,Fulham,eng ENG,Jr. PL2 — Div. 2,10th,4.1,0,,,,,,,,,,0,0,,,,,,Harvey Elliott,"FW,MF"
2018-2019,15,Fulham,eng ENG,1. Premier League,19th,0.2,0,1,1,100.0,4.50,4.50,0.00,0.00,16.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Harvey Elliott,"FW,MF"
2019-2020,16,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,10.1,2,,,,,,,,,,1,1,,,,,,Harvey Elliott,"FW,MF"
2019-2020,16,Liverpool,eng ENG,1. Premier League,1st,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Harvey Elliott,"FW,MF"
2020-2021,17,Blackburn,eng ENG,2. Championship,15th,30.6,7,42,14,33.3,1.37,0.46,0.17,0.50,19.4,0,0,0,3.5,3.5,0.08,+3.5,+3.5,Harvey Elliott,"FW,MF"
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,1.0,0,,,,,,,,,,0,0,,,,,,Harvey Elliott,"FW,MF"
2021-2022,18,Liverpool,eng ENG,1. Premier League,2nd,3.8,0,10,1,10.0,2.60,0.26,0.00,0.00,18.5,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Harvey Elliott,"FW,MF"
2022-2023,19,Liverpool,eng ENG,1. Premier League,5th,17.9,1,36,12,33.3,2.01,0.67,0.03,0.08,19.3,0,0,0,2.1,2.1,0.06,-1.1,-1.1,Harvey Elliott,"FW,MF"
2023-2024,20,Liverpool,eng ENG,1. Premier League,3rd,15.0,3,49,16,32.7,3.26,1.07,0.06,0.19,20.8,2,0,0,2.7,2.7,0.06,+0.3,+0.3,Harvey Elliott,"FW,MF"
2024-2025,21,Liverpool,eng ENG,1. Premier League,1st,0.5,0,1,0,0.0,1.87,0.00,0.00,,16.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Harvey Elliott,"FW,MF"
2016-2017,18,Fiorentina,it ITA,1. Serie A,8th,16.6,3,54,15,27.8,3.26,0.90,0.06,0.20,,,0,0,,,,,,Federico Chiesa,FW
2017-2018,19,Fiorentina,it ITA,1. Serie A,8th,33.5,6,109,30,27.5,3.26,0.90,0.06,0.20,19.7,0,0,0,7.0,7.0,0.06,-1.0,-1.0,Federico Chiesa,FW
2018-2019,20,Fiorentina,it ITA,1. Serie A,16th,33.7,6,133,41,30.8,3.95,1.22,0.05,0.15,19.7,0,0,0,8.8,8.8,0.07,-2.8,-2.8,Federico Chiesa,FW
2019-2020,21,Fiorentina,it ITA,1. Serie A,10th,29.3,10,109,41,37.6,3.72,1.40,0.08,0.22,18.3,2,1,2,12.2,10.6,0.10,-2.2,-1.6,Federico Chiesa,FW
2020-2021,22,Fiorentina,it ITA,1. Serie A,13th,2.7,1,10,1,10.0,3.75,0.37,0.10,1.00,18.3,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Federico Chiesa,FW
2020-2021,22,Juventus,it ITA,1. Serie A,4th,24.6,8,60,25,41.7,2.44,1.02,0.13,0.32,17.9,0,0,0,6.1,6.1,0.11,+1.9,+1.9,Federico Chiesa,FW
2021-2022,23,Juventus,it ITA,1. Serie A,4th,9.6,2,28,9,32.1,2.92,0.94,0.07,0.22,16.9,0,0,0,2.2,2.2,0.08,-0.2,-0.2,Federico Chiesa,FW
2022-2023,24,Juventus,it ITA,1. Serie A,7th,9.5,2,26,3,11.5,2.75,0.32,0.08,0.67,18.9,1,0,0,1.5,1.5,0.06,+0.5,+0.5,Federico Chiesa,FW
2023-2024,25,Juventus,it ITA,1. Serie A,3rd,24.4,9,74,25,33.8,3.03,1.02,0.11,0.32,19.2,5,1,1,6.4,5.6,0.08,+2.6,+2.4,Federico Chiesa,FW
2024-2025,26,Liverpool,eng ENG,1. Premier League,1st,0.2,0,2,1,50.0,9.47,4.74,0.00,0.00,21.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Federico Chiesa,FW
2023-2024,17,Liverpool,eng ENG,Jr. PL2,,6.3,3,,,,,,,,,,0,0,,,,,,Jayden Danns,FW
2023-2024,17,Liverpool,eng ENG,1. Premier League,3rd,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jayden Danns,FW
2024-2025,18,Liverpool,eng ENG,Jr. PL2,4th,0.3,0,,,,,,,,,,0,0,,,,,,Jayden Danns,FW
2022-2023,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,2.8,1,,,,,,,,,,0,0,,,,,,James McConnell,MF
2023-2024,18,Liverpool,eng ENG,Jr. PL2,,10.4,0,,,,,,,,,,0,0,,,,,,James McConnell,MF
2023-2024,18,Liverpool,eng ENG,1. Premier League,3rd,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,James McConnell,MF
2024-2025,19,Liverpool,eng ENG,Jr. PL2,4th,0.8,0,,,,,,,,,,0,0,,,,,,James McConnell,MF
2020-2021,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,7th,12.1,5,,,,,,,,,,0,0,,,,,,Tyler Morton,MF
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,18.7,1,,,,,,,,,,0,0,,,,,,Tyler Morton,MF
2021-2022,18,Liverpool,eng ENG,1. Premier League,2nd,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Tyler Morton,MF
2022-2023,19,Blackburn Rovers,eng ENG,Jr. PL2 — Div. 1,10th,1.0,0,,,,,,,,,,0,0,,,,,,Tyler Morton,MF
2022-2023,19,Blackburn,eng ENG,2. Championship,7th,30.9,0,17,4,23.5,0.55,0.13,0.00,0.00,26.1,2,0,0,1.1,1.1,0.06,-1.1,-1.1,Tyler Morton,MF
2023-2024,20,Hull City,eng ENG,2. Championship,7th,33.0,3,28,8,28.6,0.85,0.24,0.11,0.38,20.6,2,0,0,2.7,2.7,0.09,+0.3,+0.3,Tyler Morton,MF
2024-2025,21,Liverpool,eng ENG,Jr. PL2,4th,2.9,3,,,,,,,,,,0,0,,,,,,Tyler Morton,MF
2023-2024,16,Liverpool,eng ENG,Jr. PL2,,9.0,1,,,,,,,,,0,0,Matches,Trey Nyoni,MF,,,,,
2024-2025,17,Liverpool,eng ENG,Jr. PL2,4th,6.1,2,,,,,,,,,0,0,Matches,Trey Nyoni,MF,,,,,
