Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Player,Position
2021-2022,22,PSV Eindhoven,nl NED,1. Eredivisie,2nd,27,22,1905,21.2,12,12,24,11,1,1,1,0,9.7,8.9,10.8,19.6,85,74,203,0.57,0.57,1.13,0.52,1.09,0.46,0.51,0.97,0.42,0.93,Cody Gakpo,FW
2022-2023,23,PSV Eindhoven,nl NED,1. Eredivisie,2nd,14,14,1122,12.5,9,12,21,7,2,2,0,0,6.3,4.7,6.8,11.5,53,50,147,0.72,0.96,1.68,0.56,1.52,0.51,0.54,1.05,0.38,0.93,Cody Gakpo,FW
2022-2023,23,Liverpool,eng ENG,1. Premier League,5th,21,17,1458,16.2,7,2,9,7,0,0,0,0,6.2,6.2,2.7,8.9,36,50,109,0.43,0.12,0.56,0.43,0.56,0.38,0.17,0.55,0.38,0.55,Cody Gakpo,FW
2023-2024,24,Liverpool,eng ENG,1. Premier League,3rd,35,17,1649,18.3,8,5,13,8,0,0,1,0,9.0,9.0,2.9,11.8,43,83,130,0.44,0.27,0.71,0.44,0.71,0.49,0.16,0.64,0.49,0.64,Cody Gakpo,FW
2024-2025,25,Liverpool,eng ENG,1. Premier League,1st,19,11,990,11.0,6,2,8,6,0,0,4,0,3.8,3.8,2.5,6.2,29,27,151,0.55,0.18,0.73,0.55,0.73,0.34,0.22,0.57,0.34,0.57,Cody Gakpo,FW
2016-2017,23,Roma,it ITA,1. Serie A,2nd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alisson,GK
2017-2018,24,Roma,it ITA,1. Serie A,3rd,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Alisson,GK
2018-2019,25,Liverpool,eng ENG,1. Premier League,2nd,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Alisson,GK
2019-2020,26,Liverpool,eng ENG,1. Premier League,1st,29,29,2543,28.3,0,1,1,0,0,0,0,1,0.0,0.0,0.3,0.3,0,1,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,Alisson,GK
2020-2021,27,Liverpool,eng ENG,1. Premier League,3rd,33,33,2970,33.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.03,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Alisson,GK
2021-2022,28,Liverpool,eng ENG,1. Premier League,2nd,36,36,3240,36.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Alisson,GK
2022-2023,29,Liverpool,eng ENG,1. Premier League,5th,37,37,3330,37.0,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,0,3,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Alisson,GK
2023-2024,30,Liverpool,eng ENG,1. Premier League,3rd,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Alisson,GK
2024-2025,31,Liverpool,eng ENG,1. Premier League,1st,11,11,978,10.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Alisson,GK
2017-2018,16,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,5,4,406,4.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Curtis Jones,MF
2017-2018,16,Liverpool,eng ENG,1. Premier League,4th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curtis Jones,MF
2018-2019,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,13,13,1083,12.0,4,0,4,4,0,0,0,0,,,,,,,,0.33,0.00,0.33,0.33,0.33,,,,,,Curtis Jones,MF
2018-2019,17,Liverpool,eng ENG,1. Premier League,2nd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curtis Jones,MF
2019-2020,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,14,14,1183,13.1,9,3,12,9,0,0,1,0,,,,,,,,0.68,0.23,0.91,0.68,0.91,,,,,,Curtis Jones,MF
2019-2020,18,Liverpool,eng ENG,1. Premier League,1st,6,1,126,1.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,4,9,7,0.71,0.00,0.71,0.71,0.71,0.32,0.00,0.32,0.32,0.32,Curtis Jones,MF
2020-2021,19,Liverpool,eng ENG,1. Premier League,3rd,24,13,1179,13.1,1,2,3,1,0,0,2,0,1.7,1.7,1.5,3.2,42,89,79,0.08,0.15,0.23,0.08,0.23,0.13,0.11,0.24,0.13,0.24,Curtis Jones,MF
2021-2022,20,Liverpool,eng ENG,1. Premier League,2nd,15,10,851,9.5,1,1,2,1,0,0,0,0,0.9,0.9,0.6,1.5,25,58,54,0.11,0.11,0.21,0.11,0.21,0.10,0.07,0.16,0.10,0.16,Curtis Jones,MF
2022-2023,21,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,1,1,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Curtis Jones,MF
2022-2023,21,Liverpool,eng ENG,1. Premier League,5th,18,12,1035,11.5,3,1,4,3,0,0,2,0,1.2,1.2,1.1,2.3,31,69,75,0.26,0.09,0.35,0.26,0.35,0.10,0.10,0.20,0.10,0.20,Curtis Jones,MF
2023-2024,22,Liverpool,eng ENG,1. Premier League,3rd,23,14,1167,13.0,1,1,2,1,0,0,3,1,2.6,2.6,0.7,3.3,31,74,88,0.08,0.08,0.15,0.08,0.15,0.20,0.05,0.25,0.20,0.25,Curtis Jones,MF
2024-2025,23,Liverpool,eng ENG,1. Premier League,1st,16,10,869,9.7,3,2,5,3,0,0,1,0,2.9,2.9,0.3,3.2,9,52,42,0.31,0.21,0.52,0.31,0.52,0.30,0.04,0.34,0.30,0.34,Curtis Jones,MF
2016-2017,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,3rd,6,6,540,6.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Caoimhín Kelleher,GK
2017-2018,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,5,5,450,5.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Caoimhín Kelleher,GK
2018-2019,19,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,11,11,990,11.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Caoimhín Kelleher,GK
2019-2020,20,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,6,6,540,6.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Caoimhín Kelleher,GK
2019-2020,20,Liverpool,eng ENG,1. Premier League,1st,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caoimhín Kelleher,GK
2020-2021,21,Liverpool,eng ENG,Jr. PL2 — Div. 1,7th,5,5,450,5.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Caoimhín Kelleher,GK
2020-2021,21,Liverpool,eng ENG,1. Premier League,3rd,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Caoimhín Kelleher,GK
2021-2022,22,Liverpool,eng ENG,1. Premier League,2nd,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Caoimhín Kelleher,GK
2022-2023,23,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Caoimhín Kelleher,GK
2022-2023,23,Liverpool,eng ENG,1. Premier League,5th,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Caoimhín Kelleher,GK
2023-2024,24,Liverpool,eng ENG,1. Premier League,3rd,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Caoimhín Kelleher,GK
2024-2025,25,Liverpool,eng ENG,1. Premier League,1st,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Caoimhín Kelleher,GK
2019-2020,20,Almería,es ESP,2. La Liga 2,4th,30,28,2424,26.9,16,2,18,11,5,5,3,1,17.9,14.0,3.5,17.5,61,37,168,0.59,0.07,0.67,0.41,0.48,0.67,0.13,0.79,0.52,0.65,Darwin Núñez,FW
2020-2021,21,Benfica,pt POR,1. Primeira Liga,3rd,29,19,1791,19.9,6,9,15,6,0,0,2,0,10.0,10.0,7.7,17.7,58,31,211,0.30,0.45,0.75,0.30,0.75,0.50,0.39,0.89,0.50,0.89,Darwin Núñez,FW
2021-2022,22,Benfica,pt POR,1. Primeira Liga,3rd,28,24,1976,22.0,26,4,30,22,4,4,6,0,18.4,15.2,5.5,20.7,85,38,222,1.18,0.18,1.37,1.00,1.18,0.84,0.25,1.09,0.69,0.94,Darwin Núñez,FW
2022-2023,23,Liverpool,eng ENG,1. Premier League,5th,29,19,1695,18.8,9,3,12,9,0,0,1,1,11.6,11.6,5.4,16.9,61,29,181,0.48,0.16,0.64,0.48,0.64,0.61,0.28,0.90,0.61,0.90,Darwin Núñez,FW
2023-2024,24,Liverpool,eng ENG,1. Premier League,3rd,36,22,2047,22.7,11,8,19,11,0,1,9,0,16.3,15.5,6.0,21.5,58,54,206,0.48,0.35,0.84,0.48,0.84,0.72,0.27,0.98,0.68,0.95,Darwin Núñez,FW
2024-2025,25,Liverpool,eng ENG,1. Premier League,1st,15,7,757,8.4,2,2,4,2,0,0,5,0,2.5,2.5,0.9,3.4,18,17,55,0.24,0.24,0.48,0.24,0.48,0.30,0.11,0.41,0.30,0.41,Darwin Núñez,FW
2014-2015,17,Paços,pt POR,1. Primeira Liga,8th,10,8,637,7.1,2,2,4,2,0,0,1,0,,,,,,,,0.28,0.28,0.57,0.28,0.57,,,,,,Diogo Jota,FW
2015-2016,18,Paços,pt POR,1. Primeira Liga,7th,31,31,2752,30.6,12,0,12,12,0,0,6,1,,,,,,,,0.39,0.00,0.39,0.39,0.39,,,,,,Diogo Jota,FW
2016-2017,19,Porto,pt POR,1. Primeira Liga,2nd,27,15,1451,16.1,8,5,13,8,0,0,3,0,,,,,,,,0.50,0.31,0.81,0.50,0.81,,,,,,Diogo Jota,FW
2017-2018,20,Wolves,eng ENG,2. Championship,1st,44,43,3612,40.1,17,5,22,16,1,1,9,0,,,,,,,,0.42,0.12,0.55,0.40,0.52,,,,,,Diogo Jota,FW
2018-2019,21,Wolves,eng ENG,1. Premier League,7th,33,29,2355,26.2,9,5,14,9,0,0,11,0,8.8,8.8,5.3,14.0,125,71,182,0.34,0.19,0.54,0.34,0.54,0.34,0.20,0.54,0.34,0.54,Diogo Jota,FW
2019-2020,22,Wolves,eng ENG,1. Premier League,7th,34,27,2284,25.4,7,1,8,7,0,0,4,0,11.5,11.5,2.7,14.2,131,68,200,0.28,0.04,0.32,0.28,0.32,0.45,0.11,0.56,0.45,0.56,Diogo Jota,FW
2020-2021,23,Wolves,eng ENG,1. Premier League,13th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diogo Jota,FW
2020-2021,23,Liverpool,eng ENG,1. Premier League,3rd,19,12,1112,12.4,9,0,9,9,0,0,2,0,6.4,6.4,1.6,8.0,54,43,125,0.73,0.00,0.73,0.73,0.73,0.51,0.13,0.64,0.51,0.64,Diogo Jota,FW
2021-2022,24,Liverpool,eng ENG,1. Premier League,2nd,35,27,2364,26.3,15,4,19,15,0,0,3,0,16.3,16.3,5.8,22.0,74,87,191,0.57,0.15,0.72,0.57,0.72,0.62,0.22,0.84,0.62,0.84,Diogo Jota,FW
2022-2023,25,Liverpool,eng ENG,1. Premier League,5th,22,12,1131,12.6,7,4,11,7,0,0,2,0,6.5,6.5,2.1,8.6,34,30,104,0.56,0.32,0.88,0.56,0.88,0.52,0.17,0.69,0.52,0.69,Diogo Jota,FW
2023-2024,26,Liverpool,eng ENG,1. Premier League,3rd,21,14,1145,12.7,10,3,13,10,0,0,3,1,5.3,5.3,3.3,8.6,54,34,111,0.79,0.24,1.02,0.79,1.02,0.42,0.26,0.68,0.42,0.68,Diogo Jota,FW
2024-2025,27,Liverpool,eng ENG,1. Premier League,1st,12,7,603,6.7,4,2,6,4,0,0,1,0,4.0,4.0,1.1,5.1,23,14,47,0.60,0.30,0.90,0.60,0.90,0.59,0.17,0.76,0.59,0.76,Diogo Jota,FW
2014-2015,17,Charlton Ath,eng ENG,2. Championship,12th,21,16,1481,16.5,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Joe Gomez,DF
2015-2016,18,Liverpool,eng ENG,1. Premier League,8th,5,5,437,4.9,0,1,1,0,0,0,3,0,,,,,,,,0.00,0.21,0.21,0.00,0.21,,,,,,Joe Gomez,DF
2016-2017,19,Liverpool,eng ENG,Jr. PL2 — Div. 1,3rd,8,8,675,7.5,1,0,1,1,0,0,1,0,,,,,,,,0.13,0.00,0.13,0.13,0.13,,,,,,Joe Gomez,DF
2016-2017,19,Liverpool,eng ENG,1. Premier League,4th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Gomez,DF
2017-2018,20,Liverpool,eng ENG,1. Premier League,4th,23,21,1902,21.1,0,2,2,0,0,0,3,0,0.3,0.3,1.5,1.7,54,154,65,0.00,0.09,0.09,0.00,0.09,0.01,0.07,0.08,0.01,0.08,Joe Gomez,DF
2018-2019,21,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,1,1,60,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Joe Gomez,DF
2018-2019,21,Liverpool,eng ENG,1. Premier League,2nd,16,12,1063,11.8,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,6,38,13,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Joe Gomez,DF
2019-2020,22,Liverpool,eng ENG,1. Premier League,1st,28,22,2004,22.3,0,0,0,0,0,0,7,0,0.0,0.0,0.2,0.2,17,115,11,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Joe Gomez,DF
2020-2021,23,Liverpool,eng ENG,1. Premier League,3rd,7,6,590,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,38,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Joe Gomez,DF
2021-2022,24,Liverpool,eng ENG,1. Premier League,2nd,8,4,331,3.7,0,1,1,0,0,0,2,0,0.0,0.0,0.8,0.8,11,36,29,0.00,0.27,0.27,0.00,0.27,0.01,0.21,0.22,0.01,0.22,Joe Gomez,DF
2022-2023,25,Liverpool,eng ENG,1. Premier League,5th,21,15,1466,16.3,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.3,15,108,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Joe Gomez,DF
2023-2024,26,Liverpool,eng ENG,1. Premier League,3rd,32,17,1786,19.8,0,1,1,0,0,0,5,0,0.8,0.8,1.3,2.1,44,100,105,0.00,0.05,0.05,0.00,0.05,0.04,0.07,0.10,0.04,0.10,Joe Gomez,DF
2024-2025,27,Liverpool,eng ENG,1. Premier League,1st,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Joe Gomez,DF
2015-2016,19,Olympiacos,gr GRE,1. Super League,1st,3,2,197,2.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Kostas Tsimikas,DF
2016-2017,20,Olympiacos,gr GRE,1. Super League,1st,1,1,62,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Kostas Tsimikas,DF
2016-2017,20,Esbjerg,dk DEN,1. Danish Superliga,14th,9,8,689,7.7,2,2,4,2,0,0,3,0,,,,,,,,0.26,0.26,0.52,0.26,0.52,,,,,,Kostas Tsimikas,DF
2017-2018,21,Willem II,nl NED,1. Eredivisie,13th,33,32,2813,31.3,3,3,6,3,0,0,3,0,,,,,,,,0.10,0.10,0.19,0.10,0.19,,,,,,Kostas Tsimikas,DF
2018-2019,22,Olympiacos,gr GRE,1. Super League,2nd,15,13,1264,14.0,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.07,0.07,0.00,0.07,,,,,,Kostas Tsimikas,DF
2019-2020,23,Olympiacos,gr GRE,1. Super League,1st,27,27,2315,25.7,0,2,2,0,0,0,5,0,,,,,,,,0.00,0.08,0.08,0.00,0.08,,,,,,Kostas Tsimikas,DF
2020-2021,24,Liverpool,eng ENG,1. Premier League,3rd,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Kostas Tsimikas,DF
2021-2022,25,Liverpool,eng ENG,1. Premier League,2nd,13,9,877,9.7,0,2,2,0,0,0,3,0,0.6,0.6,2.7,3.3,48,47,109,0.00,0.21,0.21,0.00,0.21,0.06,0.27,0.34,0.06,0.34,Kostas Tsimikas,DF
2022-2023,26,Liverpool,eng ENG,1. Premier League,5th,20,9,771,8.6,0,4,4,0,0,0,3,0,0.3,0.3,1.5,1.9,23,26,77,0.00,0.47,0.47,0.00,0.47,0.04,0.18,0.22,0.04,0.22,Kostas Tsimikas,DF
2023-2024,27,Liverpool,eng ENG,1. Premier League,3rd,13,8,679,7.5,0,3,3,0,0,0,0,0,0.1,0.1,1.0,1.1,24,31,73,0.00,0.40,0.40,0.00,0.40,0.01,0.14,0.15,0.01,0.15,Kostas Tsimikas,DF
2024-2025,28,Liverpool,eng ENG,1. Premier League,1st,8,2,254,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,5,31,7,0.00,0.00,0.00,0.00,0.00,0.03,0.19,0.21,0.03,0.21,Kostas Tsimikas,DF
2019-2020,16,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jarell Quansah,DF
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,15,7,768,8.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Jarell Quansah,DF
2021-2022,18,Liverpool,eng ENG,1. Premier League,2nd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jarell Quansah,DF
2022-2023,19,Bristol Rovers,eng ENG,3. League One,17th,16,15,1372,15.2,0,0,0,0,0,0,2,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Jarell Quansah,DF
2022-2023,19,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,11,11,990,11.0,1,0,1,1,0,0,0,0,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,Jarell Quansah,DF
2023-2024,20,Liverpool,eng ENG,Jr. PL2,,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Jarell Quansah,DF
2023-2024,20,Liverpool,eng ENG,1. Premier League,3rd,17,13,1190,13.2,2,0,2,2,0,0,1,0,1.0,1.0,0.1,1.1,13,67,1,0.15,0.00,0.15,0.15,0.15,0.08,0.01,0.08,0.08,0.08,Jarell Quansah,DF
2024-2025,21,Liverpool,eng ENG,1. Premier League,1st,5,2,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jarell Quansah,DF
2019-2020,16,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Conor Bradley,DF
2020-2021,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,7th,14,14,1236,13.7,1,1,2,1,0,0,4,0,,,,,,,,0.07,0.07,0.15,0.07,0.15,,,,,,Conor Bradley,DF
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,21,20,1765,19.6,3,8,11,3,0,0,6,0,,,,,,,,0.15,0.41,0.56,0.15,0.56,,,,,,Conor Bradley,DF
2021-2022,18,Liverpool,eng ENG,1. Premier League,2nd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conor Bradley,DF
2022-2023,19,Bolton,eng ENG,3. League One,5th,41,41,3622,40.2,5,4,9,5,0,0,12,0,,,,,,,,0.12,0.10,0.22,0.12,0.22,,,,,,Conor Bradley,DF
2023-2024,20,Liverpool,eng ENG,1. Premier League,3rd,11,10,753,8.4,1,3,4,1,0,0,2,0,0.9,0.9,1.5,2.3,35,29,64,0.12,0.36,0.48,0.12,0.48,0.10,0.17,0.28,0.10,0.28,Conor Bradley,DF
2024-2025,21,Liverpool,eng ENG,1. Premier League,1st,8,1,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,11,11,15,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Conor Bradley,DF
2018-2019,25,Sint-Truiden,be BEL,1. First Division A,9th,17,12,1108,12.3,2,0,2,2,0,0,2,0,0.6,0.6,0.8,1.4,13,86,29,0.16,0.00,0.16,0.16,0.16,0.05,0.06,0.11,0.05,0.11,Wataru Endo,MF
2019-2020,26,Sint-Truiden,be BEL,1. First Division A,12th,3,1,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,9,5,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Wataru Endo,MF
2019-2020,26,Stuttgart,de GER,2. 2. Bundesliga,2nd,21,20,1802,20.0,1,1,2,1,0,0,5,0,1.6,1.6,1.4,3.0,23,177,27,0.05,0.05,0.10,0.05,0.10,0.08,0.07,0.15,0.08,0.15,Wataru Endo,MF
2020-2021,27,Stuttgart,de GER,1. Bundesliga,9th,33,33,2955,32.8,3,3,6,3,0,0,5,0,2.6,2.6,1.8,4.4,35,187,39,0.09,0.09,0.18,0.09,0.18,0.08,0.06,0.13,0.08,0.13,Wataru Endo,MF
2021-2022,28,Stuttgart,de GER,1. Bundesliga,15th,33,33,2899,32.2,4,2,6,4,0,0,4,0,5.0,4.8,1.3,6.2,34,165,63,0.12,0.06,0.19,0.12,0.19,0.16,0.04,0.20,0.15,0.19,Wataru Endo,MF
2022-2023,29,Stuttgart,de GER,1. Bundesliga,16th,33,33,2922,32.5,5,4,9,5,0,0,3,0,3.8,3.8,4.7,8.5,32,171,67,0.15,0.12,0.28,0.15,0.28,0.12,0.15,0.26,0.12,0.26,Wataru Endo,MF
2023-2024,30,Liverpool,eng ENG,1. Premier League,3rd,29,20,1722,19.1,1,0,1,1,0,0,10,0,0.5,0.5,1.7,2.3,10,101,21,0.05,0.00,0.05,0.05,0.05,0.03,0.09,0.12,0.03,0.12,Wataru Endo,MF
2024-2025,31,Liverpool,eng ENG,1. Premier League,1st,8,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Wataru Endo,MF
2018-2019,15,Fulham,eng ENG,Jr. PL2 — Div. 2,10th,5,4,373,4.1,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.24,0.24,0.00,0.24,,,,,,Harvey Elliott,"FW,MF"
2018-2019,15,Fulham,eng ENG,1. Premier League,19th,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Harvey Elliott,"FW,MF"
2019-2020,16,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,12,11,905,10.1,2,4,6,1,1,1,1,0,,,,,,,,0.20,0.40,0.60,0.10,0.50,,,,,,Harvey Elliott,"FW,MF"
2019-2020,16,Liverpool,eng ENG,1. Premier League,1st,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Harvey Elliott,"FW,MF"
2020-2021,17,Blackburn,eng ENG,2. Championship,15th,41,31,2753,30.6,7,11,18,7,0,0,3,0,3.5,3.5,9.5,13.0,106,222,211,0.23,0.36,0.59,0.23,0.59,0.12,0.31,0.43,0.12,0.43,Harvey Elliott,"FW,MF"
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,2,2,90,1.0,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.00,1.00,0.00,1.00,,,,,,Harvey Elliott,"FW,MF"
2021-2022,18,Liverpool,eng ENG,1. Premier League,2nd,6,4,346,3.8,0,0,0,0,0,0,0,0,0.8,0.8,0.6,1.4,10,36,38,0.00,0.00,0.00,0.00,0.00,0.21,0.16,0.37,0.21,0.37,Harvey Elliott,"FW,MF"
2022-2023,19,Liverpool,eng ENG,1. Premier League,5th,32,18,1613,17.9,1,2,3,1,0,0,2,0,2.1,2.1,3.5,5.6,54,142,129,0.06,0.11,0.17,0.06,0.17,0.12,0.20,0.31,0.12,0.31,Harvey Elliott,"FW,MF"
2023-2024,20,Liverpool,eng ENG,1. Premier League,3rd,34,11,1352,15.0,3,6,9,3,0,0,2,0,2.7,2.7,3.5,6.2,44,128,122,0.20,0.40,0.60,0.20,0.60,0.18,0.23,0.42,0.18,0.42,Harvey Elliott,"FW,MF"
2024-2025,21,Liverpool,eng ENG,1. Premier League,1st,7,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,2,7,6,0.00,0.00,0.00,0.00,0.00,0.07,0.26,0.33,0.07,0.33,Harvey Elliott,"FW,MF"
2016-2017,18,Fiorentina,it ITA,1. Serie A,8th,27,17,1492,16.6,3,2,5,3,0,0,4,2,,,,,,,,0.18,0.12,0.30,0.18,0.30,,,,,,Federico Chiesa,FW
2017-2018,19,Fiorentina,it ITA,1. Serie A,8th,36,35,3012,33.5,6,4,10,6,0,0,7,0,7.0,7.0,6.3,13.3,164,106,339,0.18,0.12,0.30,0.18,0.30,0.21,0.19,0.40,0.21,0.40,Federico Chiesa,FW
2018-2019,20,Fiorentina,it ITA,1. Serie A,16th,37,34,3034,33.7,6,3,9,6,0,0,4,0,8.8,8.8,5.6,14.4,158,106,357,0.18,0.09,0.27,0.18,0.27,0.26,0.17,0.43,0.26,0.43,Federico Chiesa,FW
