Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Player,Position
2019-2020,21,Fiorentina,it ITA,1. Serie A,10th,34,31,2637,29.3,10,6,16,9,1,2,7,0,12.2,10.6,5.4,16.0,108,96,186,0.34,0.20,0.55,0.31,0.51,0.42,0.19,0.60,0.36,0.55,Federico Chiesa,FW
2020-2021,22,Fiorentina,it ITA,1. Serie A,13th,3,3,240,2.7,1,1,2,1,0,0,0,0,0.8,0.8,0.7,1.5,13,8,16,0.37,0.37,0.75,0.37,0.75,0.31,0.26,0.57,0.31,0.57,Federico Chiesa,FW
2020-2021,22,Juventus,it ITA,1. Serie A,4th,30,28,2210,24.6,8,8,16,8,0,0,3,1,6.1,6.1,7.8,13.9,92,79,179,0.33,0.33,0.65,0.33,0.65,0.25,0.32,0.57,0.25,0.57,Federico Chiesa,FW
2021-2022,23,Juventus,it ITA,1. Serie A,4th,14,11,863,9.6,2,2,4,2,0,0,0,0,2.2,2.2,1.2,3.4,36,32,59,0.21,0.21,0.42,0.21,0.42,0.23,0.12,0.35,0.23,0.35,Federico Chiesa,FW
2022-2023,24,Juventus,it ITA,1. Serie A,7th,21,6,852,9.5,2,5,7,2,0,0,2,0,1.5,1.5,2.6,4.1,46,34,88,0.21,0.53,0.74,0.21,0.74,0.15,0.27,0.43,0.15,0.43,Federico Chiesa,FW
2023-2024,25,Juventus,it ITA,1. Serie A,3rd,33,25,2197,24.4,9,2,11,8,1,1,1,0,6.4,5.6,6.2,11.9,111,70,216,0.37,0.08,0.45,0.33,0.41,0.26,0.25,0.52,0.23,0.49,Federico Chiesa,FW
2024-2025,26,Liverpool,eng ENG,1. Premier League,1st,1,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,2,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,0.76,0.76,Federico Chiesa,FW
2019-2020,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,5th,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Vitezslav Jaros,GK
2020-2021,19,Liverpool,eng ENG,Jr. PL2 — Div. 1,7th,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Vitezslav Jaros,GK
2021-2022,20,Notts County,eng ENG,5. National League,5th,15,15,1350,15.0,0,,,0,0,0,1,0,,,,,,,,0.00,,,0.00,,,,,,,Vitezslav Jaros,GK
2022-2023,21,Stockport,eng ENG,4. League Two,4th,11,11,937,10.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Vitezslav Jaros,GK
2023-2024,22,Sturm Graz,at AUT,1. Bundesliga,1st,14,14,1260,14.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Vitezslav Jaros,GK
2024-2025,23,Liverpool,eng ENG,1. Premier League,1st,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Vitezslav Jaros,GK
2023-2024,17,Liverpool,eng ENG,Jr. PL2,,7,7,563,6.3,3,2,5,3,0,0,0,0,,,,,,,,0.48,0.32,0.80,0.48,0.80,,,,,,Jayden Danns,FW
2023-2024,17,Liverpool,eng ENG,1. Premier League,3rd,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jayden Danns,FW
2024-2025,18,Liverpool,eng ENG,Jr. PL2,4th,1,0,31,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Jayden Danns,FW
2024-2025,18,Liverpool,eng ENG,1. Premier League,1st,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jayden Danns,FW
2020-2021,16,Liverpool,eng ENG,Jr. PL2 — Div. 1,7th,0,0,,,,,,,,,,,,,,,,Matches,Harvey Davies,GK,,,,,,,,,,,
2021-2022,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Harvey Davies,GK,,,,,,,,,,,
2022-2023,18,Liverpool,eng ENG,1. Premier League,5th,0,0,,,,,,,,,,,,,,,,Matches,Harvey Davies,GK,,,,,,,,,,,
2022-2023,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Harvey Davies,GK,,,,,,,,,,,
2023-2024,19,Crewe Alexandra,eng ENG,4. League Two,6th,27,26,2385,26.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,Harvey Davies,GK,,,,,,,,,,,
2024-2025,20,Liverpool,eng ENG,Jr. PL2,4th,3,3,254,2.8,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,Harvey Davies,GK,,,,,,,,,,,
2024-2025,20,Liverpool,eng ENG,1. Premier League,1st,0,0,,,,,,,,,,,,,,,,Matches,Harvey Davies,GK,,,,,,,,,,,
2022-2023,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,2nd,5,2,255,2.8,1,0,1,1,0,0,0,0,,,,,,,,0.35,0.00,0.35,0.35,0.35,,,,,,James McConnell,MF
2023-2024,18,Liverpool,eng ENG,Jr. PL2,,12,12,939,10.4,0,0,0,0,0,0,7,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,James McConnell,MF
2023-2024,18,Liverpool,eng ENG,1. Premier League,3rd,3,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,James McConnell,MF
2024-2025,19,Liverpool,eng ENG,Jr. PL2,4th,1,1,73,0.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,James McConnell,MF
2024-2025,19,Liverpool,eng ENG,1. Premier League,1st,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,James McConnell,MF
2020-2021,17,Liverpool,eng ENG,Jr. PL2 — Div. 1,7th,14,12,1093,12.1,5,3,8,5,0,0,5,1,,,,,,,,0.41,0.25,0.66,0.41,0.66,,,,,,Tyler Morton,MF
2021-2022,18,Liverpool,eng ENG,Jr. PL2 — Div. 1,4th,20,20,1683,18.7,1,4,5,1,0,0,3,0,,,,,,,,0.05,0.21,0.27,0.05,0.27,,,,,,Tyler Morton,MF
2021-2022,18,Liverpool,eng ENG,1. Premier League,2nd,2,1,66,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tyler Morton,MF
2022-2023,19,Blackburn Rovers,eng ENG,Jr. PL2 — Div. 1,10th,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Tyler Morton,MF
2022-2023,19,Blackburn,eng ENG,2. Championship,7th,40,30,2780,30.9,0,2,2,0,0,0,7,0,1.1,1.1,3.5,4.6,24,143,49,0.00,0.06,0.06,0.00,0.06,0.03,0.11,0.15,0.03,0.15,Tyler Morton,MF
2023-2024,20,Hull City,eng ENG,2. Championship,7th,39,35,2972,33.0,3,5,8,3,0,0,8,1,2.7,2.7,3.2,5.8,36,148,86,0.09,0.15,0.24,0.09,0.24,0.08,0.10,0.18,0.08,0.18,Tyler Morton,MF
2024-2025,21,Liverpool,eng ENG,Jr. PL2,4th,3,3,257,2.9,3,0,3,3,0,0,1,0,,,,,,,,1.05,0.00,1.05,1.05,1.05,,,,,,Tyler Morton,MF
2024-2025,21,Liverpool,eng ENG,1. Premier League,1st,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyler Morton,MF
2023-2024,16,Liverpool,eng ENG,Jr. PL2,,13,13,1141,12.7,1,0,1,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches,Amara Nallo,DF,,,,,,,,,,,
2023-2024,16,Liverpool,eng ENG,1. Premier League,3rd,0,0,,,,,,,,,,,,,,,,Matches,Amara Nallo,DF,,,,,,,,,,,
2024-2025,17,Liverpool,eng ENG,Jr. PL2,4th,9,8,716,8.0,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,Amara Nallo,DF,,,,,,,,,,,
2024-2025,17,Liverpool,eng ENG,1. Premier League,1st,0,0,,,,,,,,,,,,,,,,Matches,Amara Nallo,DF,,,,,,,,,,,
2022-2023,15,Leicester City,eng ENG,Jr. PL2 — Div. 1,14th,0,0,,,,,,,,,,,,,,,,Matches,Trey Nyoni,MF,,,,,,,,,,,
2023-2024,16,Liverpool,eng ENG,Jr. PL2,,10,9,810,9.0,1,0,1,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches,Trey Nyoni,MF,,,,,,,,,,,
2023-2024,16,Liverpool,eng ENG,1. Premier League,3rd,0,0,,,,,,,,,,,,,,,,Matches,Trey Nyoni,MF,,,,,,,,,,,
2024-2025,17,Liverpool,eng ENG,Jr. PL2,4th,7,7,545,6.1,2,1,3,2,0,0,0,0,0.33,0.17,0.50,0.33,0.50,Matches,Trey Nyoni,MF,,,,,,,,,,,
2024-2025,17,Liverpool,eng ENG,1. Premier League,1st,0,0,,,,,,,,,,,,,,,,Matches,Trey Nyoni,MF,,,,,,,,,,,
