Season,Age,Squad,Country,Comp,LgRank,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Player,Position
2018-2019,21,Cremonese,it ITA,2. Serie B,9th,23.2,5,0,0,43,60,3,67,20,26,1,0,0,134,36,40,47.4,Gaetano Castrovilli,"MF,FW"
2019-2020,22,Fiorentina,it ITA,1. Serie A,10th,29.7,10,0,0,65,78,0,38,15,31,1,2,0,195,22,44,33.3,Gaetano Castrovilli,"MF,FW"
2020-2021,23,Fiorentina,it ITA,1. Serie A,13th,25.9,8,1,0,41,63,1,36,34,19,0,1,0,136,13,39,25.0,Gaetano Castrovilli,"MF,FW"
2021-2022,24,Fiorentina,it ITA,1. Serie A,7th,15.5,4,0,0,21,36,1,40,11,17,0,0,0,85,8,12,40.0,Gaetano Castrovilli,"MF,FW"
2022-2023,25,Fiorentina,it ITA,1. Serie A,8th,8.0,3,0,0,12,12,1,12,8,8,0,0,0,36,4,11,26.7,Gaetano Castrovilli,"MF,FW"
2023-2024,26,Fiorentina,it ITA,1. Serie A,8th,4.1,0,0,0,4,5,1,9,2,2,0,0,0,17,3,2,60.0,Gaetano Castrovilli,"MF,FW"
2024-2025,27,Lazio,it ITA,1. Serie A,4th,1.5,0,0,0,4,1,0,0,3,2,0,0,0,8,0,0,,Gaetano Castrovilli,"MF,FW"
2013-2014,19,Arles-Avignon,fr FRA,2. Ligue 2,13th,5.7,2,0,,,,,,,,,,,,,,,Samuel Gigot,DF
2014-2015,20,Arles-Avignon,fr FRA,2. Ligue 2,20th,22.1,6,2,,,,,,,,,,,,,,,Samuel Gigot,DF
2015-2016,21,Kortrijk,be BEL,1. Pro League,7th,22.9,8,1,,58,,,,,,,,,,,,,Samuel Gigot,DF
2016-2017,22,Kortrijk,be BEL,1. First Division A,12th,20.0,5,0,0,,0,0,0,0,0,0,0,1,,,,,Samuel Gigot,DF
2016-2017,22,Gent,be BEL,1. First Division A,3rd,15.5,2,0,0,,0,0,0,0,0,0,0,0,,,,,Samuel Gigot,DF
2017-2018,23,Gent,be BEL,1. First Division A,4th,39.0,5,1,0,34,48,6,12,87,30,0,0,0,190,71,29,71.0,Samuel Gigot,DF
2018-2019,24,Spartak Moscow,ru RUS,1. Premier League,5th,8.3,1,0,0,,,,,,,,,0,,,,,Samuel Gigot,DF
2019-2020,25,Spartak Moscow,ru RUS,1. Premier League,7th,25.9,8,0,0,32,19,5,6,46,36,,,0,,,,,Samuel Gigot,DF
2020-2021,26,Spartak Moscow,ru RUS,1. Premier League,2nd,25.6,7,1,1,28,32,0,5,43,36,,,0,,,,,Samuel Gigot,DF
2021-2022,27,Spartak Moscow,ru RUS,1. Premier League,10th,24.9,8,0,0,31,32,2,8,54,15,,,0,,,,,Samuel Gigot,DF
2022-2023,28,Marseille,fr FRA,1. Ligue 1,3rd,20.9,5,2,1,44,14,1,1,45,24,0,1,0,103,56,17,76.7,Samuel Gigot,DF
2023-2024,29,Marseille,fr FRA,1. Ligue 1,8th,19.2,7,1,0,21,14,1,6,25,22,0,1,0,80,47,16,74.6,Samuel Gigot,DF
2024-2025,30,Lazio,it ITA,1. Serie A,4th,0.9,1,0,0,5,1,0,0,1,0,0,1,0,4,4,3,57.1,Samuel Gigot,DF
2012-2013,18,Empoli,it ITA,2. Serie B,4th,27.4,6,0,,,,,,,,,,,,,,,Elseid Hysaj,DF
2013-2014,19,Empoli,it ITA,2. Serie B,2nd,28.5,4,3,,,,,,,,,,,,,,,Elseid Hysaj,DF
2014-2015,20,Empoli,it ITA,1. Serie A,15th,33.6,4,0,,33,,,,,,,,,,,,,Elseid Hysaj,DF
2015-2016,21,Napoli,it ITA,1. Serie A,2nd,36.5,5,0,,26,,,,,,,,,,,,,Elseid Hysaj,DF
2016-2017,22,Napoli,it ITA,1. Serie A,3rd,33.7,8,0,0,28,30,5,81,37,54,0,1,1,,,,,Elseid Hysaj,DF
2017-2018,23,Napoli,it ITA,1. Serie A,2nd,34.7,3,1,0,29,17,2,52,43,45,0,2,0,263,37,40,48.1,Elseid Hysaj,DF
2018-2019,24,Napoli,it ITA,1. Serie A,2nd,23.4,4,0,0,23,19,1,31,24,28,0,0,0,155,28,24,53.8,Elseid Hysaj,DF
2019-2020,25,Napoli,it ITA,1. Serie A,7th,16.5,3,0,0,8,18,0,37,24,9,0,0,0,111,8,15,34.8,Elseid Hysaj,DF
2020-2021,26,Napoli,it ITA,1. Serie A,5th,19.6,2,0,0,16,20,0,18,30,17,0,1,0,116,18,13,58.1,Elseid Hysaj,DF
2021-2022,27,Lazio,it ITA,1. Serie A,5th,22.5,3,0,0,16,18,2,26,24,30,0,1,0,124,17,24,41.5,Elseid Hysaj,DF
2022-2023,28,Lazio,it ITA,1. Serie A,2nd,22.2,3,0,0,19,14,2,16,20,23,0,1,0,132,24,24,50.0,Elseid Hysaj,DF
2023-2024,29,Lazio,it ITA,1. Serie A,7th,13.3,2,0,0,14,9,3,18,17,14,0,0,0,72,14,13,51.9,Elseid Hysaj,DF
2024-2025,30,Lazio,it ITA,1. Serie A,4th,0.1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,Elseid Hysaj,DF
2015-2016,18,Hajduk Split,hr CRO,1. 1. HNL,3rd,1.6,0,0,,,,,,,,,,,,,,,Toma Bašić,MF
2016-2017,19,Hajduk Split,hr CRO,1. 1. HNL,3rd,17.8,6,0,0,,0,0,0,0,0,0,0,0,,,,,Toma Bašić,MF
2017-2018,20,Hajduk Split,hr CRO,1. 1. HNL,3rd,21.3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,Toma Bašić,MF
2018-2019,21,Hajduk Split,hr CRO,1. 1. HNL,4th,1.0,0,0,0,,,,,,,,,0,,,,,Toma Bašić,MF
2018-2019,21,Bordeaux,fr FRA,1. Ligue 1,14th,14.8,3,0,0,24,23,0,46,9,16,0,0,0,55,31,28,52.5,Toma Bašić,MF
2019-2020,22,Bordeaux,fr FRA,1. Ligue 1,12th,11.0,4,0,0,13,14,1,47,9,22,0,0,0,53,18,8,69.2,Toma Bašić,MF
2020-2021,23,Bordeaux,fr FRA,1. Ligue 1,12th,28.9,7,0,0,42,31,2,64,32,22,0,0,0,139,25,30,45.5,Toma Bašić,MF
2021-2022,24,Bordeaux,fr FRA,1. Ligue 1,20th,2.3,0,0,0,6,2,0,18,2,2,0,0,0,4,0,1,0.0,Toma Bašić,MF
2021-2022,24,Lazio,it ITA,1. Serie A,5th,10.9,3,0,0,13,6,0,15,4,8,0,0,0,41,8,10,44.4,Toma Bašić,MF
2022-2023,25,Lazio,it ITA,1. Serie A,2nd,5.7,2,0,0,12,17,1,20,7,4,0,0,0,32,14,6,70.0,Toma Bašić,MF
2023-2024,26,Salernitana,it ITA,1. Serie A,20th,12.9,5,0,0,14,16,0,25,14,13,0,0,0,60,8,12,40.0,Toma Bašić,MF
2013-2014,18,Crotone,it ITA,2. Serie B,6th,27.7,9,0,,,,,,,,,,,,,,,Danilo Cataldi,MF
2014-2015,19,Lazio,it ITA,1. Serie A,3rd,11.1,3,1,,14,,,,,,,,,,,,,Danilo Cataldi,MF
2015-2016,20,Lazio,it ITA,1. Serie A,8th,15.0,9,1,,24,,,,,,,,,,,,,Danilo Cataldi,MF
2016-2017,21,Lazio,it ITA,1. Serie A,5th,7.4,3,1,0,8,5,0,57,8,9,0,0,0,,,,,Danilo Cataldi,MF
2016-2017,21,Genoa,it ITA,1. Serie A,16th,10.3,5,0,0,13,7,0,62,9,10,0,0,0,,,,,Danilo Cataldi,MF
2017-2018,22,Benevento,it ITA,1. Serie A,20th,25.4,10,2,1,35,28,0,62,37,25,0,0,0,180,2,10,16.7,Danilo Cataldi,MF
2018-2019,23,Lazio,it ITA,1. Serie A,8th,6.4,2,0,0,6,3,1,41,7,7,0,0,0,37,2,7,22.2,Danilo Cataldi,MF
2019-2020,24,Lazio,it ITA,1. Serie A,4th,6.6,3,0,0,5,2,0,35,13,11,0,0,0,60,4,3,57.1,Danilo Cataldi,MF
2020-2021,25,Lazio,it ITA,1. Serie A,6th,6.3,4,0,0,9,4,0,30,9,2,0,1,0,64,1,5,16.7,Danilo Cataldi,MF
2021-2022,26,Lazio,it ITA,1. Serie A,5th,19.0,8,0,0,18,19,0,66,17,17,0,1,0,165,6,7,46.2,Danilo Cataldi,MF
2022-2023,27,Lazio,it ITA,1. Serie A,2nd,21.3,5,0,0,12,20,0,44,24,16,0,0,0,159,1,5,16.7,Danilo Cataldi,MF
2023-2024,28,Lazio,it ITA,1. Serie A,7th,15.1,8,0,0,17,8,0,31,17,12,0,0,0,105,6,4,60.0,Danilo Cataldi,MF
2024-2025,29,Fiorentina,it ITA,1. Serie A,6th,9.8,0,0,0,9,8,0,8,12,13,0,0,0,54,0,3,0.0,Danilo Cataldi,MF
2017-2018,15,Atromitos,gr GRE,1. Super League,4th,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Christos Mandas,GK
2018-2019,16,Atromitos,gr GRE,1. Super League,4th,1.0,0,0,0,,,,,,,,,0,,,,,Christos Mandas,GK
2019-2020,17,Atromitos,gr GRE,1. Super League,8th,12.0,1,0,0,,,,,,,,,1,,,,,Christos Mandas,GK
2020-2021,18,Atromitos,gr GRE,1. Super League,8th,13.1,1,0,0,,,,,,,,,0,,,,,Christos Mandas,GK
2021-2022,19,OFI Crete,gr GRE,1. Super League,8th,1.0,0,0,0,,,,,,,,,0,,,,,Christos Mandas,GK
2022-2023,20,OFI Crete,gr GRE,1. Super League,6th,26.0,2,0,0,,,,,,,,,0,,,,,Christos Mandas,GK
2023-2024,21,OFI Crete,gr GRE,1. Super League,10th,2.0,0,0,0,,,,,,,,,0,,,,,Christos Mandas,GK
2023-2024,21,Lazio,it ITA,1. Serie A,7th,8.0,0,0,0,0,1,0,0,1,0,0,0,0,10,2,0,100.0,Christos Mandas,GK
