Season,Age,Squad,Country,Comp,LgRank,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Player,Position
2014-2015,20,Perugia,it ITA,2. Serie B,6th,24,2132,89,56.4,23.7,23,,22,1,,2,1.25,25,27,-2,-0.08,-0.69,,,,,,Ivan Provedel,GK
2015-2016,21,Modena,it ITA,2. Serie B,21st,21,1812,86,47.9,20.1,21,,20,0,,18,1.19,20,21,-1,-0.05,+0.73,,,,,,Ivan Provedel,GK
2016-2017,22,Pro Vercelli,it ITA,2. Serie B,17th,40,3565,89,94.3,39.6,40,,39,0,,,,,,,,,,,,,,Ivan Provedel,GK
2017-2018,23,Empoli,it ITA,2. Serie B,1st,23,2070,90,54.8,23.0,23,,23,0,,0,1.74,48,33,+15,+0.65,-0.61,,,,,,Ivan Provedel,GK
2018-2019,24,Empoli,it ITA,1. Serie A,18th,16,1440,90,42.1,16.0,16,90,16,0,,22,1.00,24,36,-12,-0.75,-0.43,21.1,26.3,-5.3,-0.33,-0.06,Ivan Provedel,GK
2019-2020,25,Juve Stabia,it ITA,2. Serie B,19th,18,1620,90,47.4,18.0,18,90,18,0,,0,0.78,25,35,-10,-0.56,-0.26,25.7,35.9,-10.2,-0.57,-0.28,Ivan Provedel,GK
2019-2020,25,Empoli,it ITA,2. Serie B,7th,0,,,,,0,,0,0,,19,,,,,,,,,,,,Ivan Provedel,GK
2020-2021,26,Empoli,it ITA,2. Serie B,1st,0,,,,,0,,,0,,2,,,,,,,,,,,,Ivan Provedel,GK
2020-2021,26,Spezia,it ITA,1. Serie A,15th,29,2610,90,76.3,29.0,29,90,29,0,,2,0.97,38,55,-17,-0.59,-0.25,35.0,48.2,-13.2,-0.45,+0.14,Ivan Provedel,GK
2021-2022,27,Spezia,it ITA,1. Serie A,16th,31,2761,89,80.7,30.7,31,89,30,0,,7,1.03,33,52,-19,-0.62,+0.88,31.7,52.4,-20.6,-0.67,-0.17,Ivan Provedel,GK
2022-2023,28,Lazio,it ITA,1. Serie A,2nd,38,3413,90,99.8,37.9,37,90,37,1,83,0,1.95,60,30,+30,+0.79,+0.79,51.1,41.3,+9.8,+0.26,-0.45,Ivan Provedel,GK
2023-2024,29,Lazio,it ITA,1. Serie A,7th,30,2699,90,78.9,30.0,30,90,29,0,,2,1.40,35,33,+2,+0.07,-0.93,35.0,34.0,+1.0,+0.03,-0.41,Ivan Provedel,GK
2024-2025,30,Lazio,it ITA,1. Serie A,4th,18,1620,90,94.7,18.0,18,90,18,0,,0,1.84,33,27,+6,+0.33,+0.33,29.9,20.1,+9.8,+0.52,,Ivan Provedel,GK
2016-2017,17,Lorient,fr FRA,1. Ligue 1,18th,8,420,53,12.3,4.7,4,,3,4,,4,0.63,6,12,-6,-1.29,-0.69,,,,,,Mattéo Guendouzi,MF
2017-2018,18,Lorient,fr FRA,2. Ligue 2,7th,18,1424,79,41.6,15.8,17,,10,1,,4,1.83,24,13,+11,+0.70,+0.51,24.7,11.7,+13.0,+0.82,+0.37,Mattéo Guendouzi,MF
2018-2019,19,Arsenal,eng ENG,1. Premier League,5th,33,2149,65,62.8,23.9,23,84,19,10,22,4,1.73,47,32,+15,+0.63,+0.13,38.1,32.9,+5.2,+0.22,+0.17,Mattéo Guendouzi,MF
2019-2020,20,Arsenal,eng ENG,1. Premier League,8th,24,1748,73,51.1,19.4,19,87,15,5,21,5,1.29,24,31,-7,-0.36,-1.17,23.9,28.7,-4.8,-0.25,-0.06,Mattéo Guendouzi,MF
2020-2021,21,Hertha BSC,de GER,1. Bundesliga,14th,24,1818,76,59.4,20.2,19,87,16,5,35,0,1.13,27,29,-2,-0.10,+0.55,28.7,25.8,+2.8,+0.14,+0.75,Mattéo Guendouzi,MF
2021-2022,22,Marseille,fr FRA,1. Ligue 1,2nd,38,3152,83,92.2,35.0,35,88,30,3,21,0,1.87,61,36,+25,+0.71,+0.71,54.3,36.5,+17.8,+0.51,+0.04,Mattéo Guendouzi,MF
2022-2023,23,Marseille,fr FRA,1. Ligue 1,3rd,33,2108,64,61.6,23.4,25,77,12,8,23,3,1.94,36,24,+12,+0.51,-0.52,38.1,27.9,+10.2,+0.43,-0.43,Mattéo Guendouzi,MF
2023-2024,24,Marseille,fr FRA,1. Ligue 1,8th,2,19,10,0.6,0.2,0,,0,2,10,1,3.00,0,0,0,0.00,-0.33,1.2,0.2,+1.0,+4.52,+3.97,Mattéo Guendouzi,MF
2023-2024,24,Lazio,it ITA,1. Serie A,7th,33,2367,72,69.2,26.3,27,83,17,6,22,0,1.67,34,28,+6,+0.23,-0.11,32.2,30.7,+1.5,+0.06,-0.20,Mattéo Guendouzi,MF
2024-2025,25,Lazio,it ITA,1. Serie A,4th,18,1573,87,92.0,17.5,18,87,14,0,,0,1.84,32,26,+6,+0.34,+0.34,27.9,19.7,+8.2,+0.44,-2.73,Mattéo Guendouzi,MF
2022-2023,23,Girona,es ESP,1. La Liga,10th,35,2597,74,75.9,28.9,33,77,8,2,22,0,1.29,43,41,+2,+0.07,-0.04,35.6,38.5,-2.8,-0.10,+0.06,Valentín Castellanos,FW
2023-2024,24,Lazio,it ITA,1. Serie A,7th,35,1682,48,49.2,18.7,16,76,5,19,24,2,1.60,25,15,+10,+0.54,+0.54,22.7,18.0,+4.8,+0.25,+0.27,Valentín Castellanos,FW
2024-2025,25,Lazio,it ITA,1. Serie A,4th,16,1320,83,77.2,14.7,15,86,8,1,31,0,2.06,28,17,+11,+0.75,+1.90,25.8,13.4,+12.5,+0.80,+1.58,Valentín Castellanos,FW
2021-2022,20,Real Madrid,es ESP,1. La Liga,1st,2,25,13,0.7,0.3,0,,0,2,13,1,3.00,2,0,+2,+7.20,+5.95,0.7,0.1,+0.6,+2.15,+1.42,Mario Gila,DF
2022-2023,21,Lazio,it ITA,1. Serie A,2nd,4,90,23,2.6,1.0,0,,0,4,23,29,1.75,3,2,+1,+1.00,+0.22,1.7,1.7,+0.1,+0.05,-0.21,Mario Gila,DF
2023-2024,22,Lazio,it ITA,1. Serie A,7th,21,1809,86,52.9,20.1,21,86,16,0,,13,1.62,25,18,+7,+0.35,+0.18,24.5,20.3,+4.1,+0.20,+0.18,Mario Gila,DF
2024-2025,23,Lazio,it ITA,1. Serie A,4th,15,1281,85,74.9,14.2,15,85,13,0,,0,1.94,25,16,+9,+0.63,+1.26,23.0,15.3,+7.6,+0.50,-0.08,Mario Gila,DF
2015-2016,20,Hellas Verona,it ITA,1. Serie A,20th,3,52,17,1.5,0.6,0,,0,3,,16,0.00,0,0,0,0.00,+0.77,,,,,,Mattia Zaccagni,"FW,MF"
2016-2017,21,Hellas Verona,it ITA,2. Serie B,2nd,26,1355,52,35.8,15.1,13,,5,13,,,,,,,,,,,,,,Mattia Zaccagni,"FW,MF"
2017-2018,22,Hellas Verona,it ITA,1. Serie A,19th,6,152,25,4.4,1.7,2,,0,4,,6,0.33,0,6,-6,-3.55,-2.40,1.1,3.8,-2.7,-1.62,-0.67,Mattia Zaccagni,"FW,MF"
2018-2019,23,Hellas Verona,it ITA,2. Serie B,5th,29,1919,66,60.9,21.3,22,78,9,7,30,1,1.45,31,24,+7,+0.33,+0.62,38.0,27.1,+10.8,+0.51,+0.65,Mattia Zaccagni,"FW,MF"
2019-2020,24,Hellas Verona,it ITA,1. Serie A,9th,34,2114,62,61.8,23.5,26,72,7,8,30,2,1.24,22,32,-10,-0.43,-0.84,29.7,35.4,-5.7,-0.24,-0.42,Mattia Zaccagni,"FW,MF"
2020-2021,25,Hellas Verona,it ITA,1. Serie A,10th,36,2609,72,76.3,29.0,33,77,9,3,26,1,1.17,36,33,+3,+0.10,+0.66,33.3,38.3,-5.1,-0.18,-0.28,Mattia Zaccagni,"FW,MF"
2021-2022,26,Hellas Verona,it ITA,1. Serie A,9th,2,180,90,5.3,2.0,2,90,2,0,,0,0.00,3,6,-3,-1.50,-1.75,3.4,3.1,+0.3,+0.14,+0.11,Mattia Zaccagni,"FW,MF"
2021-2022,26,Lazio,it ITA,1. Serie A,5th,29,1876,65,54.9,20.8,21,80,11,8,23,0,1.72,48,24,+24,+1.15,+1.44,31.9,21.2,+10.7,+0.51,+0.69,Mattia Zaccagni,"FW,MF"
2022-2023,27,Lazio,it ITA,1. Serie A,2nd,35,2770,79,81.0,30.8,33,82,17,2,31,0,1.94,50,23,+27,+0.88,+0.46,39.5,34.6,+4.9,+0.16,-0.52,Mattia Zaccagni,"FW,MF"
2023-2024,28,Lazio,it ITA,1. Serie A,7th,28,1956,70,57.2,21.7,24,75,3,4,37,0,1.57,27,21,+6,+0.28,+0.03,27.1,26.5,+0.6,+0.03,-0.21,Mattia Zaccagni,"FW,MF"
2024-2025,29,Lazio,it ITA,1. Serie A,4th,16,1263,79,73.9,14.0,15,83,5,1,18,0,1.71,20,22,-2,-0.14,-1.75,19.7,15.6,+4.1,+0.28,-1.07,Mattia Zaccagni,"FW,MF"
2018-2019,16,Genoa,it ITA,1. Serie A,17th,0,,,,,0,,0,0,,1,,,,,,,,,,,,Nicolò Rovella,MF
2019-2020,17,Genoa,it ITA,1. Serie A,17th,2,105,53,3.1,1.2,1,76,0,1,29,11,0.00,0,3,-3,-2.57,-1.95,0.8,2.1,-1.2,-1.04,-0.76,Nicolò Rovella,MF
2020-2021,18,Genoa,it ITA,1. Serie A,11th,20,1187,59,34.7,13.2,12,81,6,8,26,16,1.00,14,23,-9,-0.68,-0.60,11.4,21.1,-9.7,-0.74,-0.25,Nicolò Rovella,MF
2021-2022,19,Genoa,it ITA,1. Serie A,19th,21,1468,70,42.9,16.3,16,83,12,5,28,4,0.67,15,27,-12,-0.74,+0.23,18.1,22.3,-4.2,-0.26,+0.32,Nicolò Rovella,MF
2022-2023,20,Monza,it ITA,1. Serie A,11th,25,1740,70,50.9,19.3,21,76,9,4,34,1,1.64,31,20,+11,+0.57,+1.37,23.8,23.0,+0.8,+0.04,+0.37,Nicolò Rovella,MF
2022-2023,20,Juventus,it ITA,1. Serie A,7th,3,27,9,0.8,0.3,0,,0,3,9,0,1.67,0,0,0,0.00,-0.61,0.7,0.2,+0.5,+1.75,+1.40,Nicolò Rovella,MF
2023-2024,21,Lazio,it ITA,1. Serie A,7th,23,1318,57,38.5,14.6,16,75,6,7,18,7,1.83,21,13,+8,+0.55,+0.46,16.2,14.4,+1.8,+0.13,+0.01,Nicolò Rovella,MF
2024-2025,22,Lazio,it ITA,1. Serie A,4th,15,1246,83,72.9,13.8,14,87,10,1,30,1,1.81,22,22,0,0.00,-1.16,22.0,15.4,+6.7,+0.45,-0.31,Nicolò Rovella,MF
2012-2013,17,Roma,it ITA,1. Serie A,6th,2,101,51,3.0,1.1,1,,1,1,,,,,,,,,,,,,,Alessio Romagnoli,DF
2013-2014,18,Roma,it ITA,1. Serie A,2nd,11,703,64,20.6,7.8,8,,5,3,,,,,,,,,,,,,,Alessio Romagnoli,DF
2014-2015,19,Roma,it ITA,1. Serie A,2nd,0,,,,,0,,0,0,,1,,,,,,,,,,,,Alessio Romagnoli,DF
2014-2015,19,Sampdoria,it ITA,1. Serie A,7th,30,2535,85,74.1,28.2,28,,27,2,,3,1.40,30,33,-3,-0.11,-1.02,,,,,,Alessio Romagnoli,DF
2015-2016,20,Milan,it ITA,1. Serie A,7th,34,2944,87,86.1,32.7,33,,32,1,,2,1.56,47,36,+11,+0.34,+1.28,,,,,,Alessio Romagnoli,DF
2016-2017,21,Milan,it ITA,1. Serie A,6th,27,2369,88,69.3,26.3,27,,25,0,,1,1.78,40,27,+13,+0.49,+0.58,,,,,,Alessio Romagnoli,DF
2017-2018,22,Milan,it ITA,1. Serie A,6th,28,2353,84,68.8,26.1,27,,23,1,,2,1.68,39,25,+14,+0.54,+0.54,35.8,23.7,+12.1,+0.46,+0.28,Alessio Romagnoli,DF
2018-2019,23,Milan,it ITA,1. Serie A,5th,32,2847,89,83.2,31.6,32,89,30,0,,0,1.69,44,32,+12,+0.38,-0.72,39.7,34.1,+5.6,+0.18,-0.14,Alessio Romagnoli,DF
2019-2020,24,Milan,it ITA,1. Serie A,6th,35,3091,88,90.4,34.3,35,88,34,0,,0,1.69,54,43,+11,+0.32,-1.32,55.2,39.6,+15.6,+0.45,-0.11,Alessio Romagnoli,DF
2020-2021,25,Milan,it ITA,1. Serie A,2nd,22,1907,87,55.8,21.2,21,90,21,1,17,7,2.09,41,25,+16,+0.76,-0.26,38.0,29.3,+8.8,+0.41,-0.48,Alessio Romagnoli,DF
2021-2022,26,Milan,it ITA,1. Serie A,1st,19,1409,74,41.2,15.7,16,86,14,3,9,10,2.16,25,16,+9,+0.57,-0.72,20.2,15.9,+4.3,+0.27,-0.60,Alessio Romagnoli,DF
2022-2023,27,Lazio,it ITA,1. Serie A,2nd,34,2922,86,85.4,32.5,33,88,30,1,34,2,1.82,49,28,+21,+0.65,-0.98,40.3,36.1,+4.2,+0.13,-0.88,Alessio Romagnoli,DF
2023-2024,28,Lazio,it ITA,1. Serie A,7th,29,2411,83,70.5,26.8,26,88,25,3,39,0,1.62,33,28,+5,+0.19,-0.26,31.8,30.4,+1.4,+0.05,-0.23,Alessio Romagnoli,DF
2024-2025,29,Lazio,it ITA,1. Serie A,4th,14,1118,80,65.4,12.4,14,80,11,0,,2,1.93,20,17,+3,+0.24,-0.21,21.8,12.5,+9.3,+0.69,+0.60,Alessio Romagnoli,DF
2019-2020,19,Benfica,pt POR,1. Primeira Liga,2nd,11,927,84,30.3,10.3,10,90,10,1,27,6,1.82,22,13,+9,+0.87,-0.65,21.0,10.1,+10.9,+1.06,+0.02,Nuno Tavares,DF
2020-2021,20,Benfica,pt POR,1. Primeira Liga,3rd,14,633,45,20.7,7.0,7,79,4,7,12,11,2.07,10,11,-1,-0.14,-1.74,11.9,9.9,+2.1,+0.29,-1.04,Nuno Tavares,DF
2021-2022,21,Arsenal,eng ENG,1. Premier League,5th,22,1176,53,34.4,13.1,13,83,10,9,11,16,1.77,25,19,+6,+0.46,+0.18,21.8,17.0,+4.8,+0.37,-0.03,Nuno Tavares,DF
2022-2023,22,Marseille,fr FRA,1. Ligue 1,3rd,31,2349,76,68.7,26.1,23,88,18,8,41,1,1.77,42,31,+11,+0.42,-0.92,42.3,31.6,+10.7,+0.41,-0.61,Nuno Tavares,DF
2023-2024,23,Nott'ham Forest,eng ENG,1. Premier League,17th,8,457,57,13.4,5.1,5,80,4,3,20,5,1.13,8,9,-1,-0.20,+0.32,6.7,5.2,+1.5,+0.30,+0.44,Nuno Tavares,DF
2024-2025,24,Lazio,it ITA,1. Serie A,4th,13,1062,82,62.1,11.8,13,82,4,0,,2,1.86,18,17,+1,+0.08,-0.61,14.7,13.3,+1.4,+0.12,-1.17,Nuno Tavares,DF
2019-2020,18,Midtjylland,dk DEN,1. Danish Superliga,1st,14,493,35,15.2,5.5,5,64,0,9,19,4,2.64,10,3,+7,+1.28,+0.46,,,,,,Gustav Isaksen,FW
2020-2021,19,Midtjylland,dk DEN,1. Danish Superliga,2nd,22,683,31,23.7,7.6,6,60,0,16,20,1,1.82,13,5,+8,+1.05,+0.40,,,,,,Gustav Isaksen,FW
2021-2022,20,Midtjylland,dk DEN,1. Danish Superliga,2nd,30,1932,64,67.1,21.5,26,69,1,4,36,0,2.07,41,22,+19,+0.89,+0.22,,,,,,Gustav Isaksen,FW
2022-2023,21,Midtjylland,dk DEN,1. Danish Superliga,7th,31,2431,78,84.4,27.0,29,82,12,2,27,0,1.69,47,29,+18,+0.67,+1.07,,,,,,Gustav Isaksen,FW
2023-2024,22,Midtjylland,dk DEN,1. Danish Superliga,1st,2,157,79,5.5,1.7,2,79,0,0,,0,3.00,3,0,+3,+1.72,+1.19,,,,,,Gustav Isaksen,FW
2023-2024,22,Lazio,it ITA,1. Serie A,7th,28,1074,38,31.4,11.9,12,62,0,16,21,8,1.61,17,13,+4,+0.34,+0.11,14.2,13.9,+0.2,+0.02,-0.15,Gustav Isaksen,FW
2024-2025,23,Lazio,it ITA,1. Serie A,4th,18,993,55,58.1,11.0,13,65,0,5,30,0,1.84,19,17,+2,+0.18,-0.32,17.0,11.8,+5.2,+0.46,-0.15,Gustav Isaksen,FW
2018-2019,21,Reims,fr FRA,1. Ligue 1,8th,18,747,42,21.8,8.3,8,67,0,10,22,1,1.61,9,11,-2,-0.24,-0.21,10.3,10.8,-0.5,-0.06,+0.15,Boulaye Dia,"MF,FW"
2019-2020,22,Reims,fr FRA,1. Ligue 1,6th,24,1812,76,71.9,20.1,21,82,12,3,28,0,1.50,20,17,+3,+0.15,-0.11,21.8,18.5,+3.4,+0.17,+0.32,Boulaye Dia,"MF,FW"
2020-2021,23,Reims,fr FRA,1. Ligue 1,14th,36,2930,81,85.7,32.6,35,83,16,1,33,1,1.17,41,39,+2,+0.06,+1.90,30.8,48.0,-17.1,-0.53,+1.15,Boulaye Dia,"MF,FW"
2021-2022,24,Villarreal,es ESP,1. La Liga,7th,25,1269,51,37.1,14.1,13,75,3,12,25,4,1.56,22,9,+13,+0.92,+0.38,25.4,15.5,+9.9,+0.71,+0.31,Boulaye Dia,"MF,FW"
2022-2023,25,Salernitana,it ITA,1. Serie A,15th,33,2518,76,73.6,28.0,27,85,16,6,37,1,1.09,40,46,-6,-0.21,+0.58,26.9,47.3,-20.4,-0.73,+0.28,Boulaye Dia,"MF,FW"
2023-2024,26,Salernitana,it ITA,1. Serie A,20th,17,1143,67,33.4,12.7,12,83,8,5,29,1,0.35,9,30,-21,-1.65,-0.55,10.0,25.0,-15.0,-1.18,-0.03,Boulaye Dia,"MF,FW"
2024-2025,27,Lazio,it ITA,1. Serie A,4th,15,900,60,52.6,10.0,11,68,1,4,38,2,2.00,21,10,+11,+1.10,+1.66,16.5,8.8,+7.7,+0.75,+0.50,Boulaye Dia,"MF,FW"
2016-2017,22,SPAL,it ITA,2. Serie B,1st,39,3328,85,88.0,37.0,38,,29,1,,,,,,,,,,,,,,Manuel Lazzari,DF
2017-2018,23,SPAL,it ITA,1. Serie A,17th,36,3116,87,91.1,34.6,36,,31,0,,0,0.97,33,55,-22,-0.64,-1.23,31.8,53.0,-21.2,-0.61,-0.38,Manuel Lazzari,DF
2018-2019,24,SPAL,it ITA,1. Serie A,13th,33,2835,86,82.9,31.5,33,86,26,0,,0,1.24,38,43,-5,-0.16,+0.92,37.3,41.0,-3.6,-0.11,+0.46,Manuel Lazzari,DF
2019-2020,25,Lazio,it ITA,1. Serie A,4th,32,2548,80,74.5,28.3,29,85,19,3,30,4,2.00,52,33,+19,+0.67,-1.19,48.7,38.1,+10.7,+0.38,-0.26,Manuel Lazzari,DF
2020-2021,26,Lazio,it ITA,1. Serie A,6th,32,2613,82,76.4,29.0,30,84,20,2,43,0,1.75,51,40,+11,+0.38,+0.94,46.7,34.7,+12.1,+0.42,+0.55,Manuel Lazzari,DF
2021-2022,27,Lazio,it ITA,1. Serie A,5th,31,1665,54,48.7,18.5,16,81,9,15,25,3,1.61,39,30,+9,+0.49,-0.03,26.6,23.1,+3.5,+0.19,-0.02,Manuel Lazzari,DF
2022-2023,28,Lazio,it ITA,1. Serie A,2nd,28,1879,67,54.9,20.9,22,80,10,6,21,7,1.75,31,16,+15,+0.72,-0.16,26.2,23.1,+3.1,+0.15,-0.25,Manuel Lazzari,DF
2023-2024,29,Lazio,it ITA,1. Serie A,7th,24,1671,70,48.9,18.6,19,80,11,5,32,10,1.54,23,15,+8,+0.43,+0.33,25.3,19.7,+5.6,+0.30,+0.35,Manuel Lazzari,DF
2024-2025,30,Lazio,it ITA,1. Serie A,4th,15,892,59,52.2,9.9,11,75,3,4,16,1,1.87,17,16,+1,+0.10,-0.45,15.7,8.1,+7.6,+0.77,+0.53,Manuel Lazzari,DF
2013-2014,20,Voždovac,rs SRB,1. SuperLiga,7th,27,2116,78,78.4,23.5,24,,,3,,,,,,,,,,,,,,Adam Marušić,DF
